commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_360,e_361,e_362,e_363,e_364,e_365,e_366,e_367,e_368,e_369,e_37,e_370,e_371,e_372,e_373,e_374,e_375,e_376,e_377,e_378,e_379,e_38,e_380,e_381,e_382,e_383,e_384,e_385,e_386,e_387,e_388,e_389,e_39,e_390,e_391,e_392,e_393,e_394,e_395,e_396,e_397,e_398,e_399,e_4,e_40,e_400,e_401,e_402,e_403,e_404,e_405,e_406,e_407,e_408,e_409,e_41,e_410,e_411,e_412,e_413,e_414,e_415,e_416,e_417,e_418,e_419,e_42,e_420,e_421,e_422,e_423,e_424,e_425,e_426,e_427,e_428,e_429,e_43,e_430,e_431,e_432,e_433,e_434,e_435,e_436,e_437,e_438,e_439,e_44,e_440,e_441,e_442,e_443,e_444,e_445,e_446,e_447,e_448,e_449,e_45,e_450,e_451,e_452,e_453,e_454,e_455,e_456,e_457,e_458,e_459,e_46,e_460,e_461,e_462,e_463,e_464,e_465,e_466,e_467,e_468,e_469,e_47,e_470,e_471,e_472,e_473,e_474,e_475,e_476,e_477,e_478,e_479,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,35,23,7,53,39,52,8,81,7,94,43,7,68,81,16,35,89,74,2,41,49,18,17,27,80,23,69,52,26,74,70,19,79,63,78,54,58,77,86,85,12,45,76,61,39,75,62,24,98,10,9,10,57,98,96,45,82,17,90,30,60,39,2,86,26,56,77,57,83,17,91,83,5,71,87,26,78,43,66,40,8,43,69,34,78,41,88,83,54,87,76,81,31,28,10,6,86,76,97,95,40,88,60,49,65,27,23,82,81,71,61,75,44,55,6,98,52,29,50,27,42,21,98,18,82,89,90,70,52,38,75,87,12,41,94,1,54,65,75,15,13,14,83,80,56,62,30,93,90,90,29,45,57,4,9,24,36,17,40,65,25,42,100,54,2,29,95,11,14,52,81,90,11,19,45,26,77,1,36,18,80,94,80,52,57,54,75,33,87,27,80,83,77,90,7,57,6,37,39,83,76,36,2,88,70,95,80,2,6,44,62,36,36,90,70,60,60,72,7,18,44,15,17,61,87,55,69,8,70,3,62,69,82,1,68,90,70,7,31,46,61,25,33,9,82,66,73,54,60,19,33,49,78,92,92,79,68,78,80,56,63,65,40,32,75,57,15,66,28,95,42,97,21,50,56,95,52,54,3,44,46,37,58,47,19,100,100,48,91,86,83,67,42,39,92,36,36,8,82,4,45,50,5,33,89,21,7,39,72,60,85,43,1,91,92,54,95,65,62,97,69,54,48,29,86,79,63,69,56,99,22,54,100,25,81,29,42,52,23,95,68,31,57,47,46,90,71,55,78,82,73,52,58,50,6,67,39,66,19,50,87,11,45,74,91,9,37,53,83,84,37,93,31,100,86,1,13,61,7,62,38,54,17,55,99,15,46,23,44,11,1,54,16,79,8,84,18,83,35,45,15,2,85,87,79,90,34,43,38,44,51,90,27,51,73,77,7,99,36,30,81,3,26,64,20,35,23,90,23,4,86,8,37,2,94,52,38,56,93,49,46,38,75,46,70,79,31,14,51,4,87,27,60,9,95,93,73,72,38,70,89,67,70,8,48,19,32,49,12,6,46,50,60,35,20,37,9,8,68,73
k_1,35,34,89,13,9,70,82,6,42,60,42,34,44,44,17,14,87,17,33,8,6,30,79,1,82,44,20,56,42,75,68,14,41,62,56,22,35,52,43,54,99,29,97,91,90,56,27,75,84,61,9,97,43,45,14,42,76,60,97,11,44,1,13,50,76,25,56,59,85,3,47,53,47,46,11,77,2,68,36,10,84,63,52,81,71,13,44,97,7,79,32,18,68,58,17,31,90,33,80,93,58,3,60,74,78,86,9,4,28,27,88,44,99,39,46,79,17,56,63,30,13,27,80,43,67,74,91,94,35,66,79,62,72,58,58,8,44,78,85,74,99,45,21,60,5,39,57,20,80,13,15,42,50,74,33,4,3,5,96,61,58,69,53,61,50,64,79,26,20,70,69,2,62,81,23,26,34,30,48,79,67,40,35,72,78,46,40,64,86,71,45,75,41,53,2,26,23,8,60,43,53,39,15,45,100,10,14,60,98,46,25,15,43,77,53,73,39,25,21,23,63,6,69,18,68,62,58,66,32,76,29,19,54,49,6,42,54,28,54,5,66,49,27,97,90,78,65,27,4,54,60,22,7,65,62,3,25,66,74,3,48,33,19,60,17,95,31,41,78,20,66,51,46,27,90,100,30,76,54,8,43,20,63,50,84,24,69,45,92,69,29,93,33,97,39,71,1,88,69,59,30,81,18,2,48,9,25,18,12,22,53,90,63,47,53,62,69,3,57,51,75,46,17,41,52,39,89,41,69,31,50,79,25,83,25,42,18,90,38,19,76,73,42,12,38,29,5,78,71,19,34,69,4,21,100,20,67,86,17,18,3,54,65,26,39,39,69,87,64,27,35,46,4,69,11,29,79,19,64,38,72,41,16,43,5,25,53,99,3,83,32,59,2,69,33,8,41,13,1,39,16,25,82,33,64,52,99,29,88,44,85,56,38,88,9,54,48,69,27,13,95,94,27,26,12,29,75,1,30,62,61,93,25,92,87,82,72,43,95,70,66,23,84,32,54,16,13,43,28,73,75,17,79,69,16,39,12,81,27,34,74,52,13,17,91,67,89,94,76,12,79,58,71,89,57,58,42,92,87,14
k_2,16,43,70,77,10,61,71,71,51,23,54,59,57,46,4,2,39,98,75,60,51,34,18,48,52,5,47,97,45,94,25,37,45,17,92,58,56,48,68,33,71,94,46,32,93,77,66,49,51,24,99,96,79,98,75,71,51,88,9,28,39,35,48,85,87,16,33,16,36,28,72,23,12,33,88,76,19,40,93,2,67,75,31,95,51,85,98,21,11,58,57,93,71,68,52,30,82,47,42,53,22,97,87,30,14,72,9,56,49,56,60,64,20,83,42,62,78,61,20,89,99,74,44,88,92,17,79,72,78,91,18,36,49,43,13,68,5,98,52,11,63,86,73,82,49,18,60,92,79,9,78,83,36,50,12,66,22,36,38,28,10,43,56,56,78,45,84,51,31,63,67,66,27,85,83,14,96,76,21,71,27,69,68,79,66,59,62,71,86,57,52,85,56,29,39,71,41,2,25,18,96,8,83,66,80,85,76,68,18,93,11,25,4,13,29,63,10,64,87,25,77,57,43,27,30,38,25,12,81,33,87,50,36,89,81,24,48,76,85,19,55,43,19,43,97,11,6,9,40,22,56,5,93,92,41,27,27,25,31,20,29,16,8,17,33,98,72,68,71,50,6,40,45,98,52,14,33,83,50,59,30,78,35,96,65,18,22,65,73,90,97,49,91,83,88,73,98,99,33,59,81,24,35,97,59,1,26,2,41,64,29,64,4,73,41,54,69,93,77,98,100,47,44,42,57,11,22,98,27,57,24,21,59,21,54,22,81,57,45,100,76,89,30,53,4,91,22,11,95,32,61,33,90,22,30,31,32,85,5,6,94,38,31,51,13,70,9,19,24,5,97,53,28,32,18,89,19,46,22,59,19,62,77,100,37,52,73,83,66,54,95,62,63,18,26,27,91,55,12,6,100,81,25,25,1,41,7,22,38,55,99,5,35,25,47,51,21,8,1,38,82,83,73,95,29,56,14,56,42,97,59,19,55,48,56,20,69,47,80,19,2,50,75,79,94,36,41,51,66,100,91,14,42,18,100,83,31,96,70,41,44,64,65,60,42,55,66,7,69,29,42,96,86,15,73,60,48,23,24,25
k_3,29,51,94,16,65,56,46,52,56,19,76,54,19,70,38,4,50,3,42,9,74,39,68,94,70,16,65,82,83,2,44,79,37,55,88,85,4,12,83,86,83,12,49,10,36,44,88,56,38,48,26,19,40,46,56,33,14,91,77,26,5,55,17,53,90,82,58,85,78,83,42,39,27,16,35,53,43,18,100,43,53,86,99,59,22,52,85,64,61,37,51,60,89,7,82,35,19,18,69,41,67,96,53,11,26,92,44,59,25,92,42,13,93,66,41,63,35,75,100,85,25,12,4,89,18,55,33,72,64,26,41,88,68,6,28,43,56,44,5,87,38,96,35,29,50,97,93,74,55,66,38,82,1,99,1,38,95,53,86,40,24,15,2,28,38,18,87,81,80,39,66,75,46,25,92,76,38,22,73,84,4,66,34,26,96,92,5,82,64,90,31,14,45,60,3,84,65,12,57,61,10,100,19,21,20,81,15,99,5,91,22,49,28,38,78,49,44,20,94,16,82,15,99,99,22,63,47,90,22,75,12,1,39,20,59,97,49,83,57,79,30,48,19,21,83,21,26,35,72,100,73,94,62,23,50,56,30,42,80,59,16,63,95,59,48,88,6,5,64,22,78,90,31,27,54,20,70,59,34,78,99,95,34,76,28,28,44,35,35,33,83,7,41,78,100,89,4,83,60,40,62,41,84,82,20,86,7,62,58,36,59,29,45,85,67,42,65,31,6,60,73,94,58,28,52,86,67,65,66,30,69,64,45,8,68,46,30,80,18,53,39,52,31,1,16,50,20,9,77,30,92,18,50,10,7,82,75,78,89,98,13,90,82,40,87,66,59,12,13,92,78,13,67,42,87,20,87,30,25,84,26,23,86,73,11,23,76,52,7,10,79,26,69,49,33,49,24,39,89,70,69,95,96,77,83,42,6,37,35,51,54,63,94,17,18,47,42,47,32,10,69,88,8,28,84,80,35,63,71,70,79,43,52,70,84,67,99,61,72,52,13,67,22,11,25,22,6,18,32,2,71,98,94,64,69,60,84,49,93,79,68,91,79,14,98,77,12,88,14,100,92,60,92,63,59,32,91,73,10,11
k_4,85,75,11,100,39,68,71,54,100,82,58,86,38,31,62,38,20,72,58,96,45,52,23,96,79,25,43,73,10,7,57,54,60,91,70,54,1,13,44,10,66,25,12,89,76,93,31,100,46,12,43,94,36,80,46,90,13,46,64,59,37,43,40,14,70,48,82,33,16,78,100,88,72,75,41,15,9,93,52,88,87,45,10,52,90,30,15,98,56,83,38,37,64,38,80,51,10,56,53,100,99,18,82,47,89,15,60,61,30,100,63,33,89,55,33,15,29,72,99,81,40,46,50,73,31,21,90,71,5,69,93,39,71,34,68,52,10,63,32,61,47,14,65,21,45,70,30,70,58,91,31,72,24,94,89,16,38,50,56,13,31,39,53,51,52,18,1,30,42,55,99,70,10,88,19,65,15,42,26,39,15,89,69,7,59,48,49,39,63,42,67,59,10,26,47,31,100,83,40,13,94,83,51,14,11,44,93,49,94,25,26,22,76,30,19,16,58,76,8,94,27,33,59,54,64,67,95,100,88,12,27,21,53,74,25,39,14,30,11,46,37,34,78,85,27,11,25,25,43,32,39,58,84,8,51,58,13,87,13,75,6,61,44,71,97,13,91,93,21,14,9,49,75,61,83,40,36,84,100,67,4,16,39,49,84,47,61,43,24,80,39,90,51,6,2,17,2,80,78,26,1,86,29,56,77,2,35,72,40,43,74,53,72,89,34,64,2,26,65,41,60,74,69,25,28,13,22,29,52,36,56,74,56,17,75,12,63,58,17,6,76,5,81,23,78,3,14,72,33,12,78,90,36,94,41,29,34,35,75,87,85,16,49,59,49,84,15,42,51,88,3,96,76,54,88,72,93,21,52,61,88,26,59,61,75,14,7,33,59,39,31,33,48,69,97,13,41,15,56,64,84,43,68,5,80,61,24,53,83,88,67,90,68,29,74,77,59,73,74,89,79,56,80,71,27,43,37,6,94,38,80,97,25,38,24,39,74,53,2,97,54,58,10,45,65,65,28,53,43,23,100,40,53,81,78,31,3,96,16,86,99,31,48,40,3,42,47,26,83,76,7,93,57,11,20,15,19,62,20,22
k_5,54,82,50,98,52,13,11,7,100,17,65,81,26,37,24,65,14,36,51,19,77,95,21,96,100,3,33,20,100,59,53,82,35,45,51,41,13,47,74,25,35,33,24,22,74,28,50,70,75,18,80,79,63,22,11,88,81,62,18,9,89,64,83,40,51,53,28,78,49,43,92,92,41,21,7,9,76,89,6,61,69,16,6,40,5,45,67,21,74,97,100,36,61,9,91,66,25,21,14,5,25,41,61,4,19,22,16,72,46,15,14,61,51,39,68,20,23,57,10,74,53,93,57,26,2,25,77,15,59,31,27,28,67,44,16,33,70,88,62,73,90,1,39,71,23,79,93,71,69,24,26,74,95,50,73,75,74,22,32,60,54,1,3,78,89,88,79,63,23,25,100,33,64,18,70,98,38,78,41,28,67,100,14,44,14,63,30,27,75,9,72,62,60,89,66,15,37,73,42,85,12,90,19,34,56,29,23,18,90,42,20,78,59,3,79,42,13,36,62,10,82,18,89,9,94,65,24,64,31,17,13,8,23,69,34,18,86,96,75,3,42,65,34,99,10,74,52,90,47,68,77,90,50,61,53,87,33,86,65,96,70,14,48,25,97,14,44,97,25,47,22,70,1,36,11,39,34,19,62,65,71,22,81,82,91,76,89,90,86,26,56,57,34,68,72,86,28,93,8,28,78,73,41,5,84,34,75,38,10,20,91,92,69,95,92,43,82,93,22,50,86,54,11,100,52,48,13,64,72,48,38,42,5,10,71,24,8,50,93,67,73,16,10,23,27,20,92,53,78,45,94,95,6,29,64,7,62,57,89,7,59,10,81,72,2,70,42,39,20,18,85,98,98,80,74,42,16,11,51,79,9,31,19,61,61,9,53,47,38,66,23,2,2,99,87,3,88,1,27,17,11,15,7,93,29,91,8,8,63,14,65,97,54,52,78,10,7,86,41,27,74,31,38,88,57,24,59,94,72,48,3,64,50,64,92,8,29,17,94,23,57,67,14,81,75,29,36,39,91,87,76,8,3,34,70,61,41,44,11,17,6,37,58,36,6,71,35,97,56,9,62,82,31,80,12,76,81,86,3,75
k_6,21,29,85,26,29,19,19,81,66,78,50,68,12,63,81,60,51,29,61,82,60,44,40,46,69,89,54,59,48,68,93,12,27,56,39,70,12,50,70,91,49,63,40,69,26,45,22,83,53,24,89,4,42,87,71,86,59,37,73,69,7,33,15,64,77,51,31,98,28,23,56,39,78,55,55,42,77,89,76,28,31,66,50,1,37,73,38,69,4,8,46,80,35,95,52,85,51,92,56,56,88,37,5,36,87,89,1,56,17,29,57,59,9,81,41,68,44,11,12,96,40,71,8,59,1,76,28,66,42,93,79,23,40,92,81,11,56,98,81,35,95,27,69,2,66,20,98,17,32,4,11,88,40,47,98,62,73,97,29,83,83,95,38,37,27,45,5,60,45,4,28,13,5,86,14,50,24,22,33,64,82,12,72,17,48,66,10,71,10,69,37,74,64,30,88,63,17,12,20,7,95,37,3,38,45,99,1,71,74,70,58,33,6,58,41,32,3,71,98,12,18,69,53,90,100,80,33,75,20,60,43,54,7,70,86,19,34,55,2,59,64,52,84,97,68,14,96,24,65,46,3,64,77,65,66,58,18,99,83,48,83,74,95,27,27,37,5,78,98,51,1,86,83,79,54,56,42,28,77,13,11,4,4,82,7,93,2,39,18,3,19,40,42,60,54,35,7,55,35,54,54,11,63,70,11,40,78,41,88,31,63,40,78,32,49,11,91,77,89,69,8,97,53,31,68,70,94,10,84,42,33,8,3,53,25,92,79,59,92,98,27,12,81,38,56,63,95,48,2,2,49,78,22,89,24,34,66,58,4,26,29,72,31,26,21,3,35,83,93,22,72,9,51,77,13,63,91,4,22,2,63,88,58,81,92,27,94,54,3,52,42,91,89,55,92,26,20,78,24,15,11,55,94,35,98,51,1,13,32,83,66,17,51,16,71,37,94,5,81,20,28,58,72,84,42,57,67,9,39,35,87,84,2,3,83,6,94,77,60,50,73,46,41,67,59,81,48,73,33,92,47,85,82,87,37,22,72,71,79,13,43,37,50,84,47,31,78,22,57,28,24,24,24,4,41,96,51,58,90,60
k_7,67,92,4,61,75,79,2,20,52,36,61,21,86,74,33,69,16,93,17,43,8,78,81,24,15,52,55,41,62,94,73,70,86,43,93,2,65,78,30,96,95,73,57,66,90,45,19,93,38,17,52,69,40,50,76,36,86,24,63,88,4,35,55,78,93,75,29,12,87,67,49,85,63,23,54,54,83,66,68,77,68,31,92,81,48,63,40,6,67,97,92,94,88,55,30,10,55,27,46,83,60,38,82,51,85,76,73,19,14,68,38,5,97,18,37,21,98,27,71,61,74,1,94,40,95,69,38,50,92,1,72,31,79,8,45,20,39,54,62,57,48,37,41,30,46,94,41,77,68,21,30,64,93,40,43,37,11,54,78,73,4,86,61,99,53,93,76,79,49,20,95,58,6,31,27,41,8,48,88,46,53,6,59,63,28,4,78,12,68,66,97,95,42,19,4,26,46,78,13,20,26,24,21,66,98,30,77,72,30,85,4,93,74,1,76,31,3,15,97,1,4,32,3,2,31,48,16,48,77,91,44,23,26,76,53,71,83,26,11,89,38,39,6,73,52,61,29,87,34,85,79,12,35,17,22,14,46,24,95,26,31,3,8,77,35,78,1,38,94,81,82,94,20,78,10,46,80,99,19,95,31,57,73,63,37,96,64,31,100,12,54,67,91,69,48,22,28,26,78,52,31,9,69,11,61,43,25,3,76,35,77,45,20,100,82,47,22,13,1,42,28,4,4,69,93,65,67,83,35,59,46,19,98,50,100,20,29,98,98,37,15,47,32,49,91,1,83,6,84,60,82,45,98,72,30,19,9,84,66,71,39,75,23,88,60,17,41,88,44,73,58,78,46,39,47,11,32,23,46,67,77,42,25,100,41,76,62,59,62,31,77,96,12,93,95,61,2,77,45,34,52,57,64,85,50,15,5,4,93,55,96,8,43,99,97,53,56,45,88,11,58,18,97,22,10,43,58,21,74,28,20,19,37,54,39,16,77,60,10,34,100,84,72,20,31,75,59,37,23,60,55,46,62,19,47,54,18,98,28,32,91,83,50,99,95,72,33,51,12,30,70,78,18,6,44,25,79,23,32,39
k_8,20,36,93,79,34,70,5,92,92,5,34,61,81,69,21,29,1,83,7,28,15,34,82,61,57,73,1,4,35,70,41,100,97,5,97,59,27,49,15,6,25,94,17,91,43,15,76,95,68,90,83,47,67,89,78,98,16,38,25,70,91,27,12,47,89,68,40,57,67,57,6,17,65,76,72,65,38,40,13,7,23,30,16,97,65,89,51,32,60,3,58,44,69,48,49,50,23,4,31,26,37,93,18,43,96,93,45,32,40,25,77,17,88,48,63,94,90,96,91,31,1,52,91,76,24,72,78,94,48,50,86,15,67,90,80,86,85,48,8,77,73,24,27,61,32,72,61,75,71,89,27,92,92,80,64,32,25,18,7,66,10,79,59,63,50,26,16,21,98,73,48,15,16,38,60,24,92,39,96,53,16,47,13,86,43,54,11,31,66,89,4,61,46,47,60,22,21,63,84,4,28,15,23,40,30,91,46,95,44,5,53,18,35,36,25,61,81,22,55,10,47,93,53,24,81,55,65,80,51,70,22,35,68,18,15,74,61,61,32,84,39,13,41,28,24,97,16,27,16,55,90,51,66,83,53,39,73,63,42,79,20,43,36,98,14,70,73,61,79,78,32,51,11,87,88,26,61,71,27,51,33,29,13,22,14,81,4,22,42,93,20,64,88,73,81,56,90,9,24,7,33,83,90,90,87,41,13,30,65,36,64,71,24,12,1,27,75,56,96,65,39,33,66,55,99,12,10,52,94,4,24,17,36,28,85,80,59,27,79,24,25,52,34,78,78,88,32,28,11,41,95,95,75,47,29,82,94,24,29,81,44,78,1,80,100,48,41,55,55,11,59,80,25,68,35,63,9,14,5,39,81,57,24,71,76,50,1,96,88,87,86,10,21,54,79,49,59,55,13,43,44,26,76,66,85,58,29,44,4,53,38,80,43,87,49,24,51,96,63,97,19,13,52,13,52,49,93,17,88,50,65,19,36,50,81,94,66,91,30,60,4,94,59,26,34,64,30,23,99,96,36,41,38,66,4,67,10,14,35,80,19,82,38,43,5,2,11,29,98,98,17,94,42,54,92,70,38,26,9,40
k_9,6,56,25,62,9,88,51,20,8,93,44,53,47,28,22,31,71,53,81,87,26,42,9,7,4,25,24,32,61,13,95,6,66,72,15,7,84,17,5,92,69,29,12,25,50,36,75,40,58,21,98,83,97,57,93,32,62,39,96,62,21,2,45,27,3,35,83,79,57,84,11,25,99,41,12,100,75,14,77,38,23,24,5,58,31,75,33,16,96,22,88,13,10,85,37,9,23,88,74,70,46,18,70,58,56,25,100,73,4,92,12,85,82,78,33,50,4,51,32,49,6,62,95,69,51,16,98,41,66,33,91,6,26,28,6,100,51,25,69,7,68,51,39,91,54,39,26,94,12,71,5,30,92,64,12,94,4,77,41,73,49,6,13,62,9,12,94,73,40,34,47,58,90,51,98,62,81,61,68,64,63,21,56,69,94,54,89,100,91,65,13,47,39,30,54,9,93,51,99,86,84,2,36,48,42,15,43,3,66,43,90,82,91,37,70,4,2,98,73,61,85,44,46,100,35,95,80,75,50,24,24,30,4,55,65,49,10,81,9,67,97,11,24,37,80,7,87,76,18,31,48,90,29,71,41,84,77,34,25,93,7,67,91,55,86,65,21,19,94,77,73,4,44,30,65,75,61,39,38,63,79,67,74,28,57,18,82,91,46,18,85,7,10,12,72,100,87,26,68,33,90,30,95,10,63,66,81,19,29,41,50,1,68,20,19,23,60,45,21,46,21,88,79,22,3,61,43,28,100,44,92,10,48,30,77,12,3,73,48,50,72,98,32,31,100,62,65,50,62,37,80,83,64,89,85,59,43,45,44,41,62,29,73,13,57,27,46,96,58,61,57,57,44,36,27,85,54,10,59,45,64,16,41,47,4,66,29,74,6,80,52,1,34,91,22,100,100,20,39,60,59,26,46,81,75,7,60,20,89,49,95,58,42,39,11,57,86,30,19,97,1,22,21,11,82,55,57,2,95,92,54,76,23,20,14,65,38,18,22,30,75,84,22,54,19,25,43,2,100,98,31,92,28,44,89,91,75,77,3,18,91,50,22,24,55,83,46,94,85,42,58,45,27,11,67,30,83,64,17,28
