id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_13,node_11,35,30,82,"['e_403', 'e_87']","['node_13', 'node_0', 'node_11']"
k_1,node_18,node_5,93,39,119,"['e_217', 'e_261', 'e_124']","['node_18', 'node_9', 'node_14', 'node_5']"
k_2,node_0,node_4,61,49,125,['e_213'],"['node_0', 'node_4']"
k_3,node_19,node_5,29,54,112,"['e_437', 'e_454', 'e_124']","['node_19', 'node_17', 'node_14', 'node_5']"
k_4,node_23,node_13,30,69,183,"['e_121', 'e_333', 'e_266']","['node_23', 'node_20', 'node_4', 'node_13']"
k_5,node_14,node_15,25,63,159,['e_252'],"['node_14', 'node_15']"
k_6,node_5,node_16,8,32,76,"['e_198', 'e_31']","['node_5', 'node_1', 'node_16']"
k_7,node_12,node_15,3,56,117,"['e_125', 'e_418']","['node_12', 'node_21', 'node_15']"
k_8,node_2,node_15,17,54,114,['e_100'],"['node_2', 'node_15']"
k_9,node_14,node_22,52,78,137,"['e_124', 'e_450', 'e_404']","['node_14', 'node_5', 'node_6', 'node_22']"
k_10,node_8,node_16,62,68,148,['e_79'],"['node_8', 'node_16']"
k_11,node_13,node_16,26,61,121,"['e_166', 'e_62']","['node_13', 'node_19', 'node_16']"
k_12,node_2,node_9,42,36,82,['e_138'],"['node_2', 'node_9']"
k_13,node_9,node_24,12,45,108,"['e_456', 'e_247', 'e_404', 'e_63']","['node_9', 'node_18', 'node_6', 'node_22', 'node_24']"
k_14,node_5,node_9,15,43,94,"['e_82', 'e_145']","['node_5', 'node_4', 'node_9']"
k_15,node_19,node_6,21,50,108,"['e_58', 'e_247']","['node_19', 'node_18', 'node_6']"
k_16,node_5,node_8,4,57,78,['e_131'],"['node_5', 'node_8']"
k_17,node_13,node_15,90,48,159,"['e_290', 'e_391']","['node_13', 'node_7', 'node_15']"
k_18,node_8,node_2,6,37,114,"['e_75', 'e_168']","['node_8', 'node_0', 'node_2']"
k_19,node_20,node_1,33,34,82,"['e_333', 'e_145', 'e_322', 'e_413']","['node_20', 'node_4', 'node_9', 'node_11', 'node_1']"
k_20,node_3,node_12,66,43,96,['e_428'],"['node_3', 'node_12']"
k_21,node_6,node_4,96,59,107,"['e_404', 'e_63', 'e_424', 'e_307']","['node_6', 'node_22', 'node_24', 'node_19', 'node_4']"
k_22,node_21,node_17,91,29,100,"['e_304', 'e_328']","['node_21', 'node_8', 'node_17']"
k_23,node_16,node_19,99,29,112,"['e_255', 'e_424']","['node_16', 'node_24', 'node_19']"
k_24,node_20,node_9,4,53,88,"['e_333', 'e_145']","['node_20', 'node_4', 'node_9']"
k_25,node_1,node_2,72,50,132,"['e_326', 'e_247', 'e_404', 'e_423']","['node_1', 'node_18', 'node_6', 'node_22', 'node_2']"
k_26,node_22,node_8,3,57,95,"['e_421', 'e_325']","['node_22', 'node_12', 'node_8']"
k_27,node_16,node_9,66,47,149,['e_368'],"['node_16', 'node_9']"
k_28,node_10,node_2,73,63,108,['e_30'],"['node_10', 'node_2']"
k_29,node_16,node_0,55,27,74,['e_409'],"['node_16', 'node_0']"
k_30,node_23,node_6,81,41,158,"['e_453', 'e_328', 'e_454', 'e_124', 'e_450']","['node_23', 'node_8', 'node_17', 'node_14', 'node_5', 'node_6']"
k_31,node_15,node_22,4,23,131,"['e_340', 'e_424', 'e_58', 'e_247', 'e_404']","['node_15', 'node_24', 'node_19', 'node_18', 'node_6', 'node_22']"
k_32,node_16,node_22,3,63,169,"['e_409', 'e_70']","['node_16', 'node_0', 'node_22']"
k_33,node_14,node_24,33,47,96,"['e_124', 'e_6']","['node_14', 'node_5', 'node_24']"
k_34,node_0,node_18,43,85,147,"['e_87', 'e_413', 'e_326']","['node_0', 'node_11', 'node_1', 'node_18']"
k_35,node_8,node_22,50,41,150,"['e_75', 'e_70']","['node_8', 'node_0', 'node_22']"
k_36,node_7,node_19,17,1,90,"['e_355', 'e_87', 'e_446']","['node_7', 'node_0', 'node_11', 'node_19']"
k_37,node_1,node_15,55,40,130,['e_332'],"['node_1', 'node_15']"
k_38,node_21,node_5,50,35,85,['e_37'],"['node_21', 'node_5']"
k_39,node_15,node_16,59,72,132,"['e_256', 'e_31']","['node_15', 'node_1', 'node_16']"
k_40,node_17,node_15,65,55,142,"['e_235', 'e_145', 'e_88']","['node_17', 'node_4', 'node_9', 'node_15']"
k_41,node_18,node_16,69,35,106,"['e_217', 'e_322', 'e_413', 'e_31']","['node_18', 'node_9', 'node_11', 'node_1', 'node_16']"
k_42,node_8,node_5,32,31,114,"['e_328', 'e_454', 'e_124']","['node_8', 'node_17', 'node_14', 'node_5']"
k_43,node_5,node_12,28,74,132,"['e_450', 'e_404', 'e_421']","['node_5', 'node_6', 'node_22', 'node_12']"
