id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_6,node_16,37,77,169,"['e_80', 'e_198', 'e_23', 'e_110', 'e_132']","['node_6', 'node_19', 'node_13', 'node_14', 'node_4', 'node_16']"
k_1,node_19,node_14,81,78,105,"['e_198', 'e_23']","['node_19', 'node_13', 'node_14']"
k_2,node_19,node_1,81,60,128,"['e_198', 'e_85']","['node_19', 'node_13', 'node_1']"
k_3,node_10,node_12,14,60,170,"['e_123', 'e_59']","['node_10', 'node_0', 'node_12']"
k_4,node_12,node_6,38,65,159,"['e_163', 'e_132', 'e_45']","['node_12', 'node_4', 'node_16', 'node_6']"
k_5,node_5,node_6,33,66,178,"['e_137', 'e_23', 'e_110', 'e_132', 'e_45']","['node_5', 'node_13', 'node_14', 'node_4', 'node_16', 'node_6']"
k_6,node_4,node_6,9,61,109,"['e_132', 'e_45']","['node_4', 'node_16', 'node_6']"
k_7,node_3,node_7,18,64,113,['e_178'],"['node_3', 'node_7']"
k_8,node_9,node_8,52,61,139,"['e_199', 'e_154', 'e_53']","['node_9', 'node_4', 'node_17', 'node_8']"
k_9,node_6,node_5,18,61,136,['e_19'],"['node_6', 'node_5']"
k_10,node_15,node_2,82,64,200,['e_180'],"['node_15', 'node_2']"
k_11,node_16,node_19,32,54,126,"['e_45', 'e_80']","['node_16', 'node_6', 'node_19']"
k_12,node_1,node_18,90,71,149,"['e_67', 'e_107', 'e_133']","['node_1', 'node_3', 'node_16', 'node_18']"
k_13,node_15,node_11,75,64,215,['e_144'],"['node_15', 'node_11']"
k_14,node_4,node_13,30,55,132,"['e_132', 'e_102', 'e_54']","['node_4', 'node_16', 'node_11', 'node_13']"
k_15,node_13,node_9,78,77,138,"['e_23', 'e_110', 'e_146']","['node_13', 'node_14', 'node_4', 'node_9']"
k_16,node_16,node_14,80,51,110,['e_183'],"['node_16', 'node_14']"
k_17,node_9,node_15,71,58,110,"['e_96', 'e_4']","['node_9', 'node_14', 'node_15']"
k_18,node_8,node_12,55,74,233,['e_156'],"['node_8', 'node_12']"
k_19,node_11,node_19,28,73,154,"['e_196', 'e_181']","['node_11', 'node_9', 'node_19']"
k_20,node_19,node_13,75,79,104,['e_198'],"['node_19', 'node_13']"
k_21,node_0,node_12,10,62,134,['e_59'],"['node_0', 'node_12']"
k_22,node_4,node_7,30,60,145,"['e_154', 'e_101', 'e_121']","['node_4', 'node_17', 'node_0', 'node_7']"
k_23,node_10,node_16,80,75,127,"['e_1', 'e_199', 'e_132']","['node_10', 'node_9', 'node_4', 'node_16']"
k_24,node_0,node_3,92,64,104,"['e_33', 'e_67']","['node_0', 'node_1', 'node_3']"
k_25,node_19,node_11,68,75,154,"['e_198', 'e_23', 'e_110', 'e_132', 'e_102']","['node_19', 'node_13', 'node_14', 'node_4', 'node_16', 'node_11']"
k_26,node_2,node_19,11,62,173,"['e_212', 'e_181']","['node_2', 'node_9', 'node_19']"
k_27,node_19,node_17,27,53,120,"['e_198', 'e_23', 'e_110', 'e_154']","['node_19', 'node_13', 'node_14', 'node_4', 'node_17']"
k_28,node_3,node_16,18,61,108,['e_107'],"['node_3', 'node_16']"
k_29,node_0,node_5,44,62,126,"['e_33', 'e_168']","['node_0', 'node_1', 'node_5']"
k_30,node_5,node_16,42,63,145,"['e_137', 'e_23', 'e_110', 'e_132']","['node_5', 'node_13', 'node_14', 'node_4', 'node_16']"
k_31,node_4,node_7,99,72,157,"['e_154', 'e_101', 'e_121']","['node_4', 'node_17', 'node_0', 'node_7']"
k_32,node_7,node_17,53,57,172,"['e_44', 'e_163', 'e_154']","['node_7', 'node_12', 'node_4', 'node_17']"
k_33,node_4,node_12,57,71,175,"['e_146', 'e_139']","['node_4', 'node_9', 'node_12']"
k_34,node_12,node_3,37,63,145,"['e_89', 'e_67']","['node_12', 'node_1', 'node_3']"
k_35,node_2,node_10,18,76,167,"['e_212', 'e_199', 'e_134']","['node_2', 'node_9', 'node_4', 'node_10']"
k_36,node_17,node_15,81,60,138,"['e_101', 'e_57']","['node_17', 'node_0', 'node_15']"
k_37,node_16,node_10,13,72,155,"['e_102', 'e_196', 'e_199', 'e_134']","['node_16', 'node_11', 'node_9', 'node_4', 'node_10']"
k_38,node_5,node_18,88,58,164,"['e_137', 'e_23', 'e_115']","['node_5', 'node_13', 'node_14', 'node_18']"
k_39,node_19,node_12,4,66,179,"['e_198', 'e_173']","['node_19', 'node_13', 'node_12']"
k_40,node_12,node_9,38,65,129,"['e_163', 'e_146']","['node_12', 'node_4', 'node_9']"
k_41,node_12,node_6,82,55,144,"['e_163', 'e_132', 'e_45']","['node_12', 'node_4', 'node_16', 'node_6']"
k_42,node_7,node_5,3,71,137,['e_167'],"['node_7', 'node_5']"
k_43,node_0,node_11,40,65,145,"['e_33', 'e_67', 'e_107', 'e_102']","['node_0', 'node_1', 'node_3', 'node_16', 'node_11']"
k_44,node_5,node_10,62,86,162,['e_114'],"['node_5', 'node_10']"
k_45,node_17,node_11,46,87,174,"['e_204', 'e_67', 'e_107', 'e_102']","['node_17', 'node_1', 'node_3', 'node_16', 'node_11']"
k_46,node_1,node_15,27,53,125,"['e_67', 'e_112', 'e_96', 'e_4']","['node_1', 'node_3', 'node_9', 'node_14', 'node_15']"
k_47,node_0,node_1,54,64,94,['e_33'],"['node_0', 'node_1']"
k_48,node_15,node_3,42,62,189,['e_97'],"['node_15', 'node_3']"
k_49,node_2,node_16,4,72,155,"['e_212', 'e_199', 'e_132']","['node_2', 'node_9', 'node_4', 'node_16']"
k_50,node_18,node_0,52,66,138,"['e_72', 'e_101']","['node_18', 'node_17', 'node_0']"
k_51,node_11,node_6,52,48,123,"['e_196', 'e_199', 'e_132', 'e_45']","['node_11', 'node_9', 'node_4', 'node_16', 'node_6']"
k_52,node_12,node_0,10,76,173,"['e_163', 'e_154', 'e_101']","['node_12', 'node_4', 'node_17', 'node_0']"
k_53,node_15,node_2,1,68,205,['e_180'],"['node_15', 'node_2']"
k_54,node_16,node_10,39,66,153,"['e_102', 'e_196', 'e_199', 'e_134']","['node_16', 'node_11', 'node_9', 'node_4', 'node_10']"
k_55,node_9,node_12,55,68,156,['e_139'],"['node_9', 'node_12']"
k_56,node_4,node_13,54,55,139,"['e_132', 'e_102', 'e_54']","['node_4', 'node_16', 'node_11', 'node_13']"
k_57,node_3,node_15,11,75,144,"['e_112', 'e_96', 'e_4']","['node_3', 'node_9', 'node_14', 'node_15']"
k_58,node_2,node_10,2,67,160,"['e_212', 'e_199', 'e_134']","['node_2', 'node_9', 'node_4', 'node_10']"
k_59,node_11,node_19,78,69,150,"['e_196', 'e_181']","['node_11', 'node_9', 'node_19']"
k_60,node_6,node_11,45,64,176,"['e_80', 'e_198', 'e_23', 'e_110', 'e_132', 'e_102']","['node_6', 'node_19', 'node_13', 'node_14', 'node_4', 'node_16', 'node_11']"
k_61,node_18,node_9,21,66,139,"['e_72', 'e_204', 'e_67', 'e_112']","['node_18', 'node_17', 'node_1', 'node_3', 'node_9']"
k_62,node_12,node_19,91,79,198,"['e_163', 'e_146', 'e_181']","['node_12', 'node_4', 'node_9', 'node_19']"
k_63,node_14,node_8,10,70,156,"['e_110', 'e_154', 'e_53']","['node_14', 'node_4', 'node_17', 'node_8']"
k_64,node_19,node_5,64,60,142,"['e_198', 'e_23', 'e_115', 'e_160']","['node_19', 'node_13', 'node_14', 'node_18', 'node_5']"
k_65,node_5,node_10,34,64,146,['e_114'],"['node_5', 'node_10']"
k_66,node_19,node_5,5,58,141,"['e_198', 'e_23', 'e_115', 'e_160']","['node_19', 'node_13', 'node_14', 'node_18', 'node_5']"
k_67,node_0,node_8,44,74,161,"['e_33', 'e_168', 'e_8']","['node_0', 'node_1', 'node_5', 'node_8']"
k_68,node_0,node_13,49,69,108,['e_61'],"['node_0', 'node_13']"
k_69,node_17,node_8,10,63,109,['e_53'],"['node_17', 'node_8']"
k_70,node_0,node_11,72,69,152,"['e_33', 'e_67', 'e_107', 'e_102']","['node_0', 'node_1', 'node_3', 'node_16', 'node_11']"
k_71,node_13,node_8,3,66,168,"['e_23', 'e_110', 'e_154', 'e_53']","['node_13', 'node_14', 'node_4', 'node_17', 'node_8']"
k_72,node_17,node_9,81,75,123,"['e_204', 'e_67', 'e_112']","['node_17', 'node_1', 'node_3', 'node_9']"
k_73,node_15,node_12,75,57,230,"['e_153', 'e_44']","['node_15', 'node_7', 'node_12']"
k_74,node_8,node_3,73,69,182,"['e_220', 'e_154', 'e_204', 'e_67']","['node_8', 'node_4', 'node_17', 'node_1', 'node_3']"
k_75,node_10,node_4,96,75,113,"['e_1', 'e_199']","['node_10', 'node_9', 'node_4']"
k_76,node_5,node_15,11,69,151,"['e_137', 'e_23', 'e_4']","['node_5', 'node_13', 'node_14', 'node_15']"
k_77,node_14,node_13,62,72,171,"['e_110', 'e_132', 'e_102', 'e_54']","['node_14', 'node_4', 'node_16', 'node_11', 'node_13']"
k_78,node_12,node_7,18,85,180,['e_109'],"['node_12', 'node_7']"
k_79,node_15,node_1,35,60,205,['e_166'],"['node_15', 'node_1']"
k_80,node_2,node_17,36,56,135,['e_7'],"['node_2', 'node_17']"
k_81,node_19,node_1,72,60,130,"['e_198', 'e_85']","['node_19', 'node_13', 'node_1']"
k_82,node_3,node_2,8,62,133,"['e_107', 'e_30']","['node_3', 'node_16', 'node_2']"
k_83,node_0,node_5,75,76,138,"['e_33', 'e_168']","['node_0', 'node_1', 'node_5']"
k_84,node_15,node_10,80,60,182,['e_75'],"['node_15', 'node_10']"
k_85,node_4,node_13,84,68,144,"['e_132', 'e_102', 'e_54']","['node_4', 'node_16', 'node_11', 'node_13']"
k_86,node_2,node_4,50,70,142,"['e_212', 'e_199']","['node_2', 'node_9', 'node_4']"
k_87,node_3,node_10,96,57,92,['e_151'],"['node_3', 'node_10']"
k_88,node_15,node_7,41,85,217,['e_153'],"['node_15', 'node_7']"
k_89,node_0,node_13,92,69,106,['e_61'],"['node_0', 'node_13']"
k_90,node_8,node_5,98,71,184,"['e_220', 'e_132', 'e_133', 'e_160']","['node_8', 'node_4', 'node_16', 'node_18', 'node_5']"
k_91,node_18,node_13,20,70,120,"['e_160', 'e_137']","['node_18', 'node_5', 'node_13']"
k_92,node_16,node_7,6,59,155,"['e_102', 'e_22', 'e_121']","['node_16', 'node_11', 'node_0', 'node_7']"
k_93,node_10,node_0,100,62,119,['e_123'],"['node_10', 'node_0']"
k_94,node_0,node_11,67,66,147,"['e_33', 'e_67', 'e_107', 'e_102']","['node_0', 'node_1', 'node_3', 'node_16', 'node_11']"
k_95,node_6,node_16,5,68,160,"['e_80', 'e_198', 'e_23', 'e_110', 'e_132']","['node_6', 'node_19', 'node_13', 'node_14', 'node_4', 'node_16']"
k_96,node_12,node_13,39,65,152,['e_116'],"['node_12', 'node_13']"
