id,origin,destination,demand,release_time,deadline
k_0,node_1,node_18,43,0,67
k_1,node_1,node_10,16,0,38
k_2,node_7,node_19,60,0,70
k_3,node_9,node_1,28,0,50
k_4,node_15,node_1,60,0,80
k_5,node_12,node_6,100,0,36
k_6,node_9,node_11,73,0,47
k_7,node_11,node_12,50,0,72
k_8,node_15,node_6,55,0,31
k_9,node_7,node_10,1,0,84
k_10,node_5,node_4,59,0,30
k_11,node_12,node_9,91,0,69
k_12,node_12,node_13,6,0,77
k_13,node_18,node_9,66,0,80
k_14,node_18,node_7,61,0,27
k_15,node_7,node_6,18,0,51
k_16,node_16,node_19,91,0,29
k_17,node_19,node_9,6,0,26
k_18,node_18,node_6,29,0,47
k_19,node_19,node_10,94,0,33
k_20,node_11,node_7,49,0,75
k_21,node_19,node_11,79,0,30
k_22,node_4,node_6,72,0,57
k_23,node_0,node_10,57,0,20
k_24,node_4,node_7,87,0,68
k_25,node_4,node_3,63,0,64
k_26,node_9,node_14,66,0,60
k_27,node_4,node_11,33,0,44
k_28,node_19,node_12,42,0,53
k_29,node_19,node_8,84,0,24
k_30,node_3,node_19,56,0,69
k_31,node_13,node_8,82,0,35
k_32,node_10,node_3,27,0,64
k_33,node_7,node_12,24,0,26
k_34,node_12,node_8,9,0,72
k_35,node_3,node_13,46,0,84
k_36,node_19,node_1,43,0,35
k_37,node_8,node_5,32,0,24
k_38,node_3,node_19,73,0,65
k_39,node_14,node_13,24,0,63
k_40,node_16,node_15,20,0,73
k_41,node_9,node_19,50,0,32
k_42,node_3,node_11,34,0,84
k_43,node_3,node_19,19,0,60
k_44,node_8,node_1,27,0,35
k_45,node_3,node_6,38,0,41
k_46,node_3,node_19,15,0,66
k_47,node_14,node_3,100,0,29
k_48,node_7,node_4,74,0,93
k_49,node_19,node_9,36,0,23
k_50,node_14,node_18,53,0,13
k_51,node_4,node_3,87,0,67
k_52,node_14,node_15,31,0,27
k_53,node_12,node_13,82,0,77
k_54,node_1,node_11,64,0,26
k_55,node_6,node_19,85,0,49
k_56,node_6,node_11,77,0,67
k_57,node_8,node_13,33,0,24
k_58,node_3,node_5,90,0,66
k_59,node_11,node_4,63,0,37
k_60,node_4,node_3,44,0,65
k_61,node_5,node_16,8,0,39
k_62,node_11,node_8,38,0,34
k_63,node_15,node_14,68,0,26
k_64,node_16,node_8,59,0,35
k_65,node_18,node_3,40,0,28
k_66,node_1,node_6,36,0,67
k_67,node_18,node_8,69,0,80
k_68,node_16,node_8,17,0,28
k_69,node_5,node_1,77,0,43
k_70,node_0,node_19,86,0,17
k_71,node_14,node_9,71,0,54
k_72,node_3,node_7,98,0,33
k_73,node_1,node_16,17,0,24
k_74,node_6,node_11,60,0,66
k_75,node_10,node_18,83,0,56
k_76,node_16,node_13,55,0,37
k_77,node_13,node_9,26,0,34
k_78,node_13,node_1,8,0,46
k_79,node_7,node_1,46,0,93
k_80,node_7,node_6,6,0,47
k_81,node_15,node_7,9,0,34
k_82,node_15,node_10,39,0,59
k_83,node_10,node_4,3,0,40
k_84,node_0,node_1,46,0,41
k_85,node_7,node_10,7,0,77
k_86,node_10,node_16,74,0,28
k_87,node_13,node_8,77,0,30
k_88,node_11,node_18,57,0,64
k_89,node_16,node_1,53,0,25
k_90,node_9,node_12,44,0,67
k_91,node_4,node_18,74,0,53
k_92,node_15,node_9,31,0,61
k_93,node_16,node_3,100,0,76
k_94,node_3,node_7,31,0,28
k_95,node_15,node_13,12,0,76
k_96,node_14,node_15,77,0,26
k_97,node_7,node_10,67,0,80
k_98,node_15,node_3,90,0,23
k_99,node_15,node_11,77,0,73
