id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_8,node_7,59,45,104,"['e_477', 'e_343', 'e_236', 'e_122']","['node_8', 'node_22', 'node_12', 'node_10', 'node_7']"
k_1,node_2,node_12,25,56,87,"['e_305', 'e_477', 'e_343']","['node_2', 'node_8', 'node_22', 'node_12']"
k_2,node_14,node_3,24,30,68,"['e_440', 'e_472']","['node_14', 'node_11', 'node_3']"
k_3,node_7,node_23,75,36,89,"['e_231', 'e_363', 'e_10']","['node_7', 'node_24', 'node_1', 'node_23']"
k_4,node_22,node_3,14,43,88,"['e_221', 'e_440', 'e_472']","['node_22', 'node_14', 'node_11', 'node_3']"
k_5,node_18,node_1,43,25,71,"['e_281', 'e_21']","['node_18', 'node_21', 'node_1']"
k_6,node_11,node_6,65,33,65,"['e_71', 'e_215', 'e_61']","['node_11', 'node_5', 'node_13', 'node_6']"
k_7,node_1,node_5,9,51,71,"['e_10', 'e_337', 'e_71']","['node_1', 'node_23', 'node_11', 'node_5']"
k_8,node_3,node_18,66,52,67,"['e_274', 'e_313']","['node_3', 'node_19', 'node_18']"
k_9,node_7,node_4,81,48,123,"['e_231', 'e_173', 'e_66']","['node_7', 'node_24', 'node_18', 'node_4']"
k_10,node_20,node_9,86,27,97,"['e_411', 'e_185', 'e_305', 'e_230']","['node_20', 'node_17', 'node_2', 'node_8', 'node_9']"
k_11,node_12,node_7,43,50,91,"['e_236', 'e_122']","['node_12', 'node_10', 'node_7']"
k_12,node_13,node_12,66,55,130,"['e_212', 'e_305', 'e_477', 'e_343']","['node_13', 'node_2', 'node_8', 'node_22', 'node_12']"
k_13,node_0,node_19,96,54,129,"['e_72', 'e_10', 'e_337', 'e_472', 'e_274']","['node_0', 'node_1', 'node_23', 'node_11', 'node_3', 'node_19']"
k_14,node_19,node_20,65,49,133,"['e_313', 'e_141']","['node_19', 'node_18', 'node_20']"
k_15,node_11,node_17,35,52,82,"['e_432', 'e_447']","['node_11', 'node_24', 'node_17']"
k_16,node_5,node_14,5,38,102,"['e_113', 'e_66', 'e_449']","['node_5', 'node_18', 'node_4', 'node_14']"
k_17,node_18,node_7,61,58,90,"['e_66', 'e_415']","['node_18', 'node_4', 'node_7']"
k_18,node_11,node_13,68,19,39,"['e_71', 'e_215']","['node_11', 'node_5', 'node_13']"
k_19,node_16,node_12,99,50,84,['e_47'],"['node_16', 'node_12']"
k_20,node_21,node_6,90,42,87,"['e_172', 'e_22']","['node_21', 'node_4', 'node_6']"
k_21,node_0,node_5,34,40,94,"['e_72', 'e_10', 'e_337', 'e_71']","['node_0', 'node_1', 'node_23', 'node_11', 'node_5']"
k_22,node_12,node_5,69,66,98,"['e_236', 'e_251', 'e_10', 'e_337', 'e_71']","['node_12', 'node_10', 'node_1', 'node_23', 'node_11', 'node_5']"
k_23,node_12,node_19,40,33,75,"['e_236', 'e_46']","['node_12', 'node_10', 'node_19']"
k_24,node_3,node_12,58,28,79,"['e_274', 'e_313', 'e_214', 'e_305', 'e_477', 'e_343']","['node_3', 'node_19', 'node_18', 'node_2', 'node_8', 'node_22', 'node_12']"
k_25,node_15,node_11,18,27,76,"['e_140', 'e_66', 'e_248']","['node_15', 'node_18', 'node_4', 'node_11']"
k_26,node_4,node_18,61,36,88,"['e_467', 'e_279', 'e_140']","['node_4', 'node_8', 'node_15', 'node_18']"
k_27,node_1,node_4,39,33,85,"['e_10', 'e_125', 'e_140', 'e_66']","['node_1', 'node_23', 'node_15', 'node_18', 'node_4']"
k_28,node_2,node_15,21,41,75,"['e_305', 'e_279']","['node_2', 'node_8', 'node_15']"
k_29,node_19,node_11,70,39,83,"['e_313', 'e_66', 'e_248']","['node_19', 'node_18', 'node_4', 'node_11']"
k_30,node_18,node_8,11,46,75,"['e_214', 'e_305']","['node_18', 'node_2', 'node_8']"
k_31,node_0,node_24,1,45,99,"['e_72', 'e_10', 'e_337', 'e_432']","['node_0', 'node_1', 'node_23', 'node_11', 'node_24']"
k_32,node_15,node_2,53,61,97,"['e_140', 'e_214']","['node_15', 'node_18', 'node_2']"
k_33,node_4,node_12,8,54,86,"['e_467', 'e_477', 'e_343']","['node_4', 'node_8', 'node_22', 'node_12']"
k_34,node_14,node_7,75,31,76,"['e_147', 'e_172', 'e_415']","['node_14', 'node_21', 'node_4', 'node_7']"
k_35,node_17,node_8,26,21,41,"['e_185', 'e_305']","['node_17', 'node_2', 'node_8']"
k_36,node_16,node_19,32,63,102,"['e_86', 'e_472', 'e_274']","['node_16', 'node_11', 'node_3', 'node_19']"
k_37,node_19,node_6,32,28,62,"['e_313', 'e_66', 'e_22']","['node_19', 'node_18', 'node_4', 'node_6']"
k_38,node_9,node_18,14,8,76,"['e_2', 'e_140']","['node_9', 'node_15', 'node_18']"
k_39,node_12,node_23,67,34,57,"['e_236', 'e_251', 'e_10']","['node_12', 'node_10', 'node_1', 'node_23']"
k_40,node_22,node_1,82,47,71,"['e_343', 'e_236', 'e_251']","['node_22', 'node_12', 'node_10', 'node_1']"
k_41,node_23,node_7,89,44,75,"['e_379', 'e_169', 'e_19']","['node_23', 'node_1', 'node_16', 'node_7']"
k_42,node_20,node_21,22,54,106,"['e_34', 'e_113', 'e_281']","['node_20', 'node_5', 'node_18', 'node_21']"
k_43,node_11,node_3,52,35,64,['e_472'],"['node_11', 'node_3']"
k_44,node_17,node_14,59,30,75,"['e_185', 'e_305', 'e_477', 'e_221']","['node_17', 'node_2', 'node_8', 'node_22', 'node_14']"
k_45,node_15,node_2,76,60,96,"['e_140', 'e_214']","['node_15', 'node_18', 'node_2']"
k_46,node_6,node_15,7,18,99,"['e_458', 'e_306', 'e_125']","['node_6', 'node_16', 'node_23', 'node_15']"
k_47,node_13,node_20,33,49,186,"['e_212', 'e_305', 'e_477', 'e_221', 'e_426']","['node_13', 'node_2', 'node_8', 'node_22', 'node_14', 'node_20']"
k_48,node_11,node_4,51,37,88,"['e_472', 'e_274', 'e_313', 'e_66']","['node_11', 'node_3', 'node_19', 'node_18', 'node_4']"
k_49,node_0,node_11,52,23,73,"['e_72', 'e_10', 'e_337']","['node_0', 'node_1', 'node_23', 'node_11']"
k_50,node_5,node_8,44,61,113,"['e_113', 'e_214', 'e_305']","['node_5', 'node_18', 'node_2', 'node_8']"
k_51,node_22,node_12,45,52,65,['e_343'],"['node_22', 'node_12']"
k_52,node_7,node_13,2,36,100,"['e_231', 'e_429', 'e_86', 'e_71', 'e_215']","['node_7', 'node_24', 'node_16', 'node_11', 'node_5', 'node_13']"
k_53,node_17,node_1,31,26,74,"['e_185', 'e_305', 'e_477', 'e_343', 'e_236', 'e_251']","['node_17', 'node_2', 'node_8', 'node_22', 'node_12', 'node_10', 'node_1']"
k_54,node_2,node_24,8,30,86,"['e_305', 'e_477', 'e_221', 'e_440', 'e_432']","['node_2', 'node_8', 'node_22', 'node_14', 'node_11', 'node_24']"
k_55,node_1,node_5,51,30,48,"['e_10', 'e_337', 'e_71']","['node_1', 'node_23', 'node_11', 'node_5']"
k_56,node_7,node_18,90,39,96,"['e_231', 'e_173']","['node_7', 'node_24', 'node_18']"
k_57,node_23,node_8,75,80,107,"['e_379', 'e_219']","['node_23', 'node_1', 'node_8']"
k_58,node_16,node_14,40,52,98,"['e_16', 'e_221']","['node_16', 'node_22', 'node_14']"
k_59,node_12,node_20,76,35,126,"['e_428', 'e_426']","['node_12', 'node_14', 'node_20']"
k_60,node_12,node_15,76,66,85,['e_347'],"['node_12', 'node_15']"
k_61,node_0,node_14,88,51,104,"['e_204', 'e_477', 'e_221']","['node_0', 'node_8', 'node_22', 'node_14']"
k_62,node_22,node_23,52,17,41,"['e_343', 'e_236', 'e_251', 'e_10']","['node_22', 'node_12', 'node_10', 'node_1', 'node_23']"
k_63,node_2,node_23,69,68,112,"['e_305', 'e_477', 'e_343', 'e_236', 'e_251', 'e_10']","['node_2', 'node_8', 'node_22', 'node_12', 'node_10', 'node_1', 'node_23']"
k_64,node_11,node_5,29,29,42,['e_71'],"['node_11', 'node_5']"
k_65,node_4,node_20,65,63,141,"['e_449', 'e_426']","['node_4', 'node_14', 'node_20']"
k_66,node_15,node_17,57,40,105,"['e_140', 'e_388', 'e_372']","['node_15', 'node_18', 'node_0', 'node_17']"
k_67,node_12,node_16,52,64,103,"['e_236', 'e_251', 'e_169']","['node_12', 'node_10', 'node_1', 'node_16']"
k_68,node_20,node_0,89,28,92,"['e_34', 'e_113', 'e_388']","['node_20', 'node_5', 'node_18', 'node_0']"
