commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,90,20,97,49,100,91,58,62,99,42,32,23,73,17,51,74,54,44,34,6,45,50,59,75,87,87,89,65,5,86,79,64,67,49,48,45,67,83,21,80,20,7,52,61,33,61,66,38,2,62,1,12,46,84,24,90,100,83,28,99,57,16,65,21,64,78,99,13,22,88,44,34,87,76,87,16,98,6,13,16,79,11,75,56,84,96,66,97,81,16,78,62,65,34,82,12,59,39,74,15,2,79,96,73,7,24,86,4,49,7,46,36,33,82,85,78,48,95,79,72,40,86,21,33,3,55,56,78,100,47,83,87,8,34,71,97,53,79,29,38,66,4,28,7,58,83,78,62,89,89,42,91,39,37,76,40,79,19,83,59,82,3,64,55,96,86,49,56,43,36,47,41,34,56,9,11,98,14,15,45,82,71,67,60,83,57,11,20,32,91,79,88,34,16,89,53,98,40,24,51,98,88,93,49,69,66,38,97,54,5,9,53,94,100,79,11,74,25,48,85,85,15,97,63,81,1,80,24,17,12,61,82,13,17,64,63,31,63,84,95,64,94,33,75,100,33,69,94,76,23,31,65,30,27,94,8,83,25,62,57,60,20,27,5,40,7,36,63,74,22,53,64,93,47,45,95,15,36,96,16,6,91,8,25,18,77,50,21,7,55,61,91,79,37,30,70,60,32,9,63,9,100,67,80,28,4,68,98,37,91,25,30,93,84,20,24,72,16,76,50,69,86,53,47,12,87,27,2,96,82,83,46,44,79,42,61,59,82,48,30,70,16,56,51,65,12,4,82,51,45,63,48,34,3,45,82,4,88,27,12
k_1,38,99,22,7,35,89,92,41,78,70,13,93,24,23,44,3,27,45,50,37,24,99,36,64,88,23,31,95,67,5,80,31,3,25,42,32,97,66,35,79,36,75,18,61,89,86,41,48,17,83,67,2,67,61,67,19,72,21,49,50,82,80,11,56,26,80,3,98,4,70,21,88,88,8,53,4,39,22,84,96,69,82,19,34,62,11,16,53,23,60,51,87,13,29,64,54,71,88,76,82,83,68,27,70,30,47,35,62,68,35,32,43,11,63,78,16,52,46,84,64,90,1,88,87,29,65,39,16,27,54,72,98,7,11,39,56,57,84,32,87,7,40,58,98,57,73,4,61,51,57,39,36,18,23,27,8,14,86,59,66,82,76,76,90,53,97,28,68,3,27,61,78,71,13,17,7,39,2,22,88,92,37,26,98,89,49,80,46,24,42,48,94,83,76,76,100,76,95,44,21,45,5,63,85,67,78,70,9,85,14,64,72,53,65,34,49,84,34,14,90,52,5,9,33,91,21,24,18,20,77,20,35,16,28,76,50,60,66,33,62,95,9,17,81,66,79,53,8,49,90,51,18,43,79,66,13,82,4,3,75,29,81,95,54,46,50,8,50,5,22,10,4,40,16,49,59,76,12,76,94,78,6,59,100,98,44,94,99,46,35,68,5,9,5,13,53,16,25,27,34,70,79,43,82,84,98,94,51,81,56,58,45,22,3,99,35,44,29,42,68,20,82,5,44,42,6,49,30,24,37,61,73,27,49,68,84,86,98,8,15,3,15,71,40,5,34,80,61,74,1,30,24,1,42,15,60,97,36,3,18
k_2,50,59,32,40,38,74,3,30,64,19,93,52,17,88,7,34,83,68,32,81,64,85,22,70,95,8,78,3,30,10,50,93,97,69,39,48,33,95,66,59,29,79,80,10,79,16,44,27,74,4,4,1,99,45,92,50,13,29,70,82,34,14,68,52,50,51,76,80,27,86,52,82,93,95,85,91,44,50,96,76,75,73,19,85,4,61,61,5,83,78,42,8,30,84,12,14,6,62,56,72,87,44,1,22,38,11,34,41,43,38,85,82,69,82,22,44,86,22,61,10,24,86,20,89,33,60,97,69,66,72,19,39,23,4,95,66,85,78,25,76,8,65,21,31,64,72,98,51,17,92,42,80,96,89,61,52,77,8,59,80,73,61,33,2,22,69,5,26,98,31,59,75,86,43,83,55,31,14,43,59,35,70,52,51,75,58,48,23,38,63,44,1,20,26,94,39,48,91,47,89,96,90,6,99,66,18,92,20,47,7,90,61,69,29,62,99,43,5,40,81,68,4,98,73,36,8,79,17,31,37,79,1,54,13,25,46,7,55,48,73,10,6,91,69,61,98,74,55,81,20,1,98,13,13,95,38,99,16,83,81,68,20,96,79,2,26,27,12,94,73,35,34,37,76,21,64,33,80,26,97,91,15,62,67,43,82,25,38,70,22,13,93,40,20,50,30,51,32,44,3,35,74,42,59,52,67,59,18,19,90,39,76,52,3,3,55,1,92,4,37,84,6,85,83,70,93,6,10,91,83,77,1,48,49,27,26,54,45,68,23,94,43,28,33,40,94,37,88,47,91,3,69,11,17,3,69,71,61,27,38
k_3,98,56,96,99,22,42,77,67,86,26,48,17,58,29,10,98,64,40,30,46,16,30,82,3,84,33,50,90,25,67,45,62,67,64,92,23,39,65,84,55,71,83,94,12,81,87,34,45,72,57,11,39,64,54,4,89,44,51,41,68,36,62,55,92,94,80,8,73,16,69,28,79,18,86,25,52,74,45,49,26,87,70,77,79,73,83,72,31,47,62,81,66,99,88,40,62,82,58,72,49,10,73,63,22,31,94,68,83,16,30,42,80,95,17,55,64,93,94,10,73,59,40,98,21,96,39,81,53,6,60,95,84,53,49,90,91,72,31,18,100,11,49,61,61,81,37,15,1,19,15,89,75,31,84,69,60,23,52,20,14,48,64,76,97,1,82,48,22,44,66,81,73,24,46,91,44,63,55,79,29,10,26,56,35,62,61,60,21,12,77,6,2,45,36,5,58,78,97,50,65,54,68,44,22,82,65,62,5,39,34,38,3,46,19,100,62,55,77,35,88,19,13,9,89,74,41,81,65,29,11,58,73,56,70,84,30,78,77,80,10,54,92,91,71,11,14,34,98,64,6,69,90,74,28,78,5,49,47,68,56,16,97,10,58,99,24,36,12,83,44,38,43,93,57,92,23,71,65,22,32,55,58,55,19,69,28,26,91,6,90,5,42,37,39,32,25,53,40,48,58,68,63,72,36,67,50,32,45,86,38,59,81,19,96,55,20,81,17,61,20,83,17,23,29,90,8,96,86,83,72,8,17,62,78,99,89,94,56,91,66,47,96,78,47,70,89,19,72,27,6,81,28,52,81,25,20,70,99,86,51
k_4,93,29,25,30,8,93,69,40,40,75,16,50,48,48,1,44,26,31,42,61,40,14,41,50,21,57,72,92,61,12,50,35,14,82,31,59,36,18,92,30,91,25,7,55,83,69,99,84,62,94,76,91,70,31,13,22,32,3,55,79,46,58,57,20,78,90,62,9,98,28,5,66,54,20,60,62,54,30,94,94,27,94,20,35,58,77,33,9,43,38,51,14,63,44,43,26,33,72,79,11,34,66,66,32,3,62,85,42,79,39,56,45,68,39,66,51,54,99,95,60,90,75,74,61,25,55,96,18,72,15,31,41,27,74,6,76,65,78,81,9,24,73,15,24,65,47,74,30,30,66,13,18,95,80,16,94,47,73,39,12,13,2,67,86,88,41,92,73,44,11,35,71,9,100,22,96,90,8,91,4,85,32,42,54,61,52,28,51,66,44,99,16,63,45,62,16,26,60,100,32,23,60,71,9,70,34,61,80,86,21,27,51,25,95,94,16,80,22,34,80,93,9,47,63,72,84,2,32,10,27,32,37,25,17,20,5,59,50,65,43,70,82,68,53,18,51,15,33,20,58,31,82,86,98,98,40,61,16,43,28,31,78,82,41,57,94,9,54,94,7,92,8,58,15,84,52,74,82,26,47,3,38,23,8,34,57,47,48,18,5,18,60,93,13,96,7,3,38,64,86,53,9,18,24,15,68,8,88,72,45,42,48,23,45,54,41,24,94,92,38,53,44,78,4,4,62,77,6,29,4,89,27,51,45,9,56,42,74,35,35,56,51,72,4,34,83,81,70,87,81,4,75,91,26,22,88,76,60,1,57
k_5,84,56,7,90,89,23,80,29,12,91,17,22,72,24,65,57,66,89,11,19,37,78,17,85,39,94,6,28,24,82,85,62,86,44,96,44,65,53,4,98,54,30,18,7,50,100,88,93,28,73,35,42,98,88,94,97,29,91,1,8,19,90,35,75,22,100,41,49,19,20,87,78,44,58,50,50,99,97,33,62,29,68,38,20,87,79,99,52,92,82,35,72,65,56,93,73,98,83,81,6,66,83,94,18,59,40,33,13,75,34,17,33,54,39,24,14,2,12,66,35,61,44,68,8,61,3,49,8,55,7,79,26,78,36,81,51,29,43,81,48,84,35,22,79,40,82,10,100,3,13,23,61,24,19,85,85,35,16,9,18,6,45,37,88,85,39,16,14,31,8,10,37,1,81,55,71,9,50,80,22,21,27,45,64,49,78,62,53,99,22,47,25,29,10,72,53,1,83,91,50,73,45,54,50,17,8,91,79,53,9,18,7,42,84,30,83,33,78,69,36,91,58,37,62,26,87,15,56,96,10,4,53,6,16,90,74,80,23,91,50,29,98,76,56,43,79,61,41,79,29,95,19,89,79,21,78,73,33,38,81,67,56,12,26,35,98,85,80,20,97,50,4,51,44,20,83,21,89,49,80,37,14,86,96,14,43,45,52,25,99,59,73,19,70,97,61,3,48,65,84,35,39,31,64,84,27,80,63,90,16,51,86,38,83,93,69,73,40,43,16,37,70,29,58,62,14,81,65,48,83,58,37,41,85,2,87,81,1,1,72,47,94,70,65,79,71,27,54,31,70,74,56,48,58,11,71,68,78,15,83
k_6,29,32,8,94,10,61,66,67,78,24,86,23,99,22,97,100,3,63,11,6,49,12,10,22,36,82,37,16,83,16,75,38,50,1,8,89,64,64,65,96,80,19,24,51,73,15,81,57,37,31,87,3,53,35,35,63,98,41,49,29,81,51,48,5,90,31,86,1,86,43,33,87,33,57,22,99,45,42,17,17,66,78,25,32,84,79,100,46,34,80,32,49,40,62,80,47,29,38,62,97,70,97,26,33,19,84,17,35,70,19,43,59,25,31,71,18,84,68,12,23,17,13,42,36,94,81,24,53,16,90,83,7,33,55,83,29,38,96,34,44,25,20,44,72,59,31,8,49,85,40,7,29,39,81,78,45,62,71,51,88,22,20,94,94,86,50,37,18,41,78,31,16,42,48,46,17,87,17,97,1,100,83,53,71,4,99,70,94,82,86,97,92,61,75,84,20,20,17,65,86,82,49,34,21,23,48,93,78,50,67,9,74,11,64,54,56,77,68,13,67,53,39,74,56,2,59,32,34,94,15,94,66,91,81,47,40,26,11,74,82,30,42,36,33,39,3,12,6,29,35,47,20,11,27,89,20,57,11,18,98,54,93,48,96,95,80,39,88,7,10,2,63,15,83,94,76,33,96,60,1,42,11,15,24,72,72,29,89,90,75,81,54,92,52,30,16,28,11,82,42,84,75,95,39,21,80,98,1,57,46,60,2,47,88,20,60,45,33,20,91,19,9,18,16,54,93,40,96,17,84,78,72,85,24,44,55,90,88,62,53,78,72,89,15,85,90,30,25,44,40,66,66,33,42,28,45,20,84,51,91
k_7,62,87,22,90,69,3,49,32,86,34,67,15,90,74,19,3,58,73,69,88,92,39,2,18,97,68,19,11,8,1,82,68,41,43,79,44,65,59,91,15,54,14,24,33,51,27,61,37,43,88,3,79,8,67,21,52,50,58,46,36,8,17,16,91,41,39,93,45,58,90,81,16,59,35,44,68,29,96,31,19,27,33,82,15,30,51,69,22,91,53,50,80,32,90,81,58,23,99,20,13,15,91,95,55,90,95,87,54,20,95,36,42,99,20,70,70,68,34,91,11,4,62,25,67,35,85,70,31,14,46,29,62,56,92,70,8,87,26,25,44,1,80,16,91,5,69,64,51,93,24,71,5,66,9,55,19,35,45,46,87,15,9,99,68,61,2,15,35,65,76,41,96,87,25,56,94,26,100,12,47,6,27,14,77,11,31,58,47,13,18,64,78,98,39,63,61,5,10,74,49,94,20,30,42,100,14,83,83,57,97,76,16,81,94,45,77,9,74,33,27,95,59,28,51,23,42,16,66,36,28,29,38,18,69,44,55,46,32,75,80,52,17,7,1,53,17,9,66,7,61,51,86,35,34,95,76,28,39,11,93,62,68,43,33,49,17,100,79,26,44,18,92,84,38,76,68,14,8,74,15,61,37,40,74,62,35,88,46,64,7,2,36,75,90,59,55,60,39,51,45,5,57,77,51,95,11,21,13,37,38,33,83,46,57,4,17,83,6,78,69,95,59,54,86,32,77,38,79,15,62,21,79,30,97,67,100,33,18,32,43,96,89,49,78,8,69,56,9,39,68,88,1,46,55,11,52,14,74,58,77
k_8,33,31,35,8,39,41,88,95,19,76,60,6,42,11,23,73,50,72,54,27,41,63,91,61,9,1,36,20,83,66,6,92,10,9,51,73,13,53,14,65,17,7,11,97,20,26,50,50,99,80,80,46,69,23,42,18,88,33,3,33,15,45,47,65,100,62,95,85,48,49,10,69,79,4,94,46,98,79,79,50,73,76,96,14,49,60,78,60,3,59,90,97,98,77,95,51,47,21,4,37,71,40,52,98,91,69,11,63,54,99,1,48,52,93,70,74,40,69,19,65,90,78,43,20,62,20,6,42,92,82,76,30,63,34,89,14,35,7,65,98,94,28,69,91,6,34,24,9,65,17,98,49,5,83,17,14,97,60,41,21,13,35,67,93,61,29,17,87,71,21,7,50,15,29,10,68,74,18,53,17,97,48,10,80,59,50,61,25,22,100,36,39,1,52,5,21,4,9,100,43,69,89,72,8,98,31,72,26,34,7,4,100,74,47,72,86,99,9,100,51,11,64,54,80,40,69,96,16,33,91,66,21,80,93,91,84,89,68,96,84,79,55,69,71,25,25,27,49,28,42,5,62,78,17,49,75,35,84,46,51,51,76,42,82,97,54,64,93,61,65,38,60,5,51,84,69,94,3,49,10,81,28,54,9,43,18,27,71,66,4,41,37,78,4,57,48,49,2,44,9,46,1,81,34,69,52,64,61,92,3,92,21,40,46,95,64,77,22,55,17,73,93,57,23,2,63,78,15,68,78,71,30,85,39,13,38,87,15,15,71,75,54,95,66,18,79,100,22,94,94,1,89,78,74,90,51,5,4,67,43
k_9,13,90,85,47,48,59,36,58,83,32,19,74,3,29,93,85,51,74,26,48,3,55,62,87,63,31,38,51,52,58,35,80,34,69,77,41,13,67,83,78,48,85,19,58,18,29,66,82,9,56,8,20,71,43,88,46,18,22,17,94,33,94,94,40,67,14,80,76,46,85,53,79,71,11,84,69,97,26,10,100,91,91,1,23,23,36,20,89,92,92,96,92,59,51,10,30,83,4,100,12,24,21,1,90,38,10,19,26,12,32,76,70,2,50,48,97,96,35,36,78,35,5,23,8,28,63,33,9,96,12,97,8,77,39,76,7,52,74,44,56,72,13,78,66,56,85,69,68,97,48,25,83,71,42,5,96,36,71,82,91,48,39,52,20,14,30,21,35,46,68,11,44,35,94,72,45,77,57,49,32,45,85,52,60,69,69,1,100,42,25,9,61,14,87,84,28,11,75,30,76,89,7,87,4,60,41,97,77,12,82,31,66,31,12,31,53,38,21,53,84,66,11,42,65,77,9,65,98,70,58,24,22,18,4,38,79,22,9,85,1,13,10,66,32,52,83,60,84,29,76,15,57,29,47,67,27,16,55,73,33,40,68,95,61,15,47,60,37,8,75,65,35,65,83,35,45,49,8,91,94,86,72,5,51,62,67,29,3,76,9,20,2,66,44,98,71,52,5,73,15,84,64,80,70,60,32,9,18,30,97,5,96,13,1,61,47,76,1,95,19,59,92,24,100,53,55,2,58,91,96,61,70,91,71,35,34,10,26,81,52,70,51,60,88,44,73,14,69,7,100,72,10,97,32,1,75,38,31,25,55
