commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_360,e_361,e_362,e_363,e_364,e_365,e_366,e_367,e_368,e_369,e_37,e_370,e_371,e_372,e_373,e_374,e_375,e_376,e_377,e_378,e_379,e_38,e_380,e_381,e_382,e_383,e_384,e_385,e_386,e_387,e_388,e_389,e_39,e_390,e_391,e_392,e_393,e_394,e_395,e_396,e_397,e_398,e_399,e_4,e_40,e_400,e_401,e_402,e_403,e_404,e_405,e_406,e_407,e_408,e_409,e_41,e_410,e_411,e_412,e_413,e_414,e_415,e_416,e_417,e_418,e_419,e_42,e_420,e_421,e_422,e_423,e_424,e_425,e_426,e_427,e_428,e_429,e_43,e_430,e_431,e_432,e_433,e_434,e_435,e_436,e_437,e_438,e_439,e_44,e_440,e_441,e_442,e_443,e_444,e_445,e_446,e_447,e_448,e_449,e_45,e_450,e_451,e_452,e_453,e_454,e_455,e_456,e_457,e_458,e_459,e_46,e_460,e_461,e_462,e_463,e_464,e_465,e_466,e_467,e_468,e_469,e_47,e_470,e_471,e_472,e_473,e_474,e_475,e_476,e_477,e_478,e_479,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,22,99,93,83,53,22,4,1,33,15,76,80,63,58,62,66,90,61,75,18,52,43,64,4,81,100,95,59,76,85,7,68,100,61,5,20,45,80,95,35,72,9,12,42,13,50,72,92,51,51,17,28,3,44,7,34,32,9,14,63,5,20,90,53,58,98,74,19,46,91,26,69,100,10,81,69,23,78,5,42,37,99,27,65,88,20,72,70,41,93,76,9,79,26,6,58,44,63,43,47,75,85,22,100,68,69,32,64,15,43,4,61,3,66,34,90,16,59,56,30,100,73,51,23,54,93,49,23,83,94,40,72,89,26,5,10,21,13,70,64,31,98,30,31,67,46,97,30,21,76,9,25,47,2,50,77,54,27,33,70,52,19,6,29,68,46,89,18,100,37,11,68,67,25,58,99,29,84,18,3,33,94,79,70,21,59,75,70,64,84,89,74,79,53,46,51,32,77,17,63,74,77,69,73,43,48,66,54,75,31,64,26,15,23,73,59,5,58,13,16,55,13,88,3,2,16,40,48,20,51,43,97,85,87,95,61,64,3,91,70,50,67,75,85,48,58,83,78,63,83,79,92,55,73,3,7,14,72,20,54,89,39,9,52,81,95,48,51,99,35,65,31,69,85,68,86,98,20,59,30,26,34,55,2,43,35,82,39,66,77,79,86,6,55,48,10,97,46,99,38,19,52,96,68,4,5,22,77,90,78,71,33,11,37,38,66,93,14,77,81,6,54,52,47,69,32,13,20,27,8,70,41,74,56,79,45,61,70,54,8,27,2,52,37,90,2,93,50,83,66,51,92,36,2,9,34,11,61,73,80,75,35,5,12,61,55,97,89,11,75,31,47,49,11,44,66,88,30,92,35,83,20,17,14,87,78,79,68,20,40,16,30,53,74,89,62,94,36,87,52,93,7,16,80,72,78,42,83,17,11,98,89,66,25,80,97,43,22,15,93,98,75,25,74,17,65,50,60,16,50,28,95,38,22,34,11,47,16,43,36,38,90,60,60,5,39,31,23,89,48,74,100,94,84,56,16,11,48,27,29,95,89,33,83,1,88,68,32,72,10,2,55,33,54,84,57,40,43,61,75
k_1,31,73,40,2,27,67,68,31,20,78,96,63,7,47,65,25,72,35,41,60,24,27,5,33,50,36,9,52,80,37,64,14,67,79,2,30,75,84,4,78,59,47,83,6,2,69,56,55,72,53,40,53,42,85,99,96,76,47,32,100,36,17,65,91,12,90,46,18,55,27,6,81,10,10,28,15,88,29,32,10,80,55,79,76,23,84,65,57,60,5,36,19,33,45,28,58,45,64,38,18,21,50,89,26,15,98,44,5,44,28,56,67,87,21,32,4,41,35,58,74,49,91,92,61,69,71,32,81,61,96,2,100,97,41,28,40,42,94,50,60,12,17,86,45,81,87,45,56,79,47,37,81,41,62,59,67,5,31,63,6,85,100,88,48,68,39,89,37,45,20,37,28,51,40,95,45,79,55,42,92,48,80,84,57,18,40,64,66,27,38,88,6,71,78,88,68,59,25,69,49,4,61,66,85,61,33,14,49,63,91,20,51,59,94,92,28,87,30,97,92,9,22,63,94,32,34,54,21,29,22,46,98,87,41,81,59,12,87,27,39,74,62,91,29,74,34,22,10,21,12,47,88,42,87,3,63,14,14,95,19,37,31,27,44,80,56,48,55,28,1,79,37,37,31,58,97,57,4,21,43,44,43,100,62,7,71,34,70,1,69,25,17,90,22,87,79,48,54,59,39,62,53,42,9,96,80,84,52,68,86,21,15,87,77,16,12,62,29,84,97,38,64,8,97,52,54,19,58,30,67,15,55,47,42,36,15,65,90,89,69,83,55,53,66,16,83,10,32,95,4,82,1,21,87,56,30,71,73,79,57,25,27,67,54,23,59,100,3,55,47,49,17,66,20,83,7,91,4,48,25,79,3,11,8,59,41,48,52,10,18,51,33,46,75,50,17,63,79,42,72,46,38,44,7,46,35,14,41,69,15,57,62,59,76,76,84,82,18,4,97,60,63,19,22,32,56,66,98,54,69,76,35,39,10,40,41,50,89,23,39,70,58,84,87,18,37,42,90,42,43,8,92,60,15,9,72,76,20,71,2,47,56,54,96,32,42,89,95,20,70,11,21,44,93,1,6,41,80,46,16
k_2,14,33,3,60,67,7,55,69,48,68,20,22,52,4,2,93,42,84,39,42,38,13,79,11,12,19,32,81,27,65,58,43,8,75,44,1,4,53,51,72,40,33,55,25,26,62,35,56,14,30,60,10,91,28,49,7,40,88,7,12,59,10,12,7,55,38,40,62,7,83,82,100,76,37,72,26,38,59,65,54,72,50,82,73,68,60,98,71,41,76,9,61,81,12,40,32,44,85,90,5,78,29,53,97,21,57,22,84,56,55,41,64,36,38,10,83,94,26,36,81,25,72,89,13,33,20,41,28,68,65,91,86,93,51,70,71,95,22,21,59,13,54,45,54,35,32,77,67,48,80,22,93,38,14,78,89,80,16,36,50,34,5,4,53,13,64,26,5,45,50,58,35,22,25,55,16,81,87,24,22,75,76,14,94,28,1,42,12,30,16,77,53,21,68,43,76,100,76,31,88,39,97,81,97,97,72,68,78,53,77,11,11,58,25,49,42,94,80,63,70,93,49,56,22,36,49,46,44,43,5,94,38,86,10,86,8,1,23,81,66,13,21,51,97,95,50,22,20,44,74,53,14,80,74,11,41,41,26,62,93,51,93,55,51,4,41,88,42,99,14,9,57,70,79,55,100,65,65,92,89,22,63,36,90,87,71,25,94,6,85,78,45,68,52,41,100,89,97,79,62,95,4,86,24,83,8,71,13,12,10,93,1,100,33,88,23,34,30,52,41,52,40,21,96,82,86,15,52,29,27,71,76,91,44,72,86,25,48,27,12,42,32,61,92,29,42,99,84,63,50,78,69,12,6,45,11,82,90,57,3,29,78,44,3,29,83,46,94,29,21,76,54,8,70,62,17,31,74,51,87,19,18,52,67,39,19,89,73,46,44,21,88,56,30,4,35,45,88,85,81,38,13,80,82,39,63,23,100,21,91,17,68,97,42,10,23,28,12,65,79,7,5,77,22,92,63,78,38,93,12,52,66,71,84,16,1,20,66,5,1,95,21,82,88,33,88,78,65,67,17,28,45,81,89,89,91,1,21,43,38,85,4,38,21,78,45,61,44,75,23,88,48,47,20,20,49,25,75,52,41
k_3,1,85,88,30,91,25,37,41,20,82,84,58,23,54,49,61,35,97,68,60,46,58,13,73,5,16,37,99,37,43,13,15,54,6,74,37,8,6,16,90,51,69,72,40,9,34,59,45,52,6,82,45,28,8,46,18,19,65,3,7,79,68,46,76,69,59,95,38,65,43,67,48,1,39,32,77,46,59,75,97,43,72,55,85,22,59,18,57,92,20,96,71,61,1,94,36,79,32,58,83,8,33,46,19,74,66,18,70,9,59,1,23,71,88,70,54,84,47,58,90,1,96,60,27,47,51,33,3,65,89,5,39,86,4,85,14,91,27,9,99,81,27,10,34,87,44,64,31,18,30,68,28,61,98,64,21,48,53,15,19,47,92,69,3,57,79,51,75,54,92,69,98,69,29,54,42,17,38,28,5,58,75,79,11,67,1,19,45,37,75,44,88,10,8,47,54,10,16,60,4,19,72,59,37,4,45,100,42,97,58,39,15,70,66,24,61,58,65,31,77,9,80,97,48,37,68,27,37,95,39,28,48,44,70,67,4,63,60,95,20,31,35,43,26,28,98,68,11,91,79,14,51,5,12,20,29,71,70,38,39,32,63,33,60,20,22,88,38,76,65,54,6,53,33,81,41,46,33,50,3,44,77,21,57,54,88,16,29,75,15,77,85,25,80,9,85,33,34,5,54,24,48,28,33,33,34,81,75,10,19,2,49,72,86,64,32,51,34,85,12,42,13,79,88,10,10,21,49,95,78,90,58,27,12,29,51,39,96,14,4,15,54,85,16,52,55,52,50,84,19,2,52,27,1,32,6,44,98,6,55,12,76,43,36,6,84,89,31,1,53,83,75,62,24,71,40,63,43,14,47,3,46,71,52,2,97,50,64,68,91,68,14,50,30,49,17,80,63,84,23,53,74,27,34,47,11,70,52,9,46,41,47,31,71,59,57,73,11,56,75,15,20,8,59,43,86,83,95,21,7,82,86,100,92,32,44,55,92,83,1,94,88,100,35,78,7,13,12,64,5,54,3,99,37,15,3,54,11,89,31,30,95,10,94,54,97,72,76,85,72,6,8,48,8,100,14,65,87,44,63
k_4,25,9,43,25,95,81,57,99,19,51,27,58,80,29,89,30,43,51,73,72,91,84,19,94,8,34,38,40,44,11,25,60,34,16,39,11,35,91,24,25,57,93,28,27,58,76,96,95,95,99,93,85,4,74,8,97,50,45,16,19,84,1,7,8,47,20,87,36,66,32,76,53,82,83,10,19,36,71,80,38,64,28,59,93,27,19,34,76,53,62,59,30,27,66,27,93,36,7,5,97,23,94,33,80,50,41,66,77,50,81,19,22,53,15,71,5,91,15,98,34,71,81,73,41,29,47,50,11,91,16,46,33,93,16,29,27,24,43,68,28,3,51,69,73,40,57,48,59,91,31,45,47,70,9,72,47,44,43,86,53,34,33,45,16,37,91,17,64,50,50,48,18,57,26,50,93,86,90,1,15,26,28,57,90,49,79,57,7,83,79,51,70,43,46,2,14,54,17,88,80,4,98,55,21,48,72,36,87,4,3,58,5,83,89,92,94,21,53,7,90,37,98,34,85,20,42,16,12,6,34,3,61,94,28,79,4,37,14,93,72,74,85,83,62,70,17,35,21,10,37,52,25,44,87,87,30,39,17,10,98,26,68,42,51,38,31,76,24,66,95,95,29,67,78,18,49,32,9,87,18,62,37,8,81,85,82,92,78,91,95,74,12,57,56,22,32,14,47,62,24,1,48,15,9,21,20,42,41,4,44,89,77,58,33,59,7,34,65,22,92,82,60,78,63,68,38,85,97,6,49,51,42,20,55,50,10,17,25,94,80,34,83,75,10,38,50,68,33,39,8,7,67,74,20,70,47,74,17,45,48,19,40,26,83,74,100,10,15,77,31,35,67,13,66,89,37,89,54,9,76,6,32,58,4,12,30,40,78,17,21,41,56,4,85,17,79,11,30,26,84,16,32,57,74,71,99,27,27,100,48,7,10,3,14,64,40,76,100,70,13,99,32,13,4,44,3,90,41,18,41,47,12,29,24,74,5,72,62,22,71,41,17,64,58,74,75,71,14,48,66,49,51,10,13,81,25,85,32,90,62,58,55,34,55,48,86,65,95,3,53,100,88,11,10,84,86,36,30,51,79
k_5,41,61,81,81,5,28,56,67,6,54,82,41,87,73,44,12,32,8,64,79,56,99,27,37,61,22,46,51,7,39,13,76,8,77,68,64,12,92,53,67,35,9,30,84,8,54,94,54,11,56,93,33,33,72,26,83,60,32,58,41,95,82,60,42,38,20,64,18,14,58,98,32,83,59,12,67,87,77,28,39,84,70,62,78,62,58,43,69,71,71,74,6,75,100,48,92,72,99,6,25,32,49,88,25,70,41,39,42,29,90,39,46,24,64,77,87,59,1,13,93,22,38,97,86,56,82,100,3,48,69,82,80,45,16,31,3,90,57,3,81,19,22,85,26,48,25,100,1,35,88,42,54,71,66,64,75,59,27,62,59,38,30,22,15,44,61,33,63,100,44,14,91,99,94,75,75,26,52,91,26,96,87,26,97,75,69,18,36,69,80,13,71,89,95,79,45,59,3,93,22,11,80,90,12,31,24,29,60,30,9,78,65,88,62,34,86,1,6,49,5,97,10,34,59,53,59,83,42,69,66,79,17,41,6,50,4,63,8,17,18,12,42,65,37,63,69,45,78,79,88,53,98,26,24,9,66,71,59,56,58,62,18,93,74,83,3,29,88,94,85,45,86,56,14,94,5,28,54,42,63,10,49,92,95,45,57,91,48,90,40,73,68,72,28,89,71,4,74,11,63,32,54,88,69,60,78,2,88,99,54,11,89,94,36,21,23,94,7,18,22,52,33,20,29,29,46,66,60,58,74,14,3,76,61,29,37,67,12,52,42,97,64,61,87,44,3,43,32,75,3,94,64,90,85,29,63,57,73,82,87,14,58,74,79,35,75,66,51,1,34,35,67,78,82,18,86,3,5,88,87,60,83,71,26,14,70,100,52,79,8,88,7,33,32,53,32,100,75,28,60,65,35,61,55,18,57,55,92,20,40,73,52,4,1,82,68,30,28,43,77,33,17,76,69,74,86,36,42,76,45,30,42,80,82,81,23,9,84,64,61,65,56,91,69,9,62,17,70,90,52,37,69,63,51,8,77,92,18,86,64,22,95,39,10,78,94,81,19,73,90,76,2,37,18,78,80,10,87,98,28
k_6,92,63,8,79,91,83,15,20,56,38,83,25,59,96,74,19,96,49,85,55,2,11,23,63,57,76,94,36,22,13,3,97,8,47,58,28,22,67,5,80,25,49,27,62,25,92,23,16,55,86,44,20,58,91,5,66,80,2,93,69,1,31,96,91,82,26,18,28,44,22,51,29,31,10,90,24,19,65,67,93,60,22,47,36,32,59,6,35,27,32,21,48,64,24,22,53,98,39,15,88,48,87,62,65,71,10,38,14,89,51,58,17,71,27,17,59,76,26,40,55,66,82,27,78,76,62,47,16,82,21,11,81,20,25,83,44,48,69,64,55,3,41,17,93,84,20,22,31,33,18,92,13,85,91,67,38,60,56,12,83,57,79,91,58,22,32,1,50,62,53,20,16,94,62,14,8,6,48,20,80,4,58,77,10,51,2,40,34,82,64,38,51,49,65,71,5,42,23,22,83,74,83,46,26,3,23,43,37,85,85,86,44,4,4,90,79,40,31,86,46,45,34,58,30,45,3,39,40,83,41,72,8,3,28,17,17,38,85,85,34,17,20,93,74,27,80,54,75,21,86,55,6,83,82,100,15,67,5,78,27,81,72,14,31,23,75,51,31,22,54,51,62,90,36,22,36,70,96,29,67,92,90,90,19,71,2,100,30,97,7,15,90,6,95,73,33,61,44,32,91,41,67,15,10,80,71,88,73,57,57,57,41,100,44,92,40,78,20,35,88,8,27,48,44,35,83,87,5,98,37,64,78,20,59,76,32,89,8,33,95,35,56,75,83,54,38,5,91,3,94,33,4,89,26,32,14,11,63,98,73,88,15,19,23,86,81,53,31,66,59,46,75,97,11,93,50,100,30,25,60,3,40,96,9,45,7,50,73,99,1,50,90,59,17,56,53,4,62,47,33,50,79,84,53,39,65,24,49,100,17,99,18,48,83,18,30,6,43,21,17,96,94,46,55,99,95,56,32,12,63,49,34,42,85,42,24,34,33,27,89,27,65,41,45,55,60,64,44,97,85,50,15,9,33,35,70,57,5,65,93,23,20,8,72,20,86,28,43,98,78,68,82,71,85,61,26,73,20,70,78
k_7,80,26,42,56,87,49,16,52,45,93,3,5,70,2,55,97,6,60,98,46,3,94,61,88,86,90,82,58,27,6,88,26,72,62,94,65,58,90,90,22,52,65,100,37,91,31,7,38,48,12,1,89,52,14,6,71,10,41,22,46,68,51,61,45,88,24,59,12,56,39,23,97,27,56,39,20,6,83,90,18,51,58,59,54,59,65,60,5,66,56,37,63,49,46,64,39,31,77,20,71,25,89,23,77,88,21,66,31,98,69,80,15,3,6,60,94,5,92,44,77,27,89,15,47,85,81,79,11,29,51,63,91,89,48,4,31,53,47,1,24,79,95,17,85,96,87,85,14,18,49,24,83,31,65,10,67,8,1,71,88,77,57,8,46,52,12,97,47,51,23,80,72,49,42,9,61,39,34,57,91,55,94,45,71,5,69,80,74,61,85,5,54,85,77,98,19,59,42,1,80,49,42,95,49,14,86,24,88,62,14,76,79,36,38,13,76,86,50,62,49,97,31,69,54,71,84,94,26,21,70,96,75,45,97,39,48,25,26,94,83,76,51,67,61,10,15,6,44,63,47,57,89,98,88,23,19,3,27,65,1,89,82,92,75,19,20,44,86,8,1,41,44,97,40,49,1,84,68,58,29,9,33,98,93,66,44,28,34,6,26,54,10,32,9,58,32,36,57,83,48,3,93,55,99,79,89,39,24,44,11,63,78,88,9,73,71,88,8,42,13,84,54,99,48,72,77,57,48,11,66,64,55,91,65,63,39,77,46,39,51,75,23,92,3,43,82,42,12,48,28,7,47,27,55,14,4,36,79,27,32,100,72,52,3,10,18,34,85,26,75,2,55,19,82,49,83,97,90,67,69,7,52,21,43,37,97,49,36,53,91,100,63,11,28,11,89,11,8,53,19,39,19,38,21,46,34,62,21,44,15,69,22,18,92,34,11,69,69,4,39,4,52,47,57,9,63,11,46,22,5,72,38,71,20,25,72,30,68,68,18,29,85,69,5,38,58,19,50,66,91,27,66,24,36,77,5,20,73,38,39,16,63,67,79,70,30,67,83,5,53,71,29,12,59,89,26,41,46,17,85
k_8,59,6,66,55,7,100,7,81,17,60,57,82,16,49,52,49,28,24,26,45,1,55,93,53,78,45,4,54,1,61,72,24,87,49,76,76,4,65,58,99,89,52,88,8,16,69,74,24,57,82,61,3,5,14,51,17,56,88,100,5,74,83,11,94,93,49,68,54,48,4,89,15,52,60,23,13,57,42,65,22,18,12,92,15,49,42,89,3,11,23,11,42,32,100,13,71,66,42,70,97,86,21,83,97,7,95,27,91,49,37,10,33,30,80,77,44,71,15,14,37,5,9,30,30,33,53,89,20,27,67,100,75,76,78,27,98,43,12,56,93,60,32,90,52,30,19,25,31,23,48,52,72,65,27,46,22,79,93,64,60,71,87,44,40,57,92,45,82,91,28,27,99,40,87,100,94,34,1,20,75,24,19,90,68,43,40,85,27,88,40,42,85,76,46,40,29,72,37,71,82,56,90,9,96,83,78,88,60,94,60,26,91,20,22,32,14,64,42,97,65,39,16,22,11,72,47,65,81,91,4,99,47,20,80,79,80,16,40,65,92,92,10,24,78,72,14,49,84,73,19,86,53,6,10,49,68,83,52,68,27,82,21,94,9,97,61,31,70,5,39,69,89,24,41,18,8,8,20,53,70,25,10,20,91,88,25,29,5,12,99,57,48,96,38,1,37,75,46,63,72,7,31,24,11,70,47,88,13,52,56,88,16,36,7,45,50,68,16,47,6,1,22,6,50,57,43,97,36,90,13,95,40,33,54,43,67,10,46,55,70,59,30,92,2,21,30,35,58,4,22,89,15,80,65,78,29,26,16,64,39,26,41,3,65,39,98,58,9,41,38,31,66,72,46,82,48,45,44,75,99,27,97,47,79,15,7,28,19,33,86,87,1,100,33,40,52,68,64,57,34,87,62,26,25,61,86,46,12,42,86,37,44,1,38,21,87,65,11,31,88,38,5,85,85,98,67,100,9,62,14,90,55,37,43,62,33,2,11,77,59,74,79,45,11,64,94,31,4,98,88,5,75,75,68,82,66,30,80,36,63,37,19,38,83,91,26,25,1,54,52,63,95,89,82,100,8,3,76,47,3
k_9,10,17,57,88,53,51,48,59,74,11,43,12,63,87,60,93,69,6,12,92,48,62,13,17,28,78,86,94,27,47,52,83,9,67,75,21,97,70,19,49,11,18,2,47,57,83,96,9,18,58,64,85,31,46,92,60,26,27,10,78,93,94,90,42,98,26,48,95,68,40,67,58,53,58,5,29,64,19,76,27,92,41,84,41,89,54,66,78,95,98,89,95,10,11,70,62,70,44,30,88,47,60,13,6,22,71,74,60,35,27,44,39,13,10,45,95,84,81,75,92,88,26,24,53,59,72,44,61,9,71,95,60,98,26,46,32,79,44,65,44,33,82,42,27,89,50,7,17,52,33,61,29,53,48,9,75,19,23,71,93,44,1,23,20,16,4,45,86,13,31,25,49,42,91,45,16,56,86,32,36,70,25,36,45,77,10,16,93,64,21,47,55,18,20,74,98,37,73,23,3,26,50,43,5,72,82,46,94,74,85,29,61,97,65,14,57,69,48,96,19,6,53,7,41,4,40,80,89,41,74,88,46,21,49,44,86,62,71,21,73,84,37,3,43,51,11,22,14,19,92,89,14,80,68,45,73,22,58,62,36,27,16,83,78,30,49,25,66,68,46,12,30,17,55,53,85,84,96,37,85,94,96,72,48,99,45,17,60,85,61,16,27,31,70,81,24,65,29,56,95,98,7,11,31,78,78,33,93,41,88,87,65,76,17,68,83,100,33,40,1,60,78,14,75,59,35,34,22,41,35,83,73,13,41,87,35,54,17,98,26,81,97,19,44,33,99,19,49,83,35,65,78,72,97,75,5,40,40,69,94,7,71,87,81,45,37,53,25,38,45,95,14,12,99,40,54,84,40,55,71,28,73,69,58,45,1,39,76,87,73,91,72,81,93,62,21,57,40,17,11,45,89,22,18,49,86,8,73,47,48,6,75,2,80,66,19,82,91,23,2,49,78,56,89,95,30,30,27,61,53,9,29,26,77,100,14,47,33,97,59,7,22,31,25,29,93,85,94,93,38,34,88,75,22,33,85,52,82,26,30,76,91,47,19,89,78,54,38,44,63,41,33,17,56,58,19,21,95,1,98
