commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_360,e_361,e_362,e_363,e_364,e_365,e_366,e_367,e_368,e_369,e_37,e_370,e_371,e_372,e_373,e_374,e_375,e_376,e_377,e_378,e_379,e_38,e_380,e_381,e_382,e_383,e_384,e_385,e_386,e_387,e_388,e_389,e_39,e_390,e_391,e_392,e_393,e_394,e_395,e_396,e_397,e_398,e_399,e_4,e_40,e_400,e_401,e_402,e_403,e_404,e_405,e_406,e_407,e_408,e_409,e_41,e_410,e_411,e_412,e_413,e_414,e_415,e_416,e_417,e_418,e_419,e_42,e_420,e_421,e_422,e_423,e_424,e_425,e_426,e_427,e_428,e_429,e_43,e_430,e_431,e_432,e_433,e_434,e_435,e_436,e_437,e_438,e_439,e_44,e_440,e_441,e_442,e_443,e_444,e_445,e_446,e_447,e_448,e_449,e_45,e_450,e_451,e_452,e_453,e_454,e_455,e_456,e_457,e_458,e_459,e_46,e_460,e_461,e_462,e_463,e_464,e_465,e_466,e_467,e_468,e_469,e_47,e_470,e_471,e_472,e_473,e_474,e_475,e_476,e_477,e_478,e_479,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,65,89,85,79,91,61,7,42,27,61,80,32,71,75,27,85,10,39,13,26,90,76,65,31,96,39,97,54,27,8,68,79,81,17,49,53,12,83,93,1,29,28,30,20,78,8,71,25,78,44,60,5,90,10,21,26,65,4,19,15,46,61,80,45,7,82,69,44,52,16,21,77,35,5,63,58,29,2,70,14,95,100,66,52,50,8,34,55,39,57,24,38,24,7,85,10,58,41,43,24,39,84,59,79,63,59,51,32,4,24,64,44,59,10,85,82,61,44,56,16,59,90,77,13,42,12,2,48,24,59,28,62,72,73,9,8,46,98,27,70,32,39,87,23,72,75,45,68,46,7,73,88,79,93,23,59,93,59,4,58,16,61,14,57,92,58,71,34,1,40,98,93,22,90,59,36,99,76,27,25,48,72,8,83,3,52,71,11,97,93,23,82,24,11,68,41,26,31,3,60,70,65,53,74,19,84,84,23,25,13,82,18,7,48,48,77,96,78,9,45,74,47,91,18,32,51,26,85,67,34,19,1,8,10,93,96,68,39,1,69,61,93,93,3,32,59,30,87,7,90,66,41,61,1,91,90,11,59,72,55,52,17,1,11,22,1,50,50,30,60,23,84,96,19,89,8,95,25,98,68,48,74,25,46,82,10,7,8,21,3,81,88,14,16,45,49,7,20,45,100,43,49,1,74,46,20,2,93,63,22,48,56,28,42,60,48,12,22,80,57,18,87,8,74,33,28,91,86,90,9,83,17,71,50,68,69,40,81,18,59,34,59,91,23,76,99,79,28,58,35,13,35,13,86,40,26,83,64,20,12,92,31,100,81,54,16,74,26,59,30,82,24,26,94,50,4,93,30,13,38,5,10,30,34,76,100,77,27,72,32,64,32,77,23,60,63,7,51,47,47,81,64,16,39,25,16,15,30,91,73,94,74,17,12,42,41,14,67,96,51,100,89,29,46,54,8,52,37,96,66,82,86,86,40,38,39,4,32,7,94,6,39,74,37,58,10,42,95,67,99,7,89,77,91,68,28,70,80,86,63,36,76,81,54,64,71,25,25,74,62,97,31,65,79,97,8,70,12,25,64
k_1,76,37,93,5,93,43,53,93,92,55,69,37,24,28,41,8,71,75,64,80,7,49,93,60,83,24,45,23,26,67,91,19,98,87,68,94,80,35,89,32,14,19,88,92,3,20,81,84,72,12,38,45,17,83,44,33,19,4,68,73,60,37,48,20,72,31,44,90,5,56,32,94,8,85,86,12,36,88,71,42,16,32,20,44,6,25,35,12,14,79,21,32,19,89,39,1,4,64,77,75,99,84,87,85,49,7,31,99,69,14,27,61,95,76,14,12,21,72,86,9,66,12,14,72,19,79,31,17,23,47,62,64,88,3,22,49,35,70,38,11,57,1,29,96,48,89,65,24,27,85,82,87,57,93,23,34,59,47,25,84,32,56,23,41,41,39,9,50,81,18,32,22,22,6,45,65,96,54,27,48,46,58,91,67,20,19,35,56,67,85,87,49,88,87,61,61,8,66,75,62,97,46,100,1,60,66,30,2,74,6,90,27,32,5,84,8,33,56,62,61,51,56,75,38,79,35,14,37,92,68,96,90,15,71,32,26,22,49,65,71,35,75,38,96,52,79,8,23,11,60,52,80,63,69,95,70,42,71,48,91,76,11,40,78,27,64,69,47,35,17,34,84,43,13,49,54,7,14,39,83,14,38,91,14,53,73,13,81,5,73,92,25,98,75,39,77,9,65,88,75,94,15,51,59,64,95,35,74,67,37,62,1,23,5,52,87,30,74,21,26,26,32,54,53,96,72,50,29,78,9,34,83,45,42,53,16,45,41,92,90,87,34,17,77,76,71,90,13,82,53,35,71,54,30,87,64,33,42,24,46,66,35,20,27,60,76,56,66,36,58,55,56,81,80,3,20,64,55,12,82,44,65,43,97,95,50,40,6,77,12,22,34,90,56,15,73,61,34,22,52,94,13,74,10,74,88,16,69,71,68,8,52,63,71,15,40,94,61,27,57,11,87,88,35,16,32,43,84,98,38,90,60,51,78,1,47,81,63,17,95,70,54,8,15,98,51,19,65,49,66,35,66,30,49,38,11,19,91,58,12,25,61,62,98,37,61,83,6,32,41,46,30,30,76,98,4,60,75,56,90
k_2,80,64,6,12,28,86,18,11,16,14,61,81,59,63,97,70,6,49,99,36,44,25,20,59,94,55,98,45,94,62,37,30,57,30,8,4,83,7,89,39,96,80,64,78,57,56,9,74,52,75,35,43,27,19,9,2,11,91,58,26,36,95,61,49,48,36,36,43,61,89,25,9,33,38,77,59,98,56,89,91,45,19,37,95,8,68,5,17,36,50,35,27,58,18,79,95,70,84,79,3,7,62,28,37,47,24,28,3,60,87,53,36,52,32,92,7,64,69,77,73,77,57,16,87,73,74,16,99,84,98,74,13,21,48,7,32,22,96,6,34,33,4,85,79,27,47,54,62,18,96,56,60,83,56,65,91,91,44,18,43,95,19,38,82,16,10,56,100,39,95,10,20,38,24,43,82,82,67,20,74,15,11,39,46,35,75,96,30,97,61,95,10,24,71,49,9,84,92,76,97,94,52,74,87,55,65,69,1,77,13,60,23,16,12,40,18,21,81,6,60,75,56,25,53,41,3,93,49,38,49,41,81,43,78,86,9,42,51,65,16,45,10,35,98,91,98,53,9,42,17,56,89,75,13,5,55,82,12,69,3,36,55,40,31,23,82,92,77,69,96,25,96,46,19,94,95,81,5,38,6,78,57,78,75,38,29,67,53,5,64,59,41,57,81,39,62,82,36,98,29,52,60,46,86,51,35,39,95,66,8,75,13,38,50,80,61,59,3,21,77,94,44,88,64,61,89,67,16,13,89,18,26,13,49,78,35,9,78,53,52,46,52,6,22,14,68,76,93,83,17,96,18,39,53,49,6,27,44,75,80,96,14,50,40,70,68,100,78,41,54,7,100,12,37,39,98,95,91,29,1,92,38,28,64,47,27,27,54,88,99,2,67,96,56,24,22,37,9,47,37,91,76,36,25,78,48,93,28,63,13,64,6,21,23,98,3,26,64,79,53,51,85,92,66,30,55,86,58,48,39,43,46,42,48,20,24,87,21,69,48,3,80,68,91,18,93,56,97,77,84,95,73,74,8,30,17,4,69,98,44,87,65,76,78,89,48,28,36,44,45,93,32,92,20,6,87,78,36,15,55
k_3,8,95,39,2,82,13,32,32,68,74,11,61,98,64,46,26,12,57,14,21,54,54,23,4,64,93,88,45,86,32,82,15,5,93,31,91,85,40,85,36,49,21,69,80,57,74,82,99,84,69,86,92,8,75,37,6,3,44,1,98,16,70,34,61,37,14,67,58,5,23,37,81,77,80,49,43,56,39,37,55,31,59,43,51,59,38,4,67,40,12,96,74,29,47,17,83,80,45,90,98,71,42,59,6,25,48,83,1,83,63,13,54,77,47,80,64,37,62,55,75,17,30,44,64,50,9,58,89,23,76,66,98,30,15,57,86,48,92,13,6,39,11,25,13,28,87,31,36,12,70,21,69,63,24,20,56,64,52,74,56,50,96,52,7,98,63,66,18,30,14,17,59,56,38,24,21,27,43,10,9,65,7,69,58,67,73,15,53,69,42,50,31,51,69,20,93,59,57,84,51,63,96,71,22,64,49,49,8,78,80,40,69,37,73,86,14,58,45,64,69,20,48,11,60,92,3,22,64,8,51,59,94,44,22,95,90,49,5,21,64,85,34,26,58,26,12,92,8,28,33,7,53,37,49,44,90,80,21,13,49,69,89,59,18,69,69,17,72,83,25,58,38,61,25,84,69,97,22,73,24,12,74,38,94,37,9,33,63,51,41,15,11,75,73,38,98,25,45,74,67,89,22,98,34,45,56,10,33,19,75,74,30,82,62,17,58,81,30,68,2,7,13,95,5,98,11,76,44,26,5,29,19,100,42,83,65,74,29,30,9,24,67,98,70,89,66,61,43,14,28,26,75,13,77,62,1,69,20,38,81,89,90,91,73,23,51,17,62,71,35,6,60,89,59,88,41,17,68,52,97,53,68,79,41,26,18,87,26,18,5,73,70,6,35,100,33,7,88,12,56,85,94,71,56,64,32,70,4,78,15,64,52,73,95,36,73,73,47,29,1,48,17,100,80,34,71,91,77,69,50,58,84,65,38,4,3,6,21,95,11,41,81,9,11,6,35,10,94,21,47,22,50,55,79,65,17,14,27,35,49,89,65,44,57,63,97,3,60,92,51,74,45,79,15,80,30,71,77,2,48
k_4,2,51,1,2,3,11,82,7,56,91,23,41,97,86,1,60,11,16,69,41,80,10,93,73,61,86,60,6,23,9,51,56,87,4,89,85,78,2,96,77,89,5,18,23,18,20,20,53,59,81,7,91,72,41,51,71,40,49,22,26,73,62,98,86,74,88,33,87,44,45,22,6,37,78,43,66,73,75,16,71,59,19,42,53,83,75,63,20,40,50,25,35,97,73,50,96,48,98,2,60,92,40,53,72,16,57,14,67,86,45,53,14,95,39,26,80,2,86,1,80,8,67,70,17,87,39,66,57,17,26,56,95,88,65,13,91,86,39,7,22,49,11,70,58,82,95,25,14,56,24,81,25,93,35,28,33,5,52,98,83,22,69,37,57,77,15,97,36,46,93,82,100,88,6,21,6,64,36,38,23,68,85,4,50,23,64,54,7,35,26,22,25,12,15,10,73,42,53,7,52,34,66,32,42,3,93,68,81,48,9,3,90,71,1,80,34,68,42,39,73,44,32,25,27,23,75,79,69,67,62,47,61,91,55,52,83,12,2,25,28,36,99,62,37,95,24,1,44,8,5,81,71,58,92,81,57,100,25,57,95,73,59,25,74,51,15,20,39,7,83,31,44,5,12,40,96,88,8,99,12,23,17,71,36,3,98,1,48,72,37,19,49,94,41,92,78,96,74,53,27,81,31,9,73,4,82,72,67,55,99,79,56,90,82,88,13,27,67,6,31,98,92,29,63,4,90,67,93,38,7,86,86,42,23,13,51,34,57,73,31,10,42,56,14,24,24,69,5,83,34,21,21,78,82,24,39,40,9,83,41,25,78,16,56,62,2,40,3,27,32,63,80,22,34,24,2,49,74,40,15,95,8,97,89,26,63,84,43,54,90,23,82,63,96,50,11,51,2,12,49,98,9,3,44,45,20,40,82,4,70,1,30,45,97,93,8,71,93,64,22,37,39,24,42,7,37,79,59,81,61,23,31,78,88,26,93,85,35,12,45,63,7,40,66,57,4,84,21,8,5,9,75,99,91,81,28,93,60,61,87,37,37,22,98,3,70,53,53,79,100,80,78,5,71,60,33,7,40,57,25
k_5,50,93,94,84,36,23,9,41,86,3,36,16,22,58,34,11,10,34,92,3,70,99,50,28,21,72,84,55,55,70,25,18,11,50,16,26,47,7,79,78,92,43,100,13,56,49,98,90,37,82,64,2,68,89,2,15,24,75,38,96,55,6,41,62,79,11,22,5,59,17,75,20,8,7,23,26,79,7,38,49,46,94,27,52,35,33,60,73,50,89,81,36,32,65,15,19,18,31,92,23,4,19,63,39,20,15,78,86,35,42,4,73,5,10,19,92,2,14,84,17,99,70,37,28,35,57,98,44,8,37,71,46,68,34,90,33,6,22,56,88,79,25,34,65,79,59,28,59,22,21,81,72,81,48,17,85,27,52,63,76,44,54,46,70,89,97,13,96,77,21,1,93,6,81,9,9,80,95,75,51,12,64,76,95,27,25,65,6,42,86,79,79,92,61,16,42,63,30,49,44,65,64,91,8,84,95,49,42,45,99,93,65,14,9,30,38,69,79,4,9,18,1,71,53,33,89,96,18,62,5,8,70,43,5,12,8,53,80,21,58,68,69,53,99,36,12,31,11,86,31,28,92,31,25,58,25,50,63,4,98,61,46,70,2,96,65,85,68,2,24,43,21,6,56,60,97,78,22,70,51,81,82,27,91,38,81,26,89,91,74,85,86,40,1,2,69,93,12,2,1,50,19,88,31,10,31,88,31,4,61,25,69,61,24,52,9,92,63,69,99,78,77,83,6,18,14,100,38,59,15,93,28,50,56,25,11,16,74,33,82,34,4,92,6,100,15,57,14,5,48,77,81,35,37,15,64,52,52,60,41,29,17,81,93,87,86,94,53,2,2,25,24,43,11,43,58,26,52,77,38,25,79,47,34,86,68,70,18,70,23,2,60,38,33,100,37,68,43,33,7,68,43,90,68,26,56,18,71,39,45,32,79,44,52,85,35,17,61,2,56,91,55,95,34,57,70,47,40,65,87,2,9,9,28,7,56,21,23,9,39,58,16,75,97,75,20,17,5,40,17,22,27,70,38,72,88,84,51,87,89,10,99,63,69,54,23,27,53,19,100,33,7,25,16,34,42,94,87,71,69
k_6,18,40,52,94,20,15,85,35,3,68,29,92,77,9,89,95,71,23,95,94,47,15,98,86,18,55,21,51,28,3,15,90,48,99,89,76,1,63,14,87,87,11,87,54,52,80,17,10,44,36,54,12,100,6,34,5,87,79,7,10,61,79,46,32,28,29,78,62,84,65,34,55,65,29,86,91,99,52,58,28,81,57,30,98,95,4,11,22,55,77,10,77,33,36,95,52,26,60,48,71,64,99,18,17,21,57,89,83,56,46,20,34,45,26,72,22,46,18,56,63,42,89,28,23,96,69,69,69,51,79,94,47,22,30,58,96,100,29,89,20,26,3,68,71,98,7,75,6,100,12,81,86,82,81,91,28,6,35,83,70,91,83,57,89,67,70,73,72,91,22,14,74,77,11,54,69,69,66,79,8,44,41,96,6,75,6,71,13,29,38,20,32,86,27,51,34,32,43,62,47,25,4,53,70,39,73,6,56,6,44,3,39,24,62,28,48,56,94,87,43,94,38,21,65,43,39,55,41,55,29,98,27,86,7,29,34,61,19,81,22,70,56,4,91,31,27,99,3,94,34,82,94,67,13,75,42,71,85,81,45,97,48,82,31,17,72,64,51,33,15,22,36,42,35,24,52,12,92,6,77,41,19,11,78,34,56,23,43,35,100,7,4,25,38,87,16,91,38,93,22,53,52,4,88,28,20,56,58,81,45,4,52,9,3,35,24,25,39,74,58,43,29,42,19,49,64,23,94,72,37,59,72,69,72,68,71,1,11,44,54,8,37,99,11,22,32,70,46,52,19,17,5,84,82,54,53,14,81,65,47,49,16,40,86,54,4,17,52,85,78,62,84,61,5,43,41,48,40,80,70,40,32,6,3,77,83,7,89,98,60,100,56,16,38,79,47,29,37,94,6,93,39,78,79,67,93,59,91,33,93,85,52,7,91,63,39,1,44,40,37,49,66,63,69,85,49,80,58,63,68,70,73,65,8,1,58,65,83,76,3,48,2,22,84,5,51,79,51,78,84,62,45,46,38,8,99,16,50,61,79,37,17,1,53,39,68,48,62,73,51,13,69,69,72,19,68,9,6,16,34
k_7,24,94,54,87,78,88,53,74,96,76,16,79,63,92,33,65,22,12,37,72,47,87,98,15,65,28,23,95,25,57,75,100,46,2,36,74,35,14,28,36,69,87,89,41,17,28,65,30,50,67,95,43,17,37,92,56,38,39,32,39,12,36,22,5,36,37,25,99,24,96,85,23,25,26,29,18,24,68,40,39,67,40,53,48,19,98,44,53,6,19,35,31,59,33,45,51,95,76,26,9,79,60,1,34,81,62,84,53,45,52,89,15,14,7,51,99,37,97,66,15,68,4,94,26,57,53,45,77,44,66,24,55,34,100,60,22,28,25,54,20,68,21,83,73,79,63,71,43,32,20,92,56,21,67,40,80,7,87,30,47,44,33,45,86,30,95,30,6,45,23,18,33,41,59,55,86,3,81,93,39,81,33,85,32,68,59,84,8,79,95,68,62,56,45,58,92,6,75,26,65,7,54,96,78,36,48,25,40,53,27,91,84,38,60,75,76,84,19,37,64,67,2,39,40,97,62,63,53,30,66,29,71,58,65,19,65,92,73,81,57,5,65,5,71,20,66,25,58,61,70,75,12,25,77,42,15,50,78,34,47,15,56,27,35,83,57,54,95,40,91,75,99,98,23,60,54,10,19,2,14,41,71,63,57,38,69,36,20,9,14,11,100,2,65,53,55,42,52,67,47,12,70,46,40,71,69,42,41,5,89,86,93,2,71,43,26,65,87,90,53,19,69,60,28,37,26,5,82,91,53,51,48,99,80,30,55,37,32,40,47,47,24,13,91,59,13,68,25,11,53,5,27,98,93,66,10,89,42,53,85,71,68,57,89,47,65,64,81,60,72,63,11,81,30,38,33,36,67,81,89,49,29,36,43,51,77,81,80,36,59,47,71,47,94,75,7,25,61,3,73,16,95,36,57,88,41,2,88,39,75,47,2,95,46,94,76,26,85,49,40,27,46,27,68,90,17,9,84,11,23,41,99,13,27,52,43,84,46,29,4,63,45,86,64,2,13,37,92,30,86,63,51,34,55,80,12,76,82,31,16,61,30,63,46,6,51,64,69,77,8,4,38,39,25,4,92,4,42,51,57
k_8,16,88,35,82,63,1,78,12,66,43,3,20,95,83,7,65,59,32,66,33,100,68,76,4,97,17,46,1,36,47,71,32,66,32,74,27,4,65,69,30,52,32,42,83,54,7,78,96,18,84,47,38,23,21,35,30,68,15,65,39,67,69,8,5,27,30,33,93,29,8,75,18,95,7,16,44,96,88,72,35,73,81,82,55,34,34,54,66,74,29,97,8,64,58,7,82,48,93,16,98,10,12,8,56,12,58,22,84,55,87,30,57,67,19,64,81,40,71,16,82,16,18,72,44,81,71,56,45,34,47,11,36,76,99,73,22,11,82,58,54,82,56,12,59,15,33,53,20,21,58,95,86,1,21,49,68,68,14,48,55,5,89,29,27,98,96,82,1,54,26,22,41,14,43,57,64,60,33,76,42,50,73,85,53,83,28,77,97,64,77,17,11,56,67,50,21,65,62,65,97,10,62,48,97,100,77,60,38,73,30,48,19,29,55,38,40,19,9,46,82,79,88,4,94,30,54,21,81,83,13,86,51,31,75,49,56,15,25,19,71,82,22,12,19,19,88,47,100,80,32,5,87,20,39,1,47,8,14,87,80,46,20,9,94,2,73,19,36,24,81,64,93,96,36,97,75,38,100,97,68,33,81,26,42,2,14,23,15,67,68,64,50,87,52,29,23,9,67,88,76,38,78,4,96,57,37,9,93,21,98,50,5,79,12,74,49,50,70,33,76,34,2,41,16,43,8,68,79,80,47,16,47,82,29,84,24,12,44,26,12,29,48,24,64,28,2,37,41,7,65,79,31,27,50,34,14,77,46,97,79,100,29,93,53,89,41,93,41,83,55,73,8,31,36,77,45,35,18,74,2,84,12,53,82,55,48,12,64,47,33,61,80,65,22,7,23,49,89,41,32,96,42,85,8,2,26,32,56,17,8,13,25,83,31,16,48,29,51,11,57,63,7,46,87,71,31,22,14,25,79,13,27,48,34,76,80,68,46,55,97,53,71,94,72,9,71,49,70,57,78,30,89,37,38,15,86,83,62,2,74,30,8,72,13,92,8,92,26,82,25,99,56,22,88,100,74,70,88,68,86
k_9,4,1,40,83,46,7,71,63,86,67,80,37,96,84,96,15,83,67,82,6,57,43,82,7,46,53,26,49,49,12,8,24,23,44,71,59,90,40,29,32,42,16,56,82,9,7,28,28,24,70,30,49,99,44,81,57,83,25,92,100,24,80,53,97,95,3,3,90,81,24,14,30,30,7,50,74,71,86,26,60,97,85,81,79,82,28,20,1,59,60,81,80,43,30,73,96,40,40,84,17,99,43,82,2,19,4,83,26,71,20,42,83,40,60,39,18,51,87,71,54,23,84,76,31,62,34,11,73,67,12,37,84,45,81,81,74,90,56,93,95,99,58,4,35,68,81,77,30,5,78,47,77,69,60,54,69,38,47,32,31,9,12,14,79,25,57,51,48,56,4,74,62,61,8,64,41,64,27,59,69,29,74,49,90,99,50,28,54,17,71,41,77,50,21,63,8,48,58,29,66,57,37,10,52,8,69,64,91,73,40,58,6,26,92,24,22,78,76,8,80,37,20,46,1,16,48,65,28,3,20,56,38,98,19,1,95,83,44,14,100,21,91,64,31,68,61,39,30,5,61,18,84,11,46,79,67,23,54,16,77,91,73,71,58,85,40,79,77,68,8,14,25,95,71,60,3,5,94,91,12,88,89,51,98,35,15,35,1,70,98,25,68,50,24,21,89,65,14,4,89,28,74,15,29,31,1,77,45,13,68,46,88,75,3,20,3,85,41,7,76,24,97,77,43,24,5,31,36,10,26,80,16,51,50,93,55,87,7,68,95,59,38,59,44,89,1,24,51,31,93,86,29,24,47,49,35,12,16,49,63,19,48,99,93,86,100,64,34,17,53,40,98,12,54,90,34,76,42,91,39,77,47,59,65,6,57,39,79,70,81,31,15,73,34,10,68,91,33,26,72,5,64,84,66,38,67,46,33,48,45,21,3,28,86,99,14,100,80,14,36,72,62,78,89,70,1,73,53,65,62,58,72,75,14,67,70,7,8,88,25,79,13,1,74,49,97,55,67,78,73,65,9,91,69,41,30,73,20,80,7,80,59,53,54,67,17,33,19,30,29,98,91,97,42,84,52,86,92,92,62
