commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,71,10,59,34,76,69,31,66,80,53,7,27,25,2,12,75,61,95,79,47,37,99,64,44,54,95,26,66,86,72,32,28,64,30,51,83,56,48,44,91,33,15,89,57,88,52,88,47,84,38,51,27,29,12,1,84,98,64,60,29,7,97,82,45,65,59,25,1,22,4,86,44,89,99,49,72,69,45,44,93,8,48,45,14,64,48,31,80,43,81,98,80,24,57,25,71,38,94,54,55,10,95,46,57,62,37,71,15,52,73,34,42,34,25,90,95,47,18,95,21,21,31,41,94,48,39,53,6,75,62,20,42,97,30,10,96,87,7,58,62,66,68,26,56,55,68,74,60,62,92,59,73,31,70,40,4,74,5,81,84,95,11,14,54,52,15,61,99,43,61,39,86,73,65,83,91,2,63,84,67,71,11,100,77,25,43,10,63,38,78,84,3,56,84,6,81,19,44,14,36,95,24,66,62,41,11,21,8,28,18,96,35,2,3,52,64,87,78,20,57,59,16,95,81,16,54,42,70,58,85,38,61,70,100,48,39,72,48,90,26,42,73,82,41,20,22,5,93,12,33,1,39,29,36,52,99,88,56,21,98,87,96,40,9,45,48,82,56,94,67,67,17,44,62,38,92,53,81,81,2,77,71,30,82,65,15,34,19,26,85,32,66,53,20,86,98,91,97,72,52,92,53,78,80,78,63,10,48,8,2,69,24,85,56,26,94,23,81,27,22,81,50,31,67,23,100,61,83,96,38,44,4,31,57,76,70,67,30,66,18,55,43,97,99,50,99,44,98,39,82,55,6,37,9,97,35,24,99,52,87
k_1,64,92,27,18,46,43,83,24,56,4,96,98,14,59,33,94,46,80,37,15,75,47,17,97,96,71,31,66,11,36,68,3,36,86,3,87,46,35,51,53,78,62,1,61,98,94,24,96,9,69,42,59,86,69,59,35,94,27,24,11,92,13,64,9,35,59,87,99,22,31,73,69,70,81,70,57,81,95,42,58,61,5,22,21,37,37,40,94,24,41,91,12,75,37,21,3,86,1,82,70,40,89,82,57,22,48,12,49,100,99,22,95,90,56,6,2,72,19,1,56,32,100,64,43,45,97,41,38,66,7,56,81,26,51,61,17,63,7,88,77,53,28,18,86,41,78,32,94,8,19,19,40,10,71,96,74,63,94,74,68,96,63,79,61,55,63,43,33,57,98,37,34,14,11,61,8,59,58,84,47,36,70,67,5,55,16,27,55,46,73,74,85,45,94,22,53,54,59,46,12,17,48,68,44,74,11,85,83,54,1,33,2,53,48,99,5,23,91,75,61,46,38,82,52,90,100,81,58,52,37,47,69,11,83,83,67,97,29,6,35,22,60,77,35,66,79,33,74,2,26,21,12,52,42,12,17,91,78,92,8,23,20,93,88,58,31,22,84,47,85,66,77,83,4,42,67,62,12,15,7,3,7,31,2,66,29,54,73,5,50,79,65,42,29,54,100,2,20,49,45,96,86,22,49,64,90,49,68,75,39,20,83,37,26,54,68,18,94,18,65,30,18,23,96,70,50,95,82,4,83,88,35,36,24,2,70,37,70,95,79,59,23,54,35,36,49,15,60,89,72,99,11,63,56,47,22,98,42,95,65
k_2,31,37,40,24,8,72,49,4,70,76,10,55,33,32,3,35,24,69,9,87,13,81,52,100,63,24,90,89,75,94,46,13,16,54,8,38,63,87,93,87,51,63,12,28,44,15,72,79,59,7,93,60,62,90,27,53,26,70,13,64,79,63,76,50,10,85,61,87,63,92,36,39,29,17,8,94,48,1,54,73,27,74,100,40,32,59,98,65,7,37,69,18,74,25,21,69,46,87,14,18,52,83,40,61,62,79,34,100,67,100,5,92,62,11,6,84,86,97,100,28,32,34,65,52,18,50,5,76,30,59,19,44,33,50,63,83,1,10,80,67,65,22,22,16,92,35,41,54,81,3,81,15,38,23,32,22,45,28,35,1,55,38,3,7,25,66,80,6,39,65,91,38,84,68,37,41,5,29,38,12,42,73,3,38,10,68,32,33,94,3,86,32,33,5,77,96,66,58,15,8,31,62,82,15,42,52,63,15,78,70,83,60,54,85,23,91,85,26,22,29,85,95,39,72,72,31,58,75,100,29,71,27,94,90,32,56,73,98,79,2,59,77,92,87,74,12,62,94,53,23,28,26,38,10,10,11,28,92,7,53,27,36,61,77,35,35,2,36,82,81,26,64,99,81,59,27,25,55,63,56,9,74,6,95,79,81,88,5,48,10,54,28,44,27,21,21,10,78,46,72,74,55,73,7,77,50,48,22,20,91,98,45,88,96,80,72,9,29,73,2,33,46,63,65,99,38,31,19,17,46,69,21,82,100,93,91,41,90,28,67,61,12,46,80,26,24,61,87,6,76,54,50,38,58,67,37,93,75,66,21
k_3,26,1,72,8,6,99,13,77,3,21,84,42,24,92,18,97,87,56,5,61,43,18,67,40,34,35,55,21,39,19,30,71,64,16,14,5,4,83,18,88,34,14,26,21,71,84,5,81,26,34,30,39,54,40,71,51,65,66,56,93,51,13,99,7,100,4,66,49,51,73,8,41,84,56,44,49,8,34,56,63,17,51,68,99,85,59,52,64,62,56,97,27,44,71,61,83,23,62,86,52,50,76,45,95,66,13,6,7,16,91,89,20,54,61,87,96,4,85,97,57,80,44,30,20,57,13,7,42,80,53,47,48,57,7,21,64,87,62,56,5,82,92,36,41,31,91,75,27,72,26,19,72,78,25,76,14,68,81,4,67,57,21,12,58,44,84,40,7,49,81,27,98,52,87,23,1,26,51,82,33,64,8,48,24,94,35,50,24,42,41,69,86,23,16,47,87,96,47,69,45,49,48,4,84,69,76,59,66,67,79,57,25,36,51,10,36,66,97,64,92,40,12,44,46,21,5,28,66,47,67,46,23,57,71,73,9,91,85,56,20,90,59,42,53,12,40,62,92,48,86,23,19,53,21,32,88,51,79,83,45,9,59,81,45,27,67,48,73,10,1,78,56,19,98,48,77,89,68,7,61,79,55,54,19,1,89,23,88,83,25,23,6,84,2,13,86,29,57,55,79,1,9,11,31,41,18,88,48,74,38,80,11,62,33,69,11,24,38,84,1,82,20,18,11,61,56,43,36,12,53,63,58,4,46,56,29,13,91,68,98,56,74,32,70,46,76,57,29,97,7,35,91,31,31,83,78,54,15,34,100
k_4,99,87,79,86,77,64,55,57,43,54,21,6,36,82,18,80,71,34,63,35,90,67,99,83,85,74,77,25,62,36,67,3,13,33,5,96,76,85,23,61,75,75,13,31,63,49,62,69,50,47,19,33,36,96,87,89,97,20,71,31,16,5,45,76,15,77,23,79,62,88,36,47,95,82,47,40,42,76,19,46,5,18,18,38,61,34,41,2,65,63,1,54,27,24,28,10,97,40,29,82,71,94,63,78,44,16,78,84,36,36,1,49,92,23,29,79,3,40,48,4,73,80,19,3,56,4,73,94,52,74,34,6,98,53,32,15,80,93,42,92,76,98,98,61,14,22,19,13,70,62,58,62,24,43,54,5,44,23,3,74,32,81,36,44,40,14,52,20,35,67,62,73,4,89,7,40,1,61,47,61,64,7,21,32,70,25,10,18,26,94,32,24,36,40,8,72,76,10,55,37,87,27,64,14,94,100,50,46,66,59,24,23,78,34,97,7,88,9,11,91,87,98,17,30,94,64,62,27,1,36,2,38,88,83,66,45,17,47,69,32,21,100,27,40,10,91,43,99,90,100,19,76,13,14,49,2,67,76,51,9,23,21,72,89,36,34,4,66,47,62,34,6,80,63,96,48,10,96,41,87,47,31,35,41,90,81,6,33,32,64,37,71,41,29,20,63,11,72,87,14,61,94,65,17,45,51,86,25,28,82,66,66,100,14,37,83,14,2,22,21,94,53,88,36,47,87,21,30,16,63,62,3,4,14,85,26,81,88,13,4,61,37,22,87,37,29,40,13,63,96,41,77,45,8,97,90,42,41,82,39
k_5,89,22,36,90,82,77,14,8,96,53,58,60,87,15,27,39,85,58,17,88,49,23,100,31,33,22,98,69,60,81,35,30,4,1,34,88,59,89,47,29,62,43,38,46,88,53,69,17,86,11,4,41,26,52,25,57,72,36,16,42,95,9,23,76,20,38,55,44,69,10,9,81,24,79,51,67,25,2,11,11,40,33,52,75,3,80,7,14,45,36,33,87,39,40,80,66,41,83,69,90,68,69,86,33,43,76,32,38,14,60,91,95,48,18,93,16,99,15,24,23,32,17,32,11,19,23,35,1,80,98,83,6,83,24,65,68,91,17,48,88,25,18,87,36,4,84,39,93,43,89,15,78,86,86,75,74,36,78,63,91,85,4,46,46,28,42,78,33,94,36,29,83,51,97,1,32,78,96,29,39,93,99,74,12,20,35,35,5,32,41,55,82,64,85,65,94,77,44,74,44,29,48,30,4,60,26,14,98,49,62,98,43,52,8,51,26,90,20,85,3,39,56,22,52,20,19,45,77,34,42,39,36,24,73,13,72,58,70,26,27,99,100,21,80,21,90,37,44,78,87,45,77,59,59,45,13,63,4,60,26,85,3,51,99,74,44,27,76,72,33,50,58,45,92,48,23,11,57,18,77,31,40,53,33,71,16,5,25,85,81,42,74,63,45,88,29,94,64,43,3,63,87,3,40,24,93,74,7,12,6,35,91,36,35,63,60,67,46,50,43,100,95,22,86,4,55,3,99,64,25,18,78,65,49,62,15,26,80,31,82,56,91,34,71,1,20,33,4,16,90,99,66,67,42,18,57,10,33,31,3
k_6,63,55,28,57,66,98,83,73,81,15,67,89,37,51,20,30,89,65,10,64,55,94,4,47,28,32,20,38,51,4,61,97,69,61,98,88,50,25,39,5,80,26,82,93,16,20,22,14,53,19,15,58,4,31,39,19,58,82,67,36,78,16,8,70,91,26,79,25,9,66,38,59,84,40,70,64,42,47,40,78,49,9,93,59,99,73,28,60,75,58,73,74,88,29,67,59,74,49,64,64,27,34,30,71,23,6,49,46,6,87,94,68,80,58,21,61,5,45,91,30,10,17,96,87,64,39,70,89,6,95,21,99,86,65,53,55,45,36,70,41,29,26,13,57,98,23,60,54,94,67,31,65,26,37,22,97,99,1,16,51,76,83,6,38,90,22,87,47,7,87,63,94,83,50,12,65,90,64,88,40,56,69,97,91,64,25,4,78,68,25,32,71,99,20,82,66,41,73,10,55,63,13,91,40,10,90,66,72,96,51,41,7,56,55,66,21,14,9,25,82,91,83,12,28,28,26,62,72,100,24,100,82,49,15,87,92,2,96,2,4,98,17,70,71,87,38,18,6,85,6,50,65,88,51,2,39,18,41,77,98,67,71,79,92,84,92,33,73,55,8,31,58,93,5,96,5,39,15,24,17,53,27,99,25,90,29,42,30,17,89,83,61,1,21,85,30,30,64,36,79,10,68,78,8,41,30,1,79,48,65,36,80,63,39,91,32,25,29,3,20,35,21,8,61,62,35,73,15,4,44,91,67,16,51,56,8,90,81,78,21,88,92,64,100,18,13,83,100,20,63,9,2,3,16,35,41,99,90,9,30
k_7,35,39,44,1,4,54,81,57,60,76,22,13,20,80,30,8,18,51,75,95,62,39,84,83,86,10,98,65,21,73,83,46,21,83,83,56,30,76,70,12,4,16,60,82,16,91,38,38,30,71,4,72,94,20,7,34,13,85,41,20,35,99,17,29,86,81,60,90,28,2,35,32,69,51,91,92,47,76,82,81,83,78,14,35,47,29,46,38,69,35,13,78,64,75,48,72,54,44,20,24,82,90,87,19,90,54,86,58,83,13,57,48,87,26,75,86,9,3,42,1,16,15,72,72,96,65,4,49,1,9,75,7,57,82,66,54,49,37,36,52,76,13,77,76,81,60,11,51,21,61,27,43,97,26,55,34,68,3,89,76,71,23,27,76,91,35,69,18,18,40,54,25,46,38,67,10,69,3,23,79,53,12,49,60,86,46,56,18,10,89,48,4,9,43,47,5,89,53,89,76,83,73,54,7,74,94,70,79,43,79,1,99,53,99,79,88,84,20,80,95,10,60,26,77,91,53,9,72,65,96,47,91,45,10,23,76,82,37,98,86,32,17,95,83,41,33,56,69,10,43,24,13,15,85,7,72,14,62,69,97,38,4,17,88,92,67,81,94,23,10,29,60,75,46,29,21,72,95,18,46,83,70,83,5,80,71,37,97,49,42,27,40,55,1,46,33,96,76,88,75,39,84,14,79,61,97,89,24,37,1,7,55,16,43,11,95,98,42,24,99,1,85,56,78,38,50,97,51,44,48,96,48,51,2,62,74,79,36,93,74,57,10,7,39,70,64,99,20,84,3,8,65,8,31,16,79,66,88,10,18
k_8,11,19,13,87,79,26,73,57,60,62,92,52,60,56,92,54,83,9,6,29,59,24,52,10,50,38,38,51,24,89,16,30,7,60,76,45,38,74,100,22,87,84,52,57,60,85,11,39,12,2,31,46,33,4,88,93,30,4,53,64,86,34,65,19,82,27,50,92,58,45,58,90,32,93,15,57,83,66,67,18,5,3,12,57,21,24,11,59,84,19,54,64,89,27,100,6,87,75,95,7,60,99,41,94,10,74,61,5,73,94,81,93,6,17,9,6,89,2,56,29,88,22,66,86,87,17,37,30,46,48,5,91,51,92,33,61,81,90,54,91,21,73,54,66,89,58,53,94,57,6,12,87,4,83,41,84,21,89,73,40,24,41,44,38,27,54,5,22,4,7,17,55,74,88,100,65,23,92,46,58,25,40,9,43,59,75,82,64,82,39,89,9,58,16,20,35,66,21,52,38,59,13,72,55,80,62,84,96,84,28,27,86,95,91,28,84,92,68,56,36,75,90,23,89,61,53,48,38,73,35,21,91,64,71,21,58,89,16,30,42,18,36,98,74,74,83,35,82,66,37,48,85,9,94,48,17,92,25,78,6,42,4,18,62,91,6,30,2,6,24,60,8,63,79,88,68,86,1,8,54,36,74,66,91,56,21,72,53,58,39,63,50,11,99,96,68,56,18,83,75,58,13,6,20,2,27,81,1,71,79,78,41,51,86,70,82,34,21,69,50,72,55,63,7,36,38,31,48,82,38,37,13,92,86,73,51,51,8,81,65,12,74,59,75,48,47,95,9,42,89,30,98,67,20,100,59,41,49,99,71
k_9,63,23,35,66,98,24,7,75,41,73,34,38,32,97,20,52,85,64,4,81,27,95,82,34,70,63,98,55,74,17,88,92,81,2,65,72,99,14,100,21,91,94,59,46,90,50,63,76,21,49,23,82,75,10,76,78,100,14,94,61,76,36,65,8,52,53,94,39,32,42,27,14,83,25,82,65,47,74,74,37,82,16,63,67,23,79,16,56,52,98,45,45,3,38,11,15,31,4,76,2,8,86,54,27,86,45,90,78,79,2,12,73,40,19,11,59,57,66,30,36,45,17,93,38,34,4,20,68,81,67,53,19,15,91,37,42,58,31,16,25,99,22,67,100,47,81,41,30,15,42,34,38,10,100,78,42,86,56,6,50,13,67,30,37,27,48,91,84,13,61,5,47,74,47,5,55,13,89,78,28,51,82,4,2,83,23,100,74,26,97,8,57,98,44,81,31,67,74,83,78,73,20,82,4,98,75,94,27,23,50,97,68,39,26,99,20,37,55,47,60,13,85,22,95,13,97,30,4,15,56,59,91,98,59,39,22,16,94,4,80,81,86,99,37,91,43,47,8,58,74,47,38,27,81,91,31,49,80,53,35,14,10,8,42,65,71,11,21,51,76,98,80,86,11,14,12,3,89,100,69,43,99,80,19,26,64,73,24,74,59,49,88,47,17,29,77,37,17,53,58,37,56,34,92,76,53,20,92,32,98,25,34,60,64,32,48,2,92,50,37,83,7,16,64,44,51,68,81,1,14,35,75,26,53,26,70,41,44,49,28,77,82,81,59,82,79,56,28,64,3,21,83,27,72,64,95,38,31,64,57
