id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_3,node_9,38,57,87,"['e_274', 'e_4']","['node_3', 'node_0', 'node_9']"
k_1,node_10,node_12,74,31,112,"['e_61', 'e_46']","['node_10', 'node_18', 'node_12']"
k_2,node_8,node_0,48,56,121,"['e_209', 'e_39', 'e_255']","['node_8', 'node_17', 'node_1', 'node_0']"
k_3,node_17,node_16,68,38,104,"['e_147', 'e_288']","['node_17', 'node_4', 'node_16']"
k_4,node_2,node_0,16,71,141,['e_26'],"['node_2', 'node_0']"
k_5,node_12,node_1,60,58,108,"['e_222', 'e_28', 'e_39']","['node_12', 'node_18', 'node_17', 'node_1']"
k_6,node_9,node_14,6,34,62,"['e_267', 'e_66']","['node_9', 'node_7', 'node_14']"
k_7,node_7,node_17,19,38,88,"['e_66', 'e_84']","['node_7', 'node_14', 'node_17']"
k_8,node_5,node_2,72,46,88,"['e_47', 'e_244']","['node_5', 'node_13', 'node_2']"
k_9,node_1,node_8,86,55,136,"['e_16', 'e_66', 'e_57', 'e_69']","['node_1', 'node_7', 'node_14', 'node_3', 'node_8']"
k_10,node_13,node_8,8,51,113,['e_124'],"['node_13', 'node_8']"
k_11,node_8,node_6,58,22,96,"['e_29', 'e_131', 'e_85']","['node_8', 'node_14', 'node_15', 'node_6']"
k_12,node_8,node_0,41,46,105,"['e_209', 'e_39', 'e_255']","['node_8', 'node_17', 'node_1', 'node_0']"
k_13,node_6,node_11,67,13,81,['e_226'],"['node_6', 'node_11']"
k_14,node_3,node_14,79,53,94,"['e_274', 'e_252']","['node_3', 'node_0', 'node_14']"
k_15,node_5,node_8,27,33,64,['e_126'],"['node_5', 'node_8']"
k_16,node_6,node_15,4,55,100,"['e_18', 'e_292', 'e_62']","['node_6', 'node_5', 'node_7', 'node_15']"
k_17,node_11,node_19,13,56,81,['e_45'],"['node_11', 'node_19']"
k_18,node_7,node_17,35,14,63,"['e_66', 'e_84']","['node_7', 'node_14', 'node_17']"
k_19,node_2,node_5,26,54,106,['e_165'],"['node_2', 'node_5']"
k_20,node_2,node_19,14,26,118,"['e_30', 'e_45']","['node_2', 'node_11', 'node_19']"
k_21,node_19,node_8,16,66,114,"['e_185', 'e_57', 'e_69']","['node_19', 'node_14', 'node_3', 'node_8']"
k_22,node_1,node_0,23,29,54,['e_255'],"['node_1', 'node_0']"
k_23,node_17,node_2,41,24,62,"['e_147', 'e_19']","['node_17', 'node_4', 'node_2']"
k_24,node_13,node_12,8,46,98,"['e_219', 'e_4', 'e_285']","['node_13', 'node_0', 'node_9', 'node_12']"
k_25,node_8,node_19,94,46,138,['e_240'],"['node_8', 'node_19']"
k_26,node_15,node_0,17,52,116,"['e_143', 'e_274']","['node_15', 'node_3', 'node_0']"
k_27,node_10,node_17,7,33,68,['e_23'],"['node_10', 'node_17']"
k_28,node_7,node_11,25,23,108,"['e_62', 'e_241', 'e_235']","['node_7', 'node_15', 'node_16', 'node_11']"
k_29,node_2,node_12,73,48,148,"['e_26', 'e_4', 'e_285']","['node_2', 'node_0', 'node_9', 'node_12']"
k_30,node_13,node_1,5,40,85,"['e_219', 'e_270', 'e_39']","['node_13', 'node_0', 'node_17', 'node_1']"
k_31,node_12,node_2,84,34,66,"['e_284', 'e_64']","['node_12', 'node_6', 'node_2']"
k_32,node_0,node_13,99,27,61,"['e_4', 'e_102', 'e_257']","['node_0', 'node_9', 'node_4', 'node_13']"
k_33,node_15,node_3,15,45,96,['e_143'],"['node_15', 'node_3']"
k_34,node_4,node_9,43,25,65,"['e_257', 'e_219', 'e_4']","['node_4', 'node_13', 'node_0', 'node_9']"
k_35,node_0,node_6,35,36,86,"['e_4', 'e_285', 'e_284']","['node_0', 'node_9', 'node_12', 'node_6']"
k_36,node_17,node_9,9,25,77,"['e_39', 'e_255', 'e_4']","['node_17', 'node_1', 'node_0', 'node_9']"
k_37,node_3,node_19,90,38,92,"['e_274', 'e_4', 'e_157']","['node_3', 'node_0', 'node_9', 'node_19']"
k_38,node_17,node_12,5,31,104,"['e_39', 'e_255', 'e_4', 'e_285']","['node_17', 'node_1', 'node_0', 'node_9', 'node_12']"
k_39,node_3,node_4,15,41,60,['e_53'],"['node_3', 'node_4']"
k_40,node_5,node_2,91,42,86,"['e_47', 'e_244']","['node_5', 'node_13', 'node_2']"
k_41,node_18,node_7,79,41,102,"['e_28', 'e_39', 'e_16']","['node_18', 'node_17', 'node_1', 'node_7']"
k_42,node_10,node_12,19,34,112,"['e_61', 'e_46']","['node_10', 'node_18', 'node_12']"
k_43,node_3,node_1,30,46,95,"['e_274', 'e_270', 'e_39']","['node_3', 'node_0', 'node_17', 'node_1']"
k_44,node_4,node_10,94,35,79,"['e_257', 'e_219', 'e_277']","['node_4', 'node_13', 'node_0', 'node_10']"
k_45,node_13,node_14,86,43,88,"['e_219', 'e_252']","['node_13', 'node_0', 'node_14']"
k_46,node_6,node_14,16,47,98,"['e_18', 'e_292', 'e_66']","['node_6', 'node_5', 'node_7', 'node_14']"
k_47,node_9,node_17,40,45,88,"['e_102', 'e_257', 'e_219', 'e_270']","['node_9', 'node_4', 'node_13', 'node_0', 'node_17']"
k_48,node_17,node_19,94,45,113,"['e_39', 'e_255', 'e_4', 'e_157']","['node_17', 'node_1', 'node_0', 'node_9', 'node_19']"
k_49,node_3,node_11,31,48,108,"['e_274', 'e_4', 'e_157', 'e_207']","['node_3', 'node_0', 'node_9', 'node_19', 'node_11']"
k_50,node_1,node_18,50,36,87,"['e_16', 'e_66', 'e_140']","['node_1', 'node_7', 'node_14', 'node_18']"
k_51,node_7,node_4,53,34,91,"['e_66', 'e_57', 'e_53']","['node_7', 'node_14', 'node_3', 'node_4']"
k_52,node_3,node_10,78,33,69,"['e_279', 'e_142']","['node_3', 'node_15', 'node_10']"
k_53,node_11,node_4,67,33,91,"['e_14', 'e_102']","['node_11', 'node_9', 'node_4']"
k_54,node_3,node_7,65,44,90,"['e_274', 'e_4', 'e_267']","['node_3', 'node_0', 'node_9', 'node_7']"
k_55,node_12,node_4,85,43,93,"['e_222', 'e_28', 'e_147']","['node_12', 'node_18', 'node_17', 'node_4']"
k_56,node_11,node_0,36,47,98,"['e_45', 'e_186', 'e_255']","['node_11', 'node_19', 'node_1', 'node_0']"
k_57,node_2,node_19,84,48,140,"['e_30', 'e_45']","['node_2', 'node_11', 'node_19']"
k_58,node_6,node_16,61,27,89,"['e_18', 'e_292', 'e_62', 'e_241']","['node_6', 'node_5', 'node_7', 'node_15', 'node_16']"
k_59,node_14,node_9,70,50,113,"['e_57', 'e_274', 'e_4']","['node_14', 'node_3', 'node_0', 'node_9']"
k_60,node_15,node_2,33,39,94,"['e_85', 'e_64']","['node_15', 'node_6', 'node_2']"
k_61,node_18,node_15,1,13,76,"['e_168', 'e_232']","['node_18', 'node_16', 'node_15']"
k_62,node_18,node_14,22,58,133,"['e_28', 'e_39', 'e_16', 'e_66']","['node_18', 'node_17', 'node_1', 'node_7', 'node_14']"
k_63,node_17,node_7,66,7,52,"['e_39', 'e_16']","['node_17', 'node_1', 'node_7']"
k_64,node_6,node_3,46,31,107,"['e_18', 'e_292', 'e_66', 'e_57']","['node_6', 'node_5', 'node_7', 'node_14', 'node_3']"
k_65,node_18,node_1,66,27,70,"['e_28', 'e_39']","['node_18', 'node_17', 'node_1']"
k_66,node_18,node_2,24,32,95,"['e_28', 'e_147', 'e_19']","['node_18', 'node_17', 'node_4', 'node_2']"
k_67,node_5,node_10,29,31,73,"['e_292', 'e_62', 'e_142']","['node_5', 'node_7', 'node_15', 'node_10']"
k_68,node_12,node_16,60,27,84,"['e_222', 'e_168']","['node_12', 'node_18', 'node_16']"
k_69,node_1,node_3,26,60,122,"['e_16', 'e_66', 'e_57']","['node_1', 'node_7', 'node_14', 'node_3']"
k_70,node_18,node_7,34,52,116,"['e_28', 'e_39', 'e_16']","['node_18', 'node_17', 'node_1', 'node_7']"
k_71,node_4,node_8,95,31,99,"['e_257', 'e_124']","['node_4', 'node_13', 'node_8']"
k_72,node_9,node_7,52,51,65,['e_267'],"['node_9', 'node_7']"
k_73,node_7,node_18,41,43,73,"['e_66', 'e_140']","['node_7', 'node_14', 'node_18']"
k_74,node_14,node_0,10,29,72,"['e_57', 'e_274']","['node_14', 'node_3', 'node_0']"
k_75,node_2,node_17,52,48,99,['e_6'],"['node_2', 'node_17']"
k_76,node_0,node_14,84,51,83,['e_252'],"['node_0', 'node_14']"
k_77,node_9,node_4,30,46,61,['e_102'],"['node_9', 'node_4']"
k_78,node_4,node_17,5,57,98,"['e_257', 'e_219', 'e_270']","['node_4', 'node_13', 'node_0', 'node_17']"
k_79,node_6,node_18,74,33,86,['e_273'],"['node_6', 'node_18']"
k_80,node_12,node_18,29,48,66,['e_222'],"['node_12', 'node_18']"
k_81,node_19,node_18,94,44,68,"['e_185', 'e_140']","['node_19', 'node_14', 'node_18']"
k_82,node_3,node_16,39,24,52,['e_280'],"['node_3', 'node_16']"
k_83,node_18,node_15,37,30,92,"['e_168', 'e_232']","['node_18', 'node_16', 'node_15']"
k_84,node_3,node_18,74,26,74,"['e_274', 'e_252', 'e_140']","['node_3', 'node_0', 'node_14', 'node_18']"
k_85,node_0,node_6,14,53,101,"['e_4', 'e_285', 'e_284']","['node_0', 'node_9', 'node_12', 'node_6']"
k_86,node_10,node_16,77,50,105,"['e_259', 'e_241']","['node_10', 'node_15', 'node_16']"
k_87,node_12,node_9,99,33,87,"['e_116', 'e_219', 'e_4']","['node_12', 'node_13', 'node_0', 'node_9']"
k_88,node_11,node_7,92,55,109,"['e_45', 'e_186', 'e_16']","['node_11', 'node_19', 'node_1', 'node_7']"
k_89,node_18,node_13,60,47,106,"['e_28', 'e_147', 'e_257']","['node_18', 'node_17', 'node_4', 'node_13']"
k_90,node_17,node_9,25,35,85,"['e_39', 'e_255', 'e_4']","['node_17', 'node_1', 'node_0', 'node_9']"
k_91,node_6,node_1,82,33,82,"['e_18', 'e_94', 'e_39']","['node_6', 'node_5', 'node_17', 'node_1']"
k_92,node_15,node_17,80,67,122,"['e_142', 'e_23']","['node_15', 'node_10', 'node_17']"
k_93,node_3,node_12,97,54,104,"['e_274', 'e_4', 'e_285']","['node_3', 'node_0', 'node_9', 'node_12']"
k_94,node_1,node_4,91,22,69,"['e_255', 'e_4', 'e_102']","['node_1', 'node_0', 'node_9', 'node_4']"
k_95,node_8,node_0,72,54,116,"['e_209', 'e_39', 'e_255']","['node_8', 'node_17', 'node_1', 'node_0']"
k_96,node_1,node_10,46,25,66,"['e_255', 'e_277']","['node_1', 'node_0', 'node_10']"
k_97,node_19,node_3,26,52,95,"['e_185', 'e_57']","['node_19', 'node_14', 'node_3']"
k_98,node_17,node_6,65,48,115,"['e_39', 'e_16', 'e_154']","['node_17', 'node_1', 'node_7', 'node_6']"
k_99,node_19,node_2,11,35,77,"['e_185', 'e_87']","['node_19', 'node_14', 'node_2']"
k_100,node_6,node_9,73,26,97,"['e_18', 'e_47', 'e_219', 'e_4']","['node_6', 'node_5', 'node_13', 'node_0', 'node_9']"
k_101,node_3,node_10,85,24,61,"['e_279', 'e_142']","['node_3', 'node_15', 'node_10']"
k_102,node_7,node_8,92,21,84,"['e_66', 'e_57', 'e_69']","['node_7', 'node_14', 'node_3', 'node_8']"
k_103,node_0,node_8,57,25,96,"['e_252', 'e_57', 'e_69']","['node_0', 'node_14', 'node_3', 'node_8']"
k_104,node_2,node_6,62,51,116,['e_286'],"['node_2', 'node_6']"
k_105,node_1,node_8,88,38,118,"['e_16', 'e_66', 'e_57', 'e_69']","['node_1', 'node_7', 'node_14', 'node_3', 'node_8']"
k_106,node_13,node_11,24,41,103,"['e_219', 'e_4', 'e_157', 'e_207']","['node_13', 'node_0', 'node_9', 'node_19', 'node_11']"
k_107,node_19,node_14,24,23,41,['e_185'],"['node_19', 'node_14']"
k_108,node_6,node_2,47,50,81,['e_64'],"['node_6', 'node_2']"
k_109,node_4,node_6,91,48,107,"['e_257', 'e_219', 'e_4', 'e_285', 'e_284']","['node_4', 'node_13', 'node_0', 'node_9', 'node_12', 'node_6']"
k_110,node_18,node_6,89,58,105,"['e_46', 'e_284']","['node_18', 'node_12', 'node_6']"
k_111,node_18,node_16,93,49,108,['e_168'],"['node_18', 'node_16']"
k_112,node_12,node_13,9,53,85,['e_116'],"['node_12', 'node_13']"
k_113,node_18,node_9,87,42,115,"['e_28', 'e_39', 'e_255', 'e_4']","['node_18', 'node_17', 'node_1', 'node_0', 'node_9']"
k_114,node_18,node_10,70,53,125,"['e_28', 'e_262']","['node_18', 'node_17', 'node_10']"
k_115,node_6,node_1,42,25,74,"['e_18', 'e_94', 'e_39']","['node_6', 'node_5', 'node_17', 'node_1']"
k_116,node_10,node_19,44,50,130,"['e_2', 'e_45']","['node_10', 'node_11', 'node_19']"
k_117,node_18,node_19,91,39,132,"['e_28', 'e_39', 'e_255', 'e_4', 'e_157']","['node_18', 'node_17', 'node_1', 'node_0', 'node_9', 'node_19']"
k_118,node_9,node_10,11,39,80,"['e_267', 'e_62', 'e_142']","['node_9', 'node_7', 'node_15', 'node_10']"
k_119,node_8,node_19,29,49,142,['e_240'],"['node_8', 'node_19']"
k_120,node_4,node_14,59,20,67,"['e_257', 'e_219', 'e_252']","['node_4', 'node_13', 'node_0', 'node_14']"
k_121,node_0,node_8,35,38,109,"['e_252', 'e_57', 'e_69']","['node_0', 'node_14', 'node_3', 'node_8']"
k_122,node_7,node_17,79,51,97,"['e_66', 'e_84']","['node_7', 'node_14', 'node_17']"
k_123,node_17,node_12,67,52,121,"['e_39', 'e_255', 'e_4', 'e_285']","['node_17', 'node_1', 'node_0', 'node_9', 'node_12']"
k_124,node_14,node_6,46,45,94,"['e_131', 'e_85']","['node_14', 'node_15', 'node_6']"
k_125,node_3,node_16,42,21,57,['e_280'],"['node_3', 'node_16']"
k_126,node_4,node_16,36,47,97,['e_288'],"['node_4', 'node_16']"
k_127,node_15,node_4,92,37,96,"['e_143', 'e_53']","['node_15', 'node_3', 'node_4']"
k_128,node_6,node_1,73,26,76,"['e_18', 'e_94', 'e_39']","['node_6', 'node_5', 'node_17', 'node_1']"
k_129,node_18,node_10,8,25,96,"['e_28', 'e_262']","['node_18', 'node_17', 'node_10']"
k_130,node_3,node_6,30,67,117,"['e_279', 'e_85']","['node_3', 'node_15', 'node_6']"
k_131,node_10,node_2,27,50,114,"['e_23', 'e_147', 'e_19']","['node_10', 'node_17', 'node_4', 'node_2']"
k_132,node_11,node_7,5,44,101,"['e_45', 'e_186', 'e_16']","['node_11', 'node_19', 'node_1', 'node_7']"
k_133,node_8,node_4,57,50,105,"['e_209', 'e_147']","['node_8', 'node_17', 'node_4']"
k_134,node_8,node_6,48,26,100,"['e_29', 'e_131', 'e_85']","['node_8', 'node_14', 'node_15', 'node_6']"
k_135,node_9,node_16,100,42,81,"['e_267', 'e_62', 'e_241']","['node_9', 'node_7', 'node_15', 'node_16']"
k_136,node_15,node_0,72,39,99,"['e_143', 'e_274']","['node_15', 'node_3', 'node_0']"
k_137,node_5,node_14,3,50,81,"['e_292', 'e_66']","['node_5', 'node_7', 'node_14']"
k_138,node_4,node_0,69,26,49,"['e_257', 'e_219']","['node_4', 'node_13', 'node_0']"
k_139,node_14,node_7,81,45,95,['e_204'],"['node_14', 'node_7']"
