id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_3,node_6,57,47,112,"['e_139', 'e_62', 'e_38', 'e_97']","['node_3', 'node_10', 'node_17', 'node_9', 'node_6']"
k_1,node_1,node_3,17,56,115,['e_104'],"['node_1', 'node_3']"
k_2,node_8,node_0,59,22,105,"['e_160', 'e_35']","['node_8', 'node_5', 'node_0']"
k_3,node_2,node_7,13,28,96,"['e_84', 'e_139', 'e_20', 'e_91']","['node_2', 'node_3', 'node_10', 'node_1', 'node_7']"
k_4,node_12,node_2,59,47,113,"['e_60', 'e_165']","['node_12', 'node_16', 'node_2']"
k_5,node_6,node_13,100,30,108,"['e_96', 'e_118', 'e_215', 'e_189']","['node_6', 'node_18', 'node_3', 'node_15', 'node_13']"
k_6,node_18,node_17,51,42,89,"['e_48', 'e_62']","['node_18', 'node_10', 'node_17']"
k_7,node_5,node_15,54,38,103,"['e_195', 'e_118', 'e_215']","['node_5', 'node_18', 'node_3', 'node_15']"
k_8,node_17,node_10,83,47,63,"['e_38', 'e_99']","['node_17', 'node_9', 'node_10']"
k_9,node_2,node_18,31,48,109,"['e_175', 'e_38', 'e_225']","['node_2', 'node_17', 'node_9', 'node_18']"
k_10,node_19,node_11,50,48,89,"['e_229', 'e_1']","['node_19', 'node_8', 'node_11']"
k_11,node_4,node_3,87,56,94,"['e_213', 'e_84']","['node_4', 'node_2', 'node_3']"
k_12,node_13,node_3,56,30,63,['e_193'],"['node_13', 'node_3']"
k_13,node_0,node_13,2,40,90,"['e_47', 'e_229', 'e_134']","['node_0', 'node_19', 'node_8', 'node_13']"
k_14,node_2,node_11,76,67,120,"['e_175', 'e_38', 'e_34']","['node_2', 'node_17', 'node_9', 'node_11']"
k_15,node_11,node_16,29,38,129,"['e_190', 'e_189', 'e_208']","['node_11', 'node_15', 'node_13', 'node_16']"
k_16,node_18,node_4,78,32,89,"['e_48', 'e_129']","['node_18', 'node_10', 'node_4']"
k_17,node_16,node_1,81,35,106,"['e_128', 'e_217']","['node_16', 'node_11', 'node_1']"
k_18,node_17,node_15,60,23,67,['e_150'],"['node_17', 'node_15']"
k_19,node_5,node_15,95,44,106,"['e_195', 'e_118', 'e_215']","['node_5', 'node_18', 'node_3', 'node_15']"
k_20,node_4,node_17,32,24,75,"['e_213', 'e_175']","['node_4', 'node_2', 'node_17']"
k_21,node_0,node_18,82,47,124,"['e_47', 'e_229', 'e_134', 'e_145', 'e_225']","['node_0', 'node_19', 'node_8', 'node_13', 'node_9', 'node_18']"
k_22,node_9,node_12,93,35,93,"['e_99', 'e_20', 'e_91', 'e_14']","['node_9', 'node_10', 'node_1', 'node_7', 'node_12']"
k_23,node_14,node_5,59,29,86,['e_81'],"['node_14', 'node_5']"
k_24,node_11,node_6,93,52,109,['e_23'],"['node_11', 'node_6']"
k_25,node_0,node_2,99,49,119,"['e_47', 'e_229', 'e_134', 'e_208', 'e_165']","['node_0', 'node_19', 'node_8', 'node_13', 'node_16', 'node_2']"
k_26,node_8,node_18,57,42,93,"['e_134', 'e_145', 'e_225']","['node_8', 'node_13', 'node_9', 'node_18']"
