commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,90,79,53,73,47,81,85,72,15,34,20,4,45,29,74,20,6,91,44,67,29,55,12,48,81,51,72,21,55,95,87,38,86,7,95,58,81,42,24,30,76,14,37,43,37,23,70,11,64,61,30,4,7,40,85,54,98,88,25,60,21,30,34,9,87,53,4,83,25,23,54,51,86,84,1,3,32,82,73,69,56,84,51,39,3,2,76,33,85,98,90,74,93,81,61,98,65,47,70,64,61,29,33,80,71,78,40,75,27,15,37,99,72,39,68,73,5,87,78,85,20,75,35,8,34,20,36,91,72,85,45,10,68,76,27,28,70,32,26,66,61,88,72,65,33,54,14,71,79,88,65,30,43,23,3,16,5,100,50,71,22,91,69,38,11,23,69,61,75,30,36,19,87,20,52,5,39,18,14,26,91,67,100,96,60,25,20,36,69,27,5,33,47,6,69,87,97,52,60,16,43,59,2,71,60,2,62,96,28,99,33,3,89,17,50,38,48,74,92,6,3,14,100,33,64,10,85,85,2,91,60,85,58,43,84,57,14,25,11,87,86,81,76,92,55,78,87,70,26,14,47,30,22,41,98,90,58,28,79,51,58,96,100,40,77,69,53,77,14,76,87,48,42,75,23,20,68,35,19,91,43,29,23,33,18,43,40,60,12,55,9,70,64,81,68,83,96,41,13,53,62,86,98,75,3,64,82,41,60,91,53,24,54,97,21,28,47,5,54,77,89,78,80,81,64,73,65,57,19,25,39,83,43,10,57,33,60,23,34,54,46,24,4,62,21,11,55,70,31,58,65,45,87,13,17,26,87,64,30,55
k_1,82,93,75,49,33,66,73,88,44,32,46,34,24,16,35,4,19,51,38,72,16,40,68,62,100,63,3,27,57,61,51,38,42,64,24,89,80,36,24,50,19,93,77,94,2,93,66,64,26,29,7,50,52,83,92,64,72,45,51,88,71,69,15,65,74,70,72,30,6,78,87,51,92,72,43,77,79,99,35,54,23,100,94,71,85,100,50,56,30,62,6,5,88,9,25,28,32,88,48,87,59,61,92,42,13,55,100,46,99,38,86,68,77,87,93,26,76,33,82,18,4,68,16,47,54,96,87,55,72,78,52,49,50,1,28,89,7,65,7,95,93,59,21,79,63,17,86,60,16,52,9,85,26,56,32,56,74,60,93,60,48,83,14,69,32,96,39,31,34,57,92,11,82,51,21,85,87,100,20,59,31,65,13,67,30,65,75,21,22,33,51,55,94,87,76,57,29,67,66,7,57,66,9,12,60,58,15,95,5,29,85,86,72,98,82,53,52,33,12,63,94,59,81,67,18,40,19,99,78,38,96,12,44,79,26,20,94,56,64,26,37,20,93,42,11,7,54,44,87,52,36,60,48,92,41,86,79,26,46,5,3,48,12,50,30,80,87,45,3,51,4,27,18,22,98,68,13,32,89,6,16,97,12,57,80,89,32,24,89,54,17,82,30,2,9,31,15,83,17,25,98,36,13,45,42,9,12,71,3,82,28,87,63,20,15,100,33,40,10,69,10,71,7,65,95,74,60,26,24,71,86,81,2,44,29,87,52,1,66,63,38,81,98,23,52,61,6,73,53,51,19,95,6,33,32,82,19,49,53,65
k_2,22,81,31,78,95,72,39,43,45,42,26,11,64,3,72,17,50,1,43,87,91,22,41,43,94,14,11,2,86,62,28,27,60,13,67,15,3,36,43,29,73,97,32,29,76,93,52,12,23,1,3,31,73,60,38,32,55,71,96,56,43,34,30,8,93,72,47,41,48,10,46,81,80,83,49,46,48,69,31,99,5,17,81,37,90,74,64,43,51,66,55,45,79,75,42,90,12,27,93,72,57,37,80,57,16,9,23,55,49,76,52,24,94,92,91,9,22,100,54,32,25,74,96,41,71,78,67,59,19,77,22,6,93,13,92,19,13,90,81,29,30,92,98,96,11,87,83,87,3,99,81,49,74,70,40,82,55,34,69,61,72,65,31,54,76,85,86,93,14,64,33,31,70,16,83,8,99,84,13,46,10,63,21,53,95,39,3,13,24,94,34,59,10,83,73,57,92,17,3,73,65,8,58,16,24,8,44,42,59,11,37,98,56,77,61,58,50,77,80,9,48,9,90,8,93,33,64,48,60,55,55,67,48,94,19,37,33,4,89,7,53,45,43,23,6,79,12,36,93,50,42,73,71,96,22,34,9,22,8,17,84,8,14,26,78,40,67,52,86,15,25,41,17,39,79,98,30,11,91,46,98,62,68,8,61,92,48,86,82,95,62,98,71,42,27,35,37,86,40,8,24,76,77,59,28,16,70,61,15,14,79,24,68,47,19,26,48,74,12,8,19,87,65,43,50,76,37,13,10,84,85,48,73,45,68,11,61,38,26,13,67,49,44,87,45,33,44,19,22,70,67,66,14,94,31,8,56,81,75,62
k_3,45,20,90,42,97,95,43,4,61,13,84,40,52,11,70,20,36,26,2,29,6,2,78,12,97,35,24,28,80,77,98,47,6,10,16,2,94,29,16,61,43,76,23,72,76,66,10,74,66,8,14,13,25,27,97,100,54,34,88,18,84,92,75,75,56,92,84,1,48,36,90,59,59,58,15,38,56,29,69,38,8,30,6,81,58,82,93,12,21,18,43,29,19,71,62,32,18,8,34,73,62,26,35,60,62,4,85,51,48,28,39,44,28,72,21,49,90,49,99,60,34,5,87,33,95,51,23,23,46,49,1,32,63,6,11,48,87,47,99,52,40,94,13,75,84,1,29,35,25,83,46,68,14,55,48,77,9,22,82,31,97,22,61,44,46,34,79,16,23,88,71,94,94,46,100,90,100,73,84,27,39,98,29,86,85,27,50,77,4,92,60,37,96,19,56,41,24,46,8,16,95,16,3,54,22,62,17,17,49,75,81,21,96,33,23,100,54,9,52,11,92,33,29,96,84,43,28,74,28,67,69,77,61,20,1,95,81,54,81,50,53,68,69,54,50,59,35,58,63,92,60,19,1,23,74,28,95,87,84,30,38,32,50,50,78,78,30,33,44,2,20,52,42,29,72,56,9,2,47,11,60,29,75,46,55,74,36,1,29,63,19,51,95,77,4,34,22,62,74,80,73,69,49,55,20,65,92,83,34,86,3,90,14,10,46,97,4,93,41,99,73,33,63,94,36,96,83,36,80,83,68,87,80,95,12,16,11,45,73,32,86,47,59,78,99,5,61,42,67,14,14,93,17,13,64,82,22,73,100,63
k_4,78,38,44,77,95,36,21,77,63,32,77,19,95,28,19,70,62,28,94,99,91,41,87,34,30,7,1,66,62,81,74,18,25,26,33,76,27,89,72,24,65,65,38,31,99,99,17,38,72,45,5,24,65,8,13,28,4,66,87,74,33,72,16,30,18,86,16,11,53,6,58,91,58,75,8,46,83,86,35,5,6,83,57,86,31,31,25,46,75,47,51,30,70,7,26,100,43,52,90,56,94,6,82,56,25,65,78,95,48,61,33,12,9,22,48,39,58,100,2,21,34,100,62,50,21,95,32,99,26,71,96,80,43,44,98,79,20,20,88,7,76,57,77,52,65,26,16,48,19,43,7,12,53,68,27,69,59,93,6,57,11,84,6,45,23,49,30,92,18,21,95,8,44,3,14,40,95,55,80,62,12,13,19,26,28,2,36,9,95,76,32,25,33,8,22,69,39,28,81,79,32,87,61,28,44,62,92,37,60,74,43,43,62,89,22,7,43,35,70,28,84,49,4,91,14,66,21,5,5,95,37,26,45,85,45,87,29,20,22,58,48,27,98,46,80,8,29,5,63,43,84,63,82,83,3,100,96,54,72,48,24,64,10,17,55,17,43,23,81,15,43,17,65,76,6,65,71,34,5,38,25,4,97,100,74,61,96,60,61,12,86,8,31,89,22,42,87,72,31,63,73,2,45,89,91,69,71,57,2,47,26,65,23,43,13,30,47,13,8,100,94,11,2,95,18,50,20,53,19,71,24,25,4,37,78,67,14,1,16,14,5,9,13,56,38,32,26,74,57,66,79,49,87,96,35,85,8,68,71,50
k_5,27,67,60,86,88,19,31,10,95,16,15,44,81,24,9,63,39,52,74,92,50,10,81,93,56,90,49,42,41,73,63,32,79,16,82,51,4,53,40,83,85,21,15,1,43,35,53,44,74,29,75,39,54,13,58,13,67,24,91,12,5,30,29,42,33,29,57,84,96,98,97,99,98,88,38,20,61,77,14,42,36,78,58,66,42,13,69,12,52,74,3,27,5,18,32,47,67,59,88,29,74,9,31,45,26,41,61,44,49,30,44,57,20,13,11,90,68,39,47,42,4,20,6,59,95,77,71,10,7,2,79,62,29,75,19,5,89,94,38,52,5,7,24,97,79,53,47,39,61,12,40,82,43,34,10,52,54,80,66,11,37,79,63,25,97,79,1,39,15,64,11,71,2,83,4,71,91,51,92,87,17,83,36,13,33,95,15,94,62,34,72,64,82,42,70,11,80,81,22,87,24,46,92,97,81,72,11,25,33,33,42,79,29,66,9,77,15,9,48,27,12,11,52,61,82,64,9,28,97,34,27,83,28,8,20,89,94,70,68,23,95,28,37,67,20,35,47,30,97,22,50,42,44,27,91,42,100,69,27,21,65,1,4,41,29,23,13,14,57,87,95,9,71,14,40,97,84,37,63,34,52,13,49,73,73,89,11,21,89,67,58,9,47,60,76,84,5,79,75,35,33,57,71,58,69,95,20,65,37,10,14,96,39,46,54,12,23,15,54,92,64,90,92,61,88,89,86,82,86,31,21,4,36,65,39,97,55,79,57,54,75,93,41,88,62,51,51,7,56,35,67,34,96,86,74,31,85,17,71,8
k_6,58,1,57,75,75,68,28,24,12,43,62,46,72,57,14,76,3,21,48,54,68,62,100,22,59,10,37,9,8,7,30,63,98,85,77,56,78,14,26,97,8,65,14,95,12,70,83,59,39,6,95,72,23,49,17,36,60,6,30,38,18,80,58,8,64,5,72,12,59,51,44,18,54,85,10,12,98,17,37,98,47,33,2,49,17,98,26,44,64,34,62,19,68,2,96,57,46,13,99,28,89,28,27,82,31,8,64,69,7,18,27,51,40,94,57,47,8,93,57,6,68,28,78,65,73,89,95,19,30,86,72,28,70,22,39,72,48,35,49,51,48,97,27,38,35,6,13,42,67,21,88,43,39,92,28,10,30,18,63,97,44,91,47,11,64,15,7,86,81,41,82,41,90,55,37,5,24,79,21,68,57,59,22,15,43,12,38,71,94,82,9,83,83,74,40,60,37,32,96,91,47,40,63,29,66,5,3,47,75,6,91,12,74,76,84,61,66,74,9,79,46,61,83,47,92,91,3,38,74,57,61,81,15,77,7,78,76,47,24,95,35,48,58,56,100,25,2,74,61,1,71,56,39,58,42,54,16,83,46,77,27,59,16,4,68,5,1,20,38,59,19,33,48,65,35,93,6,64,62,98,85,3,32,52,13,2,2,67,9,53,6,5,36,33,86,28,30,54,14,78,92,68,11,92,32,60,98,17,38,37,8,70,76,54,4,15,6,97,94,90,73,61,86,86,63,7,80,69,94,65,48,16,2,2,89,90,60,78,33,16,44,16,73,37,38,5,7,99,62,93,13,82,60,69,58,13,49,6,43,80
k_7,38,35,40,94,54,18,10,2,75,11,32,100,100,55,11,68,84,49,3,87,80,17,70,97,9,18,64,11,38,8,43,28,21,64,99,36,90,19,4,92,55,72,99,26,19,39,79,25,94,54,66,76,40,32,91,9,61,92,48,70,61,61,60,55,13,6,8,96,88,91,72,78,54,18,2,36,65,63,6,67,82,1,74,61,44,10,50,75,14,20,65,48,32,13,49,75,25,18,67,55,52,91,43,79,58,75,96,72,66,22,36,76,39,35,37,76,43,41,78,33,85,53,38,77,67,84,46,11,25,14,56,3,58,47,58,16,41,95,91,31,61,1,44,86,55,61,63,42,64,22,62,1,20,11,18,52,93,32,56,16,47,33,33,21,23,3,52,63,21,9,67,63,20,69,65,22,42,4,1,32,8,99,22,20,60,25,16,20,62,36,30,9,37,94,83,79,43,66,83,78,32,76,74,9,14,16,27,40,74,62,37,12,66,63,4,54,72,35,42,46,73,46,17,9,54,100,65,7,56,44,60,69,72,63,23,14,39,54,10,58,31,23,73,27,70,29,75,59,72,15,60,81,97,19,32,37,75,52,67,90,59,65,13,6,67,92,83,14,66,29,96,23,15,91,49,14,95,41,23,60,78,8,95,86,23,78,11,48,63,7,81,70,65,12,96,20,25,78,50,100,62,88,96,69,45,35,77,6,66,5,67,16,31,83,27,2,53,4,22,12,97,60,80,55,60,23,23,65,99,80,37,74,30,47,78,20,21,68,92,12,69,13,54,15,33,69,31,24,17,72,29,69,57,33,96,86,90,60,97,8
k_8,28,90,78,39,90,34,88,2,90,15,56,26,51,4,14,48,74,100,64,15,51,22,74,84,39,34,96,88,96,96,30,84,77,35,68,72,17,70,55,73,24,41,84,13,8,40,43,38,39,1,8,54,14,74,97,55,82,13,51,57,87,100,14,7,51,28,84,15,98,41,11,72,47,52,30,76,41,56,86,50,59,80,43,89,87,98,76,69,7,31,63,53,78,44,64,47,4,49,37,21,3,88,37,6,2,98,59,74,36,12,5,75,30,27,34,46,30,55,76,20,25,30,69,23,44,66,96,8,27,80,13,39,81,97,10,71,90,99,78,5,33,5,21,88,88,45,23,71,22,52,71,100,8,52,80,72,90,70,35,45,62,72,38,71,97,82,19,14,89,47,54,61,79,60,75,65,61,41,30,84,19,56,68,37,21,15,100,71,5,49,2,77,96,75,93,3,53,37,64,12,97,22,71,8,82,61,22,3,15,68,36,65,62,67,42,88,25,3,5,39,89,17,7,90,72,96,78,40,17,73,98,80,62,3,81,52,6,52,37,94,75,92,52,93,50,75,37,55,53,72,65,94,81,13,59,44,33,48,49,98,49,79,23,8,70,76,59,46,62,43,80,56,87,39,20,84,37,45,7,24,99,96,23,1,87,23,60,46,44,1,62,27,15,14,36,47,55,37,43,11,42,92,92,100,50,92,37,80,35,3,24,66,68,37,100,93,98,79,14,78,11,20,76,100,50,14,33,88,70,86,50,86,93,70,63,64,79,13,53,32,58,5,4,54,81,25,60,57,40,31,9,43,90,13,85,36,36,95,35,84
k_9,44,45,99,60,23,23,92,97,34,24,70,26,81,97,52,41,68,84,17,79,39,1,62,33,35,18,23,78,6,14,52,42,79,11,30,72,74,56,61,77,29,92,11,14,8,61,44,39,60,96,18,60,1,61,77,53,63,49,46,55,85,93,39,76,95,4,23,22,74,52,80,14,61,2,59,10,71,12,85,15,30,46,63,71,20,86,32,71,61,2,56,100,85,42,52,61,6,41,83,74,68,25,2,56,6,21,58,65,22,24,53,67,73,20,17,64,15,74,30,91,87,75,26,75,87,100,14,28,84,24,13,42,2,74,1,18,37,42,3,98,98,54,6,23,18,4,29,47,3,14,44,90,11,57,67,46,41,66,66,4,49,74,70,54,60,14,58,86,28,69,25,19,45,33,26,94,26,96,98,4,27,39,91,59,75,76,42,30,53,59,34,66,98,86,69,83,58,30,65,20,30,68,99,2,52,38,88,87,83,92,2,35,14,41,46,83,51,87,69,63,22,39,93,56,90,26,16,36,99,22,40,35,30,58,84,68,74,8,99,73,76,87,45,52,18,86,35,88,11,41,9,92,49,24,18,32,58,44,2,57,99,93,22,63,71,36,69,30,83,94,33,75,80,17,5,68,91,77,26,100,14,58,49,29,56,38,11,24,34,84,94,30,15,55,94,91,20,17,96,42,39,58,50,29,6,79,79,92,75,77,18,39,51,64,26,25,17,79,18,61,58,73,24,4,40,74,95,86,25,85,51,55,32,81,81,96,35,18,29,20,21,99,61,92,78,56,100,82,75,34,45,43,40,37,4,97,58,78,90,39
