id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_15,node_13,53,230.53398876404492,26646.037452649587,
e_1,node_2,node_17,127,131.73370786516853,64318.021437430034,
e_2,node_10,node_23,171,329.3342696629213,86369.91450169176,
e_3,node_11,node_16,158,1416.1373595505615,79938.11235794876,
e_4,node_7,node_15,127,3194.542415730337,64318.021437430034,
e_5,node_14,node_8,51,1317.3370786516853,25727.208574972014,
e_6,node_7,node_16,135,526.9348314606741,67993.33694814032,
e_7,node_24,node_23,47,1383.2039325842695,23889.55081961687,
e_8,node_23,node_21,171,658.6685393258426,86369.91450169176,
e_9,node_15,node_7,127,1613.7379213483146,64318.021437430034,
e_10,node_15,node_21,136,197.6005617977528,68912.1658258179,
e_11,node_3,node_4,9,1185.6033707865167,4594.144388387859,
e_12,node_2,node_16,147,2173.606179775281,74425.13909188332,
e_13,node_3,node_17,125,1976.005617977528,63399.19255975246,
e_14,node_11,node_23,58,1580.8044943820223,29402.5240856823,
e_15,node_19,node_14,84,362.26769662921345,42266.12837316831,
e_16,node_8,node_2,80,691.6019662921348,40428.47061781317,
e_17,node_2,node_4,76,2799.3412921348313,38590.81286245802,
e_18,node_5,node_11,2,2041.8724719101122,918.8288776775719,
e_19,node_21,node_14,38,3293.342696629213,19295.40643122901,
e_20,node_0,node_17,47,1416.1373595505615,23889.55081961687,
e_21,node_22,node_6,167,856.2691011235954,84532.25674633661,
e_22,node_22,node_0,125,988.002808988764,63399.19255975246,
e_23,node_21,node_6,162,3062.8087078651683,81775.7701133039,
e_24,node_24,node_19,89,1350.2705056179775,45022.61500620102,
e_25,node_7,node_6,111,2404.1401685393257,56048.56153833189,
e_26,node_4,node_9,58,2173.606179775281,29402.5240856823,
e_27,node_0,node_12,111,1547.87106741573,56048.56153833189,
e_28,node_8,node_20,36,526.9348314606741,18376.577553551437,
e_29,node_2,node_14,31,790.4022471910112,15620.090920518722,
e_30,node_20,node_23,165,526.9348314606741,83613.42786865904,
e_31,node_16,node_17,107,1712.5382022471908,54210.90378297674,
e_32,node_11,node_13,160,1910.1387640449436,80856.94123562633,
e_33,node_15,node_16,107,922.1359550561797,54210.90378297674,
e_34,node_23,node_10,18,428.1345505617977,9188.288776775718,
e_35,node_16,node_7,87,559.8682584269662,44103.786128523454,
e_36,node_3,node_9,147,2140.6727528089887,74425.13909188332,
e_37,node_5,node_8,18,1646.6713483146066,9188.288776775718,
e_38,node_5,node_15,109,2634.6741573033705,55129.732660654314,
e_39,node_15,node_4,169,3161.6089887640446,85451.08562401419,
e_40,node_16,node_18,105,856.2691011235954,53292.074905299174,
e_41,node_23,node_16,164,2371.2067415730335,82694.59899098147,
e_42,node_5,node_22,58,2502.940449438202,29402.5240856823,
e_43,node_0,node_7,89,2107.7393258426964,45022.61500620102,
e_44,node_16,node_12,78,955.0693820224718,39509.641740135594,
e_45,node_8,node_16,109,1053.8696629213482,55129.732660654314,
e_46,node_16,node_3,84,1679.6047752808986,42266.12837316831,
e_47,node_8,node_4,136,790.4022471910112,68912.1658258179,
e_48,node_20,node_2,64,2107.7393258426964,32159.010718715017,
e_49,node_1,node_18,67,164.66713483146066,33996.66847407016,
e_50,node_17,node_24,153,2206.5396067415727,77181.62572491604,
e_51,node_5,node_9,122,2338.273314606741,61561.53480439732,
e_52,node_2,node_7,111,3260.409269662921,56048.56153833189,
e_53,node_11,node_4,118,230.53398876404492,59723.877049042174,
e_54,node_17,node_16,80,2535.8738764044942,40428.47061781317,
e_55,node_20,node_7,96,296.4008426966292,48697.930516911314,
e_56,node_20,node_12,120,3161.6089887640446,60642.70592671975,
e_57,node_18,node_14,180,1086.8030898876405,90964.05889007961,
e_58,node_8,node_15,98,164.66713483146066,49616.75939458888,
e_59,node_13,node_20,5,3095.74213483146,2756.486633032716,
e_60,node_1,node_17,105,2996.941853932584,53292.074905299174,
e_61,node_8,node_11,15,164.66713483146066,7350.631021420575,
e_62,node_8,node_6,122,3062.8087078651683,61561.53480439732,
e_63,node_14,node_0,178,263.46741573033705,90045.23001240204,
e_64,node_1,node_16,62,922.1359550561797,31240.181841037444,
e_65,node_12,node_2,133,197.6005617977528,67074.50807046275,
e_66,node_3,node_19,18,3227.475842696629,9188.288776775718,
e_67,node_1,node_23,89,1053.8696629213482,45022.61500620102,
e_68,node_18,node_23,13,1185.6033707865167,6431.802143743003,
e_69,node_20,node_3,2,428.1345505617977,918.8288776775719,
e_70,node_4,node_8,33,988.002808988764,16538.919798196293,
e_71,node_12,node_6,169,2964.008426966292,85451.08562401419,
e_72,node_3,node_23,180,2700.541011235955,90964.05889007961,
e_73,node_11,node_2,15,2041.8724719101122,7350.631021420575,
e_74,node_19,node_5,120,2470.0070224719097,60642.70592671975,
e_75,node_12,node_19,64,263.46741573033705,32159.010718715017,
e_76,node_6,node_7,115,2502.940449438202,57886.21929368703,
e_77,node_12,node_8,142,395.2011235955056,71668.65245885061,
e_78,node_16,node_9,182,724.5353932584269,91882.88776775719,
e_79,node_1,node_8,4,32.93342696629213,1837.6577553551438,
e_80,node_7,node_8,85,2404.1401685393257,43184.95725084588,
e_81,node_24,node_10,127,2404.1401685393257,64318.021437430034,
e_82,node_1,node_14,95,329.3342696629213,47779.10163923374,
e_83,node_13,node_4,178,1020.9362359550561,90045.23001240204,
e_84,node_23,node_20,5,691.6019662921348,2756.486633032716,
e_85,node_10,node_9,180,559.8682584269662,90964.05889007961,
e_86,node_15,node_11,42,2008.9390449438201,21133.064186584154,
e_87,node_10,node_18,120,2601.7407303370783,60642.70592671975,
e_88,node_18,node_6,4,955.0693820224718,1837.6577553551438,
e_89,node_7,node_22,76,2074.805898876404,38590.81286245802,
