commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,97,62,16,94,14,85,32,58,19,94,58,43,4,37,40,56,77,90,68,65,28,54,23,67,40,45,49,61,69,21,54,61,37,11,45,88,6,70,85,53,26,52,53,12,38,70,47,52,84,57,14,55,1,53,58,95,1,74,42,74,58,46,39,68,76,41,12,34,90,83,22,80,7,16,89,62,16,100,13,17,46,19,98,18,72,24,2,27,18,77,91,11,55,22,54,57,84,74,89,76,100,47,52,57,85,99,25,65,42,98,85,33,9,7,86,66,64,50,32,36,33,68,75,71,54,40,4,52,58,73,82,61,18,52,35,91,24,49,94,43,25,34,73,83,74,91,32,45,54,56,81,19,53,6,67,28,50,46,53,32,30,10,37,17,67,18,26,91,86,15,33,32,85,20,36,25,31,16,87,98,79,14,74,56,98,10,85,81,66,73,16,28,95,71,98,84,23,12,18,64,21,1,66,51,16,62,76,21,20,31,9,63,48,47,29,91,93,82,6,43,20,60,52,47,16,33,79,92,22,58,97,21,25,4,8,15,20,69,73,77,39,31,49,41,56,36,27,60,73,57,69,3,47,59,4,52,2,28,72,7,15,85,4,54,90,62,100,7,48,72,63,35,67,45,3,28,48,17,80,62,75,49,82,31,64,10,21,27,12,27,48,51,18,57,17,51,7,65,86,75,43,47,50,44,86,60,92,2,41,26,35,58,62,71,27,24,67,94,44,56,97,82,6,1,60,43,19,68,40,4,64,31,12,49,34,20,57,84,47,83,78,11,84,42,14,7,73,97,60,76,28,74,29,90,95,79,64,59,28,21
k_1,69,47,92,8,43,50,75,82,29,54,26,63,38,88,13,79,95,16,54,98,29,89,69,56,24,35,95,31,85,59,33,26,69,2,60,62,67,28,23,9,65,77,49,43,44,61,93,77,27,47,36,1,98,33,66,24,80,76,94,68,59,80,5,20,30,99,97,37,96,36,49,24,19,32,35,7,48,57,62,62,82,69,28,52,85,80,47,40,62,86,69,6,80,34,30,25,95,94,91,89,32,99,56,51,11,34,46,15,71,71,4,23,16,65,87,50,90,45,93,50,67,88,98,35,67,39,46,21,86,25,90,76,48,18,96,91,14,30,23,9,96,80,54,86,73,31,9,63,36,76,3,17,2,86,98,20,45,64,3,63,23,6,10,88,59,20,32,12,40,93,83,31,83,5,3,36,47,17,42,9,74,8,77,75,48,35,4,88,7,16,3,34,40,73,25,74,18,22,95,76,69,1,32,50,80,100,70,61,14,2,47,58,95,54,24,62,44,74,74,4,50,71,30,60,47,64,79,71,77,18,90,50,3,90,51,90,12,96,53,2,41,10,72,96,31,99,36,60,30,67,54,18,32,94,44,38,32,48,22,50,31,37,80,63,11,50,13,58,37,99,54,93,33,31,27,65,58,10,52,34,77,22,47,78,75,46,24,29,90,74,17,87,10,5,19,79,6,12,87,64,8,80,51,46,43,79,34,24,23,6,85,41,80,89,11,41,84,96,60,30,44,91,42,64,37,7,51,81,95,66,14,52,76,40,5,1,53,11,86,25,70,31,8,98,95,25,53,43,58,94,58,84,97,37,57,97,44,69,6,62
k_2,55,24,38,74,42,61,84,63,73,38,7,58,36,37,37,87,4,42,94,12,61,87,79,16,26,17,73,34,44,17,3,43,38,33,24,78,5,5,28,89,84,34,50,85,70,33,36,28,70,12,32,58,99,3,44,35,45,7,3,28,18,18,20,95,82,84,41,11,32,89,69,88,17,78,26,43,97,75,45,44,95,92,96,40,2,21,64,9,97,25,52,25,31,53,24,39,3,28,45,98,52,93,83,51,39,15,70,43,62,18,69,38,73,29,19,23,7,38,81,19,40,89,14,70,86,45,54,89,41,96,68,83,37,52,80,80,19,88,92,4,89,45,100,1,31,54,80,56,23,15,43,95,99,62,31,31,2,76,49,5,93,51,98,5,26,45,90,97,38,29,35,29,62,54,21,9,63,80,40,92,31,59,42,84,26,85,45,50,61,6,83,43,70,31,61,38,99,30,8,98,9,6,39,51,89,66,8,47,35,54,65,9,82,3,69,25,48,47,11,28,6,51,16,88,32,3,64,81,9,28,95,14,31,31,49,1,8,72,56,65,75,90,4,11,100,85,57,31,12,77,4,97,58,66,22,8,76,43,38,39,97,62,21,59,55,99,75,68,75,59,80,23,76,8,49,9,42,14,71,81,13,56,92,56,21,36,78,17,59,87,2,71,55,65,95,5,98,88,44,40,13,87,86,53,81,38,20,34,59,85,90,52,30,12,15,45,74,12,89,28,25,9,80,16,51,48,42,94,54,40,82,32,32,73,6,68,35,86,32,79,92,84,32,10,50,74,44,18,5,60,98,36,59,67,97,59,77,80,88,54
k_3,4,55,82,33,80,29,88,5,71,89,81,92,77,66,54,92,21,96,66,69,35,26,74,51,13,28,86,62,18,23,91,58,62,67,59,37,8,59,43,41,87,14,99,36,78,30,4,19,23,62,68,59,41,14,19,87,56,74,52,10,85,57,20,49,49,40,71,97,83,71,20,64,52,33,53,30,14,99,83,8,52,42,81,20,44,86,10,100,10,32,11,19,56,91,16,15,62,97,68,54,60,35,86,8,53,49,41,79,73,17,76,81,90,65,72,86,16,6,29,28,62,93,10,5,83,3,89,4,28,89,94,28,17,73,3,52,83,100,95,31,39,79,78,18,4,37,95,92,36,70,3,72,70,59,74,13,26,23,5,60,79,22,77,41,15,85,51,38,100,47,56,57,58,51,17,92,92,89,70,20,42,81,32,74,90,6,80,43,37,51,25,32,85,78,39,8,74,91,54,54,93,92,89,74,15,73,26,94,33,26,56,81,56,66,48,44,33,73,5,42,61,74,37,92,72,60,59,95,74,45,37,93,81,75,52,89,7,43,88,89,78,60,2,36,50,94,29,70,7,23,42,19,54,45,54,29,55,52,69,66,14,80,24,17,12,4,12,52,75,59,96,91,3,43,47,56,10,19,34,26,56,27,53,43,13,75,79,2,53,59,26,3,7,57,32,57,99,40,58,78,46,51,45,34,53,97,8,14,78,82,79,75,89,89,80,43,20,61,75,31,53,34,52,40,71,7,84,34,66,20,55,99,49,66,88,72,53,24,64,4,85,88,89,23,19,40,89,28,66,82,1,27,65,17,96,47,21,14,61,74
k_4,84,98,26,61,78,86,88,50,64,72,34,8,71,44,1,79,53,56,89,65,28,79,14,66,14,5,72,74,21,37,37,89,80,69,87,34,1,52,41,56,54,23,48,5,39,43,74,72,92,85,71,79,50,91,28,71,92,12,44,59,21,68,17,6,8,37,22,41,42,27,10,66,79,1,39,76,3,22,73,28,88,11,27,27,39,69,44,28,76,6,87,91,24,23,25,86,46,15,2,95,60,99,51,36,93,96,37,21,86,73,22,22,55,39,19,44,34,51,86,47,99,36,91,33,80,81,23,27,73,43,37,89,33,15,26,29,56,55,90,6,65,73,91,39,62,65,28,51,71,91,91,50,100,23,88,53,61,76,8,45,93,13,4,7,59,67,73,100,23,52,27,51,100,68,91,12,75,19,49,12,58,63,56,100,68,23,38,2,21,45,40,95,5,98,61,65,2,72,44,73,26,45,99,6,77,46,87,2,42,57,93,39,19,25,65,48,4,68,82,45,54,52,50,84,99,26,29,93,12,76,28,100,58,95,54,3,16,94,65,77,5,59,30,82,43,39,31,61,53,20,93,92,65,94,13,13,70,58,27,75,13,3,89,68,2,82,26,46,48,94,72,84,39,5,41,60,10,34,66,79,33,17,25,28,92,85,7,22,15,71,24,14,27,81,29,7,34,9,62,65,77,5,22,8,3,4,78,44,5,30,96,90,40,67,29,99,25,71,4,68,26,94,1,84,9,95,63,70,34,97,52,44,100,28,90,26,53,84,19,91,42,32,42,66,9,31,61,33,12,100,26,55,72,79,2,81,11,96,55,34
k_5,99,31,98,98,75,88,92,80,32,93,98,40,16,31,38,54,5,21,99,47,28,69,31,12,86,6,85,51,11,28,99,7,47,17,76,61,9,41,48,7,16,25,9,57,93,42,51,2,32,79,57,87,52,71,22,87,45,1,63,40,78,49,18,62,15,85,48,29,7,1,92,91,77,41,62,99,70,67,71,36,63,10,34,64,36,31,8,18,57,45,8,66,36,72,52,70,70,77,18,94,92,56,36,41,63,63,80,70,84,41,32,78,38,17,72,36,84,2,54,15,73,37,52,60,34,24,72,90,52,65,22,97,70,30,66,9,24,81,46,73,6,25,71,95,29,94,88,75,34,19,87,79,88,75,54,41,18,10,47,60,53,82,28,49,57,26,25,92,97,91,79,23,44,23,34,90,58,35,3,95,64,23,23,88,62,85,3,40,62,70,63,81,37,71,61,97,88,73,86,74,31,25,95,59,49,90,34,46,13,58,17,35,96,75,17,8,19,67,11,27,96,30,81,32,62,8,18,77,83,58,5,74,89,39,74,6,30,36,37,62,42,61,40,82,93,51,31,98,18,82,74,58,30,17,30,37,39,65,40,72,27,27,1,36,26,36,43,73,9,7,31,73,55,82,99,88,72,14,73,51,86,54,43,85,59,39,34,10,54,56,3,54,58,22,100,44,89,49,19,95,48,52,87,53,72,86,4,50,25,83,11,55,31,83,47,75,40,43,20,52,21,94,11,98,68,33,8,76,41,49,90,83,44,17,37,75,42,46,97,31,66,78,28,49,6,25,16,91,79,64,38,65,57,20,87,1,86,2,97,73
k_6,60,26,49,48,58,94,42,56,35,25,40,65,41,80,73,74,5,92,51,57,60,53,67,80,30,15,31,84,19,9,86,20,81,68,75,93,35,22,88,86,84,90,60,91,91,5,48,15,79,83,97,6,64,94,37,25,18,18,98,97,47,18,42,53,43,23,78,69,82,10,41,37,42,97,5,69,47,31,23,5,75,4,79,44,99,34,92,84,16,2,39,60,66,77,34,76,64,98,35,46,38,4,17,47,93,33,18,9,21,34,99,19,100,15,76,68,71,17,67,27,45,83,32,41,37,22,30,24,27,43,78,60,87,52,72,71,65,83,63,81,59,62,70,25,45,41,44,56,91,81,62,99,40,14,33,40,75,21,63,57,27,73,13,49,38,37,44,88,87,16,93,36,64,90,31,3,43,8,86,62,27,76,59,26,62,4,40,51,32,99,92,70,76,23,47,57,81,37,88,38,47,42,47,88,18,13,81,76,60,93,72,35,9,66,57,6,56,20,19,75,63,50,59,61,47,84,41,79,9,97,91,74,100,65,60,17,81,18,58,78,24,12,48,60,53,78,85,71,94,17,72,64,56,99,98,70,98,61,66,82,4,23,4,10,54,5,31,31,79,18,68,58,18,17,19,35,90,97,45,85,6,60,24,64,52,94,45,3,15,25,55,77,24,22,73,38,73,77,52,15,29,21,27,80,60,7,25,47,3,73,69,22,70,38,31,22,41,1,62,82,81,6,2,10,11,74,74,42,36,45,14,56,57,84,5,10,17,22,100,70,29,75,96,47,96,2,21,11,25,81,78,93,5,85,95,5,29,25,59,51
k_7,53,35,58,37,53,84,83,92,18,4,13,8,68,14,20,79,39,50,85,25,64,35,44,41,63,97,31,9,10,94,4,22,29,20,89,87,29,17,55,3,31,45,26,26,73,14,81,7,59,52,11,89,86,30,87,99,29,12,3,90,76,53,92,9,5,33,6,93,42,18,90,17,10,25,64,42,51,48,93,40,82,22,21,31,7,95,1,54,6,87,94,3,21,63,85,68,43,86,44,21,47,17,51,100,28,54,3,70,68,9,77,91,62,54,92,35,95,82,49,16,24,99,83,59,68,88,92,95,85,57,6,88,80,14,87,3,25,51,62,26,39,45,29,54,28,75,66,17,65,62,17,87,89,65,28,97,23,94,84,34,98,14,71,55,56,60,49,97,28,28,44,79,63,44,53,29,26,74,77,36,96,76,67,57,62,96,77,85,72,24,2,28,34,10,82,89,76,11,33,64,45,18,51,81,49,75,99,52,48,68,35,10,69,43,51,17,37,11,54,59,73,11,12,44,100,29,81,59,91,9,13,26,17,26,9,48,7,1,46,14,39,99,100,76,24,94,74,9,89,22,5,44,66,21,45,34,38,26,11,48,65,93,25,14,7,3,13,31,67,37,81,52,35,42,41,2,19,69,72,91,22,21,1,98,15,46,42,54,77,10,29,66,18,95,40,82,19,17,72,96,69,53,29,6,3,39,7,36,59,60,48,89,92,97,89,86,14,80,6,81,75,4,53,37,7,84,56,74,57,13,29,74,91,25,88,50,94,96,38,98,53,23,85,78,91,33,34,100,37,25,34,72,77,77,19,41,34,13,11,77
k_8,100,46,77,73,88,94,40,97,39,74,69,45,11,10,1,61,31,81,81,83,86,77,99,55,30,2,45,53,98,100,50,85,93,30,34,81,96,24,34,88,95,99,23,60,38,84,62,78,55,17,65,17,40,95,92,97,99,16,98,78,16,90,31,70,69,70,6,35,31,18,87,8,87,56,28,33,92,90,95,18,30,47,91,63,63,21,32,89,96,70,50,86,4,3,33,19,89,24,1,87,44,43,45,90,23,33,80,88,66,88,42,94,94,27,51,37,8,61,56,48,69,24,65,27,28,43,46,5,20,59,11,46,45,84,31,43,2,49,82,51,55,84,35,92,54,62,93,81,21,31,82,23,99,88,85,83,46,67,32,63,51,67,45,95,66,30,88,24,44,31,35,17,87,84,78,98,6,66,15,88,91,75,89,88,99,55,26,7,86,3,36,54,80,1,94,44,76,34,17,81,3,97,44,27,92,14,82,71,17,92,78,1,12,66,3,86,54,58,96,59,78,74,80,60,15,78,100,59,48,52,15,11,62,79,11,11,45,96,5,96,10,83,90,27,46,36,18,85,10,97,91,98,79,22,63,45,83,89,69,5,22,40,65,54,55,32,75,88,33,82,37,70,10,93,51,57,72,29,81,83,46,90,39,12,98,25,74,7,25,66,95,52,14,69,83,94,90,21,19,41,50,32,80,87,18,78,77,3,21,30,100,39,37,22,85,54,57,13,11,100,64,3,82,45,87,85,95,97,91,40,5,99,72,73,85,23,86,87,57,91,88,86,21,23,51,25,51,65,55,97,61,8,71,13,42,90,43,81,81,67
k_9,42,24,23,59,76,97,84,40,75,93,21,78,26,51,95,74,1,88,50,15,98,48,97,90,91,60,69,76,14,78,81,72,62,22,42,85,43,28,52,100,22,73,23,49,89,92,3,94,37,10,10,27,72,68,53,87,97,11,99,67,73,47,20,72,8,23,82,60,28,27,50,1,17,2,81,3,73,32,66,14,6,62,47,71,100,86,33,9,35,43,84,41,1,25,9,31,80,41,1,30,93,14,6,100,28,74,29,90,44,21,81,40,100,16,85,25,35,10,88,87,6,63,30,22,57,28,22,42,26,90,88,14,87,52,38,40,25,13,27,19,32,65,38,19,76,23,31,90,66,87,84,21,69,97,21,37,79,55,16,7,77,43,61,12,61,85,11,64,34,52,18,50,48,25,94,46,98,59,21,64,74,83,62,25,95,98,9,3,40,84,85,87,79,78,73,44,69,34,31,24,59,30,31,53,41,59,52,12,99,53,9,6,61,70,83,30,3,12,67,96,86,41,87,11,52,32,74,98,97,23,9,17,22,19,19,85,25,78,96,6,2,92,33,90,61,37,5,84,66,66,38,14,73,50,31,98,40,84,84,87,28,68,6,44,99,89,3,88,65,81,23,31,50,32,84,95,66,57,83,95,54,29,47,75,37,21,88,95,14,6,87,27,89,96,100,21,75,11,37,85,71,19,5,84,77,99,15,27,27,92,3,45,34,71,60,21,2,4,57,28,92,60,10,50,65,26,18,48,33,17,59,38,93,14,15,40,3,3,36,86,34,2,62,48,38,35,85,88,80,96,29,11,92,87,30,35,35,92,38,92
