id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_11,node_20,4,7061.033298862461,1944.784780603341,
e_1,node_1,node_5,98,29779.14043433299,52509.189076290204,
e_2,node_24,node_13,85,5526.026059979318,45702.44234417851,
e_3,node_0,node_21,55,11359.053567735264,29171.771709050114,
e_4,node_24,node_17,165,25481.120165460186,88487.70751745201,
e_5,node_9,node_14,67,19341.091209927614,35978.51844116181,
e_6,node_23,node_19,76,2149.010134436401,40840.48039267016,
e_7,node_17,node_10,169,2456.01158221303,90432.49229805535,
e_8,node_10,node_18,100,23332.110031023785,53481.58146659187,
e_9,node_20,node_17,145,2456.01158221303,77791.39122413364,
e_10,node_1,node_22,49,2456.01158221303,26254.594538145102,
e_11,node_15,node_18,135,3684.017373319545,71957.03688232362,
e_12,node_21,node_14,100,19341.091209927614,53481.58146659187,
e_13,node_21,node_9,169,11359.053567735264,90432.49229805535,
e_14,node_13,node_14,124,3991.018821096174,66122.68254051359,
e_15,node_18,node_7,67,27323.12885211996,35978.51844116181,
e_16,node_19,node_10,147,16271.076732161324,78763.7836144353,
e_17,node_12,node_0,109,8289.039089968977,58343.54341810023,
e_18,node_1,node_23,33,10131.04777662875,17503.06302543007,
e_19,node_6,node_0,147,23946.112926577043,78763.7836144353,
e_20,node_4,node_0,9,27937.13174767322,4861.961951508352,
e_21,node_22,node_2,160,19648.09265770424,85570.530346547,
e_22,node_10,node_7,158,29779.14043433299,84598.13795624534,
e_23,node_5,node_4,65,2149.010134436401,35006.12605086014,
e_24,node_17,node_19,84,10131.04777662875,44730.04995387684,
e_25,node_9,node_22,89,1535.0072388831438,47647.22712478186,
e_26,node_19,node_24,53,29779.14043433299,28199.379318748444,
e_27,node_9,node_13,73,11666.055015511893,38895.69561206682,
e_28,node_15,node_16,129,6447.030403309204,69039.8597114186,
e_29,node_6,node_19,171,7368.03474663909,91404.88468835702,
e_30,node_5,node_9,27,30393.143329886247,14585.885854525057,
e_31,node_4,node_3,76,27630.130299896588,40840.48039267016,
e_32,node_8,node_16,2,23025.108583247158,972.3923903016705,
e_33,node_4,node_11,147,14429.068045501552,78763.7836144353,
e_34,node_3,node_24,138,20569.097001034126,73901.82166292696,
e_35,node_20,node_10,85,7368.03474663909,45702.44234417851,
e_36,node_11,node_18,160,8289.039089968977,85570.530346547,
e_37,node_24,node_16,16,307.00144777662877,8751.531512715035,
e_38,node_5,node_1,160,21490.101344364015,85570.530346547,
e_39,node_14,node_1,65,8903.041985522234,35006.12605086014,
