id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_5,node_11,56,37,92,['e_113'],"['node_5', 'node_11']"
k_1,node_8,node_6,93,36,108,"['e_53', 'e_383']","['node_8', 'node_12', 'node_6']"
k_2,node_19,node_7,23,34,99,"['e_415', 'e_298', 'e_325']","['node_19', 'node_1', 'node_8', 'node_7']"
k_3,node_13,node_9,22,48,108,"['e_340', 'e_50']","['node_13', 'node_0', 'node_9']"
k_4,node_16,node_8,15,48,78,"['e_390', 'e_190']","['node_16', 'node_4', 'node_8']"
k_5,node_6,node_10,3,52,126,"['e_193', 'e_289', 'e_80', 'e_130']","['node_6', 'node_21', 'node_12', 'node_2', 'node_10']"
k_6,node_8,node_12,8,37,103,['e_53'],"['node_8', 'node_12']"
k_7,node_21,node_0,41,41,94,"['e_289', 'e_80', 'e_67']","['node_21', 'node_12', 'node_2', 'node_0']"
k_8,node_16,node_4,51,19,32,['e_390'],"['node_16', 'node_4']"
k_9,node_5,node_11,11,35,89,['e_113'],"['node_5', 'node_11']"
k_10,node_4,node_12,66,53,125,"['e_94', 'e_284', 'e_218', 'e_289']","['node_4', 'node_16', 'node_18', 'node_21', 'node_12']"
k_11,node_16,node_6,51,50,110,"['e_284', 'e_218', 'e_207']","['node_16', 'node_18', 'node_21', 'node_6']"
k_12,node_13,node_0,6,27,79,['e_340'],"['node_13', 'node_0']"
k_13,node_2,node_8,19,42,64,['e_416'],"['node_2', 'node_8']"
k_14,node_18,node_0,42,64,129,"['e_392', 'e_67']","['node_18', 'node_2', 'node_0']"
k_15,node_16,node_4,80,59,75,['e_390'],"['node_16', 'node_4']"
k_16,node_14,node_10,90,9,60,['e_313'],"['node_14', 'node_10']"
k_17,node_4,node_0,93,28,80,"['e_151', 'e_67']","['node_4', 'node_2', 'node_0']"
k_18,node_18,node_6,84,30,66,"['e_218', 'e_207']","['node_18', 'node_21', 'node_6']"
k_19,node_21,node_0,29,47,100,"['e_289', 'e_80', 'e_67']","['node_21', 'node_12', 'node_2', 'node_0']"
k_20,node_20,node_16,18,19,58,['e_58'],"['node_20', 'node_16']"
k_21,node_16,node_18,95,51,80,['e_284'],"['node_16', 'node_18']"
k_22,node_0,node_24,88,58,104,"['e_50', 'e_379', 'e_95', 'e_471']","['node_0', 'node_9', 'node_7', 'node_5', 'node_24']"
k_23,node_23,node_9,19,29,97,"['e_434', 'e_23', 'e_432', 'e_50']","['node_23', 'node_15', 'node_11', 'node_0', 'node_9']"
k_24,node_21,node_17,76,52,141,['e_225'],"['node_21', 'node_17']"
k_25,node_23,node_12,39,55,120,"['e_468', 'e_193', 'e_289']","['node_23', 'node_6', 'node_21', 'node_12']"
k_26,node_3,node_7,24,60,127,"['e_359', 'e_414', 'e_260']","['node_3', 'node_13', 'node_22', 'node_7']"
k_27,node_23,node_15,29,57,93,['e_434'],"['node_23', 'node_15']"
k_28,node_12,node_2,93,53,65,['e_80'],"['node_12', 'node_2']"
k_29,node_18,node_16,6,52,102,"['e_269', 'e_58']","['node_18', 'node_20', 'node_16']"
k_30,node_22,node_18,72,66,151,"['e_260', 'e_93', 'e_94', 'e_284']","['node_22', 'node_7', 'node_4', 'node_16', 'node_18']"
k_31,node_0,node_21,36,46,114,"['e_50', 'e_91', 'e_322']","['node_0', 'node_9', 'node_14', 'node_21']"
k_32,node_18,node_11,17,49,105,"['e_218', 'e_31']","['node_18', 'node_21', 'node_11']"
k_33,node_4,node_19,70,32,99,"['e_94', 'e_318']","['node_4', 'node_16', 'node_19']"
k_34,node_22,node_7,100,63,96,['e_260'],"['node_22', 'node_7']"
k_35,node_22,node_6,39,44,139,"['e_260', 'e_95', 'e_471', 'e_76', 'e_254']","['node_22', 'node_7', 'node_5', 'node_24', 'node_19', 'node_6']"
k_36,node_0,node_16,79,64,108,"['e_50', 'e_91', 'e_253', 'e_94']","['node_0', 'node_9', 'node_14', 'node_4', 'node_16']"
k_37,node_15,node_4,85,53,114,"['e_23', 'e_432', 'e_50', 'e_91', 'e_253']","['node_15', 'node_11', 'node_0', 'node_9', 'node_14', 'node_4']"
k_38,node_7,node_14,82,57,138,"['e_443', 'e_135', 'e_50', 'e_91']","['node_7', 'node_3', 'node_0', 'node_9', 'node_14']"
k_39,node_16,node_22,10,22,64,"['e_70', 'e_414']","['node_16', 'node_13', 'node_22']"
k_40,node_1,node_9,82,27,89,"['e_279', 'e_151', 'e_67', 'e_50']","['node_1', 'node_4', 'node_2', 'node_0', 'node_9']"
k_41,node_9,node_3,4,38,65,"['e_379', 'e_443']","['node_9', 'node_7', 'node_3']"
k_42,node_21,node_5,17,42,90,"['e_289', 'e_80', 'e_398']","['node_21', 'node_12', 'node_2', 'node_5']"
k_43,node_21,node_6,91,57,78,['e_207'],"['node_21', 'node_6']"
k_44,node_7,node_18,20,43,105,"['e_93', 'e_94', 'e_284']","['node_7', 'node_4', 'node_16', 'node_18']"
k_45,node_18,node_15,77,24,109,"['e_218', 'e_294', 'e_386']","['node_18', 'node_21', 'node_14', 'node_15']"
k_46,node_2,node_0,4,61,84,['e_67'],"['node_2', 'node_0']"
k_47,node_20,node_16,66,37,74,['e_58'],"['node_20', 'node_16']"
k_48,node_14,node_0,98,33,98,"['e_386', 'e_23', 'e_432']","['node_14', 'node_15', 'node_11', 'node_0']"
k_49,node_16,node_14,98,50,116,"['e_390', 'e_151', 'e_67', 'e_50', 'e_91']","['node_16', 'node_4', 'node_2', 'node_0', 'node_9', 'node_14']"
k_50,node_21,node_9,34,36,98,"['e_289', 'e_80', 'e_67', 'e_50']","['node_21', 'node_12', 'node_2', 'node_0', 'node_9']"
k_51,node_8,node_9,19,41,109,"['e_417', 'e_135', 'e_50']","['node_8', 'node_3', 'node_0', 'node_9']"
k_52,node_21,node_11,63,76,119,['e_31'],"['node_21', 'node_11']"
k_53,node_19,node_1,33,34,79,['e_415'],"['node_19', 'node_1']"
k_54,node_20,node_22,45,55,108,"['e_290', 'e_235']","['node_20', 'node_18', 'node_22']"
k_55,node_22,node_8,10,63,142,"['e_260', 'e_93', 'e_190']","['node_22', 'node_7', 'node_4', 'node_8']"
k_56,node_15,node_24,69,47,95,"['e_46', 'e_9']","['node_15', 'node_6', 'node_24']"
k_57,node_15,node_11,15,72,91,['e_23'],"['node_15', 'node_11']"
k_58,node_8,node_3,27,52,71,['e_417'],"['node_8', 'node_3']"
k_59,node_10,node_20,89,29,72,"['e_405', 'e_147']","['node_10', 'node_9', 'node_20']"
k_60,node_20,node_21,70,40,95,"['e_290', 'e_218']","['node_20', 'node_18', 'node_21']"
k_61,node_4,node_0,84,56,106,"['e_151', 'e_67']","['node_4', 'node_2', 'node_0']"
k_62,node_7,node_2,61,18,82,"['e_93', 'e_151']","['node_7', 'node_4', 'node_2']"
k_63,node_2,node_12,79,45,96,['e_88'],"['node_2', 'node_12']"
k_64,node_22,node_11,62,37,130,"['e_260', 'e_95', 'e_113']","['node_22', 'node_7', 'node_5', 'node_11']"
k_65,node_18,node_14,71,22,80,"['e_218', 'e_294']","['node_18', 'node_21', 'node_14']"
k_66,node_23,node_24,12,54,99,"['e_468', 'e_9']","['node_23', 'node_6', 'node_24']"
k_67,node_6,node_10,17,31,101,"['e_193', 'e_289', 'e_80', 'e_130']","['node_6', 'node_21', 'node_12', 'node_2', 'node_10']"
k_68,node_16,node_21,66,48,91,"['e_284', 'e_218']","['node_16', 'node_18', 'node_21']"
k_69,node_16,node_19,19,45,111,['e_318'],"['node_16', 'node_19']"
k_70,node_16,node_0,6,60,114,"['e_390', 'e_151', 'e_67']","['node_16', 'node_4', 'node_2', 'node_0']"
k_71,node_6,node_7,98,21,76,"['e_92', 'e_190', 'e_325']","['node_6', 'node_4', 'node_8', 'node_7']"
k_72,node_14,node_17,3,57,123,"['e_345', 'e_230']","['node_14', 'node_1', 'node_17']"
k_73,node_10,node_0,49,54,118,"['e_405', 'e_210', 'e_432']","['node_10', 'node_9', 'node_11', 'node_0']"
k_74,node_20,node_9,25,48,111,['e_452'],"['node_20', 'node_9']"
k_75,node_24,node_1,18,53,125,"['e_76', 'e_415']","['node_24', 'node_19', 'node_1']"
k_76,node_4,node_24,35,47,96,"['e_151', 'e_398', 'e_471']","['node_4', 'node_2', 'node_5', 'node_24']"
k_77,node_22,node_21,37,45,146,"['e_260', 'e_93', 'e_94', 'e_284', 'e_218']","['node_22', 'node_7', 'node_4', 'node_16', 'node_18', 'node_21']"
k_78,node_20,node_18,12,27,67,['e_290'],"['node_20', 'node_18']"
k_79,node_18,node_5,26,33,85,"['e_269', 'e_191', 'e_265']","['node_18', 'node_20', 'node_1', 'node_5']"
k_80,node_3,node_13,55,58,85,['e_359'],"['node_3', 'node_13']"
k_81,node_15,node_21,49,31,77,"['e_46', 'e_193']","['node_15', 'node_6', 'node_21']"
k_82,node_14,node_20,98,34,82,['e_304'],"['node_14', 'node_20']"
k_83,node_22,node_11,34,56,154,"['e_260', 'e_95', 'e_113']","['node_22', 'node_7', 'node_5', 'node_11']"
k_84,node_23,node_2,83,63,134,"['e_468', 'e_193', 'e_289', 'e_80']","['node_23', 'node_6', 'node_21', 'node_12', 'node_2']"
k_85,node_12,node_20,46,44,72,['e_448'],"['node_12', 'node_20']"
k_86,node_7,node_8,36,42,99,"['e_93', 'e_190']","['node_7', 'node_4', 'node_8']"
k_87,node_20,node_12,65,45,116,"['e_191', 'e_265', 'e_471', 'e_118']","['node_20', 'node_1', 'node_5', 'node_24', 'node_12']"
k_88,node_13,node_4,20,51,101,"['e_99', 'e_279']","['node_13', 'node_1', 'node_4']"
k_89,node_11,node_3,63,55,106,"['e_432', 'e_50', 'e_379', 'e_443']","['node_11', 'node_0', 'node_9', 'node_7', 'node_3']"
k_90,node_17,node_6,80,58,91,"['e_409', 'e_207']","['node_17', 'node_21', 'node_6']"
k_91,node_12,node_0,42,14,45,"['e_80', 'e_67']","['node_12', 'node_2', 'node_0']"
k_92,node_6,node_8,42,78,129,"['e_92', 'e_190']","['node_6', 'node_4', 'node_8']"
k_93,node_11,node_15,24,63,109,['e_267'],"['node_11', 'node_15']"
k_94,node_17,node_2,85,22,69,"['e_409', 'e_289', 'e_80']","['node_17', 'node_21', 'node_12', 'node_2']"
k_95,node_3,node_0,95,59,111,['e_135'],"['node_3', 'node_0']"
k_96,node_2,node_17,92,29,112,['e_197'],"['node_2', 'node_17']"
k_97,node_20,node_3,68,59,108,"['e_191', 'e_84']","['node_20', 'node_1', 'node_3']"
k_98,node_6,node_11,99,53,97,"['e_193', 'e_31']","['node_6', 'node_21', 'node_11']"
k_99,node_11,node_9,70,67,104,"['e_432', 'e_50']","['node_11', 'node_0', 'node_9']"
k_100,node_19,node_17,100,28,105,"['e_415', 'e_230']","['node_19', 'node_1', 'node_17']"
k_101,node_9,node_5,43,34,68,"['e_379', 'e_95']","['node_9', 'node_7', 'node_5']"
k_102,node_21,node_7,99,55,110,"['e_289', 'e_80', 'e_416', 'e_325']","['node_21', 'node_12', 'node_2', 'node_8', 'node_7']"
k_103,node_22,node_12,19,41,131,"['e_260', 'e_95', 'e_471', 'e_118']","['node_22', 'node_7', 'node_5', 'node_24', 'node_12']"
k_104,node_8,node_3,39,67,86,['e_417'],"['node_8', 'node_3']"
k_105,node_23,node_0,35,47,110,"['e_434', 'e_23', 'e_432']","['node_23', 'node_15', 'node_11', 'node_0']"
k_106,node_19,node_3,88,31,96,"['e_415', 'e_84']","['node_19', 'node_1', 'node_3']"
k_107,node_12,node_13,80,28,69,"['e_80', 'e_470', 'e_70']","['node_12', 'node_2', 'node_16', 'node_13']"
k_108,node_9,node_7,18,53,66,['e_379'],"['node_9', 'node_7']"
k_109,node_19,node_8,73,37,100,"['e_415', 'e_298']","['node_19', 'node_1', 'node_8']"
k_110,node_5,node_3,82,7,76,"['e_45', 'e_297']","['node_5', 'node_10', 'node_3']"
k_111,node_3,node_1,59,81,147,"['e_359', 'e_99']","['node_3', 'node_13', 'node_1']"
k_112,node_3,node_2,67,44,128,['e_275'],"['node_3', 'node_2']"
k_113,node_5,node_15,92,67,121,['e_360'],"['node_5', 'node_15']"
k_114,node_15,node_17,9,32,126,"['e_23', 'e_403', 'e_178']","['node_15', 'node_11', 'node_23', 'node_17']"
