id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_5,node_11,56,36,95,['e_113'],"['node_5', 'node_11']"
k_1,node_8,node_6,93,50,130,"['e_53', 'e_383']","['node_8', 'node_12', 'node_6']"
k_2,node_19,node_7,23,42,111,"['e_415', 'e_298', 'e_325']","['node_19', 'node_1', 'node_8', 'node_7']"
k_3,node_13,node_9,22,40,107,"['e_340', 'e_50']","['node_13', 'node_0', 'node_9']"
k_4,node_16,node_8,15,54,88,"['e_390', 'e_190']","['node_16', 'node_4', 'node_8']"
k_5,node_6,node_10,3,54,129,"['e_193', 'e_289', 'e_80', 'e_130']","['node_6', 'node_21', 'node_12', 'node_2', 'node_10']"
k_6,node_8,node_12,8,52,118,['e_53'],"['node_8', 'node_12']"
k_7,node_21,node_0,41,56,113,"['e_289', 'e_80', 'e_67']","['node_21', 'node_12', 'node_2', 'node_0']"
k_8,node_16,node_4,51,43,61,['e_390'],"['node_16', 'node_4']"
k_9,node_5,node_11,11,44,106,['e_113'],"['node_5', 'node_11']"
k_10,node_4,node_12,66,47,123,"['e_94', 'e_284', 'e_218', 'e_289']","['node_4', 'node_16', 'node_18', 'node_21', 'node_12']"
k_11,node_16,node_6,51,60,123,"['e_284', 'e_218', 'e_207']","['node_16', 'node_18', 'node_21', 'node_6']"
k_12,node_13,node_0,6,42,104,['e_340'],"['node_13', 'node_0']"
k_13,node_2,node_8,19,50,78,['e_416'],"['node_2', 'node_8']"
k_14,node_18,node_0,42,57,126,"['e_392', 'e_67']","['node_18', 'node_2', 'node_0']"
k_15,node_16,node_4,80,38,58,['e_390'],"['node_16', 'node_4']"
k_16,node_14,node_10,90,46,100,['e_313'],"['node_14', 'node_10']"
k_17,node_4,node_0,93,49,105,"['e_151', 'e_67']","['node_4', 'node_2', 'node_0']"
k_18,node_18,node_6,84,38,79,"['e_218', 'e_207']","['node_18', 'node_21', 'node_6']"
k_19,node_21,node_0,29,57,116,"['e_289', 'e_80', 'e_67']","['node_21', 'node_12', 'node_2', 'node_0']"
k_20,node_20,node_16,18,54,100,['e_58'],"['node_20', 'node_16']"
k_21,node_16,node_18,95,54,90,['e_284'],"['node_16', 'node_18']"
k_22,node_0,node_24,88,32,85,"['e_50', 'e_379', 'e_95', 'e_471']","['node_0', 'node_9', 'node_7', 'node_5', 'node_24']"
k_23,node_23,node_9,19,36,111,"['e_434', 'e_23', 'e_432', 'e_50']","['node_23', 'node_15', 'node_11', 'node_0', 'node_9']"
k_24,node_21,node_17,76,42,138,['e_225'],"['node_21', 'node_17']"
