id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_7,node_12,22,44,132,"['e_76', 'e_36']","['node_7', 'node_8', 'node_12']"
k_1,node_1,node_18,52,51,103,"['e_295', 'e_107', 'e_164']","['node_1', 'node_2', 'node_7', 'node_18']"
k_2,node_3,node_13,40,45,122,"['e_18', 'e_164', 'e_181']","['node_3', 'node_7', 'node_18', 'node_13']"
k_3,node_1,node_9,12,57,96,['e_199'],"['node_1', 'node_9']"
k_4,node_15,node_1,22,48,77,['e_258'],"['node_15', 'node_1']"
k_5,node_6,node_12,44,51,151,"['e_104', 'e_69', 'e_181', 'e_264', 'e_16']","['node_6', 'node_16', 'node_18', 'node_13', 'node_1', 'node_12']"
k_6,node_8,node_6,28,57,113,"['e_245', 'e_78', 'e_105']","['node_8', 'node_18', 'node_10', 'node_6']"
k_7,node_18,node_15,27,48,62,['e_116'],"['node_18', 'node_15']"
k_8,node_5,node_14,41,48,169,"['e_284', 'e_92']","['node_5', 'node_19', 'node_14']"
k_9,node_14,node_16,45,64,162,"['e_291', 'e_104']","['node_14', 'node_6', 'node_16']"
k_10,node_19,node_13,36,54,123,"['e_197', 'e_222']","['node_19', 'node_17', 'node_13']"
k_11,node_4,node_2,9,56,89,"['e_249', 'e_258', 'e_295']","['node_4', 'node_15', 'node_1', 'node_2']"
k_12,node_5,node_18,58,53,163,"['e_225', 'e_107', 'e_164']","['node_5', 'node_2', 'node_7', 'node_18']"
k_13,node_6,node_16,83,51,84,['e_104'],"['node_6', 'node_16']"
k_14,node_9,node_1,61,58,131,['e_113'],"['node_9', 'node_1']"
k_15,node_11,node_13,73,56,104,['e_4'],"['node_11', 'node_13']"
k_16,node_10,node_11,70,62,139,"['e_105', 'e_104', 'e_69', 'e_116', 'e_206']","['node_10', 'node_6', 'node_16', 'node_18', 'node_15', 'node_11']"
k_17,node_16,node_7,26,52,85,"['e_69', 'e_181', 'e_264', 'e_295', 'e_107']","['node_16', 'node_18', 'node_13', 'node_1', 'node_2', 'node_7']"
k_18,node_4,node_19,3,59,135,"['e_249', 'e_258', 'e_295', 'e_38']","['node_4', 'node_15', 'node_1', 'node_2', 'node_19']"
k_19,node_17,node_13,84,47,59,['e_222'],"['node_17', 'node_13']"
k_20,node_0,node_18,73,51,136,"['e_299', 'e_83', 'e_104', 'e_69']","['node_0', 'node_17', 'node_6', 'node_16', 'node_18']"
k_21,node_15,node_17,77,56,137,"['e_258', 'e_295', 'e_150']","['node_15', 'node_1', 'node_2', 'node_17']"
k_22,node_19,node_16,28,62,164,"['e_197', 'e_83', 'e_104']","['node_19', 'node_17', 'node_6', 'node_16']"
k_23,node_16,node_14,16,57,140,"['e_241', 'e_90']","['node_16', 'node_9', 'node_14']"
k_24,node_1,node_4,45,53,148,"['e_295', 'e_150', 'e_93']","['node_1', 'node_2', 'node_17', 'node_4']"
k_25,node_6,node_12,32,56,160,"['e_104', 'e_69', 'e_181', 'e_264', 'e_16']","['node_6', 'node_16', 'node_18', 'node_13', 'node_1', 'node_12']"
k_26,node_13,node_17,57,57,126,"['e_264', 'e_295', 'e_150']","['node_13', 'node_1', 'node_2', 'node_17']"
k_27,node_18,node_7,99,60,91,"['e_181', 'e_264', 'e_295', 'e_107']","['node_18', 'node_13', 'node_1', 'node_2', 'node_7']"
k_28,node_17,node_12,81,55,128,"['e_222', 'e_264', 'e_16']","['node_17', 'node_13', 'node_1', 'node_12']"
k_29,node_11,node_12,88,54,160,"['e_4', 'e_264', 'e_16']","['node_11', 'node_13', 'node_1', 'node_12']"
k_30,node_4,node_14,51,52,111,['e_133'],"['node_4', 'node_14']"
k_31,node_15,node_18,67,61,126,"['e_258', 'e_295', 'e_107', 'e_164']","['node_15', 'node_1', 'node_2', 'node_7', 'node_18']"
k_32,node_9,node_3,18,50,119,"['e_223', 'e_137']","['node_9', 'node_10', 'node_3']"
k_33,node_0,node_19,70,58,118,['e_142'],"['node_0', 'node_19']"
k_34,node_3,node_15,30,48,124,"['e_18', 'e_164', 'e_116']","['node_3', 'node_7', 'node_18', 'node_15']"
k_35,node_11,node_16,57,49,155,"['e_95', 'e_105', 'e_104']","['node_11', 'node_10', 'node_6', 'node_16']"
k_36,node_7,node_13,83,50,104,"['e_164', 'e_181']","['node_7', 'node_18', 'node_13']"
k_37,node_5,node_13,76,60,153,['e_194'],"['node_5', 'node_13']"
k_38,node_10,node_1,9,49,119,"['e_105', 'e_104', 'e_69', 'e_181', 'e_264']","['node_10', 'node_6', 'node_16', 'node_18', 'node_13', 'node_1']"
k_39,node_14,node_5,93,58,160,"['e_207', 'e_249', 'e_206', 'e_293']","['node_14', 'node_4', 'node_15', 'node_11', 'node_5']"
k_40,node_15,node_0,69,60,127,"['e_98', 'e_105', 'e_159']","['node_15', 'node_10', 'node_6', 'node_0']"
k_41,node_14,node_19,53,65,149,['e_147'],"['node_14', 'node_19']"
k_42,node_1,node_7,39,50,69,"['e_295', 'e_107']","['node_1', 'node_2', 'node_7']"
k_43,node_10,node_7,51,55,93,['e_277'],"['node_10', 'node_7']"
k_44,node_10,node_2,73,58,138,"['e_105', 'e_104', 'e_69', 'e_181', 'e_264', 'e_295']","['node_10', 'node_6', 'node_16', 'node_18', 'node_13', 'node_1', 'node_2']"
k_45,node_14,node_2,61,54,139,"['e_207', 'e_249', 'e_258', 'e_295']","['node_14', 'node_4', 'node_15', 'node_1', 'node_2']"
k_46,node_17,node_14,88,53,138,"['e_93', 'e_133']","['node_17', 'node_4', 'node_14']"
k_47,node_0,node_1,30,51,102,"['e_299', 'e_222', 'e_264']","['node_0', 'node_17', 'node_13', 'node_1']"
k_48,node_6,node_10,15,45,93,"['e_104', 'e_69', 'e_78']","['node_6', 'node_16', 'node_18', 'node_10']"
k_49,node_5,node_9,47,56,138,['e_158'],"['node_5', 'node_9']"
k_50,node_1,node_7,75,69,85,"['e_295', 'e_107']","['node_1', 'node_2', 'node_7']"
k_51,node_10,node_1,26,52,122,"['e_105', 'e_104', 'e_69', 'e_181', 'e_264']","['node_10', 'node_6', 'node_16', 'node_18', 'node_13', 'node_1']"
k_52,node_4,node_10,92,41,72,"['e_249', 'e_98']","['node_4', 'node_15', 'node_10']"
k_53,node_0,node_7,7,57,116,"['e_299', 'e_222', 'e_264', 'e_295', 'e_107']","['node_0', 'node_17', 'node_13', 'node_1', 'node_2', 'node_7']"
k_54,node_0,node_9,67,50,80,['e_215'],"['node_0', 'node_9']"
k_55,node_9,node_14,79,61,124,['e_90'],"['node_9', 'node_14']"
k_56,node_11,node_0,49,54,151,"['e_95', 'e_105', 'e_159']","['node_11', 'node_10', 'node_6', 'node_0']"
k_57,node_16,node_9,36,50,79,['e_241'],"['node_16', 'node_9']"
k_58,node_13,node_18,9,60,123,"['e_264', 'e_295', 'e_107', 'e_164']","['node_13', 'node_1', 'node_2', 'node_7', 'node_18']"
k_59,node_7,node_14,19,50,155,['e_55'],"['node_7', 'node_14']"
k_60,node_4,node_7,21,54,92,"['e_249', 'e_258', 'e_295', 'e_107']","['node_4', 'node_15', 'node_1', 'node_2', 'node_7']"
k_61,node_7,node_2,84,56,118,"['e_164', 'e_181', 'e_264', 'e_295']","['node_7', 'node_18', 'node_13', 'node_1', 'node_2']"
k_62,node_10,node_1,95,56,130,"['e_105', 'e_104', 'e_69', 'e_181', 'e_264']","['node_10', 'node_6', 'node_16', 'node_18', 'node_13', 'node_1']"
k_63,node_0,node_4,83,59,89,['e_29'],"['node_0', 'node_4']"
k_64,node_4,node_17,16,51,102,['e_59'],"['node_4', 'node_17']"
k_65,node_13,node_16,1,46,131,"['e_264', 'e_295', 'e_107', 'e_267', 'e_105', 'e_104']","['node_13', 'node_1', 'node_2', 'node_7', 'node_10', 'node_6', 'node_16']"
k_66,node_5,node_10,73,56,149,"['e_225', 'e_107', 'e_267']","['node_5', 'node_2', 'node_7', 'node_10']"
k_67,node_3,node_5,22,53,113,['e_285'],"['node_3', 'node_5']"
k_68,node_10,node_15,29,45,116,"['e_105', 'e_104', 'e_69', 'e_116']","['node_10', 'node_6', 'node_16', 'node_18', 'node_15']"
k_69,node_7,node_4,98,56,150,"['e_267', 'e_105', 'e_159', 'e_29']","['node_7', 'node_10', 'node_6', 'node_0', 'node_4']"
k_70,node_2,node_5,7,45,81,['e_273'],"['node_2', 'node_5']"
k_71,node_18,node_14,19,63,158,"['e_181', 'e_47', 'e_90']","['node_18', 'node_13', 'node_9', 'node_14']"
k_72,node_4,node_7,63,55,94,"['e_249', 'e_258', 'e_295', 'e_107']","['node_4', 'node_15', 'node_1', 'node_2', 'node_7']"
k_73,node_17,node_0,65,59,101,"['e_83', 'e_159']","['node_17', 'node_6', 'node_0']"
k_74,node_18,node_7,61,59,92,"['e_181', 'e_264', 'e_295', 'e_107']","['node_18', 'node_13', 'node_1', 'node_2', 'node_7']"
k_75,node_3,node_4,58,52,145,['e_80'],"['node_3', 'node_4']"
