id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_6,node_19,20,561.7160207423581,33299.08185109951,
e_1,node_6,node_1,18,868.1065775109171,29969.173665989558,
e_2,node_6,node_12,13,1123.4320414847161,21644.403203214682,
e_3,node_6,node_0,18,714.9112991266376,29969.173665989558,
e_4,node_19,node_6,20,1327.6924126637555,33299.08185109951,
e_5,node_19,node_1,36,663.8462063318777,59938.347331979116,
e_6,node_19,node_12,11,1225.5622270742358,18314.49501810473,
e_7,node_19,node_0,26,510.6509279475983,43288.806406429365,
e_8,node_1,node_6,18,817.0414847161572,29969.173665989558,
e_9,node_1,node_19,36,102.13018558951966,59938.347331979116,
e_10,node_1,node_12,31,868.1065775109171,51613.57686920424,
e_11,node_1,node_0,10,1021.3018558951966,16649.540925549754,
e_12,node_12,node_6,13,1021.3018558951966,21644.403203214682,
e_13,node_12,node_19,11,1072.3669486899564,18314.49501810473,
e_14,node_12,node_1,31,765.9763919213974,51613.57686920424,
e_15,node_12,node_0,21,102.13018558951966,34964.03594365448,
e_16,node_0,node_6,18,1378.7575054585154,29969.173665989558,
e_17,node_0,node_19,26,255.32546397379915,43288.806406429365,
e_18,node_0,node_1,10,765.9763919213974,16649.540925549754,
e_19,node_0,node_12,21,1378.7575054585154,34964.03594365448,
e_20,node_16,node_14,11,612.7811135371179,18314.49501810473,
e_21,node_16,node_13,5,510.6509279475983,8324.770462774877,
e_22,node_17,node_16,18,561.7160207423581,29969.173665989558,
e_23,node_11,node_19,13,1531.9527838427948,21644.403203214682,
e_24,node_18,node_9,6,714.9112991266376,9989.724555329853,
e_25,node_19,node_8,3,204.2603711790393,4994.862277664926,
e_26,node_11,node_4,21,1531.9527838427948,34964.03594365448,
e_27,node_13,node_8,2,408.5207423580786,3329.908185109951,
e_28,node_8,node_19,3,255.32546397379915,4994.862277664926,
e_29,node_13,node_16,5,1225.5622270742358,8324.770462774877,
e_30,node_2,node_0,2,919.1716703056769,3329.908185109951,
e_31,node_17,node_4,26,919.1716703056769,43288.806406429365,
e_32,node_12,node_3,7,1327.6924126637555,11654.67864788483,
e_33,node_4,node_11,21,255.32546397379915,34964.03594365448,
e_34,node_4,node_16,18,1378.7575054585154,29969.173665989558,
e_35,node_16,node_11,11,459.58583515283846,18314.49501810473,
e_36,node_5,node_15,17,868.1065775109171,28304.219573434588,
e_37,node_8,node_11,10,663.8462063318777,16649.540925549754,
e_38,node_14,node_8,6,204.2603711790393,9989.724555329853,
e_39,node_19,node_17,18,459.58583515283846,29969.173665989558,
e_40,node_4,node_14,17,1276.6273198689958,28304.219573434588,
e_41,node_11,node_13,8,1225.5622270742358,13319.632740439803,
e_42,node_17,node_11,7,357.4556495633188,11654.67864788483,
e_43,node_9,node_0,5,817.0414847161572,8324.770462774877,
e_44,node_8,node_17,15,102.13018558951966,24974.31138832463,
e_45,node_14,node_16,11,408.5207423580786,18314.49501810473,
e_46,node_0,node_2,2,204.2603711790393,3329.908185109951,
e_47,node_3,node_12,7,1123.4320414847161,11654.67864788483,
e_48,node_17,node_19,18,510.6509279475983,29969.173665989558,
e_49,node_11,node_14,10,102.13018558951966,16649.540925549754,
e_50,node_12,node_15,11,1021.3018558951966,18314.49501810473,
e_51,node_18,node_2,3,1021.3018558951966,4994.862277664926,
e_52,node_14,node_11,10,51.06509279475983,16649.540925549754,
e_53,node_8,node_4,11,561.7160207423581,18314.49501810473,
e_54,node_5,node_12,6,1225.5622270742358,9989.724555329853,
e_55,node_15,node_12,11,1123.4320414847161,18314.49501810473,
e_56,node_4,node_8,11,51.06509279475983,18314.49501810473,
e_57,node_13,node_14,6,51.06509279475983,9989.724555329853,
e_58,node_19,node_13,5,612.7811135371179,8324.770462774877,
e_59,node_16,node_4,18,153.19527838427948,29969.173665989558,
e_60,node_11,node_16,11,714.9112991266376,18314.49501810473,
e_61,node_9,node_18,6,510.6509279475983,9989.724555329853,
e_62,node_11,node_17,7,561.7160207423581,11654.67864788483,
e_63,node_15,node_5,17,357.4556495633188,28304.219573434588,
e_64,node_8,node_16,7,1072.3669486899564,11654.67864788483,
