commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,75,30,44,74,38,73,85,98,44,20,100,98,61,56,70,95,35,48,53,63,74,23,72,49,94,81,86,98,16,74,4,68,94,63,87,25,15,72,36,75,90,39,7,89,8,29,41,51,83,46,89,46,44,40,11,60,40,41,13,33,89,42,14,18,56,49,53,55,100,40,82,9,15,19,72,19,22,80,54,29,48,30,27,29,23,9,70,5,38,21,54,21,34,85,18,6,26,75,26,23,66,45,64,30,19,100,13,77,23,89,1,63,67,11,95,5,79,38,32,36,79,40,79,77,38,43,6,70,42,77,55,77,65,91,97,60,11,99,48,5,2,29,39,97,80,19,95,88,22,78,61,42,18,44,56,30,4,69,27,25,48,2,92,40,90,53,88,2,90,59,47,23,14,97,15,93,35,74,51,52,69,8,17,32,89,82,32,76,98,50,63,83,10,76,7,26,53,37,82,6,44,70,62,100,7,100,55,13,22,28,72,15,49,12,93,50,54,76,48,17,41,39,71,85,100,9,13,2,84,40,10,68,54,26,90,17,91,35,53,26,93,84,42,76,20,95,4,46,92,35,29,8,47,54,58,32,33,24,14,33,51,62,78,30,73,31,43,14,45,7,29,37,99,8,37,60,53,45,93,41,68,78,10,40,21,19,36,98,73,60,33,64,46,36,87,47,20,66,90,41,34,28,30,90,14,5,15,78,63,19,33,97,51,100,8,50,34,21,44,17,93,43,84,52,83,2,71,65,86,87,28,82,98,14,35,77,16,96,88,64,81,29,7,68,75,63,32,53,61,45,4,34,94,76,10,22,38,82,19,30
k_1,97,36,61,43,57,23,32,69,100,80,31,9,11,31,92,32,4,26,3,77,19,39,77,96,35,6,35,35,77,2,5,19,89,52,71,10,63,24,40,35,47,15,36,12,24,49,24,65,94,46,45,36,76,11,95,97,67,79,89,33,8,59,100,42,59,78,10,92,39,48,2,87,30,60,23,51,82,42,52,9,36,41,7,24,92,51,58,22,16,98,16,54,7,100,8,99,76,72,66,53,46,18,13,39,19,1,47,2,54,66,57,18,91,7,21,4,6,64,64,33,21,16,50,35,19,7,49,77,10,17,72,63,91,70,57,47,74,71,80,32,77,85,71,50,34,59,77,39,14,37,24,32,48,10,83,66,40,69,90,29,74,13,17,62,34,32,2,21,88,14,99,68,13,77,43,68,88,19,86,19,98,71,1,13,24,27,29,85,27,37,58,70,69,13,73,26,30,43,48,85,72,100,67,12,73,47,9,12,48,51,69,18,97,13,88,75,85,75,18,65,77,4,27,27,35,91,55,76,28,17,2,38,26,28,43,9,52,92,31,39,51,34,28,9,100,66,94,68,12,35,35,51,34,62,35,25,21,82,2,35,39,61,94,37,49,2,61,70,8,83,41,63,80,52,54,95,36,15,16,87,86,54,14,26,80,63,1,46,81,78,37,64,49,87,45,87,84,46,39,51,92,59,71,14,19,74,54,100,11,69,80,58,45,58,25,23,68,86,86,45,100,99,1,65,99,19,60,38,39,41,50,31,11,76,86,51,63,5,85,73,64,46,86,84,80,95,26,12,50,81,56,100,75,11,58,39,74,14,5,13
k_2,88,40,69,91,68,78,12,39,37,72,34,37,84,85,44,52,83,45,34,62,52,5,62,41,2,36,96,64,28,61,20,90,1,24,86,80,17,89,61,100,38,81,26,43,26,92,76,79,65,9,57,75,98,63,15,61,15,10,7,25,80,60,52,39,33,50,1,76,82,76,42,7,26,53,87,64,76,94,85,32,96,16,84,85,38,92,99,67,74,68,17,84,37,32,31,80,56,65,24,19,44,23,18,22,50,50,77,9,6,53,51,51,99,12,61,13,81,43,40,68,82,54,24,75,12,93,20,83,27,58,39,88,83,62,78,44,39,70,8,39,29,39,89,100,37,3,72,20,3,67,75,58,3,79,86,47,57,41,3,14,90,61,95,27,1,50,7,66,34,90,26,3,60,84,51,38,80,94,1,30,79,4,86,27,38,73,51,98,100,45,39,64,30,78,22,54,69,14,88,41,3,91,68,32,5,1,11,48,20,27,21,87,15,94,43,39,35,49,7,35,64,67,53,14,50,93,14,42,5,3,95,70,23,77,91,37,75,24,26,6,78,40,8,30,55,19,1,64,56,24,42,31,53,81,41,77,10,39,48,46,63,81,69,34,54,5,3,11,37,69,80,36,66,17,47,19,82,56,53,60,39,13,74,36,77,85,13,72,57,58,78,43,33,79,30,42,8,64,16,91,72,14,92,61,10,9,66,31,6,58,68,62,17,61,11,68,13,75,83,36,22,62,75,10,3,55,8,22,63,65,47,77,33,39,15,10,62,73,2,54,25,5,57,46,16,84,82,21,10,41,40,79,4,2,68,71,56,25,64,22
k_3,72,43,74,99,66,61,97,74,8,99,43,26,51,99,25,87,73,22,36,33,6,11,40,79,77,4,71,58,91,89,53,16,53,27,43,85,4,50,5,29,49,94,84,95,9,99,7,22,52,43,19,48,9,20,78,54,32,18,13,86,61,65,82,66,88,3,21,91,71,30,78,75,64,63,11,43,100,40,83,58,36,96,59,65,17,96,65,22,25,79,99,75,23,60,61,44,38,82,81,99,13,98,55,56,68,26,59,10,28,13,20,15,87,89,47,15,10,40,39,89,5,71,39,72,61,70,62,21,91,54,75,15,45,22,55,77,34,1,85,97,99,4,2,29,84,97,84,61,43,90,51,52,33,34,83,87,8,3,30,20,67,57,81,3,9,33,31,9,65,36,60,91,1,26,80,93,35,49,65,73,53,80,8,52,57,34,52,6,5,90,28,35,91,80,95,14,7,17,19,13,82,38,54,19,1,69,69,3,4,76,97,25,11,88,98,67,100,100,98,97,92,99,44,59,62,88,97,24,53,78,44,85,88,46,70,65,81,30,61,83,96,52,25,24,27,6,83,21,30,84,38,31,64,71,73,52,78,76,59,89,57,37,64,17,42,80,58,87,83,54,75,5,16,91,96,79,81,34,22,41,37,64,86,54,76,64,13,52,59,9,78,29,77,95,64,76,98,40,27,19,25,91,9,73,53,65,88,96,78,20,21,31,94,54,99,27,16,92,16,37,55,52,19,36,72,34,90,7,18,61,58,64,53,74,72,18,62,34,95,78,95,66,30,56,26,30,24,58,21,80,66,4,68,25,81,8,39,37,63,42
k_4,22,45,52,32,77,9,80,35,53,5,86,72,53,5,86,25,49,21,74,30,27,48,49,3,35,75,22,23,55,47,70,9,98,14,70,81,52,41,28,93,15,64,9,63,49,58,66,50,89,7,96,27,27,58,9,22,21,78,51,24,22,78,80,39,41,54,77,96,83,81,95,91,18,82,82,37,86,44,15,19,13,48,50,4,55,62,8,65,37,97,97,25,16,55,56,100,19,57,26,61,33,23,28,37,73,37,11,82,7,21,3,22,47,44,82,14,37,38,5,4,88,91,91,28,32,49,1,79,84,70,63,52,3,23,95,43,39,91,68,89,2,43,33,45,90,62,6,4,63,18,96,86,11,15,95,41,3,81,32,35,56,1,80,36,96,88,77,36,14,3,96,6,31,87,59,96,68,98,56,49,67,72,26,40,65,49,11,7,43,30,43,54,80,9,80,13,31,31,19,84,42,42,44,92,89,27,82,25,51,88,64,68,49,47,50,99,81,58,99,38,95,57,11,41,70,30,72,57,38,30,30,27,84,42,87,95,15,15,79,39,41,81,83,22,12,41,41,58,39,7,90,88,75,36,63,82,91,83,71,77,66,61,9,9,3,48,13,35,86,83,58,99,73,98,56,94,77,61,43,9,88,99,46,96,83,72,49,96,27,68,18,9,84,61,85,48,86,36,14,65,86,15,28,16,5,39,20,41,85,95,47,53,81,29,10,70,85,15,26,14,8,3,38,36,54,9,25,10,69,62,19,58,7,68,45,28,42,88,86,72,3,31,29,64,51,14,61,27,50,11,25,87,26,54,35,86,93,84,85,19
k_5,23,25,54,69,51,94,11,88,100,71,80,70,68,85,25,35,44,15,82,48,34,51,67,84,73,45,43,92,62,6,72,21,57,69,24,9,6,42,47,100,9,75,8,15,6,45,75,99,83,62,59,23,11,33,34,12,6,43,95,7,75,80,15,36,81,29,63,18,99,16,23,19,34,33,68,81,28,1,20,25,65,77,89,73,68,32,57,69,56,23,43,56,57,58,42,89,92,25,49,13,35,69,30,2,67,21,99,5,63,55,15,8,20,57,51,94,16,1,4,14,67,69,86,29,31,37,85,46,84,20,27,96,35,84,78,97,76,88,47,48,2,69,89,92,19,33,24,49,22,31,86,74,84,97,77,49,35,24,8,41,24,89,65,61,65,16,7,35,59,9,54,60,2,10,75,25,27,57,58,8,52,47,81,54,90,42,5,34,71,80,82,21,39,11,77,80,75,45,58,89,80,88,73,97,82,7,38,66,74,81,91,26,27,68,14,67,25,74,51,74,58,50,7,16,44,66,89,55,75,17,77,9,67,3,2,27,72,16,95,42,18,17,26,47,32,90,60,46,52,70,94,41,10,68,73,91,43,65,38,14,43,89,67,92,29,48,9,69,84,59,27,80,25,9,38,96,22,88,76,30,16,31,42,42,49,82,1,28,28,3,83,98,59,86,18,69,68,82,9,12,79,95,5,75,34,43,10,86,92,25,50,58,15,3,8,23,30,69,43,9,51,73,67,54,100,23,89,93,28,85,78,17,2,8,64,90,59,71,79,1,52,98,99,83,13,29,60,87,1,34,83,73,2,57,79,60,60,2,90,15
k_6,36,24,96,75,25,48,21,96,32,59,95,46,4,98,77,76,98,82,51,59,26,7,74,83,13,74,3,61,95,35,78,75,9,82,92,58,68,64,28,84,79,24,88,65,38,12,87,11,29,100,96,88,82,63,35,64,51,34,26,76,95,28,65,8,71,68,100,6,7,82,91,32,60,41,91,65,15,62,57,84,21,96,20,41,58,51,11,21,60,89,30,25,27,84,85,23,3,5,94,79,11,52,41,37,49,31,14,87,77,54,12,49,31,35,97,85,26,6,60,73,2,15,20,69,27,3,96,43,67,64,9,6,31,47,87,63,44,62,27,98,14,7,27,3,21,9,12,18,15,5,3,88,79,90,17,54,20,50,68,47,65,98,74,18,48,15,7,55,45,86,4,4,34,94,27,39,48,8,90,51,34,62,52,40,3,5,20,63,47,18,37,17,47,40,83,58,59,71,45,66,50,6,43,13,12,37,12,75,92,38,26,52,72,65,77,52,39,55,20,20,28,47,78,92,5,30,97,22,36,87,33,45,80,10,100,92,1,72,87,69,26,83,68,58,66,6,61,84,56,90,64,13,30,95,58,14,13,89,85,65,42,92,60,79,26,17,3,66,76,19,92,29,61,64,20,24,90,25,27,46,82,17,8,27,34,46,50,79,44,55,86,58,23,48,26,8,54,61,42,1,51,34,95,50,52,52,56,23,10,43,63,35,7,1,29,49,9,30,23,2,10,19,80,15,29,77,23,45,89,81,28,54,23,16,10,58,66,54,50,60,34,97,6,25,42,73,89,99,21,96,8,50,7,36,52,26,57,78,49,65
k_7,81,72,58,62,24,78,8,73,55,5,19,43,12,66,83,73,27,68,85,90,64,94,81,4,26,2,40,67,3,97,34,21,99,82,90,16,63,21,70,27,54,47,56,38,22,23,34,45,19,6,52,69,89,78,72,57,29,53,70,30,65,69,12,75,26,99,61,6,99,50,69,77,32,11,5,50,3,41,60,33,45,52,62,14,17,49,10,30,11,70,32,19,100,52,43,65,99,30,76,68,1,40,95,37,96,87,87,64,35,15,86,11,39,46,68,64,43,69,84,46,100,54,68,90,36,41,5,32,3,1,63,95,99,96,40,64,76,34,29,81,85,68,82,41,3,39,57,33,33,45,18,30,85,48,62,33,29,75,67,23,4,36,34,18,5,61,7,47,97,10,88,70,46,19,12,8,4,98,100,24,66,45,72,75,60,73,91,94,29,39,37,55,78,7,100,65,20,67,38,60,86,96,66,46,26,47,74,75,4,93,73,99,43,41,69,32,20,31,87,92,96,27,42,3,68,63,82,98,83,32,14,86,60,92,58,93,74,97,12,8,67,25,1,69,30,18,59,3,69,66,7,19,61,67,89,85,69,13,45,85,38,58,37,41,52,24,34,22,67,17,32,84,87,63,78,13,55,42,96,84,54,57,34,79,37,57,17,53,15,63,47,49,62,65,26,29,17,54,14,61,56,24,92,74,13,65,83,80,1,70,26,83,98,41,43,9,39,66,26,8,19,43,41,5,80,63,54,100,96,55,57,23,69,35,98,54,3,57,6,54,79,67,75,73,52,52,41,33,82,69,10,15,80,76,66,78,82,15,11,4
k_8,54,18,56,39,16,34,26,71,58,73,56,44,19,9,17,66,53,7,31,86,3,8,2,48,9,81,79,16,46,97,80,81,16,58,35,21,62,37,68,4,82,29,91,57,69,59,42,3,4,73,83,45,15,31,83,96,35,28,40,96,6,17,15,55,78,48,25,12,92,69,27,41,50,55,85,68,45,46,42,64,57,29,14,84,61,34,78,10,43,46,41,60,59,92,1,13,3,13,28,28,76,98,32,60,52,60,32,41,70,45,37,35,4,20,4,21,94,42,51,88,59,36,50,41,24,99,32,89,57,63,18,75,72,76,69,59,10,57,94,30,12,82,60,43,43,18,81,87,36,8,28,79,3,80,94,22,92,47,58,20,21,69,35,84,66,35,53,8,40,63,3,38,77,50,60,55,40,72,63,37,93,73,16,49,9,74,49,31,17,11,7,66,2,82,36,73,14,77,53,43,88,90,75,19,61,64,48,50,45,58,15,77,74,96,60,21,49,90,12,31,49,66,57,1,24,90,34,70,61,15,54,63,26,48,54,13,95,25,52,3,27,84,63,95,5,44,16,58,41,62,89,75,9,38,19,33,39,94,12,52,85,9,57,5,81,96,25,46,5,14,85,36,81,62,19,3,94,23,56,97,67,27,99,65,81,84,79,48,11,83,73,34,92,59,52,48,83,34,55,89,17,32,33,14,79,63,32,42,49,1,28,33,7,65,79,94,46,32,84,10,91,100,65,72,20,44,55,80,58,60,25,69,4,28,40,43,76,8,24,4,11,36,89,4,51,23,65,60,33,21,95,69,57,19,54,28,46,43,13,31
k_9,98,80,48,89,85,64,66,23,58,62,26,39,27,69,16,89,68,64,88,42,70,62,9,97,30,30,7,97,14,84,39,56,47,69,21,36,83,55,92,69,58,56,28,76,57,20,7,34,36,58,91,80,60,45,11,3,17,57,27,16,79,99,85,15,1,90,34,78,57,21,52,2,28,61,56,65,33,63,84,25,17,42,87,39,31,30,46,33,59,67,21,80,50,1,69,20,90,95,1,40,54,34,38,40,17,73,69,31,3,59,75,28,20,64,100,26,27,63,95,5,51,19,51,57,92,14,99,18,92,29,57,54,100,89,53,79,84,94,19,11,11,48,39,30,86,87,35,31,12,84,22,27,20,55,92,20,41,4,97,32,56,54,30,8,55,57,52,26,98,37,20,54,85,47,71,29,80,16,20,48,33,78,67,84,99,69,65,10,8,21,51,32,23,9,45,68,81,91,55,62,7,39,93,93,23,88,50,19,11,10,71,11,23,51,65,1,58,5,21,43,35,61,31,50,79,27,59,49,20,94,17,30,39,6,5,98,69,6,35,62,35,11,76,80,93,95,14,93,29,18,57,45,64,47,78,93,7,12,57,95,27,58,98,79,18,69,9,10,65,97,92,91,71,81,91,8,71,100,44,5,3,32,96,33,73,49,18,4,12,88,80,70,34,43,26,76,71,97,57,21,17,46,40,22,70,90,69,68,66,33,60,13,44,100,96,5,60,61,95,68,22,29,6,40,90,26,76,96,44,45,26,97,26,54,2,16,22,91,94,30,23,33,26,43,68,51,87,54,3,31,89,21,50,9,62,15,3,91,92,1
