id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_12,node_16,58,68,158,"['e_156', 'e_49', 'e_142', 'e_87']","['node_12', 'node_10', 'node_11', 'node_5', 'node_16']"
k_1,node_11,node_13,48,79,132,"['e_195', 'e_110']","['node_11', 'node_15', 'node_13']"
k_2,node_3,node_7,89,104,172,"['e_199', 'e_69', 'e_119']","['node_3', 'node_9', 'node_6', 'node_7']"
k_3,node_4,node_10,10,51,130,"['e_112', 'e_156']","['node_4', 'node_12', 'node_10']"
k_4,node_15,node_8,87,18,99,"['e_110', 'e_179', 'e_97']","['node_15', 'node_13', 'node_3', 'node_8']"
k_5,node_5,node_0,84,56,199,"['e_87', 'e_180', 'e_119', 'e_15']","['node_5', 'node_16', 'node_6', 'node_7', 'node_0']"
k_6,node_0,node_10,66,57,156,"['e_229', 'e_48']","['node_0', 'node_17', 'node_10']"
k_7,node_2,node_5,15,17,124,"['e_189', 'e_48', 'e_49', 'e_142']","['node_2', 'node_17', 'node_10', 'node_11', 'node_5']"
k_8,node_3,node_4,11,82,173,"['e_199', 'e_69', 'e_192']","['node_3', 'node_9', 'node_6', 'node_4']"
k_9,node_11,node_3,62,63,156,"['e_195', 'e_110', 'e_179']","['node_11', 'node_15', 'node_13', 'node_3']"
k_10,node_4,node_15,34,76,143,['e_96'],"['node_4', 'node_15']"
k_11,node_3,node_13,91,91,185,['e_95'],"['node_3', 'node_13']"
k_12,node_15,node_7,31,82,130,"['e_110', 'e_200', 'e_119']","['node_15', 'node_13', 'node_6', 'node_7']"
k_13,node_18,node_2,78,95,214,"['e_204', 'e_193', 'e_153']","['node_18', 'node_15', 'node_9', 'node_2']"
k_14,node_16,node_14,73,81,188,"['e_180', 'e_166']","['node_16', 'node_6', 'node_14']"
k_15,node_1,node_13,14,71,130,"['e_141', 'e_153', 'e_58']","['node_1', 'node_9', 'node_2', 'node_13']"
k_16,node_2,node_14,12,57,156,"['e_58', 'e_200', 'e_166']","['node_2', 'node_13', 'node_6', 'node_14']"
k_17,node_8,node_12,30,102,234,"['e_22', 'e_11']","['node_8', 'node_2', 'node_12']"
k_18,node_12,node_4,29,90,148,"['e_156', 'e_92', 'e_192']","['node_12', 'node_10', 'node_6', 'node_4']"
k_19,node_18,node_8,9,70,182,"['e_204', 'e_110', 'e_179', 'e_97']","['node_18', 'node_15', 'node_13', 'node_3', 'node_8']"
k_20,node_18,node_3,63,63,164,"['e_204', 'e_110', 'e_179']","['node_18', 'node_15', 'node_13', 'node_3']"
k_21,node_4,node_15,63,53,113,['e_96'],"['node_4', 'node_15']"
k_22,node_7,node_11,72,48,170,"['e_213', 'e_112', 'e_156', 'e_49']","['node_7', 'node_4', 'node_12', 'node_10', 'node_11']"
k_23,node_11,node_5,23,63,106,['e_142'],"['node_11', 'node_5']"
k_24,node_11,node_15,52,53,93,['e_195'],"['node_11', 'node_15']"
k_25,node_6,node_3,95,16,131,"['e_119', 'e_132']","['node_6', 'node_7', 'node_3']"
k_26,node_5,node_11,53,76,151,"['e_87', 'e_208', 'e_49']","['node_5', 'node_16', 'node_10', 'node_11']"
k_27,node_12,node_5,75,44,110,"['e_156', 'e_49', 'e_142']","['node_12', 'node_10', 'node_11', 'node_5']"
k_28,node_7,node_18,64,95,212,['e_188'],"['node_7', 'node_18']"
k_29,node_14,node_3,55,46,135,['e_120'],"['node_14', 'node_3']"
k_30,node_7,node_18,68,122,243,['e_188'],"['node_7', 'node_18']"
k_31,node_10,node_8,52,41,123,"['e_92', 'e_119', 'e_50']","['node_10', 'node_6', 'node_7', 'node_8']"
k_32,node_16,node_11,4,62,107,"['e_208', 'e_49']","['node_16', 'node_10', 'node_11']"
k_33,node_7,node_19,67,37,149,"['e_213', 'e_96', 'e_163']","['node_7', 'node_4', 'node_15', 'node_19']"
k_34,node_7,node_3,79,65,186,['e_132'],"['node_7', 'node_3']"
k_35,node_15,node_19,99,31,75,['e_163'],"['node_15', 'node_19']"
k_36,node_0,node_5,22,93,185,"['e_160', 'e_186']","['node_0', 'node_9', 'node_5']"
k_37,node_2,node_16,63,70,156,"['e_58', 'e_60']","['node_2', 'node_13', 'node_16']"
k_38,node_7,node_2,10,24,112,['e_144'],"['node_7', 'node_2']"
k_39,node_11,node_12,39,54,158,"['e_195', 'e_163', 'e_88']","['node_11', 'node_15', 'node_19', 'node_12']"
k_40,node_7,node_8,30,53,121,['e_50'],"['node_7', 'node_8']"
k_41,node_17,node_19,15,43,119,"['e_48', 'e_49', 'e_195', 'e_163']","['node_17', 'node_10', 'node_11', 'node_15', 'node_19']"
k_42,node_4,node_2,2,33,163,"['e_96', 'e_193', 'e_153']","['node_4', 'node_15', 'node_9', 'node_2']"
k_43,node_12,node_10,86,60,106,['e_156'],"['node_12', 'node_10']"
k_44,node_5,node_1,73,62,224,"['e_87', 'e_180', 'e_217']","['node_5', 'node_16', 'node_6', 'node_1']"
k_45,node_8,node_6,39,67,152,"['e_22', 'e_58', 'e_200']","['node_8', 'node_2', 'node_13', 'node_6']"
