id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_13,node_10,65,35,68,"['e_401', 'e_118', 'e_232']","['node_13', 'node_8', 'node_24', 'node_10']"
k_1,node_11,node_3,63,44,89,"['e_306', 'e_272', 'e_26', 'e_152']","['node_11', 'node_10', 'node_7', 'node_13', 'node_3']"
k_2,node_20,node_1,48,28,72,"['e_477', 'e_306', 'e_253', 'e_472', 'e_196', 'e_334']","['node_20', 'node_11', 'node_10', 'node_22', 'node_8', 'node_9', 'node_1']"
k_3,node_8,node_10,3,34,59,"['e_118', 'e_232']","['node_8', 'node_24', 'node_10']"
k_4,node_16,node_5,85,32,44,['e_267'],"['node_16', 'node_5']"
k_5,node_19,node_11,97,44,83,"['e_114', 'e_168', 'e_472', 'e_118', 'e_359']","['node_19', 'node_12', 'node_22', 'node_8', 'node_24', 'node_11']"
k_6,node_7,node_22,46,35,54,['e_37'],"['node_7', 'node_22']"
k_7,node_9,node_21,73,40,64,['e_280'],"['node_9', 'node_21']"
k_8,node_15,node_1,100,28,53,"['e_209', 'e_135']","['node_15', 'node_12', 'node_1']"
k_9,node_16,node_12,19,32,42,['e_74'],"['node_16', 'node_12']"
k_10,node_6,node_4,90,40,89,"['e_440', 'e_306', 'e_272', 'e_29', 'e_446']","['node_6', 'node_11', 'node_10', 'node_7', 'node_2', 'node_4']"
k_11,node_7,node_5,45,33,93,"['e_29', 'e_214', 'e_288']","['node_7', 'node_2', 'node_1', 'node_5']"
k_12,node_16,node_23,47,37,63,"['e_267', 'e_187', 'e_254']","['node_16', 'node_5', 'node_24', 'node_23']"
k_13,node_20,node_13,78,37,62,['e_366'],"['node_20', 'node_13']"
k_14,node_19,node_3,56,25,79,"['e_114', 'e_444']","['node_19', 'node_12', 'node_3']"
k_15,node_2,node_4,12,24,31,['e_446'],"['node_2', 'node_4']"
k_16,node_18,node_22,89,38,84,"['e_296', 'e_209', 'e_168']","['node_18', 'node_15', 'node_12', 'node_22']"
k_17,node_23,node_12,18,37,87,"['e_369', 'e_260', 'e_114']","['node_23', 'node_4', 'node_19', 'node_12']"
k_18,node_15,node_7,8,38,77,"['e_209', 'e_168', 'e_472', 'e_118', 'e_232', 'e_272']","['node_15', 'node_12', 'node_22', 'node_8', 'node_24', 'node_10', 'node_7']"
k_19,node_21,node_20,97,37,77,"['e_304', 'e_118', 'e_232', 'e_322']","['node_21', 'node_8', 'node_24', 'node_10', 'node_20']"
k_20,node_0,node_24,32,23,55,"['e_79', 'e_118']","['node_0', 'node_8', 'node_24']"
k_21,node_19,node_9,24,30,57,"['e_114', 'e_168', 'e_472', 'e_196']","['node_19', 'node_12', 'node_22', 'node_8', 'node_9']"
k_22,node_19,node_3,95,31,81,"['e_114', 'e_444']","['node_19', 'node_12', 'node_3']"
k_23,node_7,node_21,50,20,63,"['e_37', 'e_472', 'e_196', 'e_280']","['node_7', 'node_22', 'node_8', 'node_9', 'node_21']"
k_24,node_10,node_3,27,35,74,"['e_272', 'e_26', 'e_152']","['node_10', 'node_7', 'node_13', 'node_3']"
k_25,node_12,node_5,13,33,78,"['e_135', 'e_288']","['node_12', 'node_1', 'node_5']"
k_26,node_13,node_22,52,33,54,"['e_457', 'e_209', 'e_168']","['node_13', 'node_15', 'node_12', 'node_22']"
k_27,node_16,node_17,80,37,105,['e_58'],"['node_16', 'node_17']"
k_28,node_11,node_5,98,37,95,"['e_306', 'e_257']","['node_11', 'node_10', 'node_5']"
k_29,node_17,node_7,97,32,66,['e_409'],"['node_17', 'node_7']"
k_30,node_18,node_21,32,39,60,['e_242'],"['node_18', 'node_21']"
k_31,node_18,node_19,70,42,113,"['e_242', 'e_304', 'e_118', 'e_254', 'e_369', 'e_260']","['node_18', 'node_21', 'node_8', 'node_24', 'node_23', 'node_4', 'node_19']"
k_32,node_1,node_4,94,34,61,['e_162'],"['node_1', 'node_4']"
k_33,node_22,node_10,44,31,57,"['e_472', 'e_118', 'e_232']","['node_22', 'node_8', 'node_24', 'node_10']"
k_34,node_19,node_14,75,36,67,"['e_114', 'e_168', 'e_472', 'e_196', 'e_411']","['node_19', 'node_12', 'node_22', 'node_8', 'node_9', 'node_14']"
k_35,node_22,node_6,14,23,67,"['e_472', 'e_196', 'e_411', 'e_350', 'e_349']","['node_22', 'node_8', 'node_9', 'node_14', 'node_0', 'node_6']"
k_36,node_5,node_23,81,26,47,"['e_187', 'e_254']","['node_5', 'node_24', 'node_23']"
k_37,node_3,node_21,41,27,69,"['e_76', 'e_280']","['node_3', 'node_9', 'node_21']"
k_38,node_12,node_1,63,25,48,['e_135'],"['node_12', 'node_1']"
k_39,node_23,node_4,51,24,55,['e_369'],"['node_23', 'node_4']"
k_40,node_24,node_3,72,25,80,"['e_232', 'e_272', 'e_26', 'e_152']","['node_24', 'node_10', 'node_7', 'node_13', 'node_3']"
k_41,node_12,node_9,11,30,48,"['e_168', 'e_472', 'e_196']","['node_12', 'node_22', 'node_8', 'node_9']"
k_42,node_20,node_22,52,36,54,"['e_477', 'e_306', 'e_253']","['node_20', 'node_11', 'node_10', 'node_22']"
k_43,node_23,node_4,57,32,63,['e_369'],"['node_23', 'node_4']"
k_44,node_2,node_20,63,31,66,['e_340'],"['node_2', 'node_20']"
k_45,node_21,node_15,36,38,86,"['e_304', 'e_196', 'e_411', 'e_223']","['node_21', 'node_8', 'node_9', 'node_14', 'node_15']"
k_46,node_21,node_9,77,36,60,"['e_304', 'e_196']","['node_21', 'node_8', 'node_9']"
k_47,node_17,node_0,9,34,72,['e_252'],"['node_17', 'node_0']"
k_48,node_4,node_21,18,30,71,"['e_260', 'e_114', 'e_135', 'e_1']","['node_4', 'node_19', 'node_12', 'node_1', 'node_21']"
k_49,node_2,node_12,24,38,64,"['e_446', 'e_260', 'e_114']","['node_2', 'node_4', 'node_19', 'node_12']"
k_50,node_16,node_22,48,23,39,"['e_74', 'e_168']","['node_16', 'node_12', 'node_22']"
k_51,node_13,node_18,54,41,79,['e_231'],"['node_13', 'node_18']"
k_52,node_1,node_8,28,26,48,"['e_1', 'e_304']","['node_1', 'node_21', 'node_8']"
k_53,node_4,node_5,32,39,97,"['e_260', 'e_114', 'e_135', 'e_288']","['node_4', 'node_19', 'node_12', 'node_1', 'node_5']"
k_54,node_5,node_15,55,28,60,"['e_286', 'e_223']","['node_5', 'node_14', 'node_15']"
k_55,node_19,node_15,26,34,80,"['e_114', 'e_168', 'e_191']","['node_19', 'node_12', 'node_22', 'node_15']"
k_56,node_19,node_22,7,37,55,"['e_114', 'e_168']","['node_19', 'node_12', 'node_22']"
k_57,node_5,node_21,53,31,66,"['e_59', 'e_135', 'e_1']","['node_5', 'node_12', 'node_1', 'node_21']"
k_58,node_3,node_17,78,39,123,"['e_251', 'e_306', 'e_322', 'e_455']","['node_3', 'node_11', 'node_10', 'node_20', 'node_17']"
k_59,node_2,node_23,59,30,63,"['e_446', 'e_266', 'e_472', 'e_118', 'e_254']","['node_2', 'node_4', 'node_22', 'node_8', 'node_24', 'node_23']"
k_60,node_20,node_1,20,42,86,"['e_477', 'e_306', 'e_253', 'e_472', 'e_196', 'e_334']","['node_20', 'node_11', 'node_10', 'node_22', 'node_8', 'node_9', 'node_1']"
k_61,node_24,node_18,7,38,101,"['e_232', 'e_253', 'e_472', 'e_196', 'e_23']","['node_24', 'node_10', 'node_22', 'node_8', 'node_9', 'node_18']"
k_62,node_14,node_21,39,29,82,"['e_68', 'e_242']","['node_14', 'node_18', 'node_21']"
k_63,node_19,node_22,67,36,58,"['e_114', 'e_168']","['node_19', 'node_12', 'node_22']"
k_64,node_9,node_15,88,31,64,"['e_411', 'e_223']","['node_9', 'node_14', 'node_15']"
k_65,node_4,node_6,57,32,63,['e_150'],"['node_4', 'node_6']"
k_66,node_15,node_10,80,31,66,"['e_209', 'e_168', 'e_472', 'e_118', 'e_232']","['node_15', 'node_12', 'node_22', 'node_8', 'node_24', 'node_10']"
