id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_18,node_12,4.0,13723.998879865583,3252.134449484334,
e_1,node_5,node_9,42.0,980.2856342761131,37399.546169069836,
e_2,node_12,node_10,16.0,3430.999719966396,14634.605022679501,
e_3,node_16,node_2,53.0,1470.4284514141696,47155.94951752284,
e_4,node_15,node_7,7.0,3921.1425371044525,6504.268898968668,
e_5,node_10,node_17,51.0,8822.570708485018,45529.882292780676,
e_6,node_16,node_1,40.0,12253.570428451414,35773.47894432767,
e_7,node_3,node_10,5.0,12743.71324558947,4878.2016742265005,
e_8,node_2,node_17,38.0,10292.999159899187,34147.41171958551,
e_9,node_9,node_7,31.0,6861.999439932792,27643.14282061684,
e_10,node_7,node_9,4.0,12743.71324558947,3252.134449484334,
e_11,node_13,node_12,7.0,2940.856902828339,6504.268898968668,
e_12,node_12,node_2,45.0,4411.285354242509,40651.68061855417,
e_13,node_11,node_3,11.0,5391.5709885186225,9756.403348453001,
e_14,node_15,node_0,49.0,7842.285074208905,43903.81506803851,
e_15,node_2,node_15,15.0,5391.5709885186225,13008.537797937335,
e_16,node_10,node_9,45.0,11763.427611313356,40651.68061855417,
e_17,node_18,node_4,20.0,14704.284514141696,17886.739472163834,
e_18,node_1,node_13,11.0,980.2856342761131,9756.403348453001,
e_19,node_9,node_8,22.0,11273.2847941753,19512.806696906002,
e_20,node_14,node_3,45.0,3921.1425371044525,40651.68061855417,
e_21,node_19,node_5,4.0,13233.856062727527,3252.134449484334,
e_22,node_9,node_0,35.0,490.14281713805656,30895.27727010117,
e_23,node_0,node_17,24.0,490.14281713805656,21138.87392164817,
e_24,node_18,node_3,18.0,14214.14169700364,16260.67224742167,
e_25,node_17,node_0,7.0,6861.999439932792,6504.268898968668,
e_26,node_9,node_16,42.0,1470.4284514141696,37399.546169069836,
e_27,node_2,node_7,16.0,10292.999159899187,14634.605022679501,
e_28,node_14,node_12,24.0,11763.427611313356,21138.87392164817,
e_29,node_17,node_18,4.0,8332.42789134696,3252.134449484334,
e_30,node_12,node_1,2.0,10783.141977037245,1626.067224742167,
e_31,node_9,node_15,55.0,3430.999719966396,48782.016742265005,
e_32,node_2,node_11,24.0,490.14281713805656,21138.87392164817,
e_33,node_18,node_15,9.0,11763.427611313356,8130.336123710835,
e_34,node_7,node_2,44.0,1960.5712685522262,39025.613393812004,
e_35,node_19,node_9,36.0,980.2856342761131,32521.34449484334,
e_36,node_16,node_4,38.0,1960.5712685522262,34147.41171958551,
e_37,node_13,node_6,24.0,6371.856622794735,21138.87392164817,
e_38,node_2,node_18,42.0,6861.999439932792,37399.546169069836,
e_39,node_1,node_11,36.0,12743.71324558947,32521.34449484334,
e_40,node_5,node_16,20.0,10783.141977037245,17886.739472163834,
e_41,node_15,node_14,29.0,10783.141977037245,26017.07559587467,
e_42,node_13,node_16,2.0,490.14281713805656,1626.067224742167,
e_43,node_12,node_13,31.0,11273.2847941753,27643.14282061684,
e_44,node_18,node_5,36.0,14214.14169700364,32521.34449484334,
e_45,node_0,node_3,40.0,4411.285354242509,35773.47894432767,
e_46,node_16,node_5,9.0,3430.999719966396,8130.336123710835,
e_47,node_17,node_13,5.0,6861.999439932792,4878.2016742265005,
e_48,node_19,node_11,2.0,6371.856622794735,1626.067224742167,
e_49,node_12,node_0,51.0,11273.2847941753,45529.882292780676,
e_50,node_4,node_1,51.0,9802.856342761132,45529.882292780676,
e_51,node_1,node_0,29.0,13723.998879865583,26017.07559587467,
e_52,node_3,node_0,47.0,10783.141977037245,42277.74784329634,
e_53,node_10,node_4,45.0,8332.42789134696,40651.68061855417,
e_54,node_11,node_18,13.0,10292.999159899187,11382.470573195169,
e_55,node_7,node_3,51.0,490.14281713805656,45529.882292780676,
e_56,node_3,node_7,24.0,10292.999159899187,21138.87392164817,
e_57,node_1,node_4,27.0,12743.71324558947,24391.008371132502,
e_58,node_8,node_18,22.0,1470.4284514141696,19512.806696906002,
e_59,node_1,node_19,11.0,490.14281713805656,9756.403348453001,
e_60,node_12,node_19,38.0,5881.713805656678,34147.41171958551,
e_61,node_11,node_0,35.0,8822.570708485018,30895.27727010117,
e_62,node_7,node_0,15.0,1960.5712685522262,13008.537797937335,
e_63,node_17,node_19,33.0,4901.428171380566,29269.210045359003,
e_64,node_15,node_12,25.0,11763.427611313356,22764.941146390338,
e_65,node_14,node_11,40.0,12253.570428451414,35773.47894432767,
e_66,node_10,node_14,27.0,11763.427611313356,24391.008371132502,
e_67,node_13,node_1,45.0,11763.427611313356,40651.68061855417,
e_68,node_15,node_11,45.0,9312.713525623074,40651.68061855417,
e_69,node_2,node_14,38.0,490.14281713805656,34147.41171958551,
e_70,node_17,node_3,20.0,7842.285074208905,17886.739472163834,
e_71,node_2,node_3,15.0,14704.284514141696,13008.537797937335,
e_72,node_2,node_1,51.0,4901.428171380566,45529.882292780676,
e_73,node_0,node_13,25.0,14704.284514141696,22764.941146390338,
e_74,node_13,node_19,4.0,8822.570708485018,3252.134449484334,
e_75,node_12,node_15,33.0,14214.14169700364,29269.210045359003,
e_76,node_5,node_13,9.0,490.14281713805656,8130.336123710835,
e_77,node_10,node_0,2.0,12743.71324558947,1626.067224742167,
e_78,node_4,node_19,11.0,13233.856062727527,9756.403348453001,
e_79,node_19,node_18,55.0,7842.285074208905,48782.016742265005,
e_80,node_13,node_2,55.0,9312.713525623074,48782.016742265005,
e_81,node_6,node_14,25.0,980.2856342761131,22764.941146390338,
e_82,node_4,node_5,7.0,1470.4284514141696,6504.268898968668,
e_83,node_15,node_4,40.0,2450.714085690283,35773.47894432767,
e_84,node_8,node_1,47.0,2940.856902828339,42277.74784329634,
e_85,node_1,node_18,51.0,4901.428171380566,45529.882292780676,
e_86,node_13,node_15,27.0,980.2856342761131,24391.008371132502,
e_87,node_7,node_13,4.0,4411.285354242509,3252.134449484334,
e_88,node_6,node_17,40.0,6861.999439932792,35773.47894432767,
e_89,node_15,node_19,29.0,1470.4284514141696,26017.07559587467,
e_90,node_5,node_10,29.0,14214.14169700364,26017.07559587467,
e_91,node_7,node_14,2.0,1470.4284514141696,1626.067224742167,
e_92,node_11,node_2,35.0,3430.999719966396,30895.27727010117,
e_93,node_5,node_3,9.0,980.2856342761131,8130.336123710835,
e_94,node_8,node_0,9.0,8332.42789134696,8130.336123710835,
e_95,node_11,node_14,42.0,11763.427611313356,37399.546169069836,
e_96,node_18,node_16,15.0,3430.999719966396,13008.537797937335,
