id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_22,node_5,25,47,103,"['e_34', 'e_296']","['node_22', 'node_3', 'node_5']"
k_1,node_2,node_22,20,75,121,['e_26'],"['node_2', 'node_22']"
k_2,node_2,node_18,52,41,89,"['e_135', 'e_272']","['node_2', 'node_12', 'node_18']"
k_3,node_11,node_20,88,19,48,['e_348'],"['node_11', 'node_20']"
k_4,node_15,node_18,50,43,68,"['e_125', 'e_102', 'e_272']","['node_15', 'node_1', 'node_12', 'node_18']"
k_5,node_22,node_18,93,51,122,"['e_34', 'e_250', 'e_272']","['node_22', 'node_3', 'node_12', 'node_18']"
k_6,node_17,node_10,13,36,108,"['e_325', 'e_175']","['node_17', 'node_11', 'node_10']"
k_7,node_22,node_2,5,27,87,"['e_197', 'e_126', 'e_244']","['node_22', 'node_13', 'node_19', 'node_2']"
k_8,node_10,node_21,20,50,104,"['e_307', 'e_178', 'e_128', 'e_302']","['node_10', 'node_24', 'node_9', 'node_23', 'node_21']"
k_9,node_4,node_0,41,34,91,"['e_190', 'e_224', 'e_79', 'e_125', 'e_234']","['node_4', 'node_8', 'node_16', 'node_15', 'node_1', 'node_0']"
k_10,node_6,node_15,47,38,60,"['e_141', 'e_278']","['node_6', 'node_11', 'node_15']"
k_11,node_11,node_0,40,55,83,"['e_278', 'e_125', 'e_234']","['node_11', 'node_15', 'node_1', 'node_0']"
k_12,node_20,node_7,82,11,46,"['e_9', 'e_125', 'e_102', 'e_351']","['node_20', 'node_15', 'node_1', 'node_12', 'node_7']"
k_13,node_22,node_24,58,45,92,"['e_197', 'e_182']","['node_22', 'node_13', 'node_24']"
k_14,node_9,node_20,74,54,111,"['e_290', 'e_141', 'e_348']","['node_9', 'node_6', 'node_11', 'node_20']"
k_15,node_17,node_15,56,34,88,"['e_325', 'e_278']","['node_17', 'node_11', 'node_15']"
k_16,node_0,node_14,21,60,87,['e_22'],"['node_0', 'node_14']"
k_17,node_0,node_19,23,68,129,"['e_22', 'e_70']","['node_0', 'node_14', 'node_19']"
k_18,node_19,node_14,51,51,98,"['e_81', 'e_90']","['node_19', 'node_17', 'node_14']"
k_19,node_2,node_13,90,38,105,"['e_26', 'e_197']","['node_2', 'node_22', 'node_13']"
k_20,node_23,node_20,87,46,106,"['e_302', 'e_269']","['node_23', 'node_21', 'node_20']"
k_21,node_7,node_18,94,27,93,"['e_216', 'e_167', 'e_102', 'e_272']","['node_7', 'node_23', 'node_1', 'node_12', 'node_18']"
k_22,node_14,node_1,52,31,111,"['e_70', 'e_239', 'e_125']","['node_14', 'node_19', 'node_15', 'node_1']"
k_23,node_4,node_12,75,49,98,"['e_190', 'e_224', 'e_79', 'e_125', 'e_102']","['node_4', 'node_8', 'node_16', 'node_15', 'node_1', 'node_12']"
k_24,node_24,node_1,39,13,65,"['e_134', 'e_224', 'e_79', 'e_125']","['node_24', 'node_8', 'node_16', 'node_15', 'node_1']"
k_25,node_21,node_11,96,46,119,"['e_46', 'e_293', 'e_290', 'e_141']","['node_21', 'node_12', 'node_9', 'node_6', 'node_11']"
k_26,node_10,node_19,96,70,126,"['e_307', 'e_320', 'e_197', 'e_126']","['node_10', 'node_24', 'node_22', 'node_13', 'node_19']"
k_27,node_22,node_2,18,42,107,"['e_197', 'e_126', 'e_244']","['node_22', 'node_13', 'node_19', 'node_2']"
k_28,node_9,node_8,61,74,115,"['e_95', 'e_143']","['node_9', 'node_3', 'node_8']"
k_29,node_0,node_22,22,42,94,['e_218'],"['node_0', 'node_22']"
k_30,node_19,node_6,35,32,102,"['e_239', 'e_133']","['node_19', 'node_15', 'node_6']"
k_31,node_2,node_18,42,23,68,"['e_135', 'e_272']","['node_2', 'node_12', 'node_18']"
k_32,node_4,node_11,71,28,70,"['e_190', 'e_224', 'e_286']","['node_4', 'node_8', 'node_16', 'node_11']"
k_33,node_10,node_9,16,33,65,"['e_307', 'e_178']","['node_10', 'node_24', 'node_9']"
k_34,node_10,node_22,28,22,49,"['e_307', 'e_320']","['node_10', 'node_24', 'node_22']"
k_35,node_23,node_0,91,69,114,"['e_167', 'e_234']","['node_23', 'node_1', 'node_0']"
k_36,node_9,node_5,90,64,121,"['e_95', 'e_296']","['node_9', 'node_3', 'node_5']"
k_37,node_9,node_23,66,35,62,['e_128'],"['node_9', 'node_23']"
k_38,node_19,node_11,81,33,105,"['e_81', 'e_325']","['node_19', 'node_17', 'node_11']"
k_39,node_17,node_7,43,57,134,"['e_325', 'e_278', 'e_125', 'e_102', 'e_351']","['node_17', 'node_11', 'node_15', 'node_1', 'node_12', 'node_7']"
k_40,node_13,node_23,51,31,86,"['e_182', 'e_178', 'e_128']","['node_13', 'node_24', 'node_9', 'node_23']"
k_41,node_10,node_11,37,34,82,"['e_307', 'e_134', 'e_224', 'e_286']","['node_10', 'node_24', 'node_8', 'node_16', 'node_11']"
k_42,node_9,node_6,31,9,42,['e_290'],"['node_9', 'node_6']"
k_43,node_24,node_14,47,39,81,"['e_134', 'e_224', 'e_77']","['node_24', 'node_8', 'node_16', 'node_14']"
k_44,node_13,node_17,36,55,102,"['e_126', 'e_81']","['node_13', 'node_19', 'node_17']"
k_45,node_0,node_8,21,49,100,"['e_248', 'e_134']","['node_0', 'node_24', 'node_8']"
k_46,node_8,node_13,36,59,147,"['e_224', 'e_79', 'e_125', 'e_102', 'e_293', 'e_10']","['node_8', 'node_16', 'node_15', 'node_1', 'node_12', 'node_9', 'node_13']"
k_47,node_11,node_12,46,56,76,"['e_278', 'e_125', 'e_102']","['node_11', 'node_15', 'node_1', 'node_12']"
k_48,node_17,node_13,65,33,123,['e_240'],"['node_17', 'node_13']"
k_49,node_24,node_5,2,61,126,"['e_320', 'e_34', 'e_296']","['node_24', 'node_22', 'node_3', 'node_5']"
k_50,node_2,node_6,3,32,96,"['e_135', 'e_293', 'e_290']","['node_2', 'node_12', 'node_9', 'node_6']"
k_51,node_14,node_1,35,21,100,"['e_70', 'e_239', 'e_125']","['node_14', 'node_19', 'node_15', 'node_1']"
k_52,node_7,node_6,8,39,119,"['e_216', 'e_167', 'e_234', 'e_109']","['node_7', 'node_23', 'node_1', 'node_0', 'node_6']"
k_53,node_22,node_3,99,47,66,['e_34'],"['node_22', 'node_3']"
k_54,node_20,node_2,96,60,131,"['e_9', 'e_125', 'e_234', 'e_12']","['node_20', 'node_15', 'node_1', 'node_0', 'node_2']"
k_55,node_19,node_13,87,34,102,"['e_222', 'e_197']","['node_19', 'node_22', 'node_13']"
k_56,node_9,node_17,95,67,104,"['e_128', 'e_283']","['node_9', 'node_23', 'node_17']"
k_57,node_15,node_10,3,15,67,"['e_125', 'e_11']","['node_15', 'node_1', 'node_10']"
k_58,node_21,node_0,49,43,89,"['e_350', 'e_234']","['node_21', 'node_1', 'node_0']"
k_59,node_20,node_18,20,34,67,"['e_9', 'e_125', 'e_102', 'e_272']","['node_20', 'node_15', 'node_1', 'node_12', 'node_18']"
k_60,node_21,node_24,24,19,102,"['e_350', 'e_234', 'e_248']","['node_21', 'node_1', 'node_0', 'node_24']"
k_61,node_24,node_19,33,49,104,"['e_320', 'e_197', 'e_126']","['node_24', 'node_22', 'node_13', 'node_19']"
k_62,node_1,node_23,30,64,107,"['e_102', 'e_293', 'e_128']","['node_1', 'node_12', 'node_9', 'node_23']"
k_63,node_4,node_8,23,39,52,['e_190'],"['node_4', 'node_8']"
k_64,node_18,node_5,59,43,127,"['e_328', 'e_9', 'e_125', 'e_102', 'e_293', 'e_95', 'e_296']","['node_18', 'node_20', 'node_15', 'node_1', 'node_12', 'node_9', 'node_3', 'node_5']"
k_65,node_20,node_19,90,15,73,"['e_9', 'e_125', 'e_215', 'e_30']","['node_20', 'node_15', 'node_1', 'node_4', 'node_19']"
k_66,node_19,node_24,1,61,131,['e_101'],"['node_19', 'node_24']"
k_67,node_9,node_0,40,49,103,"['e_290', 'e_141', 'e_278', 'e_125', 'e_234']","['node_9', 'node_6', 'node_11', 'node_15', 'node_1', 'node_0']"
k_68,node_12,node_13,86,19,72,"['e_293', 'e_10']","['node_12', 'node_9', 'node_13']"
k_69,node_24,node_7,13,73,123,['e_226'],"['node_24', 'node_7']"
k_70,node_17,node_9,50,35,105,"['e_325', 'e_278', 'e_125', 'e_102', 'e_293']","['node_17', 'node_11', 'node_15', 'node_1', 'node_12', 'node_9']"
k_71,node_17,node_10,81,32,106,"['e_325', 'e_175']","['node_17', 'node_11', 'node_10']"
k_72,node_14,node_1,34,45,126,"['e_70', 'e_239', 'e_125']","['node_14', 'node_19', 'node_15', 'node_1']"
k_73,node_2,node_20,15,41,93,"['e_135', 'e_272', 'e_328']","['node_2', 'node_12', 'node_18', 'node_20']"
k_74,node_12,node_14,80,20,59,"['e_293', 'e_95', 'e_342']","['node_12', 'node_9', 'node_3', 'node_14']"
k_75,node_16,node_22,30,50,114,"['e_286', 'e_175', 'e_307', 'e_320']","['node_16', 'node_11', 'node_10', 'node_24', 'node_22']"
k_76,node_23,node_7,86,49,107,"['e_167', 'e_102', 'e_351']","['node_23', 'node_1', 'node_12', 'node_7']"
k_77,node_2,node_0,40,58,128,"['e_135', 'e_272', 'e_328', 'e_9', 'e_125', 'e_234']","['node_2', 'node_12', 'node_18', 'node_20', 'node_15', 'node_1', 'node_0']"
k_78,node_0,node_22,25,35,87,['e_218'],"['node_0', 'node_22']"
k_79,node_2,node_16,57,63,147,"['e_135', 'e_272', 'e_328', 'e_9', 'e_125', 'e_203', 'e_224']","['node_2', 'node_12', 'node_18', 'node_20', 'node_15', 'node_1', 'node_8', 'node_16']"
k_80,node_1,node_19,96,41,91,"['e_215', 'e_30']","['node_1', 'node_4', 'node_19']"
k_81,node_4,node_20,94,43,106,"['e_190', 'e_224', 'e_286', 'e_348']","['node_4', 'node_8', 'node_16', 'node_11', 'node_20']"
k_82,node_9,node_13,68,56,97,['e_10'],"['node_9', 'node_13']"
k_83,node_3,node_10,2,44,99,['e_265'],"['node_3', 'node_10']"
k_84,node_16,node_8,46,20,47,"['e_79', 'e_125', 'e_203']","['node_16', 'node_15', 'node_1', 'node_8']"
k_85,node_19,node_18,61,65,130,"['e_239', 'e_125', 'e_102', 'e_272']","['node_19', 'node_15', 'node_1', 'node_12', 'node_18']"
k_86,node_13,node_11,64,50,76,"['e_220', 'e_141']","['node_13', 'node_6', 'node_11']"
k_87,node_3,node_1,29,77,119,"['e_331', 'e_125']","['node_3', 'node_15', 'node_1']"
k_88,node_0,node_24,39,86,130,['e_248'],"['node_0', 'node_24']"
k_89,node_9,node_19,18,36,84,"['e_10', 'e_126']","['node_9', 'node_13', 'node_19']"
k_90,node_17,node_13,46,58,150,['e_240'],"['node_17', 'node_13']"
k_91,node_22,node_12,25,32,82,"['e_34', 'e_250']","['node_22', 'node_3', 'node_12']"
k_92,node_9,node_20,87,35,89,"['e_290', 'e_141', 'e_348']","['node_9', 'node_6', 'node_11', 'node_20']"
k_93,node_4,node_1,82,53,101,"['e_190', 'e_224', 'e_79', 'e_125']","['node_4', 'node_8', 'node_16', 'node_15', 'node_1']"
