id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_15,node_6,29,1024.090909090909,52892.55462884595,
e_1,node_15,node_12,14,750.9999999999999,25534.33671737391,
e_2,node_6,node_15,29,375.49999999999994,52892.55462884595,
e_3,node_6,node_12,43,273.09090909090907,78426.89134621987,
e_4,node_12,node_15,14,785.1363636363635,25534.33671737391,
e_5,node_12,node_6,43,955.8181818181818,78426.89134621987,
e_6,node_6,node_13,12,955.8181818181818,21886.574329177634,
e_7,node_10,node_6,11,204.8181818181818,20062.693135079502,
e_8,node_13,node_10,9,750.9999999999999,16414.930746883227,
e_9,node_11,node_4,25,136.54545454545453,45597.02985245341,
e_10,node_8,node_4,3,273.09090909090907,5471.643582294409,
e_11,node_0,node_7,9,341.3636363636363,16414.930746883227,
e_12,node_13,node_9,13,68.27272727272727,23710.45552327577,
e_13,node_13,node_17,1,580.3181818181818,1823.8811940981363,
e_14,node_3,node_13,12,546.1818181818181,21886.574329177634,
e_15,node_19,node_16,40,307.2272727272727,72955.24776392545,
e_16,node_15,node_19,26,819.2727272727273,47420.91104655154,
e_17,node_5,node_0,30,580.3181818181818,54716.435822944084,
e_18,node_14,node_0,14,614.4545454545454,25534.33671737391,
e_19,node_10,node_3,15,136.54545454545453,27358.217911472042,
e_20,node_2,node_16,12,546.1818181818181,21886.574329177634,
e_21,node_17,node_9,12,921.6818181818181,21886.574329177634,
e_22,node_10,node_9,4,750.9999999999999,7295.524776392545,
e_23,node_1,node_5,14,307.2272727272727,25534.33671737391,
e_24,node_7,node_5,39,238.95454545454544,71131.36656982733,
e_25,node_0,node_1,22,750.9999999999999,40125.386270159004,
e_26,node_1,node_14,8,648.590909090909,14591.04955278509,
e_27,node_15,node_1,6,307.2272727272727,10943.287164588817,
e_28,node_18,node_6,13,34.13636363636363,23710.45552327577,
e_29,node_13,node_18,1,512.0454545454545,1823.8811940981363,
e_30,node_10,node_18,10,785.1363636363635,18238.811940981363,
e_31,node_9,node_6,11,409.6363636363636,20062.693135079502,
e_32,node_7,node_15,29,955.8181818181818,52892.55462884595,
e_33,node_4,node_11,25,921.6818181818181,45597.02985245341,
e_34,node_7,node_1,25,546.1818181818181,45597.02985245341,
e_35,node_5,node_7,39,716.8636363636363,71131.36656982733,
e_36,node_17,node_10,8,750.9999999999999,14591.04955278509,
e_37,node_9,node_13,13,341.3636363636363,23710.45552327577,
e_38,node_5,node_14,18,887.5454545454545,32829.86149376645,
e_39,node_19,node_15,26,273.09090909090907,47420.91104655154,
e_40,node_15,node_2,4,785.1363636363635,7295.524776392545,
e_41,node_7,node_2,33,682.7272727272726,60188.0794052385,
e_42,node_10,node_13,9,648.590909090909,16414.930746883227,
e_43,node_8,node_12,5,375.49999999999994,9119.405970490681,
e_44,node_0,node_5,30,955.8181818181818,54716.435822944084,
e_45,node_5,node_2,6,409.6363636363636,10943.287164588817,
e_46,node_19,node_0,6,989.9545454545454,10943.287164588817,
e_47,node_6,node_18,13,443.77272727272725,23710.45552327577,
e_48,node_6,node_17,11,716.8636363636363,20062.693135079502,
e_49,node_14,node_2,12,853.4090909090909,21886.574329177634,
e_50,node_2,node_0,24,921.6818181818181,43773.14865835527,
e_51,node_11,node_8,22,648.590909090909,40125.386270159004,
e_52,node_2,node_1,8,546.1818181818181,14591.04955278509,
e_53,node_14,node_16,22,136.54545454545453,40125.386270159004,
e_54,node_19,node_14,18,921.6818181818181,32829.86149376645,
e_55,node_16,node_5,6,682.7272727272726,10943.287164588817,
e_56,node_2,node_19,30,750.9999999999999,54716.435822944084,
e_57,node_19,node_5,36,238.95454545454544,65659.7229875329,
e_58,node_1,node_0,22,921.6818181818181,40125.386270159004,
e_59,node_3,node_18,13,614.4545454545454,23710.45552327577,
e_60,node_3,node_9,19,580.3181818181818,34653.74268786459,
e_61,node_16,node_7,43,307.2272727272727,78426.89134621987,
e_62,node_18,node_3,13,512.0454545454545,23710.45552327577,
e_63,node_9,node_18,14,443.77272727272725,25534.33671737391,
e_64,node_1,node_19,22,204.8181818181818,40125.386270159004,
e_65,node_1,node_15,6,273.09090909090907,10943.287164588817,
e_66,node_18,node_10,10,238.95454545454544,18238.811940981363,
e_67,node_9,node_10,4,443.77272727272725,7295.524776392545,
e_68,node_7,node_14,21,716.8636363636363,38301.505076060865,
e_69,node_16,node_19,40,375.49999999999994,72955.24776392545,
