id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_12,node_16,36,6327.225343320849,34054.17122919658,
e_1,node_12,node_18,18,3301.1610486891386,17027.08561459829,
e_2,node_16,node_12,36,6052.1285892634205,34054.17122919658,
e_3,node_16,node_18,32,6052.1285892634205,30270.37442595252,
e_4,node_18,node_12,18,7977.805867665418,17027.08561459829,
e_5,node_18,node_16,32,6877.418851435705,30270.37442595252,
e_6,node_4,node_18,5,4951.741573033708,4729.746004055081,
e_7,node_0,node_8,19,4951.741573033708,17973.034815409308,
e_8,node_3,node_7,22,6052.1285892634205,20810.88241784236,
e_9,node_8,node_18,7,3576.2578027465665,6621.644405677114,
e_10,node_2,node_15,14,6877.418851435705,13243.288811354229,
e_11,node_13,node_3,13,3576.2578027465665,12297.339610543211,
e_12,node_12,node_14,8,5226.838327091135,7567.59360648813,
e_13,node_19,node_3,19,8252.902621722846,17973.034815409308,
e_14,node_1,node_0,20,6877.418851435705,18918.984016220325,
e_15,node_17,node_18,14,7427.612359550561,13243.288811354229,
e_16,node_7,node_13,17,275.0967540574282,16081.136413787277,
e_17,node_11,node_19,17,5501.935081148564,16081.136413787277,
e_18,node_6,node_7,13,4401.548064918851,12297.339610543211,
e_19,node_14,node_19,14,3026.0642946317103,13243.288811354229,
e_20,node_17,node_15,13,3576.2578027465665,12297.339610543211,
e_21,node_15,node_4,10,3851.354556803995,9459.492008110163,
e_22,node_2,node_18,7,6877.418851435705,6621.644405677114,
e_23,node_6,node_11,19,1100.3870162297128,17973.034815409308,
e_24,node_6,node_5,17,5777.031835205992,16081.136413787277,
e_25,node_16,node_9,4,550.1935081148564,3783.796803244065,
e_26,node_3,node_5,4,6052.1285892634205,3783.796803244065,
e_27,node_19,node_14,14,1925.6772784019975,13243.288811354229,
e_28,node_1,node_15,9,6602.322097378277,8513.542807299145,
e_29,node_12,node_19,6,5777.031835205992,5675.695204866098,
e_30,node_4,node_15,10,4401.548064918851,9459.492008110163,
