id,origin,destination,demand,release_time,deadline
k_0,node_7,node_3,24,0,62
k_1,node_12,node_16,40,0,46
k_2,node_18,node_9,7,0,32
k_3,node_12,node_10,81,0,40
k_4,node_17,node_16,77,0,17
k_5,node_19,node_14,8,0,27
k_6,node_9,node_1,23,0,28
k_7,node_2,node_1,32,0,74
k_8,node_4,node_13,30,0,67
k_9,node_2,node_17,37,0,27
k_10,node_16,node_11,28,0,57
k_11,node_10,node_7,46,0,24
k_12,node_0,node_11,44,0,48
k_13,node_13,node_0,32,0,21
k_14,node_4,node_2,60,0,24
k_15,node_12,node_8,90,0,20
k_16,node_8,node_11,55,0,44
k_17,node_17,node_6,48,0,45
k_18,node_6,node_1,33,0,37
k_19,node_13,node_7,88,0,62
k_20,node_7,node_2,22,0,21
k_21,node_13,node_17,65,0,47
k_22,node_8,node_7,18,0,63
k_23,node_14,node_1,84,0,72
k_24,node_10,node_5,27,0,15
k_25,node_14,node_3,25,0,58
k_26,node_5,node_2,20,0,19
k_27,node_9,node_16,89,0,52
k_28,node_12,node_0,63,0,46
k_29,node_14,node_0,34,0,67
k_30,node_0,node_17,80,0,77
k_31,node_10,node_5,61,0,16
k_32,node_14,node_1,17,0,71
k_33,node_9,node_10,30,0,43
k_34,node_0,node_1,85,0,19
k_35,node_5,node_13,85,0,42
k_36,node_13,node_12,66,0,29
k_37,node_0,node_2,80,0,83
k_38,node_15,node_18,10,0,23
k_39,node_17,node_6,89,0,47
k_40,node_4,node_11,75,0,67
k_41,node_2,node_16,51,0,32
k_42,node_12,node_17,14,0,36
k_43,node_19,node_12,83,0,44
k_44,node_19,node_18,90,0,69
k_45,node_19,node_4,85,0,29
k_46,node_14,node_17,28,0,20
k_47,node_7,node_10,79,0,17
k_48,node_18,node_1,9,0,12
k_49,node_8,node_10,40,0,54
k_50,node_0,node_17,55,0,74
k_51,node_5,node_4,21,0,15
k_52,node_6,node_14,54,0,57
k_53,node_18,node_13,12,0,23
k_54,node_18,node_13,81,0,26
k_55,node_4,node_16,95,0,46
k_56,node_7,node_5,87,0,25
k_57,node_12,node_3,29,0,34
k_58,node_14,node_13,49,0,56
k_59,node_17,node_14,45,0,23
k_60,node_6,node_5,8,0,46
k_61,node_13,node_18,22,0,24
k_62,node_4,node_0,41,0,80
k_63,node_12,node_9,61,0,26
k_64,node_16,node_17,20,0,16
k_65,node_11,node_9,98,0,18
k_66,node_6,node_17,4,0,50
k_67,node_13,node_18,78,0,23
k_68,node_1,node_11,48,0,37
k_69,node_5,node_9,37,0,38
k_70,node_14,node_18,34,0,71
k_71,node_7,node_16,32,0,38
k_72,node_18,node_12,18,0,51
k_73,node_12,node_17,57,0,35
k_74,node_16,node_5,45,0,19
k_75,node_2,node_12,20,0,46
k_76,node_13,node_6,76,0,20
k_77,node_17,node_0,25,0,60
k_78,node_2,node_14,15,0,21
k_79,node_19,node_4,84,0,25
k_80,node_12,node_7,89,0,48
k_81,node_1,node_17,10,0,65
k_82,node_15,node_1,70,0,24
k_83,node_3,node_15,36,0,23
k_84,node_16,node_18,92,0,70
k_85,node_17,node_11,9,0,46
k_86,node_1,node_14,93,0,73
k_87,node_2,node_13,22,0,60
k_88,node_4,node_2,43,0,27
k_89,node_16,node_3,8,0,58
k_90,node_14,node_11,50,0,56
k_91,node_14,node_16,33,0,30
k_92,node_1,node_12,64,0,49
k_93,node_11,node_10,50,0,55
k_94,node_11,node_0,50,0,38
k_95,node_9,node_14,49,0,51
k_96,node_16,node_9,51,0,52
k_97,node_0,node_5,31,0,73
k_98,node_18,node_11,67,0,38
k_99,node_19,node_2,85,0,27
