id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_14,node_2,85,46,83,"['e_42', 'e_32', 'e_249']","['node_14', 'node_7', 'node_10', 'node_2']"
k_1,node_17,node_2,29,36,63,['e_118'],"['node_17', 'node_2']"
k_2,node_14,node_11,86,47,83,"['e_42', 'e_207']","['node_14', 'node_7', 'node_11']"
k_3,node_13,node_6,27,35,101,"['e_74', 'e_32', 'e_23']","['node_13', 'node_7', 'node_10', 'node_6']"
k_4,node_17,node_19,77,42,98,"['e_29', 'e_161', 'e_246']","['node_17', 'node_11', 'node_5', 'node_19']"
k_5,node_16,node_4,27,37,98,"['e_72', 'e_119', 'e_183']","['node_16', 'node_10', 'node_17', 'node_4']"
k_6,node_1,node_16,16,49,133,"['e_86', 'e_246', 'e_0', 'e_262']","['node_1', 'node_5', 'node_19', 'node_4', 'node_16']"
k_7,node_12,node_17,37,40,116,"['e_190', 'e_32', 'e_119']","['node_12', 'node_7', 'node_10', 'node_17']"
k_8,node_15,node_13,34,36,92,['e_192'],"['node_15', 'node_13']"
k_9,node_19,node_5,21,43,66,['e_164'],"['node_19', 'node_5']"
k_10,node_10,node_15,29,52,106,"['e_119', 'e_130']","['node_10', 'node_17', 'node_15']"
k_11,node_10,node_2,64,53,77,['e_249'],"['node_10', 'node_2']"
k_12,node_8,node_1,3,45,116,"['e_38', 'e_106']","['node_8', 'node_6', 'node_1']"
k_13,node_2,node_0,83,37,115,"['e_222', 'e_132', 'e_155']","['node_2', 'node_3', 'node_5', 'node_0']"
k_14,node_6,node_14,1,44,129,"['e_106', 'e_86', 'e_246', 'e_245']","['node_6', 'node_1', 'node_5', 'node_19', 'node_14']"
k_15,node_1,node_5,68,55,98,['e_86'],"['node_1', 'node_5']"
k_16,node_2,node_3,54,62,87,['e_222'],"['node_2', 'node_3']"
k_17,node_16,node_12,84,43,105,"['e_72', 'e_81']","['node_16', 'node_10', 'node_12']"
k_18,node_2,node_15,40,51,120,"['e_104', 'e_130']","['node_2', 'node_17', 'node_15']"
k_19,node_12,node_0,97,33,115,"['e_44', 'e_276', 'e_51']","['node_12', 'node_4', 'node_18', 'node_0']"
k_20,node_7,node_6,52,51,96,"['e_32', 'e_23']","['node_7', 'node_10', 'node_6']"
k_21,node_19,node_11,30,45,88,"['e_0', 'e_276', 'e_170']","['node_19', 'node_4', 'node_18', 'node_11']"
k_22,node_2,node_14,4,48,89,"['e_222', 'e_175']","['node_2', 'node_3', 'node_14']"
k_23,node_13,node_2,4,35,82,"['e_74', 'e_32', 'e_249']","['node_13', 'node_7', 'node_10', 'node_2']"
k_24,node_3,node_15,51,54,127,"['e_175', 'e_42', 'e_100']","['node_3', 'node_14', 'node_7', 'node_15']"
k_25,node_3,node_13,31,38,113,"['e_175', 'e_107', 'e_239']","['node_3', 'node_14', 'node_6', 'node_13']"
k_26,node_13,node_11,99,41,87,"['e_74', 'e_207']","['node_13', 'node_7', 'node_11']"
k_27,node_0,node_8,94,41,116,"['e_116', 'e_74', 'e_49']","['node_0', 'node_13', 'node_7', 'node_8']"
k_28,node_0,node_11,56,44,116,"['e_116', 'e_74', 'e_207']","['node_0', 'node_13', 'node_7', 'node_11']"
k_29,node_2,node_11,72,51,102,"['e_104', 'e_29']","['node_2', 'node_17', 'node_11']"
k_30,node_9,node_19,86,45,103,"['e_128', 'e_246']","['node_9', 'node_5', 'node_19']"
k_31,node_16,node_12,88,41,104,"['e_72', 'e_81']","['node_16', 'node_10', 'node_12']"
k_32,node_9,node_11,80,49,102,['e_231'],"['node_9', 'node_11']"
k_33,node_12,node_13,88,54,120,['e_24'],"['node_12', 'node_13']"
