id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_2,node_15,22,500.3872366790582,73301.6513984169,
e_1,node_2,node_7,8,731.3351920693927,26655.145963060688,
e_2,node_2,node_3,20,38.49132589838909,66637.86490765172,
e_3,node_2,node_10,20,230.94795539033456,66637.86490765172,
e_4,node_15,node_2,22,153.96530359355637,73301.6513984169,
e_5,node_15,node_7,24,654.3525402726145,79965.43788918207,
e_6,node_15,node_3,22,1000.7744733581164,73301.6513984169,
e_7,node_15,node_10,2,38.49132589838909,6663.786490765172,
e_8,node_7,node_2,8,769.8265179677819,26655.145963060688,
e_9,node_7,node_15,24,885.3004956629492,79965.43788918207,
e_10,node_7,node_3,18,923.7918215613382,59974.07841688655,
e_11,node_7,node_10,26,885.3004956629492,86629.22437994723,
e_12,node_3,node_2,20,885.3004956629492,66637.86490765172,
e_13,node_3,node_15,22,269.43928128872363,73301.6513984169,
e_14,node_3,node_7,18,346.42193308550185,59974.07841688655,
e_15,node_3,node_10,24,654.3525402726145,79965.43788918207,
e_16,node_10,node_2,20,38.49132589838909,66637.86490765172,
e_17,node_10,node_15,2,153.96530359355637,6663.786490765172,
e_18,node_10,node_7,26,500.3872366790582,86629.22437994723,
e_19,node_10,node_3,24,885.3004956629492,79965.43788918207,
e_20,node_17,node_15,10,615.8612143742255,33318.93245382586,
e_21,node_2,node_1,12,885.3004956629492,39982.71894459103,
e_22,node_1,node_6,18,1154.7397769516729,59974.07841688655,
e_23,node_4,node_13,23,153.96530359355637,76633.54464379948,
e_24,node_14,node_8,6,1154.7397769516729,19991.359472295517,
e_25,node_16,node_13,15,346.42193308550185,49978.39868073879,
e_26,node_2,node_13,14,654.3525402726145,46646.50543535621,
e_27,node_9,node_0,12,962.2831474597273,39982.71894459103,
e_28,node_18,node_4,15,500.3872366790582,49978.39868073879,
e_29,node_13,node_4,23,538.8785625774473,76633.54464379948,
e_30,node_0,node_18,6,1039.2657992565055,19991.359472295517,
e_31,node_16,node_2,19,538.8785625774473,63305.97166226914,
e_32,node_11,node_2,21,1116.2484510532836,69969.7581530343,
e_33,node_4,node_9,13,769.8265179677819,43314.61218997362,
e_34,node_12,node_17,3,1077.7571251548945,9995.679736147758,
e_35,node_4,node_0,17,230.94795539033456,56642.18517150397,
e_36,node_4,node_1,17,731.3351920693927,56642.18517150397,
e_37,node_0,node_16,19,1116.2484510532836,63305.97166226914,
e_38,node_4,node_16,16,1039.2657992565055,53310.291926121376,
e_39,node_2,node_9,12,38.49132589838909,39982.71894459103,
e_40,node_2,node_0,8,115.47397769516728,26655.145963060688,
e_41,node_16,node_0,19,423.40458488228,63305.97166226914,
e_42,node_13,node_11,17,461.8959107806691,56642.18517150397,
e_43,node_15,node_12,9,1039.2657992565055,29987.039208443275,
e_44,node_11,node_9,9,153.96530359355637,29987.039208443275,
e_45,node_9,node_1,4,654.3525402726145,13327.572981530344,
e_46,node_3,node_5,6,654.3525402726145,19991.359472295517,
e_47,node_18,node_13,8,1000.7744733581164,26655.145963060688,
e_48,node_8,node_14,6,769.8265179677819,19991.359472295517,
e_49,node_12,node_15,9,577.3698884758364,29987.039208443275,
