id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_3,node_5,18.0,16390.96765350877,31414.114824861117,
e_1,node_2,node_10,33.0,655.6387061403509,56545.40668475001,
e_2,node_14,node_11,42.0,13112.774122807019,72252.46409718056,
e_3,node_2,node_12,45.0,11145.858004385966,78535.2870621528,
e_4,node_0,node_9,44.0,5245.109649122807,75393.87557966668,
e_5,node_13,node_9,2.0,5900.748355263158,3141.4114824861117,
e_6,node_12,node_2,22.0,5900.748355263158,37696.93778983334,
e_7,node_6,node_19,24.0,12457.135416666668,40838.34927231945,
e_8,node_1,node_2,33.0,17702.245065789473,56545.40668475001,
e_9,node_12,node_13,42.0,1966.9161184210527,72252.46409718056,
e_10,node_18,node_17,20.0,18357.883771929824,34555.52630734723,
e_11,node_4,node_11,18.0,17702.245065789473,31414.114824861117,
e_12,node_19,node_5,13.0,2622.5548245614036,21989.88037740278,
e_13,node_12,node_15,15.0,8523.303179824561,25131.291859888894,
e_14,node_9,node_13,15.0,17702.245065789473,25131.291859888894,
e_15,node_3,node_13,29.0,9178.941885964912,50262.58371977779,
e_16,node_6,node_0,35.0,7867.664473684211,59686.818167236124,
e_17,node_5,node_8,51.0,9178.941885964912,87959.52150961112,
e_18,node_13,node_2,25.0,17046.606359649122,43979.76075480556,
e_19,node_9,node_3,4.0,16390.96765350877,6282.822964972223,
e_20,node_0,node_12,4.0,13768.412828947368,6282.822964972223,
e_21,node_6,node_11,9.0,1966.9161184210527,15707.057412430559,
e_22,node_1,node_12,2.0,15735.328947368422,3141.4114824861117,
e_23,node_5,node_11,29.0,9178.941885964912,50262.58371977779,
e_24,node_5,node_14,5.0,5245.109649122807,9424.234447458335,
e_25,node_0,node_16,4.0,13768.412828947368,6282.822964972223,
e_26,node_10,node_7,36.0,1311.2774122807018,62828.229649722234,
e_27,node_11,node_5,7.0,17046.606359649122,12565.645929944447,
e_28,node_19,node_3,7.0,1966.9161184210527,12565.645929944447,
e_29,node_10,node_5,25.0,655.6387061403509,43979.76075480556,
e_30,node_19,node_7,29.0,2622.5548245614036,50262.58371977779,
e_31,node_14,node_15,15.0,3933.8322368421054,25131.291859888894,
e_32,node_17,node_0,5.0,17046.606359649122,9424.234447458335,
e_33,node_17,node_1,44.0,6556.3870614035095,75393.87557966668,
e_34,node_13,node_15,40.0,13768.412828947368,69111.05261469446,
e_35,node_18,node_9,45.0,17702.245065789473,78535.2870621528,
e_36,node_8,node_5,55.0,15079.69024122807,94242.34447458335,
e_37,node_10,node_19,33.0,16390.96765350877,56545.40668475001,
e_38,node_15,node_9,18.0,3278.1935307017548,31414.114824861117,
e_39,node_7,node_13,25.0,9178.941885964912,43979.76075480556,
e_40,node_3,node_10,42.0,1966.9161184210527,72252.46409718056,
e_41,node_14,node_1,44.0,11801.496710526317,75393.87557966668,
e_42,node_17,node_8,7.0,12457.135416666668,12565.645929944447,
e_43,node_8,node_19,24.0,7212.02576754386,40838.34927231945,
e_44,node_18,node_14,7.0,655.6387061403509,12565.645929944447,
e_45,node_19,node_6,15.0,9178.941885964912,25131.291859888894,
e_46,node_19,node_4,36.0,9834.580592105263,62828.229649722234,
e_47,node_3,node_8,53.0,2622.5548245614036,91100.93299209724,
e_48,node_5,node_15,31.0,5245.109649122807,53403.9952022639,
e_49,node_17,node_6,27.0,2622.5548245614036,47121.17223729168,
e_50,node_17,node_13,13.0,2622.5548245614036,21989.88037740278,
e_51,node_17,node_2,4.0,19669.161184210527,6282.822964972223,
e_52,node_6,node_4,27.0,17046.606359649122,47121.17223729168,
e_53,node_3,node_7,49.0,13112.774122807019,84818.11002712502,
e_54,node_18,node_12,15.0,6556.3870614035095,25131.291859888894,
e_55,node_18,node_15,20.0,18357.883771929824,34555.52630734723,
e_56,node_16,node_1,29.0,6556.3870614035095,50262.58371977779,
e_57,node_9,node_5,49.0,3933.8322368421054,84818.11002712502,
e_58,node_3,node_15,24.0,9834.580592105263,40838.34927231945,
e_59,node_2,node_3,47.0,11801.496710526317,81676.6985446389,
e_60,node_14,node_10,9.0,8523.303179824561,15707.057412430559,
e_61,node_13,node_0,38.0,3278.1935307017548,65969.64113220834,
e_62,node_1,node_18,44.0,4589.470942982456,75393.87557966668,
e_63,node_11,node_6,11.0,3278.1935307017548,18848.46889491667,
e_64,node_8,node_2,2.0,5900.748355263158,3141.4114824861117,
e_65,node_15,node_5,20.0,19669.161184210527,34555.52630734723,
e_66,node_8,node_14,9.0,5245.109649122807,15707.057412430559,
e_67,node_5,node_4,45.0,15735.328947368422,78535.2870621528,
e_68,node_12,node_9,11.0,5245.109649122807,18848.46889491667,
e_69,node_14,node_7,11.0,14424.05153508772,18848.46889491667,
e_70,node_14,node_9,18.0,17702.245065789473,31414.114824861117,
e_71,node_7,node_15,55.0,2622.5548245614036,94242.34447458335,
e_72,node_0,node_5,33.0,9834.580592105263,56545.40668475001,
e_73,node_17,node_12,24.0,19013.522478070176,40838.34927231945,
e_74,node_18,node_6,33.0,4589.470942982456,56545.40668475001,
e_75,node_17,node_10,42.0,11145.858004385966,72252.46409718056,
e_76,node_19,node_9,15.0,8523.303179824561,25131.291859888894,
e_77,node_4,node_0,31.0,5900.748355263158,53403.9952022639,
e_78,node_4,node_17,24.0,9834.580592105263,40838.34927231945,
e_79,node_15,node_16,9.0,13112.774122807019,15707.057412430559,
e_80,node_15,node_2,51.0,13112.774122807019,87959.52150961112,
e_81,node_13,node_16,35.0,11145.858004385966,59686.818167236124,
e_82,node_6,node_16,31.0,15735.328947368422,53403.9952022639,
e_83,node_11,node_19,33.0,19669.161184210527,56545.40668475001,
e_84,node_16,node_5,31.0,17702.245065789473,53403.9952022639,
e_85,node_10,node_1,15.0,7867.664473684211,25131.291859888894,
e_86,node_7,node_14,49.0,7212.02576754386,84818.11002712502,
e_87,node_12,node_3,29.0,16390.96765350877,50262.58371977779,
e_88,node_2,node_16,16.0,1966.9161184210527,28272.703342375004,
e_89,node_6,node_13,47.0,15735.328947368422,81676.6985446389,
e_90,node_14,node_8,42.0,13112.774122807019,72252.46409718056,
e_91,node_2,node_7,20.0,17702.245065789473,34555.52630734723,
e_92,node_0,node_1,11.0,5245.109649122807,18848.46889491667,
e_93,node_11,node_10,20.0,7212.02576754386,34555.52630734723,
e_94,node_12,node_4,55.0,15735.328947368422,94242.34447458335,
e_95,node_1,node_17,7.0,5900.748355263158,12565.645929944447,
e_96,node_0,node_7,9.0,12457.135416666668,15707.057412430559,
e_97,node_5,node_16,33.0,13112.774122807019,56545.40668475001,
e_98,node_16,node_9,20.0,17702.245065789473,34555.52630734723,
e_99,node_13,node_19,49.0,17046.606359649122,84818.11002712502,
e_100,node_5,node_6,7.0,6556.3870614035095,12565.645929944447,
e_101,node_9,node_15,40.0,5900.748355263158,69111.05261469446,
e_102,node_2,node_11,27.0,15079.69024122807,47121.17223729168,
e_103,node_5,node_2,22.0,1966.9161184210527,37696.93778983334,
e_104,node_10,node_8,20.0,19013.522478070176,34555.52630734723,
e_105,node_3,node_17,11.0,10490.219298245614,18848.46889491667,
e_106,node_8,node_7,7.0,5900.748355263158,12565.645929944447,
e_107,node_17,node_16,38.0,17046.606359649122,65969.64113220834,
