id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_7,node_9,156,28893.580901856763,40190.619975633126,
e_1,node_21,node_16,96,21597.22208825657,24768.637891959952,
e_2,node_4,node_13,173,23348.348203520618,44396.615089362174,
e_3,node_15,node_11,42,23348.348203520618,10748.654179529789,
e_4,node_10,node_18,167,20137.950325536534,42994.616718119156,
e_5,node_4,node_16,31,27142.45478659272,7944.657437043757,
e_6,node_19,node_2,151,6128.941403424162,38788.62160439011,
e_7,node_16,node_19,182,12841.59151193634,46733.27904143387,
e_8,node_1,node_12,27,14884.571979744394,7009.991856215081,
e_9,node_8,node_3,131,22472.785145888596,33647.960909832385,
e_10,node_12,node_21,7,24223.91126115264,1869.3311616573549,
e_11,node_16,node_12,13,21597.22208825657,3271.329532900371,
e_12,node_21,node_22,104,7588.213166144201,26637.969053617304,
e_13,node_7,node_13,144,9339.339281408247,36919.29044273276,
e_14,node_4,node_3,113,12549.737159392333,28974.633005689,
e_15,node_2,node_24,53,16927.552447552447,13552.650922015822,
e_16,node_6,node_14,100,25683.18302387268,25703.30347278863,
e_17,node_10,node_6,171,6712.650108512178,43929.28229894784,
e_18,node_4,node_24,87,25099.474318784665,22431.973939888256,
e_19,node_13,node_24,135,21013.513383168556,34582.62649066106,
e_20,node_19,node_22,153,9339.339281408247,39255.95439480445,
e_21,node_2,node_8,22,5545.232698336147,5607.993484972064,
e_22,node_0,node_8,153,14884.571979744394,39255.95439480445,
e_23,node_20,node_17,116,21597.22208825657,29909.298586517678,
e_24,node_12,node_6,95,15176.426332288402,24301.30510154561,
e_25,node_3,node_22,118,8755.630576320233,30376.631376932015,
e_26,node_5,node_4,87,8755.630576320233,22431.973939888256,
e_27,node_9,node_10,109,21889.076440800578,28039.967424860322,
e_28,node_3,node_20,105,17219.406800096454,27105.301844031645,
e_29,node_17,node_10,24,1459.2717627200386,6075.326275386403,
e_30,node_5,node_10,71,4669.669640704124,18225.978826159208,
e_31,node_11,node_24,84,5253.378345792139,21497.308359059578,
e_32,node_5,node_13,49,12257.882806848324,12617.985341187145,
e_33,node_15,node_24,36,9923.047986496262,9346.655808286774,
e_34,node_11,node_5,102,24515.765613696647,26170.636263202967,
e_35,node_20,node_12,91,17511.261152640465,23366.639520716933,
e_36,node_1,node_9,107,28893.580901856763,27572.63463444598,
e_37,node_5,node_21,115,23932.056908608633,29441.965796103337,
e_38,node_19,node_6,40,27726.163491680734,10281.321389115452,
e_39,node_16,node_1,49,17511.261152640465,12617.985341187145,
e_40,node_11,node_14,176,7296.358813600193,45331.280670190856,
e_41,node_0,node_13,131,16635.69809500844,33647.960909832385,
e_42,node_18,node_0,125,26850.600434048712,32245.96253858937,
e_43,node_6,node_3,67,24223.91126115264,17291.31324533053,
e_44,node_9,node_6,55,23640.202556064625,14019.983712430161,
e_45,node_11,node_18,25,17803.115505184473,6542.659065800742,
e_46,node_2,node_4,7,10214.90233904027,1869.3311616573549,
e_47,node_15,node_3,35,7004.504461056185,8879.323017872435,
e_48,node_14,node_5,169,7880.067518688209,43461.9495085335,
e_49,node_3,node_2,102,1751.1261152640463,26170.636263202967,
e_50,node_8,node_17,40,1167.417410176031,10281.321389115452,
e_51,node_23,node_0,136,10798.611044128285,35049.959281075404,
e_52,node_10,node_19,93,19262.38726790451,23833.972311131274,
e_53,node_16,node_0,69,24807.619966240658,17758.64603574487,
e_54,node_15,node_5,49,28018.01784422474,12617.985341187145,
