id,origin,destination,demand,release_time,deadline
k_0,node_8,node_13,74,0,78
k_1,node_10,node_0,64,0,68
k_2,node_15,node_6,3,0,86
k_3,node_15,node_9,64,0,47
k_4,node_9,node_16,16,0,70
k_5,node_8,node_2,42,0,97
k_6,node_3,node_19,16,0,49
k_7,node_19,node_17,97,0,28
k_8,node_12,node_5,99,0,115
k_9,node_11,node_2,78,0,27
k_10,node_9,node_8,58,0,38
k_11,node_17,node_11,56,0,33
k_12,node_6,node_8,16,0,40
k_13,node_11,node_13,76,0,25
k_14,node_16,node_9,17,0,68
k_15,node_12,node_5,26,0,116
k_16,node_10,node_17,66,0,33
k_17,node_3,node_7,77,0,61
k_18,node_15,node_2,59,0,89
k_19,node_12,node_9,64,0,67
k_20,node_17,node_9,5,0,67
k_21,node_14,node_6,59,0,52
k_22,node_15,node_7,70,0,75
k_23,node_12,node_13,49,0,95
k_24,node_1,node_6,22,0,48
k_25,node_9,node_5,66,0,56
k_26,node_4,node_12,89,0,68
k_27,node_4,node_10,37,0,39
k_28,node_7,node_19,94,0,25
k_29,node_16,node_1,15,0,131
k_30,node_1,node_17,6,0,15
k_31,node_12,node_8,6,0,49
k_32,node_17,node_6,72,0,41
k_33,node_10,node_17,98,0,31
k_34,node_6,node_2,87,0,32
k_35,node_3,node_1,64,0,33
k_36,node_9,node_2,39,0,52
k_37,node_16,node_0,62,0,49
k_38,node_4,node_12,6,0,71
k_39,node_8,node_16,20,0,45
k_40,node_1,node_10,88,0,20
k_41,node_14,node_2,25,0,61
k_42,node_1,node_7,16,0,46
k_43,node_19,node_2,78,0,36
k_44,node_1,node_7,71,0,46
k_45,node_6,node_16,40,0,79
k_46,node_9,node_2,64,0,56
k_47,node_14,node_6,86,0,48
k_48,node_17,node_2,4,0,51
k_49,node_8,node_2,84,0,98
k_50,node_9,node_12,35,0,58
k_51,node_13,node_0,46,0,17
k_52,node_3,node_19,1,0,42
k_53,node_12,node_9,82,0,69
k_54,node_3,node_4,13,0,24
k_55,node_19,node_17,13,0,29
k_56,node_9,node_11,19,0,47
k_57,node_14,node_11,57,0,39
k_58,node_19,node_5,8,0,13
k_59,node_16,node_2,92,0,114
k_60,node_3,node_9,40,0,88
k_61,node_17,node_16,93,0,92
k_62,node_4,node_15,12,0,70
k_63,node_6,node_7,87,0,19
k_64,node_1,node_10,42,0,25
k_65,node_4,node_12,38,0,71
k_66,node_11,node_16,40,0,72
k_67,node_16,node_0,47,0,50
k_68,node_15,node_2,6,0,87
k_69,node_19,node_13,57,0,24
k_70,node_11,node_0,20,0,34
k_71,node_7,node_13,63,0,17
k_72,node_1,node_7,94,0,47
k_73,node_19,node_8,81,0,39
k_74,node_11,node_17,13,0,34
k_75,node_13,node_9,10,0,32
k_76,node_7,node_8,34,0,30
k_77,node_8,node_19,35,0,94
k_78,node_8,node_6,81,0,100
k_79,node_14,node_17,57,0,18
k_80,node_19,node_7,84,0,22
k_81,node_11,node_17,65,0,34
k_82,node_8,node_13,31,0,77
k_83,node_9,node_17,64,0,69
k_84,node_17,node_13,10,0,42
k_85,node_12,node_10,70,0,148
k_86,node_11,node_7,45,0,19
k_87,node_6,node_17,85,0,42
k_88,node_14,node_16,41,0,100
k_89,node_19,node_9,67,0,50
k_90,node_13,node_1,8,0,46
k_91,node_16,node_8,38,0,35
k_92,node_4,node_1,95,0,23
k_93,node_15,node_6,96,0,87
k_94,node_14,node_2,82,0,61
k_95,node_11,node_10,57,0,52
k_96,node_17,node_15,48,0,64
k_97,node_3,node_4,57,0,21
k_98,node_13,node_6,94,0,32
k_99,node_17,node_10,96,0,30
