commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_360,e_361,e_362,e_363,e_364,e_365,e_366,e_367,e_368,e_369,e_37,e_370,e_371,e_372,e_373,e_374,e_375,e_376,e_377,e_378,e_379,e_38,e_380,e_381,e_382,e_383,e_384,e_385,e_386,e_387,e_388,e_389,e_39,e_390,e_391,e_392,e_393,e_394,e_395,e_396,e_397,e_398,e_399,e_4,e_40,e_400,e_401,e_402,e_403,e_404,e_405,e_406,e_407,e_408,e_409,e_41,e_410,e_411,e_412,e_413,e_414,e_415,e_416,e_417,e_418,e_419,e_42,e_420,e_421,e_422,e_423,e_424,e_425,e_426,e_427,e_428,e_429,e_43,e_430,e_431,e_432,e_433,e_434,e_435,e_436,e_437,e_438,e_439,e_44,e_440,e_441,e_442,e_443,e_444,e_445,e_446,e_447,e_448,e_449,e_45,e_450,e_451,e_452,e_453,e_454,e_455,e_456,e_457,e_458,e_459,e_46,e_460,e_461,e_462,e_463,e_464,e_465,e_466,e_467,e_468,e_469,e_47,e_470,e_471,e_472,e_473,e_474,e_475,e_476,e_477,e_478,e_479,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,63,33,92,98,69,45,10,16,12,88,8,46,33,20,74,67,21,95,100,44,49,94,36,72,99,75,57,80,84,78,58,67,74,54,47,88,75,17,79,52,37,28,41,21,64,64,93,52,12,15,8,7,66,46,83,9,25,92,68,59,51,89,60,88,48,91,80,95,35,85,31,81,10,3,8,67,40,47,68,75,39,24,15,42,71,26,23,73,84,69,87,82,65,7,39,33,96,32,16,64,70,84,93,91,94,4,27,22,88,66,67,4,13,45,27,52,38,28,52,63,51,22,69,61,40,71,51,37,66,14,67,6,61,79,36,15,22,40,68,19,24,17,58,61,9,52,38,43,37,20,14,50,50,54,37,23,67,47,54,3,54,100,21,3,98,75,90,80,73,6,23,5,15,59,38,55,67,78,52,47,33,36,17,62,89,30,75,26,82,16,73,11,40,99,72,89,41,37,64,77,14,21,57,1,90,100,38,54,42,44,28,96,40,67,64,68,39,46,57,23,89,52,4,98,88,90,41,65,32,53,64,92,12,22,56,45,49,58,99,60,20,79,74,6,71,74,27,87,20,36,100,21,75,3,86,21,99,37,79,100,32,22,80,75,19,89,94,95,52,23,28,3,8,81,65,86,39,1,10,59,2,91,96,33,77,26,71,21,17,39,41,54,97,87,6,5,51,36,30,51,42,62,25,76,34,81,98,55,25,40,80,93,31,39,95,33,79,9,53,96,20,58,41,85,67,76,42,48,55,38,70,93,10,74,48,3,56,54,25,98,65,58,55,75,82,15,38,96,91,98,50,29,68,88,8,30,66,86,17,63,88,59,73,98,13,55,66,11,12,18,31,61,27,45,18,25,22,85,84,22,54,96,42,6,24,74,79,62,51,15,63,95,14,9,59,47,4,94,6,6,77,4,82,1,83,13,83,27,92,68,54,17,36,68,35,82,56,36,88,34,13,31,17,53,72,85,91,54,99,87,38,93,39,13,32,78,96,3,92,85,6,35,40,25,34,19,3,91,59,11,31,37,68,2,28,56,48,22,49,29,71,34,73,95,67,83,35,31,20,41,22,55,58,46,80,7,35,1,68,67
k_1,45,9,36,45,67,34,73,67,53,94,28,59,81,42,57,70,46,5,91,96,14,28,96,7,8,8,72,85,7,81,49,23,68,8,16,66,40,83,61,93,58,95,48,56,23,17,28,75,17,51,30,86,50,73,28,2,65,94,99,1,34,73,72,69,20,90,32,1,46,27,49,52,60,54,90,33,43,48,94,51,21,76,15,47,86,25,57,17,39,17,89,53,91,44,79,42,74,65,27,33,24,73,92,74,40,23,27,13,94,31,24,36,56,59,30,32,70,87,9,11,30,44,35,45,19,45,12,97,64,10,34,95,11,60,80,96,86,6,3,57,30,96,69,30,17,27,13,53,14,93,1,33,81,38,12,53,44,68,18,29,28,4,3,40,15,40,18,21,55,72,46,17,33,75,27,90,71,100,96,84,11,89,4,94,51,68,49,91,17,30,44,2,69,40,24,63,62,43,22,43,81,7,75,32,13,5,39,23,30,41,55,39,86,44,97,72,100,10,20,19,42,42,89,16,62,46,98,32,1,90,38,90,6,39,30,71,21,51,88,70,25,90,55,69,80,13,28,91,18,91,40,17,45,6,95,98,7,18,81,48,16,82,48,17,6,88,69,74,24,80,50,70,14,53,31,96,65,99,18,87,50,5,50,99,18,28,15,40,28,94,66,78,39,67,74,52,47,69,56,1,35,4,35,73,12,96,45,26,77,10,56,1,34,30,12,49,61,73,74,18,74,6,67,36,27,53,66,58,94,44,64,26,69,38,51,79,37,21,69,95,52,36,18,78,50,27,11,28,50,27,62,28,39,100,27,35,7,30,6,29,56,49,89,23,23,65,51,84,41,71,37,47,3,68,68,99,22,35,54,20,93,89,77,64,66,80,80,8,64,5,84,26,45,47,49,72,8,75,79,82,70,25,39,45,54,62,77,44,23,72,28,36,13,100,80,61,16,58,54,26,25,84,42,41,25,26,90,87,37,40,41,78,70,72,3,65,54,62,4,52,19,86,18,50,85,25,22,39,22,17,92,89,6,30,63,89,70,25,24,30,100,41,20,23,31,76,34,4,19,56,74,23,80,91,80,39,59,46,97,58
k_2,48,46,21,58,8,7,70,79,96,48,24,55,23,91,89,36,36,57,33,86,69,96,31,13,57,30,78,65,97,13,17,5,10,20,15,80,65,84,64,14,80,61,87,95,44,83,8,56,57,50,39,50,98,42,2,89,100,4,88,58,10,32,70,50,17,15,64,30,30,31,31,99,46,68,39,68,81,16,91,59,23,29,18,25,76,64,5,86,89,58,35,34,21,65,49,4,71,85,23,83,99,21,12,87,50,80,47,63,96,28,28,47,5,14,68,7,44,57,26,52,72,79,92,28,92,51,46,34,4,9,95,43,94,7,42,1,31,96,47,19,18,90,13,63,61,95,70,88,57,63,15,20,85,71,24,62,13,17,27,29,75,70,87,77,48,68,79,23,90,45,94,46,51,1,5,85,99,91,16,35,58,18,9,30,42,65,40,40,30,76,38,60,24,90,21,3,23,55,2,13,42,43,100,18,87,31,96,45,69,12,20,32,64,91,25,86,78,27,40,47,31,8,67,28,57,68,45,43,4,2,44,64,57,14,74,9,69,12,18,35,47,50,13,50,36,10,75,93,36,79,86,6,61,40,90,36,56,19,24,17,14,20,5,68,50,89,4,87,56,78,53,45,73,15,90,19,35,32,82,90,68,83,50,17,15,98,77,63,93,82,19,42,4,16,62,59,42,33,79,68,19,63,16,51,46,38,16,45,47,52,54,17,81,72,97,1,20,8,40,13,7,59,28,57,64,36,24,98,44,72,82,80,43,47,55,71,71,43,75,74,39,59,51,62,85,97,22,53,88,4,83,21,30,4,8,10,23,97,19,69,83,100,23,62,55,6,55,92,65,62,69,36,98,97,28,61,87,19,22,2,49,44,39,29,21,8,78,37,73,26,11,3,44,28,61,43,71,37,46,30,19,5,96,40,38,35,78,59,64,23,48,88,99,87,83,97,34,48,14,13,100,64,28,40,89,31,16,13,100,79,45,39,8,78,90,69,9,50,9,19,57,4,21,90,18,88,13,31,86,66,90,87,11,81,83,14,21,95,44,17,34,94,36,11,11,63,27,28,50,4,15,93,17,11,72,79,63,44,11,79
k_3,60,69,58,79,16,91,90,14,60,32,9,85,78,48,57,11,33,39,77,33,85,59,6,98,35,68,99,47,25,4,44,93,3,90,28,63,73,40,41,23,8,63,3,22,96,52,5,42,2,21,5,97,74,72,77,25,77,71,52,16,26,76,41,3,51,36,79,37,9,92,26,53,71,91,24,67,78,34,35,46,67,57,8,62,89,93,13,98,23,32,78,51,12,1,39,97,3,36,28,75,47,98,76,53,53,60,89,97,72,53,66,14,65,47,74,24,74,64,6,87,26,61,87,50,82,59,51,31,87,81,63,90,27,17,44,9,98,46,97,43,62,29,26,81,44,30,68,54,36,54,98,64,81,47,24,79,22,6,46,59,9,54,69,82,11,87,72,17,49,66,92,58,67,91,91,39,88,65,51,46,100,89,35,34,41,19,56,7,10,94,22,73,53,86,51,53,32,35,36,42,5,42,82,49,7,41,53,58,70,2,46,41,67,33,75,87,70,15,28,43,97,84,12,61,10,49,15,81,81,60,20,80,23,72,96,51,98,38,39,29,85,70,80,74,38,4,4,20,45,13,69,32,71,37,9,64,95,33,19,4,56,53,26,34,7,10,63,99,59,73,12,29,29,14,76,57,68,97,76,12,15,80,13,48,36,41,95,26,55,6,48,84,79,43,85,18,96,58,42,75,35,14,88,79,50,31,29,55,71,29,7,17,23,19,62,25,17,97,43,61,90,95,35,7,11,41,38,26,3,94,1,92,75,34,32,82,4,26,99,32,81,33,4,95,18,39,49,34,76,65,5,96,30,59,35,68,34,66,94,7,7,44,83,97,59,30,17,44,26,78,71,72,74,88,7,35,18,44,9,99,8,4,56,51,89,76,16,28,31,38,27,6,51,28,78,54,27,12,15,4,48,94,25,19,15,89,76,61,34,62,10,100,83,97,16,48,44,70,86,7,54,89,16,88,9,90,60,49,8,80,89,7,52,10,87,67,97,1,56,72,74,39,91,24,82,50,10,41,27,96,15,61,48,48,75,70,8,41,36,92,30,44,71,66,50,82,24,13,63,23,23,29,49,94,66,3,6,98,64,56
k_4,78,88,93,52,48,92,82,81,9,68,23,13,59,97,86,16,17,3,93,8,19,89,91,44,99,46,8,59,29,38,54,41,84,79,16,11,16,55,30,53,24,93,30,14,69,50,15,58,97,90,80,55,78,76,47,29,77,28,61,49,76,66,99,61,1,96,72,31,38,88,32,18,91,4,11,28,67,42,43,15,31,90,92,82,97,89,88,38,70,28,78,19,83,1,4,82,52,56,68,22,17,67,55,26,69,5,3,24,42,36,36,7,80,24,57,87,43,54,60,64,87,34,68,14,71,25,4,55,36,3,10,68,58,53,28,17,12,45,33,49,48,57,6,66,56,42,55,32,21,46,99,42,58,11,23,49,87,40,63,20,31,76,42,39,19,64,86,84,95,100,91,84,56,100,18,79,74,13,13,55,13,25,65,30,17,35,13,4,63,55,34,75,22,80,24,92,96,32,92,75,35,36,95,35,62,83,95,57,78,69,25,25,67,23,75,2,30,49,76,2,83,47,98,43,24,78,51,36,1,6,15,15,59,62,62,52,91,48,89,25,56,38,65,13,70,74,68,78,95,41,65,94,59,96,42,42,54,26,58,99,76,10,46,76,99,71,73,81,90,23,99,89,6,78,60,90,38,69,66,10,54,38,11,95,49,17,41,23,95,99,33,71,97,54,26,86,62,84,92,55,91,15,44,68,15,60,63,18,86,40,9,46,28,21,4,49,54,36,84,87,22,57,28,83,28,80,85,31,92,11,69,21,59,86,7,57,22,51,68,35,93,38,66,51,63,49,79,20,52,97,22,52,44,22,45,34,90,18,17,41,90,25,66,53,11,29,64,2,64,59,11,30,68,20,40,17,63,13,21,15,28,87,49,97,62,80,38,47,32,89,54,57,50,95,71,62,3,38,87,53,97,57,69,94,1,32,29,8,70,46,90,64,70,4,30,57,20,35,73,63,76,13,55,2,19,25,81,52,21,25,21,74,11,58,88,24,49,47,47,25,68,11,29,56,2,60,9,94,5,55,93,24,34,95,29,13,4,30,3,81,46,55,54,31,52,84,41,90,69,34,23,3,80,36,58,66,69,73,36,71
k_5,6,5,83,18,63,92,6,63,5,78,66,65,25,68,59,71,65,29,74,48,46,37,77,28,33,42,92,25,9,12,13,31,57,93,28,13,100,3,88,76,32,87,12,82,60,99,69,23,39,94,9,8,89,32,24,47,11,87,96,77,73,58,79,23,25,60,51,84,86,60,40,34,78,19,40,9,83,16,77,35,37,3,35,37,37,40,85,34,47,84,14,41,68,49,93,76,63,76,50,9,44,77,50,95,67,25,96,17,81,73,69,20,43,60,36,47,26,100,23,24,80,14,53,21,54,86,96,19,93,93,66,19,38,77,76,6,13,28,2,38,86,58,78,57,93,67,38,40,26,11,38,53,75,79,98,80,23,69,1,6,72,47,92,26,65,5,27,30,50,45,31,23,81,77,59,64,39,12,7,23,9,46,33,24,27,6,49,36,24,93,93,80,83,66,94,28,69,65,2,80,12,76,87,3,98,60,55,65,49,1,24,16,77,83,45,52,72,74,73,41,17,65,12,33,87,25,97,65,66,100,86,23,71,99,80,52,76,44,75,12,35,35,64,64,30,26,56,12,7,7,73,75,68,48,37,97,85,69,79,61,44,56,74,48,24,55,100,35,32,13,10,78,89,78,12,59,15,7,13,69,27,56,27,50,36,86,28,20,39,100,34,22,3,80,45,89,86,60,97,94,73,9,7,51,76,43,73,66,35,33,88,44,62,99,54,36,99,43,56,69,38,97,69,27,55,67,48,34,77,80,32,41,33,64,2,8,35,88,94,3,88,90,44,32,20,51,12,82,7,70,72,18,68,79,97,53,84,24,13,99,100,45,63,66,90,14,59,88,53,39,33,52,52,73,86,26,37,93,17,2,66,55,80,36,83,42,91,32,86,50,28,38,93,4,45,70,90,88,26,12,69,15,29,76,56,67,52,43,63,25,24,97,9,34,6,96,53,13,73,18,21,76,47,29,3,81,7,88,53,54,9,40,51,79,2,94,27,78,25,20,67,72,91,50,65,61,96,41,54,12,40,57,80,99,64,24,43,50,57,62,64,54,63,39,16,3,50,20,15,78,62,20,59,100,90,48,27,71,15,84
k_6,62,64,65,95,21,25,18,39,3,26,41,82,41,23,22,74,71,82,39,41,79,90,74,55,75,4,69,63,18,65,47,73,97,42,67,76,90,13,71,6,54,58,22,20,72,42,39,89,14,78,7,78,92,79,50,16,81,92,67,5,25,52,77,59,67,89,33,77,83,77,19,36,58,98,69,12,45,16,48,94,97,98,49,52,15,43,94,47,18,43,73,91,73,12,3,42,78,22,78,27,27,26,52,49,61,38,8,37,20,72,46,27,43,88,4,40,16,42,86,97,93,26,28,63,31,36,57,9,60,74,33,88,73,74,86,21,21,61,82,64,45,64,86,12,29,19,61,66,84,41,46,40,93,95,8,84,74,80,5,75,57,32,50,5,43,10,97,44,80,16,59,49,60,82,29,61,27,62,67,27,100,95,90,65,37,71,93,89,56,15,30,32,56,6,33,43,13,25,36,10,31,27,44,17,41,50,7,27,45,73,31,9,16,33,20,7,24,42,64,68,26,36,38,95,86,62,90,77,100,92,52,1,48,68,81,15,47,28,47,41,93,53,11,8,86,12,14,98,51,32,34,25,17,4,98,1,80,70,22,53,64,69,77,50,20,67,44,55,85,16,63,18,45,98,27,22,45,56,64,68,14,16,2,1,14,24,20,81,48,73,10,82,13,92,82,24,18,74,32,30,30,100,35,50,63,56,33,22,4,13,89,88,18,31,78,16,34,81,34,64,65,36,35,12,83,27,9,38,46,75,6,84,76,41,50,100,47,33,9,18,70,18,26,48,17,71,26,73,6,74,54,37,4,68,25,24,11,37,34,59,21,57,14,19,49,76,70,56,98,92,16,67,54,26,49,84,74,85,1,20,83,66,11,27,22,33,20,52,44,26,3,22,79,81,20,77,87,50,11,21,44,40,23,66,57,70,99,84,26,56,87,34,35,96,71,91,37,99,46,56,64,59,77,78,83,95,68,47,3,8,77,30,12,4,55,35,14,25,46,49,42,6,20,92,29,55,88,7,18,30,76,48,7,92,30,99,16,86,49,13,17,69,28,76,79,21,4,14,32,46,21,70,100,67,2,96,65,85,17,74
k_7,34,57,87,85,59,4,30,57,81,85,20,75,74,28,67,44,39,65,71,16,99,40,65,62,58,98,52,77,16,43,35,21,63,4,17,88,37,100,93,53,38,25,42,71,64,61,28,28,63,56,79,47,21,19,75,55,100,61,50,21,59,87,23,55,37,91,92,90,80,73,92,38,80,29,45,63,65,52,93,42,90,70,73,31,21,29,77,32,13,69,88,57,83,19,95,13,78,12,93,58,74,80,75,55,56,36,26,29,92,43,56,28,88,19,92,1,88,46,18,62,85,93,74,81,71,5,62,38,33,21,72,78,60,38,92,37,13,86,12,100,35,23,9,77,3,90,27,84,27,10,79,20,53,86,10,65,36,36,83,43,87,60,38,52,93,61,92,82,52,85,10,50,14,84,36,36,64,68,52,81,42,93,92,31,32,81,90,45,94,68,81,12,44,37,62,82,12,16,37,9,18,62,77,23,28,16,3,78,91,49,50,10,38,32,66,95,33,82,64,27,49,87,5,18,82,40,2,6,49,84,33,5,99,8,22,78,26,58,73,19,41,45,79,20,83,29,86,82,36,92,87,89,64,92,69,56,17,29,38,15,63,29,38,100,98,82,94,27,65,26,33,53,51,64,45,78,7,79,53,26,6,44,60,66,73,16,40,25,12,34,51,33,14,10,89,71,27,47,96,5,9,19,70,22,30,57,30,1,48,51,21,44,20,36,63,36,52,18,13,77,85,33,49,15,7,68,95,83,9,33,53,18,98,59,43,16,71,78,40,67,16,83,48,65,89,58,54,26,82,12,16,16,4,70,92,21,67,92,41,46,9,84,66,17,1,29,91,88,90,25,40,59,84,39,19,71,59,73,49,84,22,51,36,46,88,28,23,74,88,88,85,21,91,64,79,48,32,32,100,52,43,30,81,61,75,32,20,65,18,68,87,82,25,99,95,40,12,45,95,48,32,57,17,19,83,77,92,44,82,63,26,49,27,86,64,44,20,62,19,2,9,56,12,16,90,65,68,98,49,56,61,30,8,39,35,13,91,98,31,96,45,11,72,66,7,80,31,66,11,62,97,4,32,52,12,77,16,97,72,65
k_8,57,50,17,63,42,96,82,15,86,88,99,18,41,14,69,31,43,71,9,7,73,14,59,19,38,7,65,44,85,53,96,51,73,84,41,67,23,28,51,7,1,61,45,44,53,53,47,67,50,86,49,47,3,52,39,40,48,77,43,75,84,63,91,100,92,62,70,12,95,64,23,91,42,27,80,33,56,99,29,84,59,11,18,74,18,33,37,58,10,60,56,66,56,83,43,47,1,91,6,31,96,78,71,20,49,37,36,77,25,51,7,66,68,48,84,87,97,81,76,19,75,98,85,91,64,8,27,11,11,45,52,60,2,48,76,25,9,49,93,49,58,61,48,72,33,3,76,87,65,45,13,9,33,25,26,25,93,42,93,20,6,22,76,84,70,92,41,53,83,63,40,71,79,1,60,12,50,11,52,80,78,25,26,14,20,76,59,80,95,36,71,38,47,97,57,48,12,1,97,51,28,53,29,54,71,92,70,70,99,54,55,84,9,56,4,83,98,73,13,12,55,25,88,45,7,52,66,40,93,61,47,100,52,91,58,30,13,88,12,69,12,88,7,51,85,96,58,24,91,80,86,37,59,25,73,48,66,5,11,37,64,54,67,29,94,2,83,83,23,62,20,66,48,43,25,84,89,35,6,72,75,90,22,8,83,41,33,71,51,91,85,14,36,16,6,13,39,91,23,2,33,86,55,89,90,54,50,60,67,92,24,48,30,57,88,48,65,76,98,12,64,33,10,64,9,92,96,5,66,44,61,100,80,48,91,55,13,59,31,67,91,45,9,45,17,2,43,3,26,65,58,61,83,30,13,58,82,66,31,69,30,3,38,66,76,76,26,11,67,47,12,22,22,91,78,41,94,2,64,93,67,90,14,9,48,20,24,28,45,64,12,59,61,38,84,21,98,1,79,22,37,16,44,60,56,39,17,74,32,89,64,78,12,3,26,87,11,76,93,28,41,50,91,12,93,22,79,70,17,37,54,86,83,48,14,50,53,10,4,38,92,30,77,37,25,87,20,43,100,30,74,52,93,1,15,34,41,69,28,58,31,100,70,3,85,90,48,44,67,54,19,25,48,7,69,48,38,49,49,46
k_9,78,91,17,67,35,37,49,94,92,10,47,75,11,3,68,54,24,12,59,63,77,74,8,79,38,31,31,16,98,28,63,88,15,21,16,51,18,8,94,40,29,14,33,23,53,49,73,44,26,14,88,25,70,79,10,89,48,4,6,87,53,88,49,54,28,94,9,100,61,13,86,58,49,17,84,53,78,78,33,44,93,38,78,84,56,78,57,57,74,46,45,49,76,73,31,98,25,95,78,28,47,54,5,67,59,44,82,20,69,63,24,57,8,84,18,29,30,42,50,88,38,44,11,94,23,98,51,78,52,22,1,97,8,22,24,65,5,62,43,77,7,33,12,32,94,87,76,40,10,39,58,21,45,16,8,72,86,79,42,75,55,23,80,19,48,66,91,9,68,48,83,80,71,36,37,19,29,16,50,1,51,84,9,5,45,39,92,76,15,58,82,22,79,19,8,31,36,24,93,71,79,43,29,14,57,45,55,25,81,93,69,4,48,47,14,89,40,30,83,83,62,99,24,7,11,65,2,45,60,34,64,66,50,41,15,19,89,46,42,49,34,19,12,96,24,54,95,84,55,5,70,15,19,36,46,44,99,84,76,15,12,82,63,5,1,66,33,28,46,7,80,11,59,96,51,24,50,33,43,91,92,62,68,9,64,11,26,76,72,51,41,48,60,93,26,91,45,5,50,80,8,54,56,60,49,77,44,37,100,15,26,36,67,20,19,5,56,67,46,34,20,92,82,3,71,100,41,93,78,57,93,96,88,64,8,83,86,83,65,88,73,22,74,69,86,73,62,85,75,69,44,69,89,83,77,18,46,23,71,100,54,89,64,2,85,11,63,90,82,88,14,1,35,33,61,22,12,85,85,34,89,13,17,6,81,30,41,69,18,80,61,77,11,99,87,91,87,2,5,43,16,34,48,35,86,69,26,28,42,49,46,41,21,22,49,12,48,23,62,90,88,67,35,54,44,85,38,67,32,6,20,66,75,2,74,41,95,32,6,62,63,63,26,72,76,40,45,43,68,69,60,28,50,81,73,48,43,57,93,54,82,25,16,70,21,80,36,76,60,21,93,11,14,83,18,43,10,34,33,35
