id,origin,destination,demand,release_time,deadline
k_0,node_7,node_13,28,0,29
k_1,node_18,node_4,89,0,38
k_2,node_15,node_13,16,0,38
k_3,node_1,node_3,7,0,37
k_4,node_14,node_18,86,0,36
k_5,node_18,node_17,12,0,49
k_6,node_11,node_16,52,0,47
k_7,node_15,node_13,9,0,38
k_8,node_7,node_17,93,0,21
k_9,node_7,node_9,23,0,19
k_10,node_9,node_4,14,0,38
k_11,node_14,node_3,84,0,29
k_12,node_8,node_18,18,0,36
k_13,node_10,node_7,61,0,43
k_14,node_16,node_10,55,0,26
k_15,node_14,node_5,6,0,28
k_16,node_5,node_15,11,0,10
k_17,node_2,node_17,41,0,33
k_18,node_6,node_5,24,0,28
k_19,node_2,node_5,87,0,51
k_20,node_19,node_13,66,0,29
k_21,node_13,node_18,31,0,18
k_22,node_11,node_8,85,0,30
k_23,node_7,node_14,77,0,28
k_24,node_11,node_19,82,0,38
k_25,node_8,node_16,20,0,41
k_26,node_2,node_12,82,0,35
k_27,node_0,node_19,88,0,38
k_28,node_10,node_17,26,0,49
k_29,node_1,node_2,53,0,29
k_30,node_0,node_10,38,0,51
k_31,node_17,node_15,15,0,30
k_32,node_1,node_19,56,0,38
k_33,node_15,node_5,80,0,21
k_34,node_7,node_0,54,0,34
k_35,node_3,node_5,22,0,41
k_36,node_5,node_17,55,0,33
k_37,node_0,node_18,53,0,51
k_38,node_13,node_1,12,0,17
k_39,node_9,node_6,96,0,49
k_40,node_12,node_1,98,0,43
k_41,node_11,node_13,23,0,50
k_42,node_1,node_13,50,0,38
k_43,node_6,node_19,32,0,38
k_44,node_1,node_5,86,0,41
k_45,node_6,node_14,71,0,47
k_46,node_2,node_8,13,0,49
k_47,node_0,node_18,7,0,51
k_48,node_2,node_10,46,0,51
k_49,node_4,node_11,28,0,30
k_50,node_15,node_8,75,0,30
k_51,node_13,node_12,25,0,35
k_52,node_19,node_1,55,0,32
k_53,node_5,node_16,16,0,27
k_54,node_16,node_5,41,0,41
k_55,node_14,node_11,50,0,30
k_56,node_12,node_8,57,0,36
k_57,node_9,node_13,86,0,50
k_58,node_0,node_2,61,0,29
k_59,node_1,node_12,83,0,35
k_60,node_16,node_15,54,0,30
k_61,node_12,node_11,85,0,44
k_62,node_10,node_14,15,0,37
k_63,node_1,node_4,20,0,18
k_64,node_1,node_2,8,0,29
k_65,node_19,node_8,32,0,36
k_66,node_2,node_7,98,0,51
k_67,node_10,node_19,58,0,18
k_68,node_8,node_7,90,0,43
k_69,node_14,node_3,22,0,29
k_70,node_13,node_6,27,0,36
k_71,node_9,node_17,87,0,26
k_72,node_16,node_4,70,0,18
k_73,node_19,node_9,74,0,48
k_74,node_2,node_6,100,0,29
k_75,node_11,node_13,5,0,50
k_76,node_11,node_7,98,0,30
k_77,node_1,node_11,66,0,15
k_78,node_7,node_10,67,0,26
k_79,node_15,node_3,5,0,42
k_80,node_16,node_11,26,0,15
k_81,node_13,node_1,28,0,17
k_82,node_16,node_0,45,0,34
k_83,node_9,node_0,45,0,49
k_84,node_14,node_9,72,0,35
k_85,node_2,node_10,75,0,51
k_86,node_2,node_17,70,0,33
k_87,node_17,node_9,40,0,48
k_88,node_19,node_11,43,0,30
k_89,node_16,node_13,9,0,15
k_90,node_16,node_1,20,0,17
k_91,node_12,node_2,50,0,47
k_92,node_7,node_19,49,0,18
k_93,node_19,node_16,76,0,27
k_94,node_5,node_19,1,0,18
k_95,node_5,node_12,77,0,35
k_96,node_9,node_17,30,0,26
k_97,node_6,node_15,15,0,30
k_98,node_2,node_4,90,0,38
k_99,node_2,node_3,44,0,51
k_100,node_14,node_6,28,0,36
k_101,node_17,node_19,17,0,38
k_102,node_4,node_5,53,0,44
k_103,node_11,node_13,90,0,50
k_104,node_7,node_18,27,0,18
k_105,node_2,node_5,67,0,51
k_106,node_3,node_16,27,0,27
k_107,node_3,node_1,99,0,17
k_108,node_4,node_17,68,0,33
k_109,node_18,node_6,80,0,49
k_110,node_9,node_3,7,0,37
k_111,node_12,node_16,71,0,51
k_112,node_0,node_1,52,0,43
k_113,node_3,node_11,51,0,15
k_114,node_6,node_4,24,0,18
k_115,node_8,node_11,27,0,36
k_116,node_10,node_8,26,0,49
k_117,node_4,node_7,56,0,43
k_118,node_6,node_16,84,0,47
k_119,node_8,node_7,33,0,51
k_120,node_2,node_4,46,0,38
k_121,node_0,node_10,80,0,51
k_122,node_13,node_0,22,0,34
k_123,node_18,node_13,99,0,38
k_124,node_6,node_0,63,0,34
k_125,node_11,node_16,18,0,41
k_126,node_17,node_10,13,0,41
k_127,node_13,node_19,89,0,38
k_128,node_4,node_2,30,0,51
k_129,node_7,node_15,66,0,30
k_130,node_4,node_6,33,0,29
k_131,node_1,node_13,5,0,38
k_132,node_13,node_6,44,0,29
k_133,node_12,node_10,79,0,46
k_134,node_6,node_18,98,0,36
k_135,node_13,node_11,35,0,30
k_136,node_16,node_19,82,0,18
k_137,node_5,node_8,78,0,30
k_138,node_17,node_5,13,0,41
k_139,node_2,node_19,77,0,46
k_140,node_16,node_2,15,0,29
