id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_6,node_16,37,86,178,"['e_80', 'e_198', 'e_23', 'e_110', 'e_132']","['node_6', 'node_19', 'node_13', 'node_14', 'node_4', 'node_16']"
k_1,node_19,node_14,81,55,92,"['e_198', 'e_23']","['node_19', 'node_13', 'node_14']"
k_2,node_19,node_1,81,79,162,"['e_198', 'e_85']","['node_19', 'node_13', 'node_1']"
k_3,node_10,node_12,14,71,188,"['e_123', 'e_59']","['node_10', 'node_0', 'node_12']"
k_4,node_12,node_6,38,60,158,"['e_163', 'e_132', 'e_45']","['node_12', 'node_4', 'node_16', 'node_6']"
k_5,node_5,node_6,33,71,184,"['e_137', 'e_23', 'e_110', 'e_132', 'e_45']","['node_5', 'node_13', 'node_14', 'node_4', 'node_16', 'node_6']"
k_6,node_4,node_6,9,56,113,"['e_132', 'e_45']","['node_4', 'node_16', 'node_6']"
k_7,node_3,node_7,18,53,116,['e_178'],"['node_3', 'node_7']"
k_8,node_9,node_8,52,71,159,"['e_199', 'e_154', 'e_53']","['node_9', 'node_4', 'node_17', 'node_8']"
k_9,node_6,node_5,18,54,139,['e_19'],"['node_6', 'node_5']"
k_10,node_15,node_2,82,78,220,['e_180'],"['node_15', 'node_2']"
k_11,node_16,node_19,32,81,160,"['e_45', 'e_80']","['node_16', 'node_6', 'node_19']"
k_12,node_1,node_18,90,87,168,"['e_67', 'e_107', 'e_133']","['node_1', 'node_3', 'node_16', 'node_18']"
k_13,node_15,node_11,75,67,220,['e_144'],"['node_15', 'node_11']"
k_14,node_4,node_13,30,63,147,"['e_132', 'e_102', 'e_54']","['node_4', 'node_16', 'node_11', 'node_13']"
k_15,node_13,node_9,78,59,125,"['e_23', 'e_110', 'e_146']","['node_13', 'node_14', 'node_4', 'node_9']"
k_16,node_16,node_14,80,54,115,['e_183'],"['node_16', 'node_14']"
k_17,node_9,node_15,71,58,126,"['e_96', 'e_4']","['node_9', 'node_14', 'node_15']"
k_18,node_8,node_12,55,46,210,['e_156'],"['node_8', 'node_12']"
k_19,node_11,node_19,28,61,146,"['e_196', 'e_181']","['node_11', 'node_9', 'node_19']"
k_20,node_19,node_13,75,55,80,['e_198'],"['node_19', 'node_13']"
