id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_7,node_12,22,58,159,"['e_76', 'e_36']","['node_7', 'node_8', 'node_12']"
k_1,node_1,node_18,52,89,159,"['e_295', 'e_107', 'e_164']","['node_1', 'node_2', 'node_7', 'node_18']"
k_2,node_3,node_13,40,35,122,"['e_18', 'e_164', 'e_181']","['node_3', 'node_7', 'node_18', 'node_13']"
k_3,node_1,node_9,12,53,97,['e_199'],"['node_1', 'node_9']"
k_4,node_15,node_1,22,46,80,['e_258'],"['node_15', 'node_1']"
k_5,node_6,node_12,44,83,194,"['e_104', 'e_69', 'e_181', 'e_264', 'e_16']","['node_6', 'node_16', 'node_18', 'node_13', 'node_1', 'node_12']"
k_6,node_8,node_6,28,95,162,"['e_245', 'e_78', 'e_105']","['node_8', 'node_18', 'node_10', 'node_6']"
k_7,node_18,node_15,27,65,90,['e_116'],"['node_18', 'node_15']"
k_8,node_5,node_14,41,79,205,"['e_284', 'e_92']","['node_5', 'node_19', 'node_14']"
k_9,node_14,node_16,45,65,172,"['e_291', 'e_104']","['node_14', 'node_6', 'node_16']"
k_10,node_19,node_13,36,79,157,"['e_197', 'e_222']","['node_19', 'node_17', 'node_13']"
k_11,node_4,node_2,9,33,72,"['e_249', 'e_258', 'e_295']","['node_4', 'node_15', 'node_1', 'node_2']"
k_12,node_5,node_18,58,75,189,"['e_225', 'e_107', 'e_164']","['node_5', 'node_2', 'node_7', 'node_18']"
k_13,node_6,node_16,83,36,72,['e_104'],"['node_6', 'node_16']"
k_14,node_9,node_1,61,82,162,['e_113'],"['node_9', 'node_1']"
k_15,node_11,node_13,73,45,97,['e_4'],"['node_11', 'node_13']"
k_16,node_10,node_11,70,49,136,"['e_105', 'e_104', 'e_69', 'e_116', 'e_206']","['node_10', 'node_6', 'node_16', 'node_18', 'node_15', 'node_11']"
k_17,node_16,node_7,26,32,72,"['e_69', 'e_181', 'e_264', 'e_295', 'e_107']","['node_16', 'node_18', 'node_13', 'node_1', 'node_2', 'node_7']"
k_18,node_4,node_19,3,59,141,"['e_249', 'e_258', 'e_295', 'e_38']","['node_4', 'node_15', 'node_1', 'node_2', 'node_19']"
k_19,node_17,node_13,84,36,62,['e_222'],"['node_17', 'node_13']"
k_20,node_0,node_18,73,50,141,"['e_299', 'e_83', 'e_104', 'e_69']","['node_0', 'node_17', 'node_6', 'node_16', 'node_18']"
k_21,node_15,node_17,77,76,162,"['e_258', 'e_295', 'e_150']","['node_15', 'node_1', 'node_2', 'node_17']"
k_22,node_19,node_16,28,31,137,"['e_197', 'e_83', 'e_104']","['node_19', 'node_17', 'node_6', 'node_16']"
k_23,node_16,node_14,16,45,135,"['e_241', 'e_90']","['node_16', 'node_9', 'node_14']"
k_24,node_1,node_4,45,51,139,"['e_295', 'e_150', 'e_93']","['node_1', 'node_2', 'node_17', 'node_4']"
k_25,node_6,node_12,32,40,144,"['e_104', 'e_69', 'e_181', 'e_264', 'e_16']","['node_6', 'node_16', 'node_18', 'node_13', 'node_1', 'node_12']"
k_26,node_13,node_17,57,44,121,"['e_264', 'e_295', 'e_150']","['node_13', 'node_1', 'node_2', 'node_17']"
k_27,node_18,node_7,99,38,74,"['e_181', 'e_264', 'e_295', 'e_107']","['node_18', 'node_13', 'node_1', 'node_2', 'node_7']"
k_28,node_17,node_12,81,53,135,"['e_222', 'e_264', 'e_16']","['node_17', 'node_13', 'node_1', 'node_12']"
k_29,node_11,node_12,88,60,166,"['e_4', 'e_264', 'e_16']","['node_11', 'node_13', 'node_1', 'node_12']"
k_30,node_4,node_14,51,45,110,['e_133'],"['node_4', 'node_14']"
k_31,node_15,node_18,67,67,148,"['e_258', 'e_295', 'e_107', 'e_164']","['node_15', 'node_1', 'node_2', 'node_7', 'node_18']"
k_32,node_9,node_3,18,10,87,"['e_223', 'e_137']","['node_9', 'node_10', 'node_3']"
k_33,node_0,node_19,70,88,147,['e_142'],"['node_0', 'node_19']"
k_34,node_3,node_15,30,66,147,"['e_18', 'e_164', 'e_116']","['node_3', 'node_7', 'node_18', 'node_15']"
k_35,node_11,node_16,57,68,174,"['e_95', 'e_105', 'e_104']","['node_11', 'node_10', 'node_6', 'node_16']"
k_36,node_7,node_13,83,76,128,"['e_164', 'e_181']","['node_7', 'node_18', 'node_13']"
k_37,node_5,node_13,76,53,150,['e_194'],"['node_5', 'node_13']"
k_38,node_10,node_1,9,72,153,"['e_105', 'e_104', 'e_69', 'e_181', 'e_264']","['node_10', 'node_6', 'node_16', 'node_18', 'node_13', 'node_1']"
k_39,node_14,node_5,93,60,168,"['e_207', 'e_249', 'e_206', 'e_293']","['node_14', 'node_4', 'node_15', 'node_11', 'node_5']"
k_40,node_15,node_0,69,66,138,"['e_98', 'e_105', 'e_159']","['node_15', 'node_10', 'node_6', 'node_0']"
k_41,node_14,node_19,53,72,159,['e_147'],"['node_14', 'node_19']"
k_42,node_1,node_7,39,40,67,"['e_295', 'e_107']","['node_1', 'node_2', 'node_7']"
k_43,node_10,node_7,51,40,89,['e_277'],"['node_10', 'node_7']"
k_44,node_10,node_2,73,46,131,"['e_105', 'e_104', 'e_69', 'e_181', 'e_264', 'e_295']","['node_10', 'node_6', 'node_16', 'node_18', 'node_13', 'node_1', 'node_2']"
k_45,node_14,node_2,61,64,156,"['e_207', 'e_249', 'e_258', 'e_295']","['node_14', 'node_4', 'node_15', 'node_1', 'node_2']"
k_46,node_17,node_14,88,65,159,"['e_93', 'e_133']","['node_17', 'node_4', 'node_14']"
k_47,node_0,node_1,30,22,76,"['e_299', 'e_222', 'e_264']","['node_0', 'node_17', 'node_13', 'node_1']"
k_48,node_6,node_10,15,37,85,"['e_104', 'e_69', 'e_78']","['node_6', 'node_16', 'node_18', 'node_10']"
k_49,node_5,node_9,47,39,127,['e_158'],"['node_5', 'node_9']"
k_50,node_1,node_7,75,36,66,"['e_295', 'e_107']","['node_1', 'node_2', 'node_7']"
k_51,node_10,node_1,26,4,84,"['e_105', 'e_104', 'e_69', 'e_181', 'e_264']","['node_10', 'node_6', 'node_16', 'node_18', 'node_13', 'node_1']"
k_52,node_4,node_10,92,62,94,"['e_249', 'e_98']","['node_4', 'node_15', 'node_10']"
k_53,node_0,node_7,7,56,113,"['e_299', 'e_222', 'e_264', 'e_295', 'e_107']","['node_0', 'node_17', 'node_13', 'node_1', 'node_2', 'node_7']"
k_54,node_0,node_9,67,65,102,['e_215'],"['node_0', 'node_9']"
k_55,node_9,node_14,79,58,122,['e_90'],"['node_9', 'node_14']"
k_56,node_11,node_0,49,41,148,"['e_95', 'e_105', 'e_159']","['node_11', 'node_10', 'node_6', 'node_0']"
k_57,node_16,node_9,36,28,62,['e_241'],"['node_16', 'node_9']"
k_58,node_13,node_18,9,66,136,"['e_264', 'e_295', 'e_107', 'e_164']","['node_13', 'node_1', 'node_2', 'node_7', 'node_18']"
k_59,node_7,node_14,19,52,164,['e_55'],"['node_7', 'node_14']"
k_60,node_4,node_7,21,40,82,"['e_249', 'e_258', 'e_295', 'e_107']","['node_4', 'node_15', 'node_1', 'node_2', 'node_7']"
k_61,node_7,node_2,84,27,94,"['e_164', 'e_181', 'e_264', 'e_295']","['node_7', 'node_18', 'node_13', 'node_1', 'node_2']"
k_62,node_10,node_1,95,27,102,"['e_105', 'e_104', 'e_69', 'e_181', 'e_264']","['node_10', 'node_6', 'node_16', 'node_18', 'node_13', 'node_1']"
k_63,node_0,node_4,83,54,95,['e_29'],"['node_0', 'node_4']"
k_64,node_4,node_17,16,45,104,['e_59'],"['node_4', 'node_17']"
k_65,node_13,node_16,1,55,148,"['e_264', 'e_295', 'e_107', 'e_267', 'e_105', 'e_104']","['node_13', 'node_1', 'node_2', 'node_7', 'node_10', 'node_6', 'node_16']"
k_66,node_5,node_10,73,86,185,"['e_225', 'e_107', 'e_267']","['node_5', 'node_2', 'node_7', 'node_10']"
k_67,node_3,node_5,22,76,141,['e_285'],"['node_3', 'node_5']"
k_68,node_10,node_15,29,84,159,"['e_105', 'e_104', 'e_69', 'e_116']","['node_10', 'node_6', 'node_16', 'node_18', 'node_15']"
k_69,node_7,node_4,98,63,159,"['e_267', 'e_105', 'e_159', 'e_29']","['node_7', 'node_10', 'node_6', 'node_0', 'node_4']"
k_70,node_2,node_5,7,31,72,['e_273'],"['node_2', 'node_5']"
k_71,node_18,node_14,19,48,146,"['e_181', 'e_47', 'e_90']","['node_18', 'node_13', 'node_9', 'node_14']"
k_72,node_4,node_7,63,81,131,"['e_249', 'e_258', 'e_295', 'e_107']","['node_4', 'node_15', 'node_1', 'node_2', 'node_7']"
k_73,node_17,node_0,65,46,95,"['e_83', 'e_159']","['node_17', 'node_6', 'node_0']"
k_74,node_18,node_7,61,50,78,"['e_181', 'e_264', 'e_295', 'e_107']","['node_18', 'node_13', 'node_1', 'node_2', 'node_7']"
k_75,node_3,node_4,58,78,175,['e_80'],"['node_3', 'node_4']"
k_76,node_9,node_14,3,72,147,['e_90'],"['node_9', 'node_14']"
k_77,node_3,node_11,62,51,142,"['e_18', 'e_164', 'e_116', 'e_206']","['node_3', 'node_7', 'node_18', 'node_15', 'node_11']"
k_78,node_10,node_14,84,60,164,"['e_105', 'e_159', 'e_260']","['node_10', 'node_6', 'node_0', 'node_14']"
k_79,node_7,node_14,79,61,173,['e_55'],"['node_7', 'node_14']"
k_80,node_12,node_5,94,54,110,"['e_49', 'e_206', 'e_293']","['node_12', 'node_15', 'node_11', 'node_5']"
k_81,node_1,node_5,95,65,113,"['e_295', 'e_273']","['node_1', 'node_2', 'node_5']"
k_82,node_5,node_15,84,68,180,"['e_128', 'e_20']","['node_5', 'node_1', 'node_15']"
k_83,node_6,node_13,69,45,102,"['e_104', 'e_69', 'e_181']","['node_6', 'node_16', 'node_18', 'node_13']"
k_84,node_12,node_3,44,62,120,"['e_3', 'e_78', 'e_137']","['node_12', 'node_18', 'node_10', 'node_3']"
k_85,node_7,node_18,27,35,89,['e_164'],"['node_7', 'node_18']"
