id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_12,node_16,58,77,159,"['e_156', 'e_49', 'e_142', 'e_87']","['node_12', 'node_10', 'node_11', 'node_5', 'node_16']"
k_1,node_11,node_13,48,62,105,"['e_195', 'e_110']","['node_11', 'node_15', 'node_13']"
k_2,node_3,node_7,89,74,142,"['e_199', 'e_69', 'e_119']","['node_3', 'node_9', 'node_6', 'node_7']"
k_3,node_4,node_10,10,69,136,"['e_112', 'e_156']","['node_4', 'node_12', 'node_10']"
k_4,node_15,node_8,87,80,159,"['e_110', 'e_179', 'e_97']","['node_15', 'node_13', 'node_3', 'node_8']"
k_5,node_5,node_0,84,74,198,"['e_87', 'e_180', 'e_119', 'e_15']","['node_5', 'node_16', 'node_6', 'node_7', 'node_0']"
k_6,node_0,node_10,66,52,136,"['e_229', 'e_48']","['node_0', 'node_17', 'node_10']"
k_7,node_2,node_5,15,65,161,"['e_189', 'e_48', 'e_49', 'e_142']","['node_2', 'node_17', 'node_10', 'node_11', 'node_5']"
k_8,node_3,node_4,11,68,153,"['e_199', 'e_69', 'e_192']","['node_3', 'node_9', 'node_6', 'node_4']"
k_9,node_11,node_3,62,51,138,"['e_195', 'e_110', 'e_179']","['node_11', 'node_15', 'node_13', 'node_3']"
k_10,node_4,node_15,34,73,127,['e_96'],"['node_4', 'node_15']"
k_11,node_3,node_13,91,64,150,['e_95'],"['node_3', 'node_13']"
k_12,node_15,node_7,31,58,98,"['e_110', 'e_200', 'e_119']","['node_15', 'node_13', 'node_6', 'node_7']"
k_13,node_18,node_2,78,84,197,"['e_204', 'e_193', 'e_153']","['node_18', 'node_15', 'node_9', 'node_2']"
k_14,node_16,node_14,73,68,161,"['e_180', 'e_166']","['node_16', 'node_6', 'node_14']"
k_15,node_1,node_13,14,61,118,"['e_141', 'e_153', 'e_58']","['node_1', 'node_9', 'node_2', 'node_13']"
k_16,node_2,node_14,12,62,151,"['e_58', 'e_200', 'e_166']","['node_2', 'node_13', 'node_6', 'node_14']"
k_17,node_8,node_12,30,60,171,"['e_22', 'e_11']","['node_8', 'node_2', 'node_12']"
k_18,node_12,node_4,29,56,111,"['e_156', 'e_92', 'e_192']","['node_12', 'node_10', 'node_6', 'node_4']"
k_19,node_18,node_8,9,75,180,"['e_204', 'e_110', 'e_179', 'e_97']","['node_18', 'node_15', 'node_13', 'node_3', 'node_8']"
k_20,node_18,node_3,63,57,153,"['e_204', 'e_110', 'e_179']","['node_18', 'node_15', 'node_13', 'node_3']"
k_21,node_4,node_15,63,68,123,['e_96'],"['node_4', 'node_15']"
k_22,node_7,node_11,72,71,184,"['e_213', 'e_112', 'e_156', 'e_49']","['node_7', 'node_4', 'node_12', 'node_10', 'node_11']"
k_23,node_11,node_5,23,79,117,['e_142'],"['node_11', 'node_5']"
