id,origin,destination,transit_time,capacity,fixed_cost,variable_cost
e_0,node_2,node_12,16.0,11543.160493827161,12139.65868611346,
e_1,node_5,node_7,42.0,15390.880658436214,31023.57219784551,
e_2,node_11,node_12,47.0,3847.7201646090534,35070.125093216666,
e_3,node_0,node_9,42.0,16032.167352537723,31023.57219784551,
e_4,node_17,node_15,11.0,14108.307270233197,8093.105790742307,
e_5,node_12,node_4,7.0,5771.580246913581,5395.403860494871,
e_6,node_12,node_8,36.0,641.2866941015089,26977.019302474357,
e_7,node_1,node_10,15.0,13467.020576131688,10790.807720989742,
e_8,node_18,node_0,24.0,13467.020576131688,17535.062546608333,
e_9,node_19,node_15,16.0,17956.02743484225,12139.65868611346,
e_10,node_3,node_5,49.0,17314.74074074074,36418.976058340384,
e_11,node_2,node_13,44.0,3206.433470507545,32372.42316296923,
e_12,node_1,node_13,25.0,11543.160493827161,18883.91351173205,
e_13,node_12,node_6,7.0,11543.160493827161,5395.403860494871,
e_14,node_14,node_7,47.0,14749.593964334706,35070.125093216666,
e_15,node_12,node_9,45.0,14749.593964334706,33721.27412809295,
e_16,node_7,node_11,36.0,16673.454046639232,26977.019302474357,
e_17,node_15,node_5,16.0,15390.880658436214,12139.65868611346,
e_18,node_19,node_11,20.0,19238.600823045268,14837.360616360897,
e_19,node_5,node_3,20.0,8978.013717421125,14837.360616360897,
e_20,node_8,node_4,18.0,17956.02743484225,13488.509651237178,
e_21,node_4,node_1,20.0,18597.31412894376,14837.360616360897,
e_22,node_12,node_10,47.0,3847.7201646090534,35070.125093216666,
e_23,node_16,node_0,40.0,7054.153635116599,29674.721232721793,
e_24,node_12,node_2,31.0,13467.020576131688,22930.466407103202,
e_25,node_13,node_4,2.0,10901.873799725652,1348.8509651237177,
e_26,node_15,node_17,53.0,6412.86694101509,39116.67798858781,
e_27,node_16,node_13,2.0,1282.5733882030179,1348.8509651237177,
e_28,node_12,node_1,31.0,15390.880658436214,22930.466407103202,
e_29,node_17,node_7,53.0,6412.86694101509,39116.67798858781,
e_30,node_15,node_0,49.0,9619.300411522634,36418.976058340384,
e_31,node_0,node_17,53.0,12825.73388203018,39116.67798858781,
e_32,node_11,node_13,44.0,14749.593964334706,32372.42316296923,
e_33,node_17,node_19,31.0,19238.600823045268,22930.466407103202,
e_34,node_6,node_19,47.0,3847.7201646090534,35070.125093216666,
e_35,node_15,node_1,47.0,641.2866941015089,35070.125093216666,
e_36,node_4,node_0,35.0,4489.0068587105625,25628.16833735064,
e_37,node_7,node_17,13.0,12184.44718792867,9441.956755866026,
e_38,node_11,node_3,18.0,9619.300411522634,13488.509651237178,
e_39,node_6,node_1,38.0,5771.580246913581,28325.870267598075,
e_40,node_4,node_5,44.0,14749.593964334706,32372.42316296923,
e_41,node_13,node_16,40.0,16032.167352537723,29674.721232721793,
e_42,node_4,node_15,22.0,5771.580246913581,16186.211581484615,
e_43,node_10,node_14,33.0,8336.727023319616,24279.31737222692,
e_44,node_18,node_13,35.0,8978.013717421125,25628.16833735064,
e_45,node_3,node_11,33.0,10260.587105624143,24279.31737222692,
e_46,node_3,node_9,47.0,641.2866941015089,35070.125093216666,
e_47,node_17,node_18,11.0,12825.73388203018,8093.105790742307,
e_48,node_18,node_7,47.0,5130.2935528120715,35070.125093216666,
e_49,node_13,node_17,31.0,17314.74074074074,22930.466407103202,
e_50,node_16,node_12,9.0,10260.587105624143,6744.254825618589,
e_51,node_15,node_16,42.0,7695.440329218107,31023.57219784551,
e_52,node_6,node_15,25.0,14749.593964334706,18883.91351173205,
e_53,node_1,node_18,2.0,3847.7201646090534,1348.8509651237177,
e_54,node_4,node_12,13.0,14108.307270233197,9441.956755866026,
e_55,node_9,node_5,47.0,10901.873799725652,35070.125093216666,
e_56,node_0,node_16,25.0,5771.580246913581,18883.91351173205,
e_57,node_3,node_19,49.0,16032.167352537723,36418.976058340384,
e_58,node_1,node_6,16.0,1282.5733882030179,12139.65868611346,
e_59,node_10,node_1,55.0,3847.7201646090534,40465.52895371153,
e_60,node_14,node_4,27.0,14108.307270233197,20232.764476855766,
e_61,node_15,node_8,7.0,1282.5733882030179,5395.403860494871,
e_62,node_18,node_15,33.0,4489.0068587105625,24279.31737222692,
e_63,node_14,node_1,51.0,12184.44718792867,37767.8270234641,
e_64,node_3,node_17,9.0,16673.454046639232,6744.254825618589,
e_65,node_9,node_1,24.0,19238.600823045268,17535.062546608333,
e_66,node_10,node_11,22.0,16032.167352537723,16186.211581484615,
e_67,node_15,node_2,53.0,6412.86694101509,39116.67798858781,
e_68,node_10,node_4,35.0,17314.74074074074,25628.16833735064,
e_69,node_18,node_10,15.0,13467.020576131688,10790.807720989742,
e_70,node_0,node_3,53.0,16032.167352537723,39116.67798858781,
e_71,node_7,node_0,18.0,7054.153635116599,13488.509651237178,
e_72,node_16,node_18,5.0,12825.73388203018,4046.5528953711537,
e_73,node_0,node_6,36.0,16673.454046639232,26977.019302474357,
e_74,node_7,node_9,2.0,4489.0068587105625,1348.8509651237177,
e_75,node_9,node_16,33.0,5130.2935528120715,24279.31737222692,
e_76,node_11,node_18,49.0,16032.167352537723,36418.976058340384,
e_77,node_5,node_15,2.0,8978.013717421125,1348.8509651237177,
e_78,node_15,node_14,42.0,9619.300411522634,31023.57219784551,
e_79,node_6,node_2,53.0,11543.160493827161,39116.67798858781,
e_80,node_14,node_8,22.0,8978.013717421125,16186.211581484615,
e_81,node_4,node_14,38.0,1923.8600823045267,28325.870267598075,
e_82,node_7,node_15,4.0,17956.02743484225,2697.7019302474355,
e_83,node_10,node_19,51.0,17956.02743484225,37767.8270234641,
e_84,node_17,node_12,40.0,11543.160493827161,29674.721232721793,
e_85,node_11,node_7,18.0,5130.2935528120715,13488.509651237178,
e_86,node_10,node_3,22.0,10260.587105624143,16186.211581484615,
e_87,node_5,node_17,40.0,8336.727023319616,29674.721232721793,
e_88,node_1,node_16,33.0,16032.167352537723,24279.31737222692,
e_89,node_10,node_16,7.0,10901.873799725652,5395.403860494871,
e_90,node_16,node_4,18.0,1282.5733882030179,13488.509651237178,
e_91,node_3,node_8,40.0,18597.31412894376,29674.721232721793,
e_92,node_8,node_17,11.0,19238.600823045268,8093.105790742307,
e_93,node_0,node_7,35.0,19238.600823045268,25628.16833735064,
e_94,node_1,node_9,53.0,8978.013717421125,39116.67798858781,
e_95,node_8,node_18,49.0,10260.587105624143,36418.976058340384,
e_96,node_18,node_2,36.0,18597.31412894376,26977.019302474357,
e_97,node_7,node_4,7.0,16673.454046639232,5395.403860494871,
e_98,node_19,node_14,27.0,14108.307270233197,20232.764476855766,
e_99,node_1,node_2,49.0,10260.587105624143,36418.976058340384,
e_100,node_13,node_11,29.0,1282.5733882030179,21581.615441979484,
e_101,node_2,node_5,55.0,6412.86694101509,40465.52895371153,
e_102,node_18,node_14,11.0,5130.2935528120715,8093.105790742307,
e_103,node_13,node_1,4.0,11543.160493827161,2697.7019302474355,
e_104,node_1,node_14,44.0,1282.5733882030179,32372.42316296923,
e_105,node_6,node_4,7.0,16032.167352537723,5395.403860494871,
e_106,node_0,node_19,33.0,6412.86694101509,24279.31737222692,
e_107,node_10,node_0,53.0,18597.31412894376,39116.67798858781,
e_108,node_10,node_12,24.0,19238.600823045268,17535.062546608333,
e_109,node_11,node_9,31.0,9619.300411522634,22930.466407103202,
e_110,node_11,node_6,25.0,11543.160493827161,18883.91351173205,
e_111,node_19,node_7,29.0,5771.580246913581,21581.615441979484,
e_112,node_15,node_19,5.0,1282.5733882030179,4046.5528953711537,
e_113,node_19,node_18,20.0,17956.02743484225,14837.360616360897,
e_114,node_0,node_11,35.0,641.2866941015089,25628.16833735064,
e_115,node_13,node_14,55.0,5771.580246913581,40465.52895371153,
e_116,node_18,node_11,29.0,6412.86694101509,21581.615441979484,
e_117,node_1,node_11,2.0,9619.300411522634,1348.8509651237177,
e_118,node_2,node_19,31.0,3847.7201646090534,22930.466407103202,
e_119,node_2,node_4,40.0,16032.167352537723,29674.721232721793,
