id,origin,destination,demand,release_time,deadline,arc_list,node_list
k_0,node_1,node_21,8,28,67,"['e_204', 'e_83']","['node_1', 'node_17', 'node_21']"
k_1,node_3,node_19,66,40,108,"['e_113', 'e_94', 'e_204', 'e_83', 'e_321']","['node_3', 'node_10', 'node_1', 'node_17', 'node_21', 'node_19']"
k_2,node_23,node_10,16,43,77,"['e_146', 'e_67', 'e_262']","['node_23', 'node_9', 'node_17', 'node_10']"
k_3,node_15,node_8,48,27,35,['e_234'],"['node_15', 'node_8']"
k_4,node_4,node_20,87,29,105,"['e_19', 'e_129']","['node_4', 'node_21', 'node_20']"
k_5,node_20,node_6,83,34,95,"['e_125', 'e_359', 'e_11', 'e_354']","['node_20', 'node_12', 'node_16', 'node_11', 'node_6']"
k_6,node_13,node_11,13,22,88,"['e_265', 'e_11']","['node_13', 'node_16', 'node_11']"
k_7,node_9,node_16,38,20,42,"['e_198', 'e_359']","['node_9', 'node_12', 'node_16']"
k_8,node_10,node_20,78,14,54,"['e_94', 'e_309', 'e_158', 'e_235']","['node_10', 'node_1', 'node_6', 'node_0', 'node_20']"
k_9,node_23,node_17,80,47,61,"['e_146', 'e_67']","['node_23', 'node_9', 'node_17']"
k_10,node_16,node_4,54,37,84,"['e_11', 'e_162', 'e_186']","['node_16', 'node_11', 'node_7', 'node_4']"
k_11,node_18,node_12,20,51,125,"['e_227', 'e_234', 'e_14', 'e_162', 'e_32', 'e_237', 'e_146', 'e_198']","['node_18', 'node_15', 'node_8', 'node_11', 'node_7', 'node_5', 'node_23', 'node_9', 'node_12']"
k_12,node_17,node_14,25,41,75,"['e_37', 'e_104']","['node_17', 'node_4', 'node_14']"
k_13,node_4,node_3,53,30,77,"['e_104', 'e_337']","['node_4', 'node_14', 'node_3']"
k_14,node_19,node_11,48,35,54,"['e_270', 'e_29', 'e_14']","['node_19', 'node_22', 'node_8', 'node_11']"
k_15,node_6,node_2,18,46,90,"['e_158', 'e_223']","['node_6', 'node_0', 'node_2']"
k_16,node_12,node_17,29,23,47,"['e_105', 'e_146', 'e_67']","['node_12', 'node_23', 'node_9', 'node_17']"
k_17,node_18,node_1,38,38,81,"['e_227', 'e_234', 'e_14', 'e_145']","['node_18', 'node_15', 'node_8', 'node_11', 'node_1']"
k_18,node_6,node_13,35,71,111,"['e_158', 'e_164']","['node_6', 'node_0', 'node_13']"
k_19,node_22,node_0,8,40,65,"['e_29', 'e_14', 'e_354', 'e_158']","['node_22', 'node_8', 'node_11', 'node_6', 'node_0']"
k_20,node_13,node_0,36,41,113,"['e_265', 'e_11', 'e_354', 'e_158']","['node_13', 'node_16', 'node_11', 'node_6', 'node_0']"
k_21,node_18,node_22,35,34,63,"['e_227', 'e_139']","['node_18', 'node_15', 'node_22']"
k_22,node_9,node_22,38,36,70,"['e_67', 'e_83', 'e_321', 'e_270']","['node_9', 'node_17', 'node_21', 'node_19', 'node_22']"
k_23,node_23,node_11,9,38,82,"['e_146', 'e_198', 'e_359', 'e_11']","['node_23', 'node_9', 'node_12', 'node_16', 'node_11']"
k_24,node_3,node_18,60,42,72,"['e_113', 'e_58']","['node_3', 'node_10', 'node_18']"
k_25,node_18,node_8,78,14,43,"['e_227', 'e_234']","['node_18', 'node_15', 'node_8']"
k_26,node_18,node_12,37,38,114,"['e_227', 'e_234', 'e_14', 'e_162', 'e_32', 'e_237', 'e_146', 'e_198']","['node_18', 'node_15', 'node_8', 'node_11', 'node_7', 'node_5', 'node_23', 'node_9', 'node_12']"
k_27,node_16,node_5,80,21,69,"['e_11', 'e_162', 'e_32']","['node_16', 'node_11', 'node_7', 'node_5']"
k_28,node_12,node_9,44,28,49,"['e_105', 'e_146']","['node_12', 'node_23', 'node_9']"
k_29,node_10,node_18,66,35,61,['e_58'],"['node_10', 'node_18']"
k_30,node_7,node_22,20,33,62,"['e_32', 'e_91']","['node_7', 'node_5', 'node_22']"
k_31,node_2,node_12,44,5,54,"['e_109', 'e_125']","['node_2', 'node_20', 'node_12']"
k_32,node_5,node_21,31,22,56,"['e_237', 'e_146', 'e_67', 'e_83']","['node_5', 'node_23', 'node_9', 'node_17', 'node_21']"
k_33,node_6,node_21,57,43,98,"['e_158', 'e_54', 'e_139', 'e_111', 'e_188']","['node_6', 'node_0', 'node_15', 'node_22', 'node_19', 'node_21']"
