commodity,e_0,e_1,e_10,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_11,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_12,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_13,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_14,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_15,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_16,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_17,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_18,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_19,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199,e_2,e_20,e_200,e_201,e_202,e_203,e_204,e_205,e_206,e_207,e_208,e_209,e_21,e_210,e_211,e_212,e_213,e_214,e_215,e_216,e_217,e_218,e_219,e_22,e_220,e_221,e_222,e_223,e_224,e_225,e_226,e_227,e_228,e_229,e_23,e_230,e_231,e_232,e_233,e_234,e_235,e_236,e_237,e_238,e_239,e_24,e_240,e_241,e_242,e_243,e_244,e_245,e_246,e_247,e_248,e_249,e_25,e_250,e_251,e_252,e_253,e_254,e_255,e_256,e_257,e_258,e_259,e_26,e_260,e_261,e_262,e_263,e_264,e_265,e_266,e_267,e_268,e_269,e_27,e_270,e_271,e_272,e_273,e_274,e_275,e_276,e_277,e_278,e_279,e_28,e_280,e_281,e_282,e_283,e_284,e_285,e_286,e_287,e_288,e_289,e_29,e_290,e_291,e_292,e_293,e_294,e_295,e_296,e_297,e_298,e_299,e_3,e_30,e_300,e_301,e_302,e_303,e_304,e_305,e_306,e_307,e_308,e_309,e_31,e_310,e_311,e_312,e_313,e_314,e_315,e_316,e_317,e_318,e_319,e_32,e_320,e_321,e_322,e_323,e_324,e_325,e_326,e_327,e_328,e_329,e_33,e_330,e_331,e_332,e_333,e_334,e_335,e_336,e_337,e_338,e_339,e_34,e_340,e_341,e_342,e_343,e_344,e_345,e_346,e_347,e_348,e_349,e_35,e_350,e_351,e_352,e_353,e_354,e_355,e_356,e_357,e_358,e_359,e_36,e_360,e_361,e_362,e_363,e_364,e_365,e_366,e_367,e_368,e_369,e_37,e_370,e_371,e_372,e_373,e_374,e_375,e_376,e_377,e_378,e_379,e_38,e_380,e_381,e_382,e_383,e_384,e_385,e_386,e_387,e_388,e_389,e_39,e_390,e_391,e_392,e_393,e_394,e_395,e_396,e_397,e_398,e_399,e_4,e_40,e_400,e_401,e_402,e_403,e_404,e_405,e_406,e_407,e_408,e_409,e_41,e_410,e_411,e_412,e_413,e_414,e_415,e_416,e_417,e_418,e_419,e_42,e_420,e_421,e_422,e_423,e_424,e_425,e_426,e_427,e_428,e_429,e_43,e_430,e_431,e_432,e_433,e_434,e_435,e_436,e_437,e_438,e_439,e_44,e_440,e_441,e_442,e_443,e_444,e_445,e_446,e_447,e_448,e_449,e_45,e_450,e_451,e_452,e_453,e_454,e_455,e_456,e_457,e_458,e_459,e_46,e_460,e_461,e_462,e_463,e_464,e_465,e_466,e_467,e_468,e_469,e_47,e_470,e_471,e_472,e_473,e_474,e_475,e_476,e_477,e_478,e_479,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99
k_0,24,53,76,46,7,20,76,3,19,36,88,97,45,100,76,84,100,89,3,36,67,81,86,6,11,99,74,35,93,63,96,49,33,79,16,57,30,42,46,79,50,7,35,57,26,68,32,46,51,20,13,77,27,2,87,52,89,55,75,88,85,15,35,65,71,58,81,85,87,74,73,74,16,95,2,94,91,30,48,40,76,74,19,63,7,94,98,1,12,94,66,66,10,57,11,17,31,100,8,80,98,48,95,46,12,99,13,32,47,83,98,67,57,64,14,23,21,75,11,63,97,61,55,78,99,47,27,94,77,68,98,5,20,56,25,19,6,84,28,87,4,10,27,90,26,86,26,38,88,43,24,44,49,75,41,28,69,56,21,59,48,56,97,86,59,66,94,77,60,17,44,18,30,80,34,55,42,77,88,8,50,46,37,26,88,72,47,92,62,51,53,1,97,81,11,21,20,70,24,98,34,5,52,24,96,80,40,63,95,26,89,5,87,5,35,33,69,64,85,35,30,79,31,25,92,30,37,89,23,78,23,35,61,60,90,44,91,94,74,46,55,71,56,81,6,69,73,56,38,56,82,76,55,41,38,34,48,25,33,50,75,30,11,87,94,13,86,22,72,17,45,30,41,10,45,32,45,63,3,72,25,43,67,70,90,56,21,31,25,24,77,52,30,63,75,40,29,81,16,62,15,26,79,84,70,34,61,62,84,80,84,98,95,41,2,38,81,24,41,62,96,24,6,92,49,78,45,14,57,100,62,70,61,26,32,14,71,13,20,59,56,25,82,14,63,52,47,69,60,65,64,49,51,36,17,62,56,37,14,60,10,97,81,44,35,94,96,20,34,48,88,76,20,79,99,85,20,47,33,65,47,31,48,36,37,86,28,42,51,8,11,95,52,83,74,30,88,17,17,62,90,55,40,21,4,100,62,44,43,1,1,84,100,75,73,94,38,100,51,89,57,77,53,58,38,100,88,22,9,76,34,16,70,67,52,100,78,58,89,9,17,80,81,66,44,40,4,68,76,40,25,27,25,22,96,46,99,68,29,13,33,36,95,2,24,73,95,6,63,15,90,24,16,76,57,67,34,38,79,13
k_1,45,14,43,59,64,26,55,91,3,14,14,9,22,4,46,77,18,53,59,16,5,99,23,50,77,36,92,53,57,14,100,56,91,24,28,74,4,30,46,3,96,36,21,82,28,31,23,6,71,2,80,73,83,28,76,88,62,42,38,73,10,48,78,80,87,37,30,76,3,90,3,42,82,82,91,55,63,41,83,10,26,70,53,48,56,95,30,10,37,57,26,17,84,38,68,6,63,72,40,99,34,21,94,54,68,81,30,8,34,37,15,14,30,19,22,60,29,52,19,33,91,54,84,55,25,72,95,90,51,56,91,29,12,64,13,42,67,76,56,39,18,80,63,25,98,29,15,67,59,98,89,6,46,97,69,43,99,90,43,51,44,8,63,34,66,45,71,9,46,51,64,53,73,39,89,99,65,4,33,68,85,51,49,100,36,28,67,25,91,19,70,62,3,52,2,43,21,34,68,67,28,2,24,15,95,98,97,15,70,96,5,2,78,26,12,33,22,61,38,35,38,5,36,92,71,90,21,51,97,20,14,94,73,26,49,39,77,71,1,32,60,2,77,92,69,10,23,78,40,14,48,69,89,88,19,31,95,10,18,60,33,55,59,13,84,14,21,74,69,72,96,87,80,59,8,70,40,56,44,82,59,17,11,20,65,46,59,6,21,80,30,54,53,87,88,80,75,89,10,72,6,57,6,9,4,45,58,11,67,5,7,18,45,90,18,91,68,77,2,87,87,50,26,21,89,59,30,16,93,78,77,97,15,23,37,8,72,39,63,83,81,12,99,48,23,22,74,32,28,72,81,87,7,81,93,30,61,55,77,81,55,56,40,70,73,32,72,64,95,49,64,40,28,15,7,79,33,48,88,76,8,51,19,94,5,82,53,76,18,80,64,83,39,32,6,48,67,31,18,51,33,38,45,47,57,87,41,94,86,24,80,31,82,85,80,11,81,83,51,96,56,11,63,7,41,32,61,18,10,65,45,80,90,68,13,96,25,16,63,2,22,32,93,44,95,55,7,66,35,92,55,33,26,45,78,87,84,94,17,71,36,95,88,76,46,91,34,72,72,27,98,88,27,22,32,40,37,25,51,79
k_2,8,57,39,52,75,73,28,28,46,99,72,27,60,28,98,24,24,26,39,48,1,26,62,42,31,18,48,67,46,31,4,79,9,77,21,18,55,60,9,53,62,99,84,15,44,26,2,32,69,16,54,96,56,31,22,55,40,2,24,90,75,34,83,2,93,32,90,24,48,38,42,65,95,38,46,66,64,88,49,65,36,1,24,64,40,67,22,1,25,8,89,58,67,36,4,7,4,93,12,22,31,10,93,16,54,11,71,1,26,52,82,52,71,31,19,9,84,41,28,77,28,88,44,32,50,34,69,10,41,19,99,74,66,96,21,31,45,70,21,72,81,24,100,25,48,52,100,96,26,22,92,39,12,89,71,45,75,79,16,66,2,57,14,94,98,74,78,38,86,61,10,80,100,68,14,3,20,9,14,75,99,86,1,41,59,62,69,87,62,6,77,31,50,63,23,66,55,29,22,84,95,57,76,34,54,97,64,97,81,53,97,22,38,85,42,35,98,22,36,55,52,42,12,78,4,78,6,27,90,95,12,56,8,98,1,43,58,10,86,1,1,27,23,55,35,84,92,92,66,72,36,100,81,55,89,28,72,66,75,36,41,51,67,5,61,4,16,88,94,55,64,60,2,70,16,13,43,44,81,14,63,88,72,24,57,7,72,24,19,28,71,40,47,84,10,9,62,63,73,73,67,55,93,5,68,91,69,13,45,38,14,54,88,97,27,28,39,68,87,9,59,95,7,80,57,96,41,93,55,86,89,97,46,33,41,81,48,38,65,46,11,36,23,62,42,44,54,10,8,7,54,45,7,89,66,13,66,93,29,22,45,31,59,16,15,1,75,39,94,36,11,42,60,18,39,75,32,66,47,58,4,27,10,39,27,96,85,50,53,40,19,9,20,67,51,70,73,59,28,34,60,10,8,20,66,7,18,59,61,77,38,29,42,78,56,90,26,88,70,65,20,62,33,89,21,59,2,12,75,67,73,31,45,61,24,5,68,20,8,24,31,89,32,35,47,64,56,73,32,40,64,35,37,56,49,86,24,25,56,53,71,60,38,18,66,10,92,91,82,85,60,52,1,92,79,4,31,92,44,34
k_3,43,72,75,79,48,46,45,63,80,43,1,50,45,57,7,40,32,68,75,80,78,82,47,35,82,9,95,9,58,68,78,59,6,11,84,16,39,32,25,57,77,72,77,97,65,83,3,24,42,78,19,33,26,32,28,85,84,96,90,2,39,54,54,91,81,13,5,95,90,9,85,72,26,97,59,4,23,35,39,52,65,27,20,10,30,2,14,2,83,57,80,47,90,41,57,45,54,11,17,83,43,96,70,93,16,43,57,2,75,61,88,13,100,99,75,63,71,31,71,94,94,51,76,41,32,55,86,82,46,28,53,2,84,47,83,94,78,61,4,60,72,83,35,90,82,10,32,87,83,18,3,14,39,8,56,38,3,71,78,60,61,20,40,11,32,2,1,26,27,16,32,17,70,56,14,15,72,13,97,73,8,65,75,9,23,43,16,28,82,60,75,98,32,51,70,52,33,7,98,99,31,88,53,72,52,21,73,38,69,94,32,8,88,12,69,67,24,23,51,38,63,81,12,47,91,49,7,16,14,26,3,78,22,10,32,17,55,55,97,65,38,38,14,10,11,71,9,51,87,39,78,21,53,20,92,31,83,26,9,61,3,42,51,13,91,50,73,84,39,49,100,23,83,40,17,69,64,16,75,23,15,50,40,40,79,91,82,79,74,50,6,36,87,23,69,56,58,60,36,86,66,18,93,6,60,24,32,22,19,53,80,5,32,43,22,62,3,17,84,76,82,93,90,83,28,81,10,31,24,79,76,62,56,78,8,55,36,63,36,85,41,18,81,56,96,89,90,26,80,13,30,19,76,2,26,20,16,92,10,23,37,27,27,77,88,89,84,92,59,65,92,65,25,19,21,13,37,38,95,84,55,91,27,9,85,66,30,76,56,78,85,27,95,2,62,69,39,53,13,69,72,85,27,32,78,17,16,61,17,36,22,40,70,76,85,16,32,33,98,66,12,44,95,61,89,2,48,25,40,59,4,75,8,74,32,4,8,63,34,66,51,60,66,35,86,74,60,14,39,30,78,5,48,6,19,57,65,64,93,47,83,4,2,85,91,28,24,19,71,57,99,19,23,90,4,63,4,56,49,12
k_4,10,26,99,57,74,71,37,79,75,27,65,24,74,2,66,95,18,80,73,37,31,89,95,63,95,43,4,57,58,65,56,16,37,32,62,38,44,13,11,76,24,100,50,69,15,92,14,57,64,34,58,9,91,96,8,93,99,65,32,53,72,70,44,20,7,14,51,86,79,51,51,14,83,38,34,88,25,20,94,72,87,29,53,88,69,50,8,3,23,21,95,19,5,72,40,10,28,83,63,67,49,3,48,29,98,7,95,31,42,30,15,42,80,51,89,64,34,36,61,72,20,28,64,27,60,45,77,22,97,37,87,89,27,90,22,56,20,43,30,85,30,76,80,36,60,58,60,73,75,43,14,3,58,96,89,72,6,23,92,78,39,37,27,11,59,69,98,97,26,81,48,53,43,41,55,100,93,60,32,60,40,99,21,18,23,70,19,43,13,94,74,82,8,74,76,64,60,90,89,26,33,43,86,75,56,41,60,87,33,90,34,42,88,47,63,65,57,66,74,31,19,23,59,74,88,4,14,64,9,62,84,56,81,3,91,25,99,66,40,55,38,25,35,97,59,70,1,26,39,26,32,73,92,9,74,58,33,56,72,29,4,95,98,73,72,88,49,55,46,38,85,64,94,5,66,100,96,72,60,41,83,97,52,19,74,24,59,57,51,88,33,86,53,53,3,33,66,55,67,15,5,20,99,58,38,32,6,7,30,60,17,17,48,15,33,98,72,61,76,58,82,37,20,77,24,74,71,43,100,41,10,97,11,45,2,43,97,12,23,72,85,32,75,90,54,29,94,15,59,67,47,94,40,66,92,34,85,50,84,89,81,13,82,51,28,15,39,78,5,75,99,90,12,5,2,97,58,26,13,79,84,12,69,41,63,45,97,89,73,2,44,59,45,52,33,69,24,23,93,50,39,90,89,83,45,86,56,98,42,38,73,22,19,51,62,20,43,73,34,22,31,22,73,46,77,83,77,54,59,36,83,56,75,70,91,9,77,13,31,78,16,94,68,14,57,9,27,68,60,82,52,67,31,21,72,32,10,41,9,30,6,25,78,7,39,38,20,59,57,42,45,96,77,45,92,11,87,88,30,25
k_5,34,45,20,77,38,91,33,2,68,73,6,14,41,53,88,48,37,88,9,13,36,77,89,19,63,63,51,99,53,79,2,69,58,90,26,81,69,89,84,91,33,95,34,74,97,15,76,5,22,36,27,74,34,35,86,28,81,80,14,43,1,93,100,43,98,99,25,68,27,41,88,13,89,4,24,40,88,65,19,33,69,42,90,31,15,40,84,97,96,13,37,82,69,23,60,5,26,16,13,42,41,10,63,43,26,5,66,33,19,52,33,80,26,54,62,94,23,31,61,99,60,79,79,11,20,10,28,48,64,90,68,60,40,3,36,17,53,45,23,26,7,67,57,47,86,72,56,64,99,92,15,23,17,65,53,48,53,31,98,6,48,50,37,100,59,18,24,34,47,55,91,94,31,24,63,3,82,99,16,89,94,81,60,88,50,68,27,69,76,81,78,94,8,8,1,20,66,78,12,37,87,86,59,54,79,60,46,12,85,94,100,65,41,11,12,66,29,47,7,39,6,95,93,58,4,38,88,87,11,60,6,11,17,23,71,75,22,60,56,99,87,36,20,57,21,79,95,5,41,28,40,97,47,67,99,18,62,17,26,78,43,60,58,19,43,57,24,14,70,32,33,72,91,8,33,33,90,98,81,48,9,23,87,62,64,69,83,83,6,14,73,48,70,77,94,64,96,83,82,57,1,70,44,80,88,15,31,9,25,66,1,8,33,98,43,72,21,51,7,90,63,98,87,10,80,40,54,77,76,19,71,50,38,7,9,78,74,66,37,50,99,82,22,97,50,16,55,83,48,11,21,71,77,28,28,46,95,24,39,42,70,4,55,78,63,34,46,51,28,86,61,22,94,95,59,57,26,77,83,46,65,81,51,2,99,5,34,90,49,9,18,82,14,5,34,49,27,93,67,87,86,48,57,44,54,51,23,98,93,64,8,42,10,95,23,77,30,82,14,96,2,31,31,41,81,2,29,83,29,49,56,5,89,37,72,39,47,69,78,40,100,40,92,37,43,10,81,86,60,68,67,84,63,57,77,96,24,83,5,7,68,2,6,24,90,68,68,65,88,7,2,87,55,98,43,92,9,59,14,53
k_6,83,85,5,55,98,91,5,52,66,83,93,74,95,93,74,49,42,37,11,80,77,93,24,27,91,29,22,37,41,38,16,5,73,72,36,93,31,90,77,55,45,80,85,29,6,96,91,38,97,89,48,87,47,11,63,28,75,61,36,79,7,59,55,6,89,72,93,35,98,23,47,96,53,49,75,51,64,27,27,87,61,20,39,86,46,34,52,54,41,23,75,50,13,50,82,72,19,55,58,95,16,62,8,65,75,67,93,58,89,93,86,82,42,65,36,37,18,39,65,55,19,10,11,78,79,89,98,14,31,53,90,96,17,38,52,66,54,55,6,91,99,93,26,56,78,11,24,84,73,21,73,86,80,17,1,25,66,12,69,49,56,64,92,38,85,91,86,9,90,28,39,29,46,37,13,42,52,19,4,22,57,96,95,50,83,96,86,16,4,42,28,61,43,72,14,27,53,49,14,88,74,56,90,45,88,87,43,59,37,44,3,9,16,77,32,44,46,36,70,87,94,64,8,36,22,51,37,2,16,12,6,53,11,92,91,69,95,40,31,97,8,8,44,21,41,64,89,19,74,31,99,75,87,92,57,2,17,14,22,19,90,73,84,94,85,76,17,37,28,12,69,10,26,49,54,95,23,13,4,99,32,13,62,56,34,98,13,90,59,21,97,46,49,96,61,50,96,92,17,57,52,84,63,75,82,40,21,11,9,10,23,64,51,47,23,15,74,59,65,32,84,27,56,71,10,47,53,9,50,86,98,98,85,26,46,50,49,98,52,50,81,71,71,39,49,59,9,46,79,9,27,100,82,43,29,35,82,57,16,76,55,27,99,62,47,57,26,9,46,81,9,91,96,100,40,71,70,100,86,98,73,11,34,13,51,62,74,91,29,47,32,55,12,94,76,75,53,69,10,93,99,67,69,54,10,68,95,33,100,68,49,52,86,51,66,46,84,88,6,6,18,1,54,42,88,90,90,54,57,49,52,88,88,41,87,46,64,34,4,55,23,83,80,33,85,54,43,71,4,7,8,74,13,63,58,1,81,80,28,74,41,46,17,90,44,5,64,54,15,37,64,49,11,56,80,66,44,8,31,54
k_7,69,26,43,79,51,62,48,92,89,1,78,84,58,81,63,75,19,41,77,4,39,13,16,77,14,81,60,62,71,95,70,11,9,94,67,4,55,25,98,89,87,39,75,61,25,66,78,76,93,34,66,96,84,32,5,78,73,31,91,1,44,19,87,97,41,32,40,26,81,90,9,25,26,6,61,34,48,41,52,81,70,59,37,39,45,6,5,50,86,65,15,11,17,28,89,4,47,49,57,50,38,66,83,29,68,12,60,59,39,11,42,32,29,63,21,19,87,21,86,31,28,81,63,14,54,87,28,4,77,12,29,59,82,12,63,45,56,15,72,98,78,30,100,28,99,53,18,24,87,63,74,11,65,47,67,5,55,55,94,88,90,15,7,34,75,85,51,67,90,61,34,18,29,37,85,23,97,89,69,20,63,58,71,66,3,38,63,12,51,7,15,99,31,36,63,66,32,59,14,18,8,49,80,82,17,77,18,67,54,49,39,28,9,1,68,90,33,72,84,90,2,76,7,63,9,47,32,46,81,83,96,24,61,8,29,88,98,67,21,17,75,70,36,76,42,62,41,23,96,8,25,76,21,25,80,96,1,1,20,62,19,15,21,32,68,32,96,29,8,77,49,8,49,31,21,21,99,53,28,91,28,64,77,18,45,20,48,8,28,82,60,67,14,14,73,93,35,90,67,70,33,17,18,12,8,57,19,76,20,1,100,15,62,69,62,44,25,30,37,2,53,14,34,5,83,86,24,47,46,90,70,12,77,69,92,9,15,61,15,87,98,46,97,92,92,45,64,38,15,14,65,52,98,93,82,64,69,20,47,15,14,22,83,65,60,64,6,45,96,76,93,50,54,9,70,61,49,10,95,81,86,24,11,80,77,66,70,22,33,56,62,13,55,63,93,97,85,53,78,19,38,74,87,66,97,31,100,65,3,84,68,62,87,1,84,61,44,65,15,3,15,41,4,94,8,78,87,97,53,19,20,73,11,6,73,70,10,45,43,73,40,97,69,69,18,18,14,2,4,85,90,13,25,47,72,49,97,100,5,89,97,52,84,41,41,28,60,27,25,38,9,8,26,46,32,82,71,77,100,45
k_8,4,58,17,59,27,100,14,54,44,27,21,19,27,99,83,67,74,86,51,75,68,30,65,21,61,53,56,80,78,62,31,90,85,36,54,98,52,87,60,13,42,1,41,28,15,29,84,4,8,40,4,94,9,64,11,19,68,79,49,7,3,28,51,6,22,59,92,27,37,94,42,15,27,53,6,80,82,14,42,21,63,27,64,25,53,60,12,72,93,41,49,55,32,53,60,37,2,71,27,56,35,86,56,46,73,19,5,85,77,52,31,6,2,46,96,86,23,92,8,61,86,94,7,59,85,80,30,13,60,39,99,13,89,78,73,65,22,41,74,50,23,76,1,35,91,31,86,2,66,32,9,65,64,81,60,62,41,6,64,10,42,34,55,95,82,15,4,31,73,77,13,7,42,70,79,93,58,34,60,27,54,56,75,18,38,95,66,53,75,66,2,77,33,97,28,77,83,27,36,71,43,58,22,54,83,44,47,8,38,9,51,76,56,16,15,53,97,35,42,56,85,87,77,1,55,64,53,33,9,23,5,8,48,11,51,89,67,82,83,49,56,59,91,17,46,33,58,2,2,36,56,38,55,29,59,76,54,76,27,90,90,22,77,23,61,37,6,26,58,7,80,20,41,9,100,65,86,69,82,52,70,59,6,86,11,54,89,77,28,42,66,47,66,79,41,1,59,27,68,26,5,85,7,74,28,45,95,54,8,24,73,51,56,40,33,55,30,7,42,11,10,76,7,68,97,83,92,43,35,18,60,78,20,71,44,47,6,30,86,67,84,44,17,21,79,86,30,49,95,75,58,57,10,91,26,26,71,79,100,80,39,7,32,80,11,5,23,34,87,46,20,14,95,59,25,40,26,80,28,88,56,46,87,16,43,63,7,8,2,51,24,4,3,65,55,42,19,30,46,42,44,22,71,76,47,61,100,70,34,58,8,37,5,42,65,4,38,29,45,4,72,15,83,32,17,67,5,3,28,15,29,22,65,67,63,46,4,15,91,27,5,57,59,63,3,15,80,39,26,1,49,45,24,7,47,58,88,84,49,84,46,67,61,99,38,63,67,100,75,55,63,99,38,82,72,69,2,76,23,13
k_9,19,19,2,4,76,95,65,19,37,74,93,32,93,81,80,35,14,77,57,24,43,92,19,95,62,56,17,33,74,9,30,76,61,75,4,93,97,55,1,6,49,24,42,33,63,91,2,65,79,69,84,12,65,43,61,48,32,96,75,12,18,93,7,96,90,48,65,33,7,30,45,60,74,80,36,81,97,27,31,23,49,37,57,3,40,32,47,100,86,69,61,76,16,8,35,24,37,54,57,53,49,63,34,1,33,92,89,77,1,91,27,54,54,41,3,83,52,44,95,59,76,100,64,28,22,28,54,7,8,82,33,89,94,1,30,99,17,54,70,70,49,36,85,75,100,73,95,6,95,98,75,14,13,31,69,3,95,43,67,3,56,3,40,23,38,49,95,52,22,48,59,25,9,38,37,16,53,76,34,67,24,20,92,95,3,5,99,77,5,37,47,70,58,21,86,3,51,84,51,51,57,99,6,88,84,52,79,12,46,42,60,62,31,36,37,61,74,87,48,34,19,59,78,52,44,89,61,14,38,1,5,65,72,88,91,96,33,12,79,29,91,84,56,31,87,92,10,55,83,36,49,74,28,68,85,98,46,38,39,20,93,79,42,43,25,90,79,72,24,91,82,43,89,16,3,85,64,98,34,6,14,24,78,42,48,73,6,17,99,44,33,74,56,72,36,40,68,58,33,57,92,7,26,85,79,60,89,83,47,26,65,72,71,60,22,82,20,86,39,48,94,19,20,42,11,84,90,61,56,81,66,53,97,54,41,43,50,71,16,21,91,56,70,30,40,76,70,67,26,69,7,77,56,98,77,87,9,47,77,14,53,90,65,22,19,48,79,18,65,11,31,14,16,28,35,66,77,11,2,26,15,31,93,35,10,37,85,18,78,57,43,76,57,84,45,77,28,51,32,52,67,67,44,84,29,23,85,32,54,5,10,69,64,27,65,56,76,10,12,69,62,77,87,63,42,22,19,37,42,99,96,23,2,2,24,11,70,3,37,84,71,84,39,97,18,53,73,2,10,40,38,5,24,23,15,11,87,59,65,60,27,67,96,19,47,33,97,55,100,71,64,9,71,22,8,53,15,99,43,8
